global_id,portal_id,file_id,lter,title,alt_id,owner,metadata_date,year_only,no_temporal_info,start_date,end_date,duration,current,conv_access,pop_data,temp_int,quality,taxa,data_type,descriptor,study_type,num_spp,comm_data,multi_trophic,env_data_file,habitat_data_file,space_data_file,coor_sys,projection,lat,long,summarized,num_sites,num_treatment_levels,treatment_type,exp_maintainence ,spatial_replication,num_levels_of_replication,rep_lev1,rep_lev2,rep_lev3,rep_lev4,site_metadata,notes,linked,data_obj_count,api_file
886,knb-lter-vcr.196.11,lidar_elev_pts,VCR,"Quantifying Changes along Mainland Marshes in the Virginia Coast Reserve, 1957-2011: GIS data",VCR12190h,McLoughlin;McGlathery;Wiberg,1,0,1,10/14/1957,7/15/2011,,0,1,0,,other,,spatial,elevation,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.196,,,1,
887,knb-lter-vcr.196.11,lidar_analysis_areas,VCR,"Quantifying Changes along Mainland Marshes in the Virginia Coast Reserve, 1957-2011: GIS data",VCR12190i,McLoughlin;McGlathery;Wiberg,1,0,1,10/14/1957,7/15/2011,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.196,,,1,
888,knb-lter-vcr.196.11,Marsh_Change_Data.zip,VCR,"Quantifying Changes along Mainland Marshes in the Virginia Coast Reserve, 1957-2011: GIS data",VCR12190,McLoughlin;McGlathery;Wiberg,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.196,not counting as separate data; original data condensed to zip file,,0,
889,knb-lter-vcr.197.9,VCR12191_1,VCR,"Quantifying Changes along Mainland Marshes in the Virginia Coast Reserve, 1957-2011: Tabular data",VCR12191,McLoughlin;McGlathery;Wiberg,1,0,1,10/14/1957,7/15/2011,,0,1,0,,other,,spatial;env,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.197,,,1,
890,knb-lter-vcr.200.9 ,VCR12192_1,VCR,Stable isotopes of M. mercenaria and plant sources on the Virginia Coast,VCR12192,Pace;Hondula,0,0,0,6/17/2009,4/25/2011,,0,1,0,,other,plant;algae;bivalve,isotope,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.200,,,1,
891,knb-lter-vcr.201.7,VCR12193_1,VCR,"A time series of images of egret and cormorant colonies on Chimney   Pole Marsh, VA 2010-2011",VCR12193,Clarkson;Erwin,1,0,0,6/15/2010,8/11/2011,,0,1,1,,other,bird,image,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.201,could derived counts from images; temporal snapshot,,1,
892,knb-lter-vcr.202.9,esva_dem,VCR,"LiDAR-based Digital Elevation Model for Northampton and Accomack Co., VA, 2010",VCR12194a,VITA,1,0,1,3/25/2010,3/30/2010,,0,1,0,,other,,spatial,elevation,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.202,data from zip folder,,1,
893,knb-lter-vcr.202.9,lidarwatermaskpoly,VCR,"LiDAR-based Digital Elevation Model for Northampton and Accomack Co., VA, 2010",VCR12194b,VITA,1,0,1,3/25/2010,3/30/2010,,0,1,0,,other,,spatial,elevation,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.202,data from zip folder,,1,
894,knb-lter-vcr.202.9,lidarwmarshmaskpoly,VCR,"LiDAR-based Digital Elevation Model for Northampton and Accomack Co., VA, 2010",VCR12194c,VITA,1,0,1,3/25/2010,3/30/2010,,0,1,0,,other,,spatial,elevation,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.202,data from zip folder,,1,
895,knb-lter-vcr.202.9,VCR12194_1,VCR,"LiDAR-based Digital Elevation Model for Northampton and Accomack Co., VA, 2010",VCR12194,VITA,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.202,not counting as separate data; original data in different format,,0,
896,knb-lter-vcr.203.8,VCR12195_1,VCR,"LiDAR point cloud for Northampton and Accomack Co., VA 2010",VCR12195,VITA,1,0,1,3/25/2010,3/30/2010,,0,1,0,,other,,spatial,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.203,"similar data to VCR12194_1, may be raw data supplied to developed digital elevation model",,1,
897,knb-lter-vcr.204.9,VCR12196_1,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196,Oster;Moore,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,not counting as separate data; original data in zip folder,,0,
898,knb-lter-vcr.204.9,shoreline1997.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196a,Oster;Moore,1,0,0,1/1/1998,12/31/2009,,0,1,0,,other,,spatial,boundaries,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,data from zip folder,,1,
899,knb-lter-vcr.204.9,shoreline1998.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196b,Oster;Moore,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,not counting as separate data; same data separated by time,,0,
900,knb-lter-vcr.204.9,shoreline2005.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196c,Oster;Moore,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,not counting as separate data; same data separated by time,,0,
901,knb-lter-vcr.204.9,shoreline2009.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196d,Oster;Moore,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,not counting as separate data; same data separated by time,,0,
902,knb-lter-vcr.204.9,Dhigh1998.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196e,Oster;Moore,1,0,0,1/1/1998,12/31/2009,,0,1,0,,other,,spatial,boundaries,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,data from zip folder,,1,
903,knb-lter-vcr.204.9,Dhigh2005.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196f,Oster;Moore,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,not counting as separate data; same data separated by time,,0,
904,knb-lter-vcr.204.9,Dhigh2009.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196g,Oster;Moore,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,not counting as separate data; same data separated by time,,0,
905,knb-lter-vcr.204.9,dlow1998.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196h,Oster;Moore,1,0,0,1/1/1998,12/31/2009,,0,1,0,,other,,spatial,boundaries,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,data from zip folder,,1,
906,knb-lter-vcr.204.9,dlow2005.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196i,Oster;Moore,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,not counting as separate data; same data separated by time,,0,
907,knb-lter-vcr.204.9,dlow2009.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196j,Oster;Moore,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,not counting as separate data; same data separated by time,,0,
908,knb-lter-vcr.204.9,Bonnie_Overwashprob_98_05_09.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196k,Oster;Moore,1,0,0,1/1/1998,12/31/2009,,0,1,0,,other,,spatial,boundaries,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,data from zip folder,,1,
909,knb-lter-vcr.204.9,KML.zip,VCR,"Beach Morphology of the Virginia Barrier Islands 1998, 2005 and 2009",VCR12196l,Oster;Moore,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.204,not counting as separate data; google earth visual of spatial data,,0,
910,knb-lter-vcr.205.11,VCR12197_1,VCR,GPS Survey Monuments on the Virginia Coast Reserve 1992-1994,VCR12197,Carlson;Porter,1,0,1,1/1/1992,12/31/1994,,0,1,0,,other,,spatial ,elevation,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.205,,,1,
911,knb-lter-vcr.205.11,VCRgps1993adj2011,VCR,GPS Survey Monuments on the Virginia Coast Reserve 1992-1994,VCR12197a,Carlson;Porter,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.205,not counting as separate data; orginal data in different format,,0,
912,knb-lter-vcr.205.11,VCRLTER_Land_Surface_Elev.kml,VCR,GPS Survey Monuments on the Virginia Coast Reserve 1992-1994,VCR12197b,Carlson;Porter,1,0,1,1/1/1992,12/31/1994,,0,1,0,,other,,spatial ,elevation,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.205,,,1,
913,knb-lter-vcr.205.11,VCRgps9311adjinfo.zip,VCR,GPS Survey Monuments on the Virginia Coast Reserve 1992-1994,VCR12197c,Carlson;Porter,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.205,not counting as separate data; information regarding adjustments to the main data,,0,
914,knb-lter-vcr.206.13,VCR12200_1,VCR,Surface Elevation Table Lagoon Data for Wachapregue marshes and north Mockhorn Island of the Virginia Coast Reserve 2002-2014,VCR12200,Erwin;Prosser,0,1,0,1/1/2002,1/1/2014,,0,1,0,,other,,spatial,elevation,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.206,,,1,
915,knb-lter-vcr.207.10,VCR12201_1,VCR,"Groundwater Levels at Phillips Creek Marsh, VA 2012-present",VCR12201,Blum;Christian,0,0,0,12/13/2011,11/24/2014,,1,1,0,,other,,env,water_param;wat_temp,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.207,,,1,
916,knb-lter-vcr.209.8,VCR12203_1,VCR,"Groundwater Wells on Metompkin and Smith Islands, VA 2012-present",VCR12203,Day;Porter;Buck,0,0,0,8/22/2012,8/28/2013,,1,1,0,,other,,env,water_param;wat_temp,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.209,,,1,
917,knb-lter-vcr.210.8,V2itbathg,VCR,Integrated Topography and Bathymetry for the Eastern Shore of Virginia,VCR13204a,Richardson;Porter;Oertel;Zimmerman;Carlson;Overman;Carlson,1,0,1,1/1/2014,1/1/2014,,0,1,0,,other,,spatial,elevation;bathymetry,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.210,,,1,
918,knb-lter-vcr.210.8,V2_topobathy_img,VCR,Integrated Topography and Bathymetry for the Eastern Shore of Virginia,VCR13204b,Richardson;Porter;Oertel;Zimmerman;Carlson;Overman;Carlson,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.210,not counting as separate data; same data in different format,,0,
919,knb-lter-vcr.210.8,V2_topobathy_tif,VCR,Integrated Topography and Bathymetry for the Eastern Shore of Virginia,VCR13204c,Richardson;Porter;Oertel;Zimmerman;Carlson;Overman;Carlson,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.210,not counting as separate data; same data in different format,,0,
920,knb-lter-vcr.210.8,VA_TopoBathy_gdb.zip,VCR,Integrated Topography and Bathymetry for the Eastern Shore of Virginia,VCR13204,Richardson;Porter;Oertel;Zimmerman;Carlson;Overman;Carlson,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.210,not counting as separate data; same data in different format,,0,
921,knb-lter-vcr.210.8,va_topobathy_img.zip,VCR,Integrated Topography and Bathymetry for the Eastern Shore of Virginia,VCR13204d,Richardson;Porter;Oertel;Zimmerman;Carlson;Overman;Carlson,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.210,not counting as separate data; same data in different format,,0,
922,knb-lter-vcr.210.8,va_topobathy_tif.zip,VCR,Integrated Topography and Bathymetry for the Eastern Shore of Virginia,VCR13204e,Richardson;Porter;Oertel;Zimmerman;Carlson;Overman;Carlson,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.210,not counting as separate data; same data in different format,,0,
923,knb-lter-vcr.213.1,VCR13207_1,VCR,"Vegetation and Building Heights for Northampton and Accomac Counties, Virginia 2010",VCR13207,Porter,1,0,1,4/10/2010,4/25/2010,,0,1,0,,other,,spatial,see notes,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.213,spatial file of vegetation heights,,1,
924,knb-lter-vcr.213.1,es_veghgt_utm_m_2010_TIF.zip,VCR,"Vegetation and Building Heights for Northampton and Accomac Counties, Virginia 2010",VCR13207,Porter,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.213,not counting as separate data; data in different format,,0,
925,knb-lter-vcr.216.1,VCR13210_1,VCR,"Microhabitat at small mammal trapping stations on Hog Island, VA  in 1991",VCR13210,Porter;Dooley,1,0,1,5/9/1991,5/12/1991,,0,1,1,,other,plant,per_cover,,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.216,temporal snapshot,,1,
926,knb-lter-vcr.217.2,VCR13213_1,VCR,"Visualization of Marsh Grass Roots and Rhizomes by CT imaging: VCR salt marshes, summer 2012",VCR13213,Blum,0,1,0,1/1/2013,1/1/2015,,0,1,0,,other,plant,other,root volume,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.217,raw data are CT scans,,1,
927,knb-lter-vcr.219.3,cfactor_lmsl,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215a,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
928,knb-lter-vcr.219.3,cfactor_mhhw,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215b,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
929,knb-lter-vcr.219.3,cfactor_mhw,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215c,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
930,knb-lter-vcr.219.3,cfactor_mllw,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215d,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
931,knb-lter-vcr.219.3,cfactor_mlw,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215e,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
932,knb-lter-vcr.219.3,cfactor_mtl,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215f,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
933,knb-lter-vcr.219.3,cf_nd_lmsl,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215g,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
934,knb-lter-vcr.219.3,cf_nd_mhhw,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215h,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
935,knb-lter-vcr.219.3,cf_nd_mhw,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215i,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
936,knb-lter-vcr.219.3,cf_nd_mllw,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215j,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
937,knb-lter-vcr.219.3,cf_nd_mlw,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215k,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
938,knb-lter-vcr.219.3,cf_nd_mtl,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215l,Richardson,1,0,1,9/1/2013,9/10/2013,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,,,1,
939,knb-lter-vcr.219.3,VCR13215_1,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215,Richardson,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,not counting as separate data; same files in different format,,0,
940,knb-lter-vcr.219.3,tidalDatumConversionGrids.zip,VCR,Tidal datum conversion grids for the Eastern Shore of Virginia and surrounding waters (2013),VCR13215m,Richardson,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.219,not counting as separate data; same files in different format,,0,
941,knb-lter-vcr.222.8,ccaffrey74_u83_adj,VCR,"Plant Associations on the Virginia Barrier Islands: Metompkin - Smith Islands, 1974-1975.",VCR14218a,McCaffrey;Dueser,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.222,not counting as separate data; data are same as previous version but in a different format with a spatial correction,,0,
942,knb-lter-vcr.222.8,mccaffrey74_ind_plus.zip,VCR,"Plant Associations on the Virginia Barrier Islands: Metompkin - Smith Islands, 1974-1975.",VCR14218,McCaffrey;Dueser,1,0,1,1/1/1974,12/31/1975,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.222,vegetation maps and plant associations,,1,
943,knb-lter-vcr.222.8,mccaffrey74_old.zip,VCR,"Plant Associations on the Virginia Barrier Islands: Metompkin - Smith Islands, 1974-1975.",VCR14218b,McCaffrey;Dueser,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.222,not counting as separate data; older version of same dataset,,0,
944,knb-lter-vcr.223.2,VCR14219_1,VCR,"VCRLTER-Northampton County GIS data archive, 1995.",VCR14219,Porter;Halpin;Richardson;Shao,1,0,1,3/22/1995,3/22/1995,,0,1,0,,other,,spatial,see site_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.223,"archive of gis layer regarding hydrography, transportation, soils, landuse/landcover, plant associations",,1,
945,knb-lter-vcr.224.3,acnh_ssurgo_soils,VCR,"Detailed USDA SSURGO soil map data for Accomack and Northampton Counties, VA, 2008-2010.",VCR14220a,Soil Survey Staff,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.224,not counting as separate data; source information to make the spatial vector in corresponding file,,0,
946,knb-lter-vcr.224.3,VCR14220_1,VCR,"Detailed USDA SSURGO soil map data for Accomack and Northampton Counties, VA, 2008-2010.",VCR14220,Soil Survey Staff,1,0,1,1/7/2014,1/7/2014,,0,1,0,,other,,spatial,see stie_metadata,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.224,database of soil mapping information,,1,
947,knb-lter-vcr.225.2,tm93r30c11tif,VCR,1993 Landuse/Landcover of the Lower Delmarva Peninsula,VCR14221a,Richardson;Shao,,,,,,,,,,,not_data,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.225,not counting as separate dataset; same data in a zip folder with documentation,,0,
948,knb-lter-vcr.225.2,m93r30c11other.zip,VCR,1993 Landuse/Landcover of the Lower Delmarva Peninsula,VCR14221,Richardson;Shao,1,0,1,7/28/1993,7/28/1993,,0,1,0,,other,,spatial,land_cover,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.225,,,1,
949,knb-lter-vcr.226.2,acnh_t13_roads,VCR,Transportation GIS Layers for the Eastern Shore of Virginia 2013,VCR14222,Richardson,1,0,1,1/1/2013,1/1/2013,,0,1,0,,other,,spatial,transportation,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.226,,,1,
950,knb-lter-vcr.226.2,acnh_t13_airfields,VCR,Transportation GIS Layers for the Eastern Shore of Virginia 2013,VCR14222a,Richardson,1,0,1,1/1/2013,1/1/2013,,0,1,0,,other,,spatial,boundaries,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.226,,,1,
951,knb-lter-vcr.226.2,railroads,VCR,Transportation GIS Layers for the Eastern Shore of Virginia 2013,VCR14222b,Richardson,1,0,1,1/1/2013,1/1/2013,,0,1,0,,other,,spatial,coordinates,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.226,,,1,
952,knb-lter-vcr.226.2,powerlines,VCR,Transportation GIS Layers for the Eastern Shore of Virginia 2013,VCR14222c,Richardson,1,0,1,1/1/2013,1/1/2013,,0,1,0,,other,,spatial,coordinates,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.226,,,1,
953,knb-lter-vcr.226.2,boatramps,VCR,Transportation GIS Layers for the Eastern Shore of Virginia 2013,VCR14222d,Richardson,1,0,1,1/1/2013,1/1/2013,,0,1,0,,other,,spatial,coordinates,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.226,,,1,
954,knb-lter-vcr.227.3,NHDWaterbody_ES,VCR,NHD Hydrography and Watershed Data for the Eastern Shore of Virginia 2013,VCR14223a,USGS; EPA;  USFS; other fed/state/local partners,1,0,1,9/6/2013,9/6/2013,,0,1,0,,other,,spatial,boundaries,obs,,,,,,,,,,,,,,,,,,,,,,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.227,,,1,
