year,season,date,site,plot,transect,quad,treatment,species,obs,cover,height,count,comment
2004,2,5/24/2004,P,1,V,7,C,ASNU4,1,0.25,5,6,NA
2004,2,5/24/2004,P,1,V,7,C,ASNU4,2,1.5,12,1,NA
2004,2,5/24/2004,P,1,V,7,C,ASNU4,3,0.5,7,2,NA
2004,2,5/24/2004,P,1,V,7,C,ASNU4,4,0.1,6,6,NA
2004,2,5/24/2004,P,1,V,7,C,ASNU4,5,0.05,2,3,NA
2004,2,5/24/2004,P,1,V,7,C,BOER4,1,3,9,2,NA
2004,2,5/24/2004,P,1,V,7,C,BOER4,2,2.5,9,3,NA
2004,2,5/24/2004,P,1,V,7,C,BOER4,3,1.5,9,3,NA
2004,2,5/24/2004,P,1,V,7,C,BOER4,4,1,8,2,NA
2004,2,5/24/2004,P,1,V,7,C,BOER4,5,0.75,8,1,NA
2004,2,5/24/2004,P,1,V,7,C,BOER4,6,0.5,6,2,NA
2004,2,5/24/2004,P,1,V,7,C,BOER4,7,0.25,4,3,NA
2004,2,5/24/2004,P,1,V,7,C,BOER4,8,0.1,3,2,NA
2004,2,5/24/2004,P,1,V,7,C,BOER4,9,0.05,2,4,NA
2004,2,5/24/2004,P,1,V,7,C,GUSA2,1,1.5,14,1,NA
2004,2,5/24/2004,P,1,V,7,C,GUSA2,2,0.01,4,2,NA
2004,2,5/24/2004,P,1,V,7,C,MUTO2,1,0.25,3,2,NA
2004,2,5/24/2004,P,1,V,7,C,OECA10,1,0.1,9,2,NA
2004,2,5/24/2004,P,1,V,7,C,PLPA2,1,0.1,6,1,NA
2004,2,5/24/2004,P,1,V,7,C,PLPA2,2,0.05,5,5,NA
2004,2,5/24/2004,P,1,V,7,C,PLPA2,3,0.05,8,6,NA
2004,2,5/24/2004,P,1,V,7,C,PLPA2,4,0.01,4,8,NA
2004,2,5/24/2004,P,1,V,7,C,SPCR,1,0.75,8,1,WAS_SPCR
2004,2,5/24/2004,P,1,V,7,C,SPCR,2,0.5,5,1,WAS_SPCR
2004,2,5/24/2004,P,1,V,8,C,ASNU4,1,0.25,3,2,NA
2004,2,5/24/2004,P,1,V,8,C,ASNU4,2,0.5,10,1,NA
2004,2,5/24/2004,P,1,V,8,C,BOER4,1,3,10,1,NA
2004,2,5/24/2004,P,1,V,8,C,BOER4,2,2,10,2,NA
2004,2,5/24/2004,P,1,V,8,C,BOER4,3,1.5,9,2,NA
2004,2,5/24/2004,P,1,V,8,C,BOER4,4,1,10,3,NA
2004,2,5/24/2004,P,1,V,8,C,BOER4,5,0.75,8,1,NA
2004,2,5/24/2004,P,1,V,8,C,BOER4,6,0.5,9,1,NA
2004,2,5/24/2004,P,1,V,8,C,BOER4,7,0.5,6,2,NA
2004,2,5/24/2004,P,1,V,8,C,BOER4,8,0.1,4,3,NA
2004,2,5/24/2004,P,1,V,8,C,BOER4,9,0.05,3,3,NA
2004,2,5/24/2004,P,1,V,8,C,BOER4,10,0.25,4,2,NA
2004,2,5/24/2004,P,1,V,8,C,BOER4,11,0.01,2,2,NA
2004,2,5/24/2004,P,1,V,8,C,LUBR2,1,0.25,7,1,NA
2004,2,5/24/2004,P,1,V,8,C,LUBR2,2,0.05,5,2,NA
2004,2,5/24/2004,P,1,V,8,C,MUTO2,1,0.5,5,3,NA
2004,2,5/24/2004,P,1,V,8,C,MUTO2,2,0.25,4,3,NA
2004,2,5/24/2004,P,1,V,8,C,MUTO2,3,0.1,3,3,NA
2004,2,5/24/2004,P,1,V,8,C,MUTO2,4,0.05,2,2,NA
2004,2,5/24/2004,P,1,V,8,C,PLPA2,1,0.05,8,1,NA
2004,2,5/24/2004,P,1,V,8,C,SPCR,1,0.5,8,1,WAS_SPCR
2004,2,5/24/2004,P,1,V,8,C,SPCR,2,0.25,8,3,WAS_SPCR
2004,2,5/24/2004,P,1,V,9,C,ASNU4,1,0.05,5,1,NA
2004,2,5/24/2004,P,1,V,9,C,ASNU4,2,0.01,1,2,NA
2004,2,5/24/2004,P,1,V,9,C,BOER4,1,10,9,1,NA
2004,2,5/24/2004,P,1,V,9,C,BOER4,2,2,8,1,NA
2004,2,5/24/2004,P,1,V,9,C,BOER4,3,1.5,8,3,NA
2004,2,5/24/2004,P,1,V,9,C,BOER4,4,1,7,4,NA
2004,2,5/24/2004,P,1,V,9,C,BOER4,5,0.75,5,2,NA
2004,2,5/24/2004,P,1,V,9,C,BOER4,6,0.25,3,3,NA
2004,2,5/24/2004,P,1,V,9,C,BOER4,7,0.05,2,4,NA
2004,2,5/24/2004,P,1,V,9,C,BOER4,8,0.01,1,1,NA
2004,2,5/24/2004,P,1,V,9,C,BOGR2,1,0.75,6,1,NA
2004,2,5/24/2004,P,1,V,9,C,BOGR2,2,0.5,4,2,NA
2004,2,5/24/2004,P,1,V,9,C,BOGR2,3,0.25,4,6,NA
2004,2,5/24/2004,P,1,V,9,C,BOGR2,4,0.1,3,3,NA
2004,2,5/24/2004,P,1,V,9,C,BOGR2,5,0.05,2,2,NA
2004,2,5/24/2004,P,1,V,9,C,LUBR2,1,0.1,7,1,NA
2004,2,5/24/2004,P,1,V,9,C,LUBR2,2,0.05,6,1,NA
2004,2,5/24/2004,P,1,V,9,C,LUBR2,3,0.25,7,2,NA
2004,2,5/24/2004,P,1,V,10,C,ASNU4,1,0.05,3,1,NA
2004,2,5/24/2004,P,1,V,10,C,BOER4,1,2.5,7,1,NA
2004,2,5/24/2004,P,1,V,10,C,BOER4,2,2,9,1,NA
2004,2,5/24/2004,P,1,V,10,C,BOER4,3,1.5,7,2,NA
2004,2,5/24/2004,P,1,V,10,C,BOER4,4,0.5,5,2,NA
2004,2,5/24/2004,P,1,V,10,C,BOER4,5,0.25,4,7,NA
2004,2,5/24/2004,P,1,V,10,C,BOER4,6,0.1,4,3,NA
2004,2,5/24/2004,P,1,V,10,C,BOGR2,1,1.5,7,1,NA
2004,2,5/24/2004,P,1,V,10,C,BOGR2,2,0.5,4,2,NA
2004,2,5/24/2004,P,1,V,10,C,BOGR2,3,0.25,3,1,NA
2004,2,5/24/2004,P,1,V,10,C,BOGR2,4,1.5,5,1,NA
2004,2,5/24/2004,P,1,V,10,C,BOGR2,5,0.75,5,1,NA
2004,2,5/24/2004,P,1,V,10,C,MUTO2,1,0.1,3,4,NA
2004,2,5/24/2004,P,1,V,10,C,MUTO2,2,0.5,5,3,NA
2004,2,5/24/2004,P,1,V,10,C,MUTO2,3,0.25,4,2,NA
2004,2,5/26/2004,P,2,N,1,C,BOCU,1,2.5,23,1,NA
2004,2,5/26/2004,P,2,N,1,C,BOCU,2,1,19,1,NA
2004,2,5/26/2004,P,2,N,1,C,BOCU,3,1.5,14,1,NA
2004,2,5/26/2004,P,2,N,1,C,BOCU,4,0.5,11,1,NA
2004,2,5/26/2004,P,2,N,1,C,BOCU,5,0.1,9,2,NA
2004,2,5/26/2004,P,2,N,1,C,BOCU,6,3,24,1,NA
2004,2,5/26/2004,P,2,N,1,C,BOCU,7,0.25,9,1,NA
2004,2,5/26/2004,P,2,N,1,C,BOGR2,1,0.25,8,2,NA
2004,2,5/26/2004,P,2,N,1,C,BOGR2,2,0.1,6,6,NA
2004,2,5/26/2004,P,2,N,1,C,BOGR2,3,0.05,4,2,NA
2004,2,5/26/2004,P,2,N,1,C,CHFE3,1,0.05,4,1,NA
2004,2,5/26/2004,P,2,N,1,C,JUMO,1,15,95,1,NA
2004,2,5/26/2004,P,2,N,1,C,LEPI3,1,0.1,7,1,NA
2004,2,5/26/2004,P,2,N,1,C,LEPI3,2,0.01,1,1,NA
2004,2,5/26/2004,P,2,N,1,C,MUPA2,1,1,18,1,NA
2004,2,5/26/2004,P,2,N,1,C,MUPA2,2,0.1,8,1,NA
2004,2,5/26/2004,P,2,N,1,C,PIED,1,3,64,1,NA
2004,2,5/26/2004,P,2,N,2,C,BADI,1,0.05,3,6,NA
2004,2,5/26/2004,P,2,N,2,C,BADI,2,0.01,2,7,NA
2004,2,5/26/2004,P,2,N,2,C,BOGR2,1,0.5,6,3,NA
2004,2,5/26/2004,P,2,N,2,C,BOGR2,2,0.25,4,1,NA
2004,2,5/26/2004,P,2,N,2,C,BOGR2,3,0.1,4,2,NA
2004,2,5/26/2004,P,2,N,2,C,BOGR2,4,0.05,3,6,NA
2004,2,5/26/2004,P,2,N,2,C,LEPI3,1,0.1,7,1,NA
2004,2,5/26/2004,P,2,N,2,C,LEPI3,2,0.05,4,5,NA
2004,2,5/26/2004,P,2,N,2,C,LEPI3,3,0.01,3,3,NA
2004,2,5/26/2004,P,2,N,2,C,PIED,1,55,260,1,NA
2004,2,5/26/2004,P,2,N,3,C,BADI,1,0.1,5,18,NA
2004,2,5/26/2004,P,2,N,3,C,BADI,2,0.25,7,1,NA
2004,2,5/26/2004,P,2,N,3,C,BADI,3,0.05,3,27,NA
2004,2,5/26/2004,P,2,N,3,C,BADI,4,0.01,2,9,NA
2004,2,5/26/2004,P,2,N,3,C,BOGR2,1,1,9,2,NA
2004,2,5/26/2004,P,2,N,3,C,BOGR2,2,0.75,6,1,NA
2004,2,5/26/2004,P,2,N,3,C,BOGR2,3,0.5,5,3,NA
2004,2,5/26/2004,P,2,N,3,C,BOGR2,4,0.25,4,5,NA
2004,2,5/26/2004,P,2,N,3,C,BOGR2,5,0.1,4,3,NA
2004,2,5/26/2004,P,2,N,3,C,BOGR2,6,0.05,4,13,NA
2004,2,5/26/2004,P,2,N,3,C,ELEL5,1,0.25,14,1,NA
2004,2,5/26/2004,P,2,N,3,C,LEPI3,1,0.05,3,3,NA
2004,2,5/26/2004,P,2,N,3,C,LEPI3,2,0.01,2,3,NA
2004,2,5/26/2004,P,2,N,3,C,LEPI3,3,0.1,4,1,NA
2004,2,5/26/2004,P,2,N,3,C,PIED,1,40,300,1,NA
2004,2,5/26/2004,P,2,N,3,C,POFE,1,0.1,9,1,WAS_POAC11
2004,2,5/26/2004,P,2,N,4,C,BADI,1,0.01,2,3,NA
2004,2,5/26/2004,P,2,N,4,C,BADI,2,0.05,3,1,NA
2004,2,5/26/2004,P,2,N,4,C,BOGR2,1,0.25,7,1,NA
2004,2,5/26/2004,P,2,N,4,C,ECCOC,1,0.5,8,1,NA
2004,2,5/26/2004,P,2,N,4,C,ECCOC,2,0.25,6,1,NA
2004,2,5/26/2004,P,2,N,4,C,JUMO,1,0.1,6,1,NA
2004,2,5/26/2004,P,2,N,4,C,JUMO,2,25,134,1,NA
2004,2,5/26/2004,P,2,N,4,C,LEPI3,1,0.05,3,6,NA
2004,2,5/26/2004,P,2,N,4,C,LEPI3,2,0.01,2,9,NA
2004,2,5/26/2004,P,2,N,4,C,OPPH,1,6,3,1,LxW
2004,2,5/26/2004,P,2,N,4,C,OPPH,2,5,4,1,NA
2004,2,5/26/2004,P,2,N,4,C,PIED,1,40,250,1,NA
2004,2,5/26/2004,P,2,N,4,C,POFE,1,0.1,14,1,WAS_POAC11
2004,2,5/26/2004,P,2,N,4,C,POFE,2,0.05,5,1,WAS_POAC11
2004,2,5/26/2004,P,2,N,4,C,QUGR3,1,0.1,4,1,WAS_QUTU2
2004,2,5/26/2004,P,2,N,4,C,QUGR3,2,0.25,8,1,WAS_QUTU2
2004,2,5/26/2004,P,2,N,4,C,YUBA,1,10,2,1,LxW__HANGING_IN
2004,2,5/26/2004,P,2,N,4,C,YUBA,2,5,2,1,LxW__HANGING_IN
2004,2,5/26/2004,P,2,N,5,C,BADI,1,0.05,2,1,NA
2004,2,5/26/2004,P,2,N,5,C,CEMOP,1,0.5,65,1,NA
2004,2,5/26/2004,P,2,N,5,C,JUMO,1,2,85,1,NA
2004,2,5/26/2004,P,2,N,5,C,JUMO,2,6,52,1,NA
2004,2,5/26/2004,P,2,N,5,C,LEPI3,1,0.05,3,4,NA
2004,2,5/26/2004,P,2,N,5,C,LEPI3,2,0.1,6,1,NA
2004,2,5/26/2004,P,2,N,5,C,LEPI3,3,0.01,2,2,NA
2004,2,5/26/2004,P,2,N,5,C,PIED,1,100,0,1,NA
2004,2,5/26/2004,P,2,N,5,C,PIED,2,0.1,5,1,NA
2004,2,5/26/2004,P,2,N,5,C,RHTR,1,0.25,37,1,NA
2004,2,5/26/2004,P,2,N,6,C,ASNU4,1,0.1,12,2,NA
2004,2,5/26/2004,P,2,N,6,C,ASNU4,2,0.1,5,1,NA
2004,2,5/26/2004,P,2,N,6,C,ASNU4,3,0.05,7,1,NA
2004,2,5/26/2004,P,2,N,6,C,ASNU4,4,0.05,4,6,NA
2004,2,5/26/2004,P,2,N,6,C,BOGR2,1,0.25,4,3,NA
2004,2,5/26/2004,P,2,N,6,C,BOGR2,2,0.1,3,4,NA
2004,2,5/26/2004,P,2,N,6,C,BOGR2,3,0.05,3,2,NA
2004,2,5/26/2004,P,2,N,6,C,LEPI3,1,0.05,3,8,NA
2004,2,5/26/2004,P,2,N,6,C,LEPI3,2,0.01,2,4,NA
2004,2,5/26/2004,P,2,N,6,C,LEPI3,3,0.1,6,1,NA
2004,2,5/26/2004,P,2,N,6,C,PIED,1,0.05,4,1,NA
2004,2,5/26/2004,P,2,N,6,C,PIED,2,95,280,1,NA
2004,2,5/26/2004,P,2,N,6,C,POFE,1,0.1,8,2,WAS_POAC11
2004,2,5/26/2004,P,2,N,7,C,ARFEF,1,0.5,21,1,NA
2004,2,5/26/2004,P,2,N,7,C,ASNU4,1,0.25,10,1,NA
2004,2,5/26/2004,P,2,N,7,C,ASNU4,2,0.05,5,1,NA
2004,2,5/26/2004,P,2,N,7,C,BADI,1,0.1,7,1,NA
2004,2,5/26/2004,P,2,N,7,C,BADI,2,0.05,3,9,NA
2004,2,5/26/2004,P,2,N,7,C,BADI,3,0.05,2,3,NA
2004,2,5/26/2004,P,2,N,7,C,BADI,4,0.25,9,1,NA
2004,2,5/26/2004,P,2,N,7,C,BOGR2,1,0.75,8,1,NA
2004,2,5/26/2004,P,2,N,7,C,BOGR2,2,0.5,6,4,NA
2004,2,5/26/2004,P,2,N,7,C,BOGR2,3,0.25,4,7,NA
2004,2,5/26/2004,P,2,N,7,C,BOGR2,4,0.1,4,6,NA
2004,2,5/26/2004,P,2,N,7,C,BOGR2,5,0.05,3,11,NA
2004,2,5/26/2004,P,2,N,7,C,LEPI3,1,0.05,3,7,NA
2004,2,5/26/2004,P,2,N,7,C,LEPI3,2,0.1,4,2,NA
2004,2,5/26/2004,P,2,N,7,C,PIED,1,90,220,1,NA
2004,2,5/26/2004,P,2,N,7,C,PIED,2,10,18,1,NA
2004,2,5/26/2004,P,2,N,8,C,BADI,1,0.1,4,8,NA
2004,2,5/26/2004,P,2,N,8,C,BADI,2,0.05,3,24,NA
2004,2,5/26/2004,P,2,N,8,C,BADI,3,0.01,2,5,NA
2004,2,5/26/2004,P,2,N,8,C,BOGR2,1,0.05,3,2,NA
2004,2,5/26/2004,P,2,N,8,C,JUMO,1,35,180,1,NA
2004,2,5/26/2004,P,2,N,8,C,LEPI3,1,0.05,5,11,NA
2004,2,5/26/2004,P,2,N,8,C,LEPI3,2,0.1,7,2,NA
2004,2,5/26/2004,P,2,N,8,C,MILI3,1,0.1,11,1,NA
2004,2,5/26/2004,P,2,N,8,C,MILI3,2,0.05,9,1,NA
2004,2,5/26/2004,P,2,N,8,C,MILI3,3,0.05,6,1,NA
2004,2,5/26/2004,P,2,N,8,C,PIED,1,0.1,6,1,NA
2004,2,5/26/2004,P,2,N,9,C,BADI,1,0.05,3,8,NA
2004,2,5/26/2004,P,2,N,9,C,BADI,2,0.1,4,1,NA
2004,2,5/26/2004,P,2,N,9,C,BADI,3,0.01,2,4,NA
2004,2,5/26/2004,P,2,N,9,C,BOCU,1,1,20,1,NA
2004,2,5/26/2004,P,2,N,9,C,ECCOC,1,0.25,9,1,NA
2004,2,5/26/2004,P,2,N,9,C,ECCOC,2,0.1,5,1,NA
2004,2,5/26/2004,P,2,N,9,C,JUMO,1,2,158,1,NA
2004,2,5/26/2004,P,2,N,9,C,LEPI3,1,0.1,8,6,NA
2004,2,5/26/2004,P,2,N,9,C,LEPI3,2,0.05,5,21,NA
2004,2,5/26/2004,P,2,N,9,C,LEPI3,3,0.05,3,4,NA
2004,2,5/26/2004,P,2,N,9,C,LEPI3,4,0.01,2,4,NA
2004,2,5/26/2004,P,2,N,9,C,LEPI3,5,0.25,8,1,NA
2004,2,5/26/2004,P,2,N,9,C,PIED,1,95,450,1,NA
2004,2,5/26/2004,P,2,N,10,C,BADI,1,0.1,5,6,NA
2004,2,5/26/2004,P,2,N,10,C,BADI,2,0.05,4,5,NA
2004,2,5/26/2004,P,2,N,10,C,BADI,3,0.01,2,3,NA
2004,2,5/26/2004,P,2,N,10,C,BOCU,1,0.75,12,3,NA
2004,2,5/26/2004,P,2,N,10,C,BOCU,2,0.25,10,1,NA
2004,2,5/26/2004,P,2,N,10,C,BOCU,3,0.1,9,1,NA
2004,2,5/26/2004,P,2,N,10,C,LEPI3,1,0.75,10,1,NA
2004,2,5/26/2004,P,2,N,10,C,LEPI3,2,0.1,6,1,NA
2004,2,5/26/2004,P,2,N,10,C,LEPI3,3,0.1,5,4,NA
2004,2,5/26/2004,P,2,N,10,C,LEPI3,4,0.05,4,4,NA
2004,2,5/26/2004,P,2,N,10,C,LYPH,1,0.5,7,1,NA
2004,2,5/26/2004,P,2,N,10,C,LYPH,2,0.05,4,1,NA
2004,2,5/26/2004,P,2,N,10,C,PIED,1,100,400,1,NA
2004,2,5/26/2004,P,2,N,10,C,QUGR3,1,5,57,1,NA
2004,2,5/25/2004,P,2,R,1,C,BOER4,1,0.75,6,1,NA
2004,2,5/25/2004,P,2,R,1,C,BOER4,2,0.25,6,4,NA
2004,2,5/25/2004,P,2,R,1,C,BOER4,3,0.1,5,3,NA
2004,2,5/25/2004,P,2,R,1,C,BOGR2,1,0.1,2,2,NA
2004,2,5/25/2004,P,2,R,1,C,CHFE3,1,0.01,1,1,NA
2004,2,5/25/2004,P,2,R,2,C,BADI,1,0.25,4,1,NA
2004,2,5/25/2004,P,2,R,2,C,BADI,2,0.1,3,2,NA
2004,2,5/25/2004,P,2,R,2,C,BADI,3,0.05,2,7,NA
2004,2,5/25/2004,P,2,R,2,C,JUMO,1,3,51,1,NA
2004,2,5/25/2004,P,2,R,2,C,QUTU2,1,0.5,7,1,WAS_QUTU2
2004,2,5/25/2004,P,2,R,2,C,SOJA,1,0.25,8,2,NA
2004,2,5/25/2004,P,2,R,2,C,SOJA,2,0.1,7,1,NA
2004,2,5/25/2004,P,2,R,2,C,SPFL2,1,0.25,9,2,WAS_SPFL2
2004,2,5/25/2004,P,2,R,3,C,CHFE3,1,0.1,4,1,NA
2004,2,5/25/2004,P,2,R,3,C,CHFE3,2,0.01,2,1,NA
2004,2,5/25/2004,P,2,R,3,C,JUMO,1,15,84,1,NA
2004,2,5/25/2004,P,2,R,4,C,ASNU4,1,0.25,9,2,NA
2004,2,5/25/2004,P,2,R,4,C,ASNU4,2,0.05,7,2,NA
2004,2,5/25/2004,P,2,R,4,C,ASNU4,3,0.01,3,1,NA
2004,2,5/25/2004,P,2,R,4,C,BADI,1,0.1,5,3,NA
2004,2,5/25/2004,P,2,R,4,C,BADI,2,0.05,4,3,NA
2004,2,5/25/2004,P,2,R,4,C,ELEL5,1,0.5,9,1,NA
2004,2,5/25/2004,P,2,R,4,C,PIED,1,50,76,1,NA
2004,2,5/25/2004,P,2,R,4,C,QUGR3,1,0.5,10,1,WAS_QUTU2
2004,2,5/25/2004,P,2,R,5,C,BOHI2,1,0.1,4,1,NA
2004,2,5/25/2004,P,2,R,5,C,BOHI2,1,7,8,1,NA
2004,2,5/25/2004,P,2,R,5,C,BOHI2,2,2,7,1,NA
2004,2,5/25/2004,P,2,R,5,C,BOHI2,3,1,7,1,NA
2004,2,5/25/2004,P,2,R,5,C,BOHI2,4,1.5,7,1,NA
2004,2,5/25/2004,P,2,R,5,C,BOHI2,5,0.5,5,1,NA
2004,2,5/25/2004,P,2,R,6,C,BADI,1,2,27,1,NA
2004,2,5/25/2004,P,2,R,6,C,BADI,2,2,19,1,NA
2004,2,5/25/2004,P,2,R,6,C,BADI,3,0.75,11,2,NA
2004,2,5/25/2004,P,2,R,6,C,BADI,4,0.5,9,1,NA
2004,2,5/25/2004,P,2,R,6,C,CEMOP,1,0.1,2,1,NA
2004,2,5/25/2004,P,2,R,6,C,CEMOP,2,0.25,10,1,NA
2004,2,5/25/2004,P,2,R,6,C,GLBI2,1,0.5,31,1,NA
2004,2,5/25/2004,P,2,R,6,C,PHIN,1,0.25,12,1,NA
2004,2,5/25/2004,P,2,R,6,C,PIED,1,100,200,1,NA
2004,2,5/25/2004,P,2,R,6,C,QUGR3,1,0.75,16,1,WAS_QUTU2
2004,2,5/25/2004,P,2,R,6,C,QUGR3,2,0.5,14,1,WAS_QUTU2
2004,2,5/25/2004,P,2,R,6,C,SOJA,1,0.1,5,1,NA
2004,2,5/25/2004,P,2,R,6,C,ZIGR,1,11,22,1,NA
2004,2,5/25/2004,P,2,R,7,C,BADI,1,0.1,5,4,NA
2004,2,5/25/2004,P,2,R,7,C,BADI,2,0.05,2,2,NA
2004,2,5/25/2004,P,2,R,7,C,BADI,3,0.01,2,3,NA
2004,2,5/25/2004,P,2,R,7,C,BOER4,1,0.25,4,1,NA
2004,2,5/25/2004,P,2,R,7,C,BOER4,2,0.1,3,2,NA
2004,2,5/25/2004,P,2,R,7,C,BOHI2,1,0.75,5,2,NA
2004,2,5/25/2004,P,2,R,7,C,BOHI2,2,0.25,4,1,NA
2004,2,5/25/2004,P,2,R,7,C,BOHI2,3,0.1,3,6,NA
2004,2,5/25/2004,P,2,R,7,C,BOHI2,4,0.05,2,1,NA
2004,2,5/25/2004,P,2,R,7,C,CHFE3,1,0.25,3,2,NA
2004,2,5/25/2004,P,2,R,7,C,CHFE3,2,0.05,1,2,NA
2004,2,5/25/2004,P,2,R,7,C,CHFE3,3,0.1,1,1,NA
2004,2,5/25/2004,P,2,R,8,C,BOER4,1,0.5,2,1,NA
2004,2,5/25/2004,P,2,R,8,C,BOER4,2,0.5,5,1,NA
2004,2,5/25/2004,P,2,R,8,C,BOER4,3,0.1,3,6,NA
2004,2,5/25/2004,P,2,R,8,C,BOER4,4,0.05,2,4,NA
2004,2,5/25/2004,P,2,R,8,C,BOHI2,1,0.25,4,4,NA
2004,2,5/25/2004,P,2,R,8,C,BOHI2,3,0.1,3,8,NA
2004,2,5/25/2004,P,2,R,8,C,CHFE3,1,0.1,3,1,NA
2004,2,5/25/2004,P,2,R,8,C,SPFL2,1,0.5,5,1,WAS_SPFL2
2004,2,5/25/2004,P,2,R,8,C,SPFL2,2,0.1,4,1,WAS_SPFL2
2004,2,5/25/2004,P,2,R,9,C,BOER4,1,0.5,12,1,NA
2004,2,5/25/2004,P,2,R,9,C,BOER4,2,0.25,5,1,NA
2004,2,5/25/2004,P,2,R,9,C,BOER4,3,0.1,4,2,NA
2004,2,5/25/2004,P,2,R,9,C,CHFE3,1,0.25,3,1,NA
2004,2,5/25/2004,P,2,R,9,C,PIED,1,30,59,1,NA
2004,2,5/25/2004,P,2,R,9,C,SPFL2,1,1.5,19,1,WAS_SPFL2
2004,2,5/25/2004,P,2,R,9,C,SPFL2,2,0.5,19,1,WAS_SPFL2
2004,2,5/25/2004,P,2,R,9,C,SPFL2,3,0.25,6,1,WAS_SPFL2
2004,2,5/25/2004,P,2,R,9,C,SPFL2,4,3,19,1,WAS_SPFL2
2004,2,5/25/2004,P,2,R,9,C,SPFL2,5,0.1,9,4,WAS_SPFL2
2004,2,5/25/2004,P,2,R,10,C,BADI,1,0.25,9,10,NA
2004,2,5/25/2004,P,2,R,10,C,BADI,2,0.1,4,6,NA
2004,2,5/25/2004,P,2,R,10,C,BADI,3,0.05,2,2,NA
2004,2,5/25/2004,P,2,R,10,C,BADI,4,0.01,2,4,NA
2004,2,5/25/2004,P,2,R,10,C,BOHI2,1,0.25,6,3,NA
2004,2,5/25/2004,P,2,R,10,C,BOHI2,2,0.1,9,3,NA
2004,2,5/25/2004,P,2,R,10,C,CYIMI,1,23,2,1,LXW
2004,2,5/25/2004,P,2,R,10,C,CYIMI,2,29,3,1,LXW
2004,2,5/25/2004,P,2,R,10,C,CYIMI,3,33,3,1,LXW
2004,2,5/25/2004,P,2,R,10,C,CYIMI,4,3,2,3,LXW
2004,2,5/25/2004,P,2,R,10,C,CYIMI,5,4,2,1,LXW
2004,2,5/25/2004,P,2,R,10,C,CYIMI,6,25,3,1,LXW
2004,2,5/25/2004,P,2,R,10,C,CYIMI,7,20,2,1,LXW
2004,2,5/25/2004,P,2,R,10,C,MILI3,1,0.1,14,1,NA
2004,2,5/25/2004,P,2,R,10,C,QUTU2,1,80,132,1,WAS_QUTU2
2004,2,5/25/2004,P,2,S,1,C,BOER4,1,2.5,14,1,NA
2004,2,5/25/2004,P,2,S,1,C,BOER4,2,1.5,13,1,NA
2004,2,5/25/2004,P,2,S,1,C,BOER4,3,1,6,3,NA
2004,2,5/25/2004,P,2,S,1,C,BOER4,4,0.25,10,2,NA
2004,2,5/25/2004,P,2,S,1,C,BOER4,5,0.5,13,2,NA
2004,2,5/25/2004,P,2,S,1,C,BOER4,6,0.1,5,3,NA
2004,2,5/25/2004,P,2,S,1,C,BOER4,7,0.05,1,2,NA
2004,2,5/25/2004,P,2,S,1,C,BOHI2,1,1,4,2,NA
2004,2,5/25/2004,P,2,S,1,C,BOHI2,2,0.5,5,1,NA
2004,2,5/25/2004,P,2,S,1,C,BOHI2,3,0.25,4,3,NA
2004,2,5/25/2004,P,2,S,1,C,BOHI2,4,0.1,4,6,NA
2004,2,5/25/2004,P,2,S,1,C,BOHI2,5,0.05,2,3,NA
2004,2,5/25/2004,P,2,S,1,C,JUMO,1,6,32,1,NA
2004,2,5/25/2004,P,2,S,1,C,SPFL2,1,4,21,1,WAS_SPFL2
2004,2,5/25/2004,P,2,S,1,C,SPFL2,2,1,19,1,WAS_SPFL2
2004,2,5/25/2004,P,2,S,2,C,BOER4,1,0.5,12,1,NA
2004,2,5/25/2004,P,2,S,2,C,BOER4,2,0.25,7,2,NA
2004,2,5/25/2004,P,2,S,2,C,BOER4,3,0.1,6,1,NA
2004,2,5/25/2004,P,2,S,2,C,BOHI2,1,0.25,4,1,NA
2004,2,5/25/2004,P,2,S,2,C,BOHI2,2,0.1,5,2,NA
2004,2,5/25/2004,P,2,S,2,C,BOHI2,3,0.05,3,2,NA
2004,2,5/25/2004,P,2,S,2,C,OPPH,1,5,2,1,LXW
2004,2,5/25/2004,P,2,S,2,C,OPPH,2,15,13,2,LXW
2004,2,5/25/2004,P,2,S,2,C,OPPH,3,16,13,2,LXW
2004,2,5/25/2004,P,2,S,2,C,OPPH,4,9,7,1,LXW
2004,2,5/25/2004,P,2,S,2,C,OPPH,5,8,6,1,LXW
2004,2,5/25/2004,P,2,S,2,C,OPPH,6,4,5,1,LXW
2004,2,5/25/2004,P,2,S,2,C,PIED,1,75,340,1,NA
2004,2,5/25/2004,P,2,S,2,C,QUTU2,1,60,125,1,WAS_QUTU2
2004,2,5/25/2004,P,2,S,2,C,RHTR,1,5,60,1,NA
2004,2,5/25/2004,P,2,S,2,C,SPFL2,1,1.5,23,2,WAS_SPFL2
2004,2,5/25/2004,P,2,S,2,C,SPFL2,2,1,26,1,WAS_SPFL2
2004,2,5/25/2004,P,2,S,3,C,BADI,1,0.25,6,1,NA
2004,2,5/25/2004,P,2,S,3,C,BADI,2,0.5,7,2,NA
2004,2,5/25/2004,P,2,S,3,C,BADI,3,0.1,3,2,NA
2004,2,5/25/2004,P,2,S,3,C,BADI,4,0.05,2,2,NA
2004,2,5/25/2004,P,2,S,3,C,BADI,5,0.01,2,1,NA
2004,2,5/25/2004,P,2,S,3,C,BOHI2,1,0.5,6,1,NA
