YEAR,MONTH,DATE,SITE,TRANSECT,QUAD,SIDE,FRONDS,HLD_DIAM,AREA,OBS_CODE,NOTES
2002,8,8/28/02,AQUE,5,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/27/02,AQUE,5,40,I,2,3,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,2,5,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,2,6,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,2,7,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,2,7,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,2,8,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,2,9,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,2,9,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,2,10,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,2,10,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,2,13,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,2,15,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,4,15,20,19,-99999
2002,8,8/27/02,AQUE,5,40,I,6,20,20,19,-99999
2002,8,8/27/02,AQUE,5,40,O,2,1,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,2,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,3,5,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,3,9,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,3,11,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,3,13,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,4,6,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,4,7,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,4,10,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,4,17,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,4,31,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,5,12,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,5,19,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,5,20,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,6,13,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,6,14,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,6,16,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,6,17,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,6,19,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,6,29,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,7,13,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,8,20,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,9,24,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,12,4,20,13,-99999
2002,8,8/28/02,AQUE,5,40,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/28/02,AQUE,5,40,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/27/02,AQUE,5,40,O,2,1,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,2,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,4,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,4,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,5,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,6,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,7,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,7,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,7,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,8,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,8,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,10,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,10,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,11,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,2,12,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,3,11,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,4,10,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,4,10,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,4,15,20,13,-99999
2002,8,8/27/02,AQUE,5,40,O,4,18,20,13,-99999
2002,8,8/27/02,AQUE,6,20,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/27/02,AQUE,6,20,I,8,33,20,10,-99999
2002,8,8/27/02,AQUE,6,20,I,10,45,20,10,-99999
2002,8,8/27/02,AQUE,6,20,I,14,65,20,10,-99999
2002,8,8/27/02,AQUE,6,20,I,15,45,20,10,-99999
2002,8,8/27/02,AQUE,6,20,I,20,51,20,10,-99999
2002,8,8/27/02,AQUE,6,20,I,21,34,20,10,-99999
2002,8,8/27/02,AQUE,6,20,I,24,45,20,10,-99999
2002,8,8/27/02,AQUE,6,20,I,24,48,20,10,-99999
2002,8,8/27/02,AQUE,6,20,I,37,46,20,10,-99999
2002,8,8/27/02,AQUE,6,20,I,38,40,20,10,-99999
2002,8,8/27/02,AQUE,6,20,O,6,28,20,10,-99999
2002,8,8/27/02,AQUE,6,20,O,12,36,20,10,-99999
2002,8,8/27/02,AQUE,6,20,O,21,33,20,10,-99999
2002,8,8/27/02,AQUE,6,20,O,25,85,20,10,-99999
2002,8,8/27/02,AQUE,6,20,O,28,54,20,10,-99999
2002,8,8/27/02,AQUE,6,20,O,29,50,20,10,-99999
2002,8,8/27/02,AQUE,6,20,O,39,40,20,10,-99999
2002,8,8/27/02,AQUE,6,20,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/27/02,AQUE,6,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/27/02,AQUE,6,40,I,5,11,20,10,-99999
2002,8,8/27/02,AQUE,6,40,I,5,27,20,10,-99999
2002,8,8/27/02,AQUE,6,40,I,16,36,20,10,-99999
2002,8,8/27/02,AQUE,6,40,I,37,41,20,10,-99999
2002,8,8/27/02,AQUE,6,40,I,40,48,20,10,-99999
2002,8,8/27/02,AQUE,6,40,I,40,63,20,10,-99999
2002,8,8/27/02,AQUE,6,40,I,46,34,20,10,-99999
2002,8,8/27/02,AQUE,6,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/27/02,AQUE,6,40,O,6,15,20,10,-99999
2002,8,8/27/02,AQUE,6,40,O,12,29,20,10,-99999
2002,8,8/27/02,AQUE,6,40,O,18,39,20,10,-99999
2002,8,8/27/02,AQUE,6,40,O,21,45,20,10,-99999
2002,8,8/27/02,AQUE,6,40,O,21,56,20,10,-99999
2002,8,8/27/02,AQUE,6,40,O,22,40,20,10,-99999
2002,8,8/27/02,AQUE,6,40,O,66,65,20,10,-99999
2002,8,8/19/02,BULL,1,20,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,1,20,I,4,10,20,10,-99999
2002,8,8/19/02,BULL,1,20,I,6,22,20,10,-99999
2002,8,8/19/02,BULL,1,20,I,23,44,20,10,-99999
2002,8,8/19/02,BULL,1,20,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,1,20,O,8,21,20,10,-99999
2002,8,8/19/02,BULL,1,20,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,1,20,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,1,20,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,1,20,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,1,40,I,4,11,20,10,-99999
2002,8,8/19/02,BULL,1,40,I,8,16,20,10,-99999
2002,8,8/19/02,BULL,1,40,I,12,31,20,10,-99999
2002,8,8/19/02,BULL,1,40,I,23,47,20,10,-99999
2002,8,8/19/02,BULL,1,40,I,31,54,20,10,-99999
2002,8,8/19/02,BULL,1,40,I,38,59,20,10,-99999
2002,8,8/19/02,BULL,1,40,I,68,48,20,10,-99999
2002,8,8/19/02,BULL,1,40,O,10,27,20,10,-99999
2002,8,8/19/02,BULL,1,40,O,13,21,20,10,-99999
2002,8,8/19/02,BULL,1,40,O,13,39,20,10,-99999
2002,8,8/19/02,BULL,1,40,O,42,35,20,10,-99999
2002,8,8/19/02,BULL,3,20,I,9,35,20,5,-99999
2002,8,8/19/02,BULL,3,20,I,14,36,20,5,-99999
2002,8,8/19/02,BULL,3,20,I,17,42,20,5,-99999
2002,8,8/19/02,BULL,3,20,O,6,35,20,5,-99999
2002,8,8/19/02,BULL,3,20,O,7,58,20,5,-99999
2002,8,8/19/02,BULL,3,20,O,10,37,20,5,-99999
2002,8,8/19/02,BULL,3,20,O,11,28,20,5,-99999
2002,8,8/19/02,BULL,3,20,O,12,47,20,5,-99999
2002,8,8/19/02,BULL,3,20,O,13,60,20,5,-99999
2002,8,8/19/02,BULL,3,20,O,14,42,20,5,-99999
2002,8,8/19/02,BULL,3,20,O,17,58,20,5,-99999
2002,8,8/19/02,BULL,3,40,I,6,10,20,5,-99999
2002,8,8/19/02,BULL,3,40,I,8,10,20,5,-99999
2002,8,8/19/02,BULL,3,40,I,8,23,20,5,-99999
2002,8,8/19/02,BULL,3,40,O,18,50,20,3,-99999
2002,8,8/19/02,BULL,3,40,O,31,35,20,3,-99999
2002,8,8/19/02,BULL,6,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,6,20,I,5,50,20,5,-99999
2002,8,8/19/02,BULL,6,20,I,6,35,20,5,-99999
2002,8,8/19/02,BULL,6,20,I,6,45,20,5,-99999
2002,8,8/19/02,BULL,6,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,6,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,6,20,I,2,-99999,20,5,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,6,20,O,5,30,20,5,-99999
2002,8,8/19/02,BULL,6,20,O,8,45,20,5,-99999
2002,8,8/19/02,BULL,6,20,O,2,-99999,20,5,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,6,20,O,2,-99999,20,5,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,6,20,O,2,-99999,20,5,Estimate from kelp subadult dataset
2002,8,8/19/02,BULL,6,40,I,6,35,20,5,-99999
2002,8,8/19/02,BULL,6,40,O,0,0,20,5,NO KELP
2002,8,8/21/02,CARP,1,20,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/26/02,CARP,1,20,I,4,10,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,5,15,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,6,12,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,6,13,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,7,12,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,8,13,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,9,10,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,10,12,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,10,14,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,12,15,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,14,16,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,19,27,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,22,10,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,30,17,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,30,28,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,34,23,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,54,21,20,10,-99999
2002,8,8/21/02,CARP,1,20,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/26/02,CARP,1,20,I,10,14,20,10,-99999
2002,8,8/26/02,CARP,1,20,I,14,16,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,4,11,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,5,13,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,5,14,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,5,16,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,6,18,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,8,16,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,9,14,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,9,16,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,9,17,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,9,23,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,10,21,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,12,12,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,13,22,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,16,15,20,10,-99999
2002,8,8/26/02,CARP,1,20,O,10,12,20,10,-99999
2002,8,8/21/02,CARP,1,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/26/02,CARP,1,40,I,4,16,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,4,18,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,5,14,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,5,20,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,7,8,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,7,11,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,8,13,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,8,14,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,8,16,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,8,21,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,9,11,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,9,18,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,10,15,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,10,16,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,11,15,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,11,16,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,11,19,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,11,27,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,12,13,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,12,16,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,12,17,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,13,19,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,13,20,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,14,14,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,14,21,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,15,14,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,15,18,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,15,20,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,16,15,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,17,30,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,18,20,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,19,8,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,19,24,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,24,21,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,25,20,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,26,16,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,27,23,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,28,17,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,30,25,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,31,23,20,10,-99999
2002,8,8/21/02,CARP,1,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/21/02,CARP,1,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/21/02,CARP,1,40,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/26/02,CARP,1,40,I,5,14,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,8,13,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,8,14,20,10,-99999
2002,8,8/26/02,CARP,1,40,I,12,16,20,10,-99999
2002,8,8/26/02,CARP,1,40,O,4,10,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,4,11,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,5,2,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,5,9,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,5,10,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,5,16,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,6,7,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,6,8,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,6,10,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,6,15,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,9,12,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,10,13,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,12,11,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,14,11,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,15,11,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,15,12,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,15,15,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,15,17,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,19,21,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,20,13,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,30,18,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,53,24,20,3,-99999
2002,8,8/21/02,CARP,1,40,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/21/02,CARP,1,40,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/26/02,CARP,1,40,O,5,9,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,5,10,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,5,14,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,6,10,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,9,11,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,15,14,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,15,14,20,3,-99999
2002,8,8/26/02,CARP,1,40,O,15,17,20,3,-99999
2002,8,8/26/02,CARP,2,20,I,0,0,20,19,NO KELP
2002,8,8/26/02,CARP,2,40,I,0,0,20,19,NO KELP
2002,8,8/26/02,CARP,3,20,I,0,0,20,19,NO KELP
2002,8,8/26/02,CARP,3,40,I,0,0,20,19,NO KELP
2002,8,8/26/02,CARP,4,20,I,0,0,20,19,NO KELP
2002,8,8/26/02,CARP,4,40,I,0,0,20,19,NO KELP
2002,8,8/26/02,CARP,5,20,I,0,0,20,19,NO KELP
2002,8,8/26/02,CARP,5,40,I,0,0,20,19,NO KELP
2002,8,8/26/02,CARP,6,20,I,0,0,20,5,NO KELP
2002,8,8/26/02,CARP,6,40,I,0,0,20,5,NO KELP
2002,8,8/26/02,CARP,7,20,O,6,66,20,5,-99999
2002,8,8/26/02,CARP,7,40,O,6,45,20,5,-99999
2002,8,8/26/02,CARP,8,20,I,0,0,20,19,NO KELP
2002,8,8/26/02,CARP,8,40,I,0,0,20,19,NO KELP
2002,8,8/13/02,GOLB,1,20,I,2,5,20,19,-99999
2002,8,8/13/02,GOLB,1,20,I,30,180,20,19,-99999
2002,8,8/13/02,GOLB,1,20,O,3,10,20,19,-99999
2002,8,8/13/02,GOLB,1,20,O,4,25,20,19,-99999
2002,8,8/13/02,GOLB,1,40,I,25,100,20,19,-99999
2002,8,8/13/02,GOLB,1,40,I,45,100,20,19,-99999
2002,8,8/13/02,GOLB,1,40,I,216,140,20,19,-99999
2002,8,8/13/02,GOLB,1,40,O,248,150,20,19,-99999
2002,8,8/13/02,GOLB,2,20,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/13/02,GOLB,2,20,I,196,175,20,10,-99999
2002,8,8/13/02,GOLB,2,20,I,234,97,20,10,-99999
2002,8,8/13/02,GOLB,2,20,I,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/13/02,GOLB,2,20,O,65,67,20,10,-99999
2002,8,8/13/02,GOLB,2,20,O,359,152,20,10,-99999
2002,8,8/13/02,GOLB,2,20,O,2,-99999,20,10,Estimate from kelp subadult dataset
2002,8,8/13/02,GOLB,2,40,I,48,77,20,10,-99999
2002,8,8/13/02,GOLB,2,40,O,13,46,20,10,-99999
2002,8,8/13/02,IVEE,1,20,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,O,2,10,20,19,-99999
2002,8,8/13/02,IVEE,1,20,O,2,11,20,19,-99999
2002,8,8/13/02,IVEE,1,20,O,2,13,20,19,-99999
2002,8,8/13/02,IVEE,1,20,O,2,14,20,19,-99999
2002,8,8/13/02,IVEE,1,20,O,2,15,20,19,-99999
2002,8,8/13/02,IVEE,1,20,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,20,O,2,10,20,19,-99999
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,5,20,19,-99999
2002,8,8/13/02,IVEE,1,40,I,2,10,20,19,-99999
2002,8,8/13/02,IVEE,1,40,I,3,10,20,19,-99999
2002,8,8/13/02,IVEE,1,40,I,3,22,20,19,-99999
2002,8,8/13/02,IVEE,1,40,I,11,65,20,19,-99999
2002,8,8/13/02,IVEE,1,40,I,16,69,20,19,-99999
2002,8,8/13/02,IVEE,1,40,I,28,90,20,19,-99999
2002,8,8/13/02,IVEE,1,40,I,40,80,20,19,-99999
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,I,2,5,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,1,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,7,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,8,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,9,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,11,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,12,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,15,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,16,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,-99999,20,19,Estimate from kelp subadult dataset
2002,8,8/13/02,IVEE,1,40,O,2,5,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,7,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,7,20,19,-99999
2002,8,8/13/02,IVEE,1,40,O,2,10,20,19,-99999
2002,8,8/13/02,IVEE,2,20,O,13,48,20,10,-99999
