Code,Growth,SppType,Season,Month,Year,Site,Plot,Quad,Cover
SPCR,P,G,3,September,2004,X,3,32,2
BOER4,P,G,3,September,2004,X,3,32,50
BOER4,P,G,3,September,2004,X,3,34,2
SEFLF,P,H,3,September,2004,X,3,34,5
ARPUP6,P,G,3,September,2004,X,3,34,8
GUSA2,P,S,3,September,2004,X,3,34,25
SPCR,P,G,3,September,2004,X,3,36,2
BOER4,P,G,3,September,2004,X,3,36,30
MAGR10,A,H,3,September,2004,X,3,36,35
PLJA,P,G,3,September,2004,X,3,42,5
SPCR,P,G,3,September,2004,X,3,42,5
APRAH,P,H,3,September,2004,X,3,44,4
BOER4,P,G,3,September,2004,X,3,44,30
PLJA,P,G,3,September,2004,X,3,44,60
OPPH,P,C,3,September,2004,X,3,46,1
ARPUP6,P,G,3,September,2004,X,3,46,4
BOER4,P,G,3,September,2004,X,3,46,20
GACO5,P,H,3,September,2004,X,3,46,25
PAOB,P,G,3,September,2004,X,3,46,40
STPA4,P,H,3,September,2004,X,3,48,4
APRAH,P,H,3,September,2004,X,3,48,5
BOER4,P,G,3,September,2004,X,3,48,35
CHSE7,A,H,3,September,2004,X,3,54,1
ENDE,P,G,3,September,2004,X,3,54,2
SPCR,P,G,3,September,2004,X,3,54,6
SCBR2,P,G,3,September,2004,X,3,54,25
PLJA,P,G,3,September,2004,X,3,56,2
SPCR,P,G,3,September,2004,X,3,56,10
BOER4,P,G,3,September,2004,X,3,56,45
SPCR,P,G,3,September,2004,X,3,58,2
APRAH,P,H,3,September,2004,X,3,58,5
BOER4,P,G,3,September,2004,X,3,58,25
BOER4,P,G,3,September,2004,X,3,60,20
SEFLF,P,H,3,September,2004,X,3,60,60
BOBA2,A,G,3,September,2004,X,3,66,1
BOER4,P,G,3,September,2004,X,3,66,25
APRAH,P,H,3,September,2004,X,3,66,40
BOBA2,A,G,3,September,2004,X,3,68,1
SPCR,P,G,3,September,2004,X,3,68,5
SCBR2,P,G,3,September,2004,X,3,68,8
APRAH,P,H,3,September,2004,X,3,68,15
SPCR,P,G,3,September,2004,X,3,70,2
APRAH,P,H,3,September,2004,X,3,70,5
BOER4,P,G,3,September,2004,X,3,70,85
CHSE7,A,H,3,September,2004,X,3,72,1
APRAH,P,H,3,September,2004,X,3,72,3
SPCR,P,G,3,September,2004,X,3,72,8
UNFO3,NA,H,3,September,2004,X,3,72,1
SPCR,P,G,3,September,2004,X,3,78,4
PLJA,P,G,3,September,2004,X,3,78,75
MAGR10,A,H,3,September,2004,X,3,80,1
BOER4,P,G,3,September,2004,X,3,80,20
SPCR,P,G,3,September,2004,X,3,80,35
APRAH,P,H,3,September,2004,X,3,82,10
SPCR,P,G,3,September,2004,X,3,82,20
BOER4,P,G,3,September,2004,X,3,82,30
MAGR10,A,H,3,September,2004,X,3,84,5
SPCR,P,G,3,September,2004,X,3,84,20
GUSA2,P,S,3,September,2004,X,3,84,30
APRAH,P,H,3,September,2004,X,3,90,1
SPCR,P,G,3,September,2004,X,3,90,12
BOER4,P,G,3,September,2004,X,3,90,85
CHSES,A,H,3,September,2004,X,3,92,1
ARAD,A,G,3,September,2004,X,3,92,10
BOER4,P,G,3,September,2004,X,3,92,25
UNFO2,NA,H,3,September,2004,X,3,92,4
SPCR,P,G,3,September,2004,X,3,94,2
BOBA2,A,G,3,September,2004,X,3,94,5
UNGR1,NA,G,3,September,2004,X,3,94,2
BOER4,P,G,3,September,2004,X,3,94,20
SEFLF,P,H,3,September,2004,X,3,96,2
APRAH,P,H,3,September,2004,X,3,96,15
BOER4,P,G,3,September,2004,X,3,102,45
SPCR,P,G,3,September,2004,X,3,104,2
BOER4,P,G,3,September,2004,X,3,104,20
APRAH,P,H,3,September,2004,X,3,104,40
SPCR,P,G,3,September,2004,X,3,106,5
BOER4,P,G,3,September,2004,X,3,106,40
CHSES,A,H,3,September,2004,X,3,108,1
APRAH,P,H,3,September,2004,X,3,108,2
SPCR,P,G,3,September,2004,X,3,108,4
BOER4,P,G,3,September,2004,X,3,108,20
SPCR,P,G,3,September,2004,X,3,114,1
BOER4,P,G,3,September,2004,X,3,114,30
APRAH,P,H,3,September,2004,X,3,116,5
BOER4,P,G,3,September,2004,X,3,116,90
APRAH,P,H,3,September,2004,X,3,118,3
MUAR2,P,G,3,September,2004,X,3,118,4
SPCR,P,G,3,September,2004,X,3,118,20
BOER4,P,G,3,September,2004,X,3,118,30
APRAH,P,H,3,September,2004,X,3,120,5
SEFLF,P,H,3,September,2004,X,3,120,5
BOER4,P,G,3,September,2004,X,3,120,50
APRAH,P,H,3,September,2004,X,3,126,3
SPCR,P,G,3,September,2004,X,3,126,4
BOER4,P,G,3,September,2004,X,3,126,90
SPCR,P,G,3,September,2004,X,3,128,4
PLJA,P,G,3,September,2004,X,3,128,2
APRAH,P,H,3,September,2004,X,3,128,25
BOER4,P,G,3,September,2004,X,3,128,45
SPCR,P,G,3,September,2004,X,3,130,10
APRAH,P,H,3,September,2004,X,3,130,20
BOER4,P,G,3,September,2004,X,3,130,25
SPCR,P,G,3,September,2004,X,3,132,5
SPFL2,P,G,3,September,2004,X,3,132,5
IPLO2,A,H,3,September,2004,X,3,132,20
BOER4,P,G,3,September,2004,X,3,132,35
SPCR,P,G,3,September,2004,X,3,138,1
APRAH,P,H,3,September,2004,X,3,138,5
BOER4,P,G,3,September,2004,X,3,138,50
GUSA2,P,S,3,September,2004,X,3,140,2
BOER4,P,G,3,September,2004,X,3,140,45
BOER4,P,G,3,September,2004,X,3,142,15
APRAH,P,H,3,September,2004,X,3,142,20
SATR12,A,H,3,September,2004,X,3,144,1
IPLO2,A,H,3,September,2004,X,3,144,5
SPCR,P,G,3,September,2004,X,3,144,5
BOER4,P,G,3,September,2004,X,3,144,20
APRAH,P,H,3,September,2004,X,3,144,25
ASMIM,P,H,1,May,2005,G,1,6,1
PLPA2,A,H,1,May,2005,G,1,6,1
CRCR3,A,H,1,May,2005,G,1,8,1
PLPA2,A,H,1,May,2005,G,1,8,1
SATR12,A,H,1,May,2005,G,1,8,1
CRCR3,A,H,1,May,2005,G,1,10,1
PLPA2,A,H,1,May,2005,G,1,10,1
SATR12,A,H,1,May,2005,G,1,10,1
PLPA2,A,H,1,May,2005,G,1,12,2
ASNU4,A,H,1,May,2005,G,1,18,1
SPHA,P,H,1,May,2005,G,1,18,1
PLPA2,A,H,1,May,2005,G,1,18,4
ERRO2,A,H,1,May,2005,G,1,20,1
PLPA2,A,H,1,May,2005,G,1,20,1
CRCR3,A,H,1,May,2005,G,1,22,1
ERRO2,A,H,1,May,2005,G,1,22,1
ASNU4,A,H,1,May,2005,G,1,22,2
PLPA2,A,H,1,May,2005,G,1,22,25
ASNU4,A,H,1,May,2005,G,1,24,1
PLPA2,A,H,1,May,2005,G,1,24,2
CHLA10,A,H,1,May,2005,G,1,30,2
CHSES,A,H,1,May,2005,G,1,30,2
PLPA2,A,H,1,May,2005,G,1,30,2
ASMIM,P,H,1,May,2005,G,1,30,6
CHER2,P,H,1,May,2005,G,1,32,1
PLPA2,A,H,1,May,2005,G,1,32,30
ERRO2,A,H,1,May,2005,G,1,34,1
SATR12,A,H,1,May,2005,G,1,34,1
ZIGR,P,H,1,May,2005,G,1,34,1
PLPA2,A,H,1,May,2005,G,1,34,4
STPA4,P,H,1,May,2005,G,1,34,5
SOEL,P,H,1,May,2005,G,1,36,1
SPHA,P,H,1,May,2005,G,1,36,2
PLPA2,A,H,1,May,2005,G,1,36,4
NONE,NA,NA,1,May,2005,G,1,42,0
SPHA,P,H,1,May,2005,G,1,44,1
CHLA10,A,H,1,May,2005,G,1,46,1
PLPA2,A,H,1,May,2005,G,1,46,2
PLPA2,A,H,1,May,2005,G,1,48,20
ASMIM,P,H,1,May,2005,G,1,54,1
CHLA10,A,H,1,May,2005,G,1,54,3
PLPA2,A,H,1,May,2005,G,1,54,3
PLPA2,A,H,1,May,2005,G,1,56,1
PLPA2,A,H,1,May,2005,G,1,58,4
CHLA10,A,H,1,May,2005,G,1,58,15
SPHA,P,H,1,May,2005,G,1,60,1
PLPA2,A,H,1,May,2005,G,1,60,3
SATR12,A,H,1,May,2005,G,1,66,1
SOEL,P,H,1,May,2005,G,1,66,1
SPHA,P,H,1,May,2005,G,1,66,1
ZIGR,P,H,1,May,2005,G,1,66,1
PLPA2,A,H,1,May,2005,G,1,66,2
ASNU4,A,H,1,May,2005,G,1,68,2
PLPA2,A,H,1,May,2005,G,1,68,2
CRCR3,A,H,1,May,2005,G,1,68,3
ASNU4,A,H,1,May,2005,G,1,70,1
SATR12,A,H,1,May,2005,G,1,70,1
PLPA2,A,H,1,May,2005,G,1,70,4
ZIGR,P,H,1,May,2005,G,1,72,1
ASNU4,A,H,1,May,2005,G,1,72,2
PLPA2,A,H,1,May,2005,G,1,72,4
CRCR3,A,H,1,May,2005,G,1,78,1
PLPA2,A,H,1,May,2005,G,1,78,3
PLPA2,A,H,1,May,2005,G,1,80,1
PLPA2,A,H,1,May,2005,G,1,82,1
ERRO2,A,H,1,May,2005,G,1,84,1
PLPA2,A,H,1,May,2005,G,1,84,2
PLPA2,A,H,1,May,2005,G,1,90,2
ASNU4,A,H,1,May,2005,G,1,92,1
ERRO2,A,H,1,May,2005,G,1,92,1
PLPA2,A,H,1,May,2005,G,1,92,1
SPHA,P,H,1,May,2005,G,1,92,1
PLPA2,A,H,1,May,2005,G,1,94,1
SATR12,A,H,1,May,2005,G,1,96,1
PLPA2,A,H,1,May,2005,G,1,96,4
ASNU4,A,H,1,May,2005,G,1,102,2
CRCR3,A,H,1,May,2005,G,1,102,2
PLPA2,A,H,1,May,2005,G,1,102,3
CHLA10,A,H,1,May,2005,G,1,104,2
PLPA2,A,H,1,May,2005,G,1,104,25
CHLA10,A,H,1,May,2005,G,1,106,1
PLPA2,A,H,1,May,2005,G,1,106,1
SATR12,A,H,1,May,2005,G,1,108,1
HOGL2,P,H,1,May,2005,G,1,108,2
CHLA10,A,H,1,May,2005,G,1,114,1
SPHA,P,H,1,May,2005,G,1,114,1
PLPA2,A,H,1,May,2005,G,1,116,1
HOGL2,P,H,1,May,2005,G,1,116,2
CRCR3,A,H,1,May,2005,G,1,118,1
PLPA2,A,H,1,May,2005,G,1,118,3
MAGR10,A,H,1,May,2005,G,1,120,1
PLPA2,A,H,1,May,2005,G,1,120,2
PLPA2,A,H,1,May,2005,G,1,126,20
ASNU4,A,H,1,May,2005,G,1,128,3
PLPA2,A,H,1,May,2005,G,1,130,4
PLPA2,A,H,1,May,2005,G,1,132,1
SPHA,P,H,1,May,2005,G,1,138,2
CRCR3,A,H,1,May,2005,G,1,140,1
PLPA2,A,H,1,May,2005,G,1,140,1
SPHA,P,H,1,May,2005,G,1,140,1
ASNU4,A,H,1,May,2005,G,1,142,1
PLPA2,A,H,1,May,2005,G,1,142,4
PLPA2,A,H,1,May,2005,G,1,144,1
ASNU4,A,H,1,May,2005,G,2,6,1
CRCR3,A,H,1,May,2005,G,2,6,1
SOEL,P,H,1,May,2005,G,2,6,1
PLPA2,A,H,1,May,2005,G,2,6,5
LEDED,A,H,1,May,2005,G,2,8,1
SOEL,P,H,1,May,2005,G,2,8,1
PLPA2,A,H,1,May,2005,G,2,8,6
HOGL2,P,H,1,May,2005,G,2,10,1
MAFE,A,H,1,May,2005,G,2,10,1
PLPA2,A,H,1,May,2005,G,2,10,3
CRCR3,A,H,1,May,2005,G,2,12,1
PLPA2,A,H,1,May,2005,G,2,12,8
CRCR3,A,H,1,May,2005,G,2,18,1
PLPA2,A,H,1,May,2005,G,2,18,3
ASNU4,A,H,1,May,2005,G,2,20,1
HOGL2,P,H,1,May,2005,G,2,20,1
SOEL,P,H,1,May,2005,G,2,20,1
CRCR3,A,H,1,May,2005,G,2,20,2
PLPA2,A,H,1,May,2005,G,2,20,10
SOEL,P,H,1,May,2005,G,2,22,1
CHLA10,A,H,1,May,2005,G,2,22,2
CRCR3,A,H,1,May,2005,G,2,22,2
ASNU4,A,H,1,May,2005,G,2,22,3
PLPA2,A,H,1,May,2005,G,2,22,5
PLPA2,A,H,1,May,2005,G,2,24,5
ASNU4,A,H,1,May,2005,G,2,30,1
PLPA2,A,H,1,May,2005,G,2,30,6
CRCR3,A,H,1,May,2005,G,2,32,1
DEPI,A,H,1,May,2005,G,2,32,1
LEDED,A,H,1,May,2005,G,2,32,1
PLPA2,A,H,1,May,2005,G,2,32,5
SEDI3,P,H,1,May,2005,G,2,34,1
PLPA2,A,H,1,May,2005,G,2,34,4
CHLA10,A,H,1,May,2005,G,2,34,10
SOEL,P,H,1,May,2005,G,2,36,1
ASNU4,A,H,1,May,2005,G,2,36,2
PLPA2,A,H,1,May,2005,G,2,36,10
CHLA10,A,H,1,May,2005,G,2,42,1
SATR12,A,H,1,May,2005,G,2,42,1
PLPA2,A,H,1,May,2005,G,2,42,2
ASNU4,A,H,1,May,2005,G,2,44,1
LEDED,A,H,1,May,2005,G,2,44,1
CRCR3,A,H,1,May,2005,G,2,44,2
PLPA2,A,H,1,May,2005,G,2,44,5
ASNU4,A,H,1,May,2005,G,2,46,1
CHLA10,A,H,1,May,2005,G,2,46,4
PLPA2,A,H,1,May,2005,G,2,46,4
ASNU4,A,H,1,May,2005,G,2,48,1
SATR12,A,H,1,May,2005,G,2,48,1
PLPA2,A,H,1,May,2005,G,2,48,5
DEPI,A,H,1,May,2005,G,2,54,2
PLPA2,A,H,1,May,2005,G,2,54,4
PLPA2,A,H,1,May,2005,G,2,56,2
CRCR3,A,H,1,May,2005,G,2,58,2
PLPA2,A,H,1,May,2005,G,2,58,6
IPPU4,A,H,1,May,2005,G,2,60,1
CHLA10,A,H,1,May,2005,G,2,60,2
PLPA2,A,H,1,May,2005,G,2,60,5
CRCR3,A,H,1,May,2005,G,2,66,2
MAFE,A,H,1,May,2005,G,2,66,2
PLPA2,A,H,1,May,2005,G,2,66,10
CHLA10,A,H,1,May,2005,G,2,68,1
MAFE,A,H,1,May,2005,G,2,68,1
PLPA2,A,H,1,May,2005,G,2,68,10
CRCR3,A,H,1,May,2005,G,2,70,1
CHLA10,A,H,1,May,2005,G,2,70,2
PHIN,A,H,1,May,2005,G,2,70,2
PLPA2,A,H,1,May,2005,G,2,70,8
ASMIM,P,H,1,May,2005,G,2,72,1
HOGL2,P,H,1,May,2005,G,2,72,2
CHLA10,A,H,1,May,2005,G,2,72,10
CRCR3,A,H,1,May,2005,G,2,78,1
PLPA2,A,H,1,May,2005,G,2,78,20
CRCR3,A,H,1,May,2005,G,2,80,1
HOGL2,P,H,1,May,2005,G,2,80,1
PLPA2,A,H,1,May,2005,G,2,80,10
APRAH,P,H,1,May,2005,G,2,82,1
CHLA10,A,H,1,May,2005,G,2,82,1
CRCR3,A,H,1,May,2005,G,2,82,1
ERRO2,A,H,1,May,2005,G,2,82,1
HOGL2,P,H,1,May,2005,G,2,82,1
PLPA2,A,H,1,May,2005,G,2,82,1
ASMIM,P,H,1,May,2005,G,2,84,1
PLPA2,A,H,1,May,2005,G,2,84,2
ASMIM,P,H,1,May,2005,G,2,90,1
PLPA2,A,H,1,May,2005,G,2,90,1
CRCR3,A,H,1,May,2005,G,2,92,1
PLPA2,A,H,1,May,2005,G,2,92,5
PLPA2,A,H,1,May,2005,G,2,94,4
CHLA10,A,H,1,May,2005,G,2,96,1
CRCR3,A,H,1,May,2005,G,2,96,1
PLPA2,A,H,1,May,2005,G,2,96,1
SOEL,P,H,1,May,2005,G,2,96,1
CHLA10,A,H,1,May,2005,G,2,102,1
PLPA2,A,H,1,May,2005,G,2,102,1
SEDI3,P,H,1,May,2005,G,2,102,1
ASNU4,A,H,1,May,2005,G,2,104,1
CRCR3,A,H,1,May,2005,G,2,104,1
PLPA2,A,H,1,May,2005,G,2,104,3
CRCR3,A,H,1,May,2005,G,2,106,1
HOGL2,P,H,1,May,2005,G,2,106,1
APRAH,P,H,1,May,2005,G,2,106,2
PLPA2,A,H,1,May,2005,G,2,106,4
APRAH,P,H,1,May,2005,G,2,108,1
CRCR3,A,H,1,May,2005,G,2,108,1
DEPI,A,H,1,May,2005,G,2,108,1
HOGL2,P,H,1,May,2005,G,2,108,1
PLPA2,A,H,1,May,2005,G,2,108,4
CHLA10,A,H,1,May,2005,G,2,114,1
HOGL2,P,H,1,May,2005,G,2,114,1
PLPA2,A,H,1,May,2005,G,2,114,6
MAFE,A,H,1,May,2005,G,2,116,1
PLPA2,A,H,1,May,2005,G,2,116,8
LEDED,A,H,1,May,2005,G,2,118,1
SATR12,A,H,1,May,2005,G,2,118,1
CRCR3,A,H,1,May,2005,G,2,118,2
PLPA2,A,H,1,May,2005,G,2,118,10
CRCR3,A,H,1,May,2005,G,2,120,1
PLPA2,A,H,1,May,2005,G,2,120,1
SATR12,A,H,1,May,2005,G,2,120,1
CHLA10,A,H,1,May,2005,G,2,126,1
HOGL2,P,H,1,May,2005,G,2,126,1
PLPA2,A,H,1,May,2005,G,2,126,1
CRCR3,A,H,1,May,2005,G,2,126,2
MAFE,A,H,1,May,2005,G,2,126,3
CRCR3,A,H,1,May,2005,G,2,128,1
PLPA2,A,H,1,May,2005,G,2,128,4
ASNU4,A,H,1,May,2005,G,2,130,1
LEDED,A,H,1,May,2005,G,2,130,1
PLPA2,A,H,1,May,2005,G,2,130,5
LEDED,A,H,1,May,2005,G,2,132,1
PLPA2,A,H,1,May,2005,G,2,132,4
SPHA,P,H,1,May,2005,G,2,132,5
ASNU4,A,H,1,May,2005,G,2,138,1
MAFE,A,H,1,May,2005,G,2,138,1
CHLA10,A,H,1,May,2005,G,2,138,2
PLPA2,A,H,1,May,2005,G,2,138,20
CRCR3,A,H,1,May,2005,G,2,140,1
SEDI3,P,H,1,May,2005,G,2,140,1
SPHA,P,H,1,May,2005,G,2,140,1
PLPA2,A,H,1,May,2005,G,2,140,20
CRCR3,A,H,1,May,2005,G,2,142,1
LEDED,A,H,1,May,2005,G,2,142,2
PLPA2,A,H,1,May,2005,G,2,142,6
HOGL2,P,H,1,May,2005,G,2,144,1
PLPA2,A,H,1,May,2005,G,2,144,2
IPPU4,A,H,1,May,2005,G,3,6,1
LEDED,A,H,1,May,2005,G,3,6,1
PLPA2,A,H,1,May,2005,G,3,6,2
VUOC,A,G,1,May,2005,G,3,6,4
SEDI3,P,H,1,May,2005,G,3,8,1
VUOC,A,G,1,May,2005,G,3,8,1
STPA4,P,H,1,May,2005,G,3,8,2
PLPA2,A,H,1,May,2005,G,3,8,10
CRCR3,A,H,1,May,2005,G,3,10,1
GUWR,A,H,1,May,2005,G,3,10,1
IPPU4,A,H,1,May,2005,G,3,10,1
MAFE,A,H,1,May,2005,G,3,10,1
PLPA2,A,H,1,May,2005,G,3,10,3
ASNU4,A,H,1,May,2005,G,3,12,1
PLPA2,A,H,1,May,2005,G,3,12,2
GIME,A,H,1,May,2005,G,3,18,1
MAPIP,P,H,1,May,2005,G,3,18,1
MIAL4,P,H,1,May,2005,G,3,18,1
PLPA2,A,H,1,May,2005,G,3,18,2
STPA4,P,H,1,May,2005,G,3,18,2
ASNU4,A,H,1,May,2005,G,3,20,1
MAPIP,P,H,1,May,2005,G,3,20,1
GIME,A,H,1,May,2005,G,3,20,3
LEDED,A,H,1,May,2005,G,3,20,3
CHLA10,A,H,1,May,2005,G,3,20,5
PLPA2,A,H,1,May,2005,G,3,20,10
CYACF,P,H,1,May,2005,G,3,22,1
IPPU4,A,H,1,May,2005,G,3,22,1
KRLA2,P,S,1,May,2005,G,3,22,1
MAPIP,P,H,1,May,2005,G,3,22,1
VUOC,A,G,1,May,2005,G,3,22,1
PLPA2,A,H,1,May,2005,G,3,22,3
ERWR,P,H,1,May,2005,G,3,22,10
CHLA10,A,H,1,May,2005,G,3,24,1
GIME,A,H,1,May,2005,G,3,24,1
IPPU4,A,H,1,May,2005,G,3,24,1
ERCI6,A,H,1,May,2005,G,3,24,2
ASNU4,A,H,1,May,2005,G,3,24,3
VUOC,A,G,1,May,2005,G,3,24,4
PLPA2,A,H,1,May,2005,G,3,24,20
ASNU4,A,H,1,May,2005,G,3,30,1
PLPA2,A,H,1,May,2005,G,3,30,4
GACO5,P,H,1,May,2005,G,3,30,5
CRCR3,A,H,1,May,2005,G,3,32,1
SOEL,P,H,1,May,2005,G,3,32,1
VUOC,A,G,1,May,2005,G,3,32,1
IPPU4,A,H,1,May,2005,G,3,32,2
PLPA2,A,H,1,May,2005,G,3,32,3
GUWR,A,H,1,May,2005,G,3,32,4
ASNU4,A,H,1,May,2005,G,3,34,1
LEDED,A,H,1,May,2005,G,3,34,1
VUOC,A,G,1,May,2005,G,3,34,1
PLPA2,A,H,1,May,2005,G,3,34,10
ASNU4,A,H,1,May,2005,G,3,36,1
VUOC,A,G,1,May,2005,G,3,36,1
GUWR,A,H,1,May,2005,G,3,36,3
PLPA2,A,H,1,May,2005,G,3,36,12
ASNU4,A,H,1,May,2005,G,3,42,1
IPPU4,A,H,1,May,2005,G,3,42,1
PLPA2,A,H,1,May,2005,G,3,42,4
VUOC,A,G,1,May,2005,G,3,42,4
IPPU4,A,H,1,May,2005,G,3,44,1
LEDED,A,H,1,May,2005,G,3,44,1
VUOC,A,G,1,May,2005,G,3,44,1
PLPA2,A,H,1,May,2005,G,3,44,4
ASNU4,A,H,1,May,2005,G,3,46,1
CRCR3,A,H,1,May,2005,G,3,46,1
STPA4,P,H,1,May,2005,G,3,46,2
VUOC,A,G,1,May,2005,G,3,46,2
PLPA2,A,H,1,May,2005,G,3,46,5
CYACF,P,H,1,May,2005,G,3,48,1
PLPA2,A,H,1,May,2005,G,3,48,2
LEDED,A,H,1,May,2005,G,3,54,1
IPPU4,A,H,1,May,2005,G,3,54,4
PLPA2,A,H,1,May,2005,G,3,54,6
ASNU4,A,H,1,May,2005,G,3,56,1
IPPU4,A,H,1,May,2005,G,3,56,1
STPA4,P,H,1,May,2005,G,3,56,4
PLPA2,A,H,1,May,2005,G,3,56,5
VUOC,A,G,1,May,2005,G,3,56,5
ASNU4,A,H,1,May,2005,G,3,58,1
LEDED,A,H,1,May,2005,G,3,58,1
PLPA2,A,H,1,May,2005,G,3,58,2
CRCR3,A,H,1,May,2005,G,3,60,1
STPA4,P,H,1,May,2005,G,3,60,1
ASNU4,A,H,1,May,2005,G,3,60,2
APRAH,P,H,1,May,2005,G,3,60,3
PLPA2,A,H,1,May,2005,G,3,60,5
APRAH,P,H,1,May,2005,G,3,66,1
ASNU4,A,H,1,May,2005,G,3,66,1
MAPIP,P,H,1,May,2005,G,3,66,1
CRCR3,A,H,1,May,2005,G,3,66,2
PLPA2,A,H,1,May,2005,G,3,66,15
ASNU4,A,H,1,May,2005,G,3,68,1
IPPU4,A,H,1,May,2005,G,3,68,1
VUOC,A,G,1,May,2005,G,3,68,4
PLPA2,A,H,1,May,2005,G,3,70,3
CHLA10,A,H,1,May,2005,G,3,70,4
ASNU4,A,H,1,May,2005,G,3,72,1
MAPIP,P,H,1,May,2005,G,3,72,1
PLPA2,A,H,1,May,2005,G,3,72,30
IPPU4,A,H,1,May,2005,G,3,78,1
MAFE,A,H,1,May,2005,G,3,78,1
ASNU4,A,H,1,May,2005,G,3,78,2
PLPA2,A,H,1,May,2005,G,3,78,4
IPPU4,A,H,1,May,2005,G,3,80,1
ASNU4,A,H,1,May,2005,G,3,80,3
PLPA2,A,H,1,May,2005,G,3,80,3
GUWR,A,H,1,May,2005,G,3,80,4
APRAH,P,H,1,May,2005,G,3,82,1
ASNU4,A,H,1,May,2005,G,3,82,1
LEDED,A,H,1,May,2005,G,3,82,1
VUOC,A,G,1,May,2005,G,3,82,5
PLPA2,A,H,1,May,2005,G,3,82,7
IPPU4,A,H,1,May,2005,G,3,84,1
MAPIP,P,H,1,May,2005,G,3,84,1
VUOC,A,G,1,May,2005,G,3,84,3
PLPA2,A,H,1,May,2005,G,3,84,5
PLPA2,A,H,1,May,2005,G,3,90,15
OECAC2,P,H,1,May,2005,G,3,92,1
CRCR3,A,H,1,May,2005,G,3,92,2
MAFE,A,H,1,May,2005,G,3,92,2
ASNU4,A,H,1,May,2005,G,3,92,3
APRAH,P,H,1,May,2005,G,3,92,4
PLPA2,A,H,1,May,2005,G,3,92,5
MAPIP,P,H,1,May,2005,G,3,94,1
VUOC,A,G,1,May,2005,G,3,94,1
PLPA2,A,H,1,May,2005,G,3,94,15
APRAH,P,H,1,May,2005,G,3,96,1
ASNU4,A,H,1,May,2005,G,3,96,1
SATR12,A,H,1,May,2005,G,3,96,1
PLPA2,A,H,1,May,2005,G,3,96,2
APRAH,P,H,1,May,2005,G,3,102,1
CRCR3,A,H,1,May,2005,G,3,102,1
VUOC,A,G,1,May,2005,G,3,102,1
MAFE,A,H,1,May,2005,G,3,102,2
GUWR,A,H,1,May,2005,G,3,102,3
PLPA2,A,H,1,May,2005,G,3,102,3
GIME,A,H,1,May,2005,G,3,104,1
MAGR10,A,H,1,May,2005,G,3,104,1
CRCR3,A,H,1,May,2005,G,3,104,6
PLPA2,A,H,1,May,2005,G,3,104,10
CRCR3,A,H,1,May,2005,G,3,106,1
CYACF,P,H,1,May,2005,G,3,106,1
GUWR,A,H,1,May,2005,G,3,106,3
CHLA10,A,H,1,May,2005,G,3,106,5
PLPA2,A,H,1,May,2005,G,3,106,5
MAPIP,P,H,1,May,2005,G,3,108,1
SEDI3,P,H,1,May,2005,G,3,108,1
VUOC,A,G,1,May,2005,G,3,108,1
PLPA2,A,H,1,May,2005,G,3,108,4
ASNU4,A,H,1,May,2005,G,3,114,1
PLPA2,A,H,1,May,2005,G,3,114,1
ASNU4,A,H,1,May,2005,G,3,116,1
CRCR3,A,H,1,May,2005,G,3,116,1
IPPU4,A,H,1,May,2005,G,3,116,1
LEDED,A,H,1,May,2005,G,3,116,1
ZIGR,P,H,1,May,2005,G,3,116,1
PLPA2,A,H,1,May,2005,G,3,116,12
CRCR3,A,H,1,May,2005,G,3,118,1
CYACF,P,H,1,May,2005,G,3,118,1
PLPA2,A,H,1,May,2005,G,3,118,5
PLPA2,A,H,1,May,2005,G,3,120,1
BELY,P,H,1,May,2005,G,3,120,10
ASNU4,A,H,1,May,2005,G,3,126,1
CRCR3,A,H,1,May,2005,G,3,126,1
IPPU4,A,H,1,May,2005,G,3,126,1
LEDED,A,H,1,May,2005,G,3,126,1
PLPA2,A,H,1,May,2005,G,3,126,10
ASNU4,A,H,1,May,2005,G,3,128,1
GACO5,P,H,1,May,2005,G,3,128,2
LEDED,A,H,1,May,2005,G,3,128,2
PLPA2,A,H,1,May,2005,G,3,128,8
APRAH,P,H,1,May,2005,G,3,130,1
GIME,A,H,1,May,2005,G,3,130,1
PLPA2,A,H,1,May,2005,G,3,130,1
APRAH,P,H,1,May,2005,G,3,132,1
CRCR3,A,H,1,May,2005,G,3,132,1
MAPIP,P,H,1,May,2005,G,3,132,1
PLPA2,A,H,1,May,2005,G,3,132,7
CRCR3,A,H,1,May,2005,G,3,138,1
LEDED,A,H,1,May,2005,G,3,138,1
OECAC2,P,H,1,May,2005,G,3,138,1
CYACF,P,H,1,May,2005,G,3,138,2
PLPA2,A,H,1,May,2005,G,3,138,8
ASNU4,A,H,1,May,2005,G,3,140,1
LEDED,A,H,1,May,2005,G,3,140,1
IPPU4,A,H,1,May,2005,G,3,140,2
PLPA2,A,H,1,May,2005,G,3,140,25
ASNU4,A,H,1,May,2005,G,3,142,1
CRCR3,A,H,1,May,2005,G,3,142,1
LEDED,A,H,1,May,2005,G,3,142,1
MAFE,A,H,1,May,2005,G,3,142,1
PLPA2,A,H,1,May,2005,G,3,142,12
ASNU4,A,H,1,May,2005,G,3,144,1
CHLA10,A,H,1,May,2005,G,3,144,1
IPPU4,A,H,1,May,2005,G,3,144,1
MAFE,A,H,1,May,2005,G,3,144,1
PLPA2,A,H,1,May,2005,G,3,144,5
