year,season,date,treatment,site,block,plot,quad,species,obs,cover,height,count,comment
2013,3,11/4/2013,E,EB,8,9,4,BOER4,1,3,13,2,NA
2013,3,11/4/2013,E,EB,8,9,4,BOER4,2,2,11,1,NA
2013,3,11/4/2013,E,EB,8,9,4,BOER4,3,0.25,10,1,NA
2013,3,11/4/2013,E,EB,8,9,4,BOER4,4,0.1,6,3,NA
2013,3,11/4/2013,E,EB,8,9,4,BOGR2,1,0.25,8,7,NA
2013,3,11/4/2013,E,EB,8,9,4,BOGR2,2,0.5,10,5,NA
2013,3,11/4/2013,E,EB,8,9,4,BOGR2,3,0.1,6,6,NA
2013,3,11/4/2013,E,EB,8,9,4,BOGR2,4,0.75,8,2,NA
2013,3,11/4/2013,E,EB,8,9,4,BOGR2,5,1,5,2,NA
2013,3,11/4/2013,E,EB,8,9,4,ECIN2,1,0.1,2,1,NA
2013,3,11/4/2013,C,EB,7,10,1,BOER4,1,0.1,10,1,NA
2013,3,11/4/2013,C,EB,7,10,1,BOER4,2,3,15,1,NA
2013,3,11/4/2013,C,EB,7,10,1,BOER4,3,0.75,9,2,NA
2013,3,11/4/2013,C,EB,7,10,1,BOER4,4,0.5,9,1,NA
2013,3,11/4/2013,C,EB,7,10,1,BOER4,5,1,8,4,NA
2013,3,11/4/2013,C,EB,7,10,1,BOGR2,1,0.5,7,5,NA
2013,3,11/4/2013,C,EB,7,10,1,BOGR2,2,0.1,5,6,NA
2013,3,11/4/2013,C,EB,7,10,1,BOGR2,3,0.25,5,8,NA
2013,3,11/4/2013,C,EB,7,10,1,BOGR2,4,0.75,8,4,NA
2013,3,11/4/2013,C,EB,7,10,1,CHSES,1,0.1,3,1,NA
2013,3,11/4/2013,C,EB,7,10,1,CHSES,2,0.25,7,2,NA
2013,3,11/4/2013,C,EB,7,10,1,CHSES,3,0.5,1,1,NA
2013,3,11/4/2013,C,EB,7,10,1,SATR12,1,0.75,12,1,NA
2013,3,11/4/2013,C,EB,7,10,1,SEBA3,1,0.75,12,1,NA
2013,3,11/4/2013,C,EB,7,10,1,SPORO,1,1,15,1,NA
2013,3,11/4/2013,C,EB,7,10,2,BOER4,1,0.5,13,1,NA
2013,3,11/4/2013,C,EB,7,10,2,BOGR2,1,0.25,8,2,NA
2013,3,11/4/2013,C,EB,7,10,2,BOGR2,2,0.1,5,4,NA
2013,3,11/4/2013,C,EB,7,10,2,BOGR2,3,1,12,7,NA
2013,3,11/4/2013,C,EB,7,10,2,BOGR2,4,0.25,9,16,NA
2013,3,11/4/2013,C,EB,7,10,2,BOGR2,5,0.75,11,6,NA
2013,3,11/4/2013,C,EB,7,10,2,BOGR2,6,2,11,1,NA
2013,3,11/4/2013,C,EB,7,10,2,CHSES,1,1,11,1,NA
2013,3,11/4/2013,C,EB,7,10,2,CHSES,2,0.25,1,2,NA
2013,3,11/4/2013,C,EB,7,10,2,CHSES,3,0.75,1,2,NA
2013,3,11/4/2013,C,EB,7,10,2,CHSES,4,1,1,1,NA
2013,3,11/4/2013,C,EB,7,10,2,CHSES,5,0.1,1,1,NA
2013,3,11/4/2013,C,EB,7,10,2,CHSES,6,0.25,9,1,NA
2013,3,11/4/2013,C,EB,7,10,3,BOER4,1,2,9,2,NA
2013,3,11/4/2013,C,EB,7,10,3,BOER4,2,0.1,5,1,NA
2013,3,11/4/2013,C,EB,7,10,3,BOER4,3,0.25,7,1,NA
2013,3,11/4/2013,C,EB,7,10,3,BOGR2,1,1,8,3,NA
2013,3,11/4/2013,C,EB,7,10,3,BOGR2,2,0.5,6,5,NA
2013,3,11/4/2013,C,EB,7,10,3,BOGR2,3,0.25,5,17,NA
2013,3,11/4/2013,C,EB,7,10,3,BOGR2,4,0.75,6,8,NA
2013,3,11/4/2013,C,EB,7,10,3,BOGR2,5,0.1,5,5,NA
2013,3,11/4/2013,C,EB,7,10,3,BOGR2,6,2,9,1,NA
2013,3,11/4/2013,C,EB,7,10,3,CHSES,1,0.25,9,1,NA
2013,3,11/4/2013,C,EB,7,10,3,CHSES,2,0.5,5,1,NA
2013,3,11/4/2013,C,EB,7,10,3,CHSES,3,0.25,3,2,NA
2013,3,11/4/2013,C,EB,7,10,3,CHSES,4,0.75,2,1,NA
2013,3,11/4/2013,C,EB,7,10,3,CHSES,5,0.5,1,1,NA
2013,3,11/4/2013,C,EB,7,10,3,CHSES,6,0.1,6,1,NA
2013,3,11/4/2013,C,EB,7,10,3,ECIN2,1,0.1,3,2,NA
2013,3,11/4/2013,C,EB,7,10,3,EUEX4,1,0.25,7,1,NA
2013,3,11/4/2013,C,EB,7,10,3,SEBA3,1,1,8,1,NA
2013,3,11/4/2013,C,EB,7,10,3,SPHA,1,0.1,3,1,NA
2013,3,11/4/2013,C,EB,7,10,3,SPORO,1,0.75,10,1,NA
2013,3,11/4/2013,C,EB,7,10,4,BOER4,1,0.25,10,2,NA
2013,3,11/4/2013,C,EB,7,10,4,BOER4,2,0.75,11,2,NA
2013,3,11/4/2013,C,EB,7,10,4,BOER4,3,0.1,8,1,NA
2013,3,11/4/2013,C,EB,7,10,4,BOER4,4,1,11,1,NA
2013,3,11/4/2013,C,EB,7,10,4,BOGR2,1,0.5,8,7,NA
2013,3,11/4/2013,C,EB,7,10,4,BOGR2,2,1.5,9,1,NA
2013,3,11/4/2013,C,EB,7,10,4,BOGR2,3,0.1,8,14,NA
2013,3,11/4/2013,C,EB,7,10,4,BOGR2,4,1,8,5,NA
2013,3,11/4/2013,C,EB,7,10,4,BOGR2,5,0.25,5,12,NA
2013,3,11/4/2013,C,EB,7,10,4,BOGR2,6,0.75,9,4,NA
2013,3,11/4/2013,C,EB,7,10,4,CHSES,1,0.1,1,1,NA
2013,3,11/4/2013,C,EB,7,10,4,CHSES,2,0.75,3,1,NA
2013,3,11/4/2013,C,EB,7,10,4,CHSES,3,0.1,7,1,NA
2013,3,11/4/2013,C,EB,7,10,4,ECIN2,1,0.1,3,1,NA
2013,3,11/4/2013,C,EB,7,10,4,EUEX4,1,0.1,7,1,NA
2013,3,11/6/2013,E,EB,7,11,1,BOER4,1,0.75,10,4,NA
2013,3,11/6/2013,E,EB,7,11,1,BOER4,2,1.5,12,4,NA
2013,3,11/6/2013,E,EB,7,11,1,BOGR2,1,0.75,10,6,NA
2013,3,11/6/2013,E,EB,7,11,1,BOGR2,2,0.5,11,3,NA
2013,3,11/6/2013,E,EB,7,11,1,BOGR2,3,0.1,5,12,NA
2013,3,11/6/2013,E,EB,7,11,1,BOGR2,4,0.25,6,8,NA
2013,3,11/6/2013,E,EB,7,11,1,BOGR2,5,1,9,2,NA
2013,3,11/6/2013,E,EB,7,11,1,DAPU7,1,0.25,5,3,NA
2013,3,11/6/2013,E,EB,7,11,1,MUAR2,1,1,6,1,NA
2013,3,11/6/2013,E,EB,7,11,1,MUAR2,2,0.75,6,3,NA
2013,3,11/6/2013,E,EB,7,11,1,MUAR2,3,0.25,6,2,NA
2013,3,11/6/2013,E,EB,7,11,1,MUAR2,4,0.1,4,1,NA
2013,3,11/6/2013,E,EB,7,11,1,SEBA3,1,1.5,5,1,NA
2013,3,11/6/2013,E,EB,7,11,1,SEBA3,2,0.1,6,1,NA
2013,3,11/6/2013,E,EB,7,11,1,SEBA3,2,0.1,4,2,NA
2013,3,11/6/2013,E,EB,7,11,2,BOGR2,1,0.5,7,9,NA
2013,3,11/6/2013,E,EB,7,11,2,BOGR2,2,0.1,4,11,NA
2013,3,11/6/2013,E,EB,7,11,2,BOGR2,3,1,5,7,NA
2013,3,11/6/2013,E,EB,7,11,2,BOGR2,4,2,6,3,NA
2013,3,11/6/2013,E,EB,7,11,2,BOGR2,5,0.25,5,10,NA
2013,3,11/6/2013,E,EB,7,11,2,BOGR2,6,0.75,5,8,NA
2013,3,11/6/2013,E,EB,7,11,2,SPORO,1,1,10,1,NA
2013,3,11/6/2013,E,EB,7,11,3,BOER4,1,0.5,7,1,NA
2013,3,11/6/2013,E,EB,7,11,3,BOER4,2,0.25,6,2,NA
2013,3,11/6/2013,E,EB,7,11,3,BOER4,3,1.5,12,1,NA
2013,3,11/6/2013,E,EB,7,11,3,BOGR2,1,1,8,3,NA
2013,3,11/6/2013,E,EB,7,11,3,BOGR2,2,0.5,7,11,NA
2013,3,11/6/2013,E,EB,7,11,3,BOGR2,3,0.25,6,10,NA
2013,3,11/6/2013,E,EB,7,11,3,BOGR2,4,0.1,5,12,NA
2013,3,11/6/2013,E,EB,7,11,3,BOGR2,5,0.75,6,2,NA
2013,3,11/6/2013,E,EB,7,11,3,MUAR2,1,0.75,6,1,NA
2013,3,11/6/2013,E,EB,7,11,3,MUAR2,2,0.25,5,2,NA
2013,3,11/6/2013,E,EB,7,11,3,MUAR2,3,0.5,6,1,NA
2013,3,11/6/2013,E,EB,7,11,3,SPORO,1,6,21,1,NA
2013,3,11/6/2013,E,EB,7,11,3,SPORO,2,4,19,1,NA
2013,3,11/6/2013,E,EB,7,11,3,SPORO,3,1,10,1,NA
2013,3,11/6/2013,E,EB,7,11,4,BOER4,1,0.25,6,3,NA
2013,3,11/6/2013,E,EB,7,11,4,BOER4,2,0.75,9,1,NA
2013,3,11/6/2013,E,EB,7,11,4,BOER4,3,0.5,10,3,NA
2013,3,11/6/2013,E,EB,7,11,4,BOGR2,1,0.1,6,8,NA
2013,3,11/6/2013,E,EB,7,11,4,BOGR2,2,0.25,9,9,NA
2013,3,11/6/2013,E,EB,7,11,4,BOGR2,3,1,7,6,NA
2013,3,11/6/2013,E,EB,7,11,4,BOGR2,4,0.5,6,4,NA
2013,3,11/6/2013,E,EB,7,11,4,BOGR2,5,0.75,6,2,NA
2013,3,11/6/2013,E,EB,7,11,4,CHSES,1,0.1,5,1,NA
2013,3,11/6/2013,E,EB,7,11,4,MUAR2,1,0.25,5,4,NA
2013,3,11/6/2013,E,EB,7,11,4,MUAR2,2,0.5,6,3,NA
2013,3,11/6/2013,E,EB,7,11,4,MUAR2,3,0.1,4,1,NA
2013,3,11/6/2013,E,EB,7,11,4,MUAR2,4,0.75,7,2,NA
2013,3,11/6/2013,E,EB,7,11,4,SPORO,1,1,10,1,NA
2013,3,11/6/2013,D,EB,7,12,1,ASTRA,1,0.1,2,5,NA
2013,3,11/6/2013,D,EB,7,12,1,BOER4,1,2,7,1,NA
2013,3,11/6/2013,D,EB,7,12,1,BOER4,2,0.75,10,2,NA
2013,3,11/6/2013,D,EB,7,12,1,BOER4,3,1,8,2,NA
2013,3,11/6/2013,D,EB,7,12,1,BOER4,4,0.5,8,1,NA
2013,3,11/6/2013,D,EB,7,12,1,BOGR2,1,0.1,8,19,NA
2013,3,11/6/2013,D,EB,7,12,1,BOGR2,2,0.25,7,11,NA
2013,3,11/6/2013,D,EB,7,12,1,BOGR2,3,0.75,7,8,NA
2013,3,11/6/2013,D,EB,7,12,1,BOGR2,4,0.5,8,5,NA
2013,3,11/6/2013,D,EB,7,12,1,BOGR2,5,1.5,6,1,NA
2013,3,11/6/2013,D,EB,7,12,1,LIPU4,1,0.01,2,1,NA
2013,3,11/6/2013,D,EB,7,12,1,PLPA2,1,0.01,1,2,NA
2013,3,11/6/2013,D,EB,7,12,2,BOER4,1,1,10,2,NA
2013,3,11/6/2013,D,EB,7,12,2,BOER4,2,0.75,10,1,NA
2013,3,11/6/2013,D,EB,7,12,2,BOER4,3,0.1,6,1,NA
2013,3,11/6/2013,D,EB,7,12,2,BOGR2,1,0.5,7,14,NA
2013,3,11/6/2013,D,EB,7,12,2,BOGR2,2,0.1,4,12,NA
2013,3,11/6/2013,D,EB,7,12,2,BOGR2,3,0.75,7,2,NA
2013,3,11/6/2013,D,EB,7,12,2,BOGR2,4,0.25,7,10,NA
2013,3,11/6/2013,D,EB,7,12,2,BOGR2,5,1,8,3,NA
2013,3,11/6/2013,D,EB,7,12,2,ECIN2,1,0.1,2,1,NA
2013,3,11/6/2013,D,EB,7,12,2,EUEX4,1,0.01,3,1,NA
2013,3,11/6/2013,D,EB,7,12,2,NAHI,1,0.01,1,2,NA
2013,3,11/6/2013,D,EB,7,12,2,OECA10,1,0.1,1,1,NA
2013,3,11/6/2013,D,EB,7,12,2,PLPA2,1,0.1,1,3,NA
2013,3,11/6/2013,D,EB,7,12,2,SEBA3,1,0.1,4,1,NA
2013,3,11/6/2013,D,EB,7,12,2,SPORO,1,1,10,1,NA
2013,3,11/6/2013,D,EB,7,12,3,ASTRA,1,0.1,1,2,NA
2013,3,11/6/2013,D,EB,7,12,3,BOER4,1,1,11,4,NA
2013,3,11/6/2013,D,EB,7,12,3,BOER4,2,0.5,9,1,NA
2013,3,11/6/2013,D,EB,7,12,3,BOER4,3,0.1,8,3,NA
2013,3,11/6/2013,D,EB,7,12,3,BOER4,4,0.25,7,1,NA
2013,3,11/6/2013,D,EB,7,12,3,BOGR2,1,0.1,5,33,NA
2013,3,11/6/2013,D,EB,7,12,3,BOGR2,2,0.25,7,15,NA
2013,3,11/6/2013,D,EB,7,12,3,BOGR2,3,0.5,6,8,NA
2013,3,11/6/2013,D,EB,7,12,3,BOGR2,4,0.75,5,2,NA
2013,3,11/6/2013,D,EB,7,12,3,BOGR2,5,1,7,2,NA
2013,3,11/6/2013,D,EB,7,12,3,ECIN2,1,0.1,2,1,NA
2013,3,11/6/2013,D,EB,7,12,3,ECIN2,2,0.25,4,1,NA
2013,3,11/6/2013,D,EB,7,12,3,HYFIC,1,0.1,2,2,NA
2013,3,11/6/2013,D,EB,7,12,3,HYFIC,2,0.1,4,1,NA
2013,3,11/6/2013,D,EB,7,12,3,PLPA2,1,0.1,1,2,NA
2013,3,11/6/2013,D,EB,7,12,3,PLPA2,2,0.01,1,2,NA
2013,3,11/6/2013,D,EB,7,12,4,ASTRA,1,0.01,1,1,NA
2013,3,11/6/2013,D,EB,7,12,4,BOER4,1,6,10,1,NA
2013,3,11/6/2013,D,EB,7,12,4,BOER4,2,0.25,8,4,NA
2013,3,11/6/2013,D,EB,7,12,4,BOER4,3,0.1,6,2,NA
2013,3,11/6/2013,D,EB,7,12,4,BOER4,4,0.5,10,2,NA
2013,3,11/6/2013,D,EB,7,12,4,BOER4,5,1.5,12,2,NA
2013,3,11/6/2013,D,EB,7,12,4,BOER4,6,0.75,10,1,NA
2013,3,11/6/2013,D,EB,7,12,4,BOGR2,1,0.1,6,13,NA
2013,3,11/6/2013,D,EB,7,12,4,BOGR2,2,0.25,5,12,NA
2013,3,11/6/2013,D,EB,7,12,4,BOGR2,3,0.75,7,3,NA
2013,3,11/6/2013,D,EB,7,12,4,DAPU7,1,0.25,3,1,NA
2013,3,11/6/2013,D,EB,7,12,4,LIPU4,1,0.01,1,1,NA
2013,3,11/6/2013,D,EB,7,12,4,PLPA2,1,0.01,1,2,NA
2013,3,11/6/2013,D,EB,7,12,4,SPORO,1,1,10,1,NA
2013,3,11/6/2013,C,EB,6,13,1,ASTRA,1,0.25,5,1,NA
2013,3,11/6/2013,C,EB,6,13,1,BOGR2,1,1,10,6,NA
2013,3,11/6/2013,C,EB,6,13,1,BOGR2,2,0.25,8,24,NA
2013,3,11/6/2013,C,EB,6,13,1,BOGR2,3,0.1,6,7,NA
2013,3,11/6/2013,C,EB,6,13,1,BOGR2,4,0.5,7,11,NA
2013,3,11/6/2013,C,EB,6,13,1,BOGR2,5,0.75,9,3,NA
2013,3,11/6/2013,C,EB,6,13,1,CHSES,1,0.5,3,1,NA
2013,3,11/6/2013,C,EB,6,13,1,CHSES,2,0.25,3,1,NA
2013,3,11/6/2013,C,EB,6,13,1,CHSES,3,0.5,6,1,NA
2013,3,11/6/2013,C,EB,6,13,1,CHSES,4,0.1,1,3,NA
2013,3,11/6/2013,C,EB,6,13,1,SATR12,1,4,14,1,NA
2013,3,11/6/2013,C,EB,6,13,2,BOER4,1,0.75,8,1,NA
2013,3,11/6/2013,C,EB,6,13,2,BOGR2,1,1,6,9,NA
2013,3,11/6/2013,C,EB,6,13,2,BOGR2,2,0.75,5,6,NA
2013,3,11/6/2013,C,EB,6,13,2,BOGR2,3,0.25,6,20,NA
2013,3,11/6/2013,C,EB,6,13,2,BOGR2,4,0.1,3,8,NA
2013,3,11/6/2013,C,EB,6,13,2,BOGR2,5,0.5,7,10,NA
2013,3,11/6/2013,C,EB,6,13,2,CHSES,1,0.1,2,2,NA
2013,3,11/6/2013,C,EB,6,13,2,CHSES,2,0.25,2,1,NA
2013,3,11/6/2013,C,EB,6,13,2,CHSES,3,0.5,4,1,NA
2013,3,11/6/2013,C,EB,6,13,3,ASTRA,1,1.5,5,1,NA
2013,3,11/6/2013,C,EB,6,13,3,ASTRA,2,0.5,6,1,NA
2013,3,11/6/2013,C,EB,6,13,3,BOER4,1,1,10,2,NA
2013,3,11/6/2013,C,EB,6,13,3,BOER4,2,1.5,10,1,NA
2013,3,11/6/2013,C,EB,6,13,3,BOGR2,1,0.5,9,1,NA
2013,3,11/6/2013,C,EB,6,13,3,BOGR2,2,1,8,2,NA
2013,3,11/6/2013,C,EB,6,13,3,BOGR2,3,0.25,7,10,NA
2013,3,11/6/2013,C,EB,6,13,3,BOGR2,4,0.1,5,1,NA
2013,3,11/6/2013,C,EB,6,13,3,CHSES,1,3,1,1,NA
2013,3,11/6/2013,C,EB,6,13,3,CHSES,2,0.75,7,6,NA
2013,3,11/6/2013,C,EB,6,13,3,CHSES,3,0.1,2,2,NA
2013,3,11/6/2013,C,EB,6,13,3,CHSES,4,0.25,6,3,NA
2013,3,11/6/2013,C,EB,6,13,3,CHSES,5,2,7,2,NA
2013,3,11/6/2013,C,EB,6,13,3,CHSES,6,1.5,3,2,NA
2013,3,11/6/2013,C,EB,6,13,3,CHSES,7,1,2,1,NA
2013,3,11/6/2013,C,EB,6,13,3,DAPU7,1,0.1,2,3,NA
2013,3,11/6/2013,C,EB,6,13,3,SATR12,1,3,26,1,NA
2013,3,11/6/2013,C,EB,6,13,3,SATR12,2,0.1,4,2,NA
2013,3,11/6/2013,C,EB,6,13,3,SPORO,1,4,21,8,NA
2013,3,11/6/2013,C,EB,6,13,3,SPORO,2,2,22,4,NA
2013,3,11/6/2013,C,EB,6,13,3,SPORO,3,9,30,1,NA
2013,3,11/6/2013,C,EB,6,13,4,ASTRA,1,1,5,1,NA
2013,3,11/6/2013,C,EB,6,13,4,ASTRA,2,0.5,6,1,NA
2013,3,11/6/2013,C,EB,6,13,4,BOER4,1,2,12,1,NA
2013,3,11/6/2013,C,EB,6,13,4,BOER4,2,0.1,7,1,NA
2013,3,11/6/2013,C,EB,6,13,4,BOGR2,1,0.25,7,17,NA
2013,3,11/6/2013,C,EB,6,13,4,BOGR2,2,1,8,3,NA
2013,3,11/6/2013,C,EB,6,13,4,BOGR2,3,0.75,6,2,NA
2013,3,11/6/2013,C,EB,6,13,4,BOGR2,4,0.1,4,1,NA
2013,3,11/6/2013,C,EB,6,13,4,CHSES,1,0.1,1,5,NA
2013,3,11/6/2013,C,EB,6,13,4,CHSES,2,1.5,3,1,NA
2013,3,11/6/2013,C,EB,6,13,4,CHSES,3,1,1,1,NA
2013,3,11/6/2013,C,EB,6,13,4,CHSES,4,0.25,5,1,NA
2013,3,11/6/2013,C,EB,6,13,4,CHSES,5,0.5,3,1,NA
2013,3,11/6/2013,C,EB,6,13,4,DAPU7,1,0.25,3,1,NA
2013,3,11/6/2013,C,EB,6,13,4,DAPU7,2,0.1,2,1,NA
2013,3,11/6/2013,C,EB,6,13,4,DAPU7,3,0.75,3,1,NA
2013,3,11/6/2013,C,EB,6,13,4,EUEX4,1,0.75,6,1,NA
2013,3,11/6/2013,C,EB,6,13,4,SATR12,1,8,17,2,NA
2013,3,11/6/2013,C,EB,6,13,4,SPORO,1,4,30,2,NA
2013,3,11/6/2013,C,EB,6,13,4,SPORO,2,0.75,26,1,NA
2013,3,11/6/2013,C,EB,6,13,4,SPORO,3,1,8,1,NA
2013,3,11/6/2013,C,EB,6,13,4,SPORO,4,6,24,1,NA
2013,3,11/6/2013,E,EB,6,14,1,BOER4,1,1,15,1,NA
2013,3,11/6/2013,E,EB,6,14,1,BOER4,2,0.1,7,1,NA
2013,3,11/6/2013,E,EB,6,14,1,BOER4,3,0.5,9,2,NA
2013,3,11/6/2013,E,EB,6,14,1,BOER4,4,0.25,9,1,NA
2013,3,11/6/2013,E,EB,6,14,1,BOER4,5,1.5,22,1,NA
2013,3,11/6/2013,E,EB,6,14,1,BOGR2,1,1,12,6,NA
2013,3,11/6/2013,E,EB,6,14,1,BOGR2,2,0.1,5,5,NA
2013,3,11/6/2013,E,EB,6,14,1,BOGR2,3,0.25,7,11,NA
2013,3,11/6/2013,E,EB,6,14,1,BOGR2,4,0.75,9,8,NA
2013,3,11/6/2013,E,EB,6,14,1,BOGR2,5,0.5,8,5,NA
2013,3,11/6/2013,E,EB,6,14,1,ECIN2,1,0.1,3,1,NA
2013,3,11/6/2013,E,EB,6,14,1,SATR12,1,0.1,2,1,NA
2013,3,11/6/2013,E,EB,6,14,2,BOER4,1,1,12,1,NA
2013,3,11/6/2013,E,EB,6,14,2,BOER4,2,0.5,11,2,NA
2013,3,11/6/2013,E,EB,6,14,2,BOGR2,1,1,7,3,NA
2013,3,11/6/2013,E,EB,6,14,2,BOGR2,2,0.25,6,11,NA
2013,3,11/6/2013,E,EB,6,14,2,BOGR2,3,0.75,8,3,NA
2013,3,11/6/2013,E,EB,6,14,2,BOGR2,4,0.1,6,5,NA
2013,3,11/6/2013,E,EB,6,14,2,BOGR2,5,0.5,7,6,NA
2013,3,11/6/2013,E,EB,6,14,2,SPORO,1,2,20,1,NA
2013,3,11/6/2013,E,EB,6,14,2,SPORO,2,1.5,18,1,NA
2013,3,11/6/2013,E,EB,6,14,3,BOER4,1,0.25,8,3,NA
2013,3,11/6/2013,E,EB,6,14,3,BOGR2,1,0.5,7,7,NA
2013,3,11/6/2013,E,EB,6,14,3,BOGR2,2,0.25,6,12,NA
2013,3,11/6/2013,E,EB,6,14,3,BOGR2,3,0.75,7,5,NA
2013,3,11/6/2013,E,EB,6,14,3,BOGR2,4,0.1,5,4,NA
2013,3,11/6/2013,E,EB,6,14,3,DAPU7,1,0.1,3,1,NA
2013,3,11/6/2013,E,EB,6,14,3,SATR12,1,1,13,1,NA
2013,3,11/6/2013,E,EB,6,14,3,SPHA,1,1.5,15,1,NA
2013,3,11/6/2013,E,EB,6,14,3,SPORO,1,1,20,2,NA
2013,3,11/6/2013,E,EB,6,14,3,SPORO,2,4,20,1,NA
2013,3,11/6/2013,E,EB,6,14,3,SPORO,3,0.5,4,1,NA
2013,3,11/6/2013,E,EB,6,14,3,SPORO,4,0.75,14,1,NA
2013,3,11/6/2013,E,EB,6,14,4,BOER4,1,2,13,4,NA
2013,3,11/6/2013,E,EB,6,14,4,BOER4,2,0.25,7,2,NA
2013,3,11/6/2013,E,EB,6,14,4,BOER4,3,0.1,9,1,NA
2013,3,11/6/2013,E,EB,6,14,4,BOGR2,1,0.5,6,4,NA
2013,3,11/6/2013,E,EB,6,14,4,BOGR2,2,0.1,4,13,NA
2013,3,11/6/2013,E,EB,6,14,4,BOGR2,3,0.25,7,11,NA
2013,3,11/6/2013,E,EB,6,14,4,SATR12,1,2,12,1,NA
2013,3,11/6/2013,E,EB,6,14,4,SATR12,2,1,10,2,NA
2013,3,11/6/2013,E,EB,6,14,4,SATR12,3,0.75,7,1,NA
2013,3,11/6/2013,E,EB,6,14,4,SPORO,1,1,18,1,NA
2013,3,11/6/2013,D,EB,6,15,1,BOGR2,1,0.75,8,9,NA
2013,3,11/6/2013,D,EB,6,15,1,BOGR2,2,0.1,4,16,NA
2013,3,11/6/2013,D,EB,6,15,1,BOGR2,3,0.25,6,12,NA
2013,3,11/6/2013,D,EB,6,15,1,BOGR2,4,1,8,1,NA
2013,3,11/6/2013,D,EB,6,15,1,BOGR2,5,0.5,9,6,NA
2013,3,11/6/2013,D,EB,6,15,1,CHSES,1,0.01,1,2,NA
2013,3,11/6/2013,D,EB,6,15,1,ECIN2,1,0.1,3,1,NA
2013,3,11/6/2013,D,EB,6,15,1,ERTE13,1,0.1,2,2,NA
2013,3,11/6/2013,D,EB,6,15,1,GACO5,1,0.1,4,1,NA
2013,3,11/6/2013,D,EB,6,15,1,MUAR2,1,0.1,5,3,NA
2013,3,11/6/2013,D,EB,6,15,1,MUAR2,2,0.5,6,1,NA
2013,3,11/6/2013,D,EB,6,15,1,OECA10,1,0.01,1,1,NA
2013,3,11/6/2013,D,EB,6,15,1,PLPA2,1,0.01,1,6,NA
2013,3,11/6/2013,D,EB,6,15,2,BOER4,1,3,10,1,NA
2013,3,11/6/2013,D,EB,6,15,2,BOER4,2,1.5,10,1,NA
2013,3,11/6/2013,D,EB,6,15,2,BOGR2,1,0.75,10,6,NA
2013,3,11/6/2013,D,EB,6,15,2,BOGR2,2,0.25,8,15,NA
2013,3,11/6/2013,D,EB,6,15,2,BOGR2,3,0.1,4,12,NA
2013,3,11/6/2013,D,EB,6,15,2,BOGR2,4,0.5,7,8,NA
2013,3,11/6/2013,D,EB,6,15,2,BOGR2,5,1,9,1,NA
2013,3,11/6/2013,D,EB,6,15,2,CHSES,1,0.1,1,2,NA
2013,3,11/6/2013,D,EB,6,15,2,ECIN2,1,0.1,2,1,NA
2013,3,11/6/2013,D,EB,6,15,2,ECIN2,2,0.25,4,1,NA
2013,3,11/6/2013,D,EB,6,15,2,MILI3,1,0.75,8,1,NA
2013,3,11/6/2013,D,EB,6,15,2,PLPA2,1,0.1,2,1,NA
2013,3,11/6/2013,D,EB,6,15,2,PLPA2,2,0.01,1,3,NA
2013,3,11/6/2013,D,EB,6,15,2,SPORO,1,0.25,7,1,NA
2013,3,11/6/2013,D,EB,6,15,2,SPORO,2,0.5,10,1,NA
2013,3,11/6/2013,D,EB,6,15,3,BOER4,1,2,12,1,NA
2013,3,11/6/2013,D,EB,6,15,3,BOER4,2,0.75,11,1,NA
2013,3,11/6/2013,D,EB,6,15,3,BOER4,3,0.1,7,3,NA
2013,3,11/6/2013,D,EB,6,15,3,BOER4,4,0.5,8,2,NA
2013,3,11/6/2013,D,EB,6,15,3,BOGR2,1,0.25,7,17,NA
2013,3,11/6/2013,D,EB,6,15,3,BOGR2,2,0.5,6,10,NA
2013,3,11/6/2013,D,EB,6,15,3,BOGR2,3,0.1,6,13,NA
2013,3,11/6/2013,D,EB,6,15,3,BOGR2,4,1,10,1,NA
2013,3,11/6/2013,D,EB,6,15,3,CHSES,1,0.1,1,1,NA
2013,3,11/6/2013,D,EB,6,15,3,ERTE13,1,0.1,2,1,NA
2013,3,11/6/2013,D,EB,6,15,3,HYFIC,1,0.1,2,3,NA
2013,3,11/6/2013,D,EB,6,15,3,LIPU4,1,0.01,2,1,NA
2013,3,11/6/2013,D,EB,6,15,3,OECA10,1,0.01,1,1,NA
2013,3,11/6/2013,D,EB,6,15,3,PLPA2,1,0.01,1,7,NA
2013,3,11/6/2013,D,EB,6,15,3,SPORO,1,2,14,1,NA
2013,3,11/6/2013,D,EB,6,15,3,SPORO,2,0.25,7,1,NA
2013,3,11/6/2013,D,EB,6,15,4,ASTRA,1,0.1,2,2,NA
2013,3,11/6/2013,D,EB,6,15,4,BOER4,1,2,10,1,NA
2013,3,11/6/2013,D,EB,6,15,4,BOER4,2,0.75,9,1,NA
2013,3,11/6/2013,D,EB,6,15,4,BOER4,3,0.5,8,4,NA
2013,3,11/6/2013,D,EB,6,15,4,BOER4,4,0.25,6,1,NA
2013,3,11/6/2013,D,EB,6,15,4,BOER4,5,3,12,1,NA
2013,3,11/6/2013,D,EB,6,15,4,BOGR2,1,0.75,11,3,NA
2013,3,11/6/2013,D,EB,6,15,4,BOGR2,2,0.25,7,18,NA
2013,3,11/6/2013,D,EB,6,15,4,BOGR2,3,0.1,5,11,NA
