year,season,date,site,treatment,quad,species,obs,cover,height,count,comment
2006,1,2/14/2006,G,B,23,BOER4,1,0.25,7,2,NA
2006,1,2/14/2006,G,B,23,BOER4,2,0.5,5,1,NA
2006,1,2/14/2006,G,B,23,BOER4,3,0.1,5,1,NA
2006,1,2/14/2006,G,B,23,CRCR3,1,0.01,1,25,NA
2006,1,2/14/2006,G,B,23,MAPIP,1,0.1,2,1,NA
2006,1,2/14/2006,G,B,23,PLPA2,1,0.01,1,2,NA
2006,1,2/14/2006,G,B,23,SPFL2,1,4.5,1,1,NA
2006,1,2/14/2006,G,B,23,TOAN,1,0.01,1,3,NA
2006,1,2/14/2006,G,B,24,ASNU4,1,0.1,1,3,NA
2006,1,2/14/2006,G,B,24,ASNU4,2,0.05,1,5,NA
2006,1,2/14/2006,G,B,24,BOER4,1,0.1,4,2,NA
2006,1,2/14/2006,G,B,24,BOER4,2,0.25,5,4,NA
2006,1,2/14/2006,G,B,24,BOER4,3,0.75,10,3,NA
2006,1,2/14/2006,G,B,24,CRCR3,1,0.01,1,32,NA
2006,1,2/14/2006,G,B,24,MAPIP,1,0.01,1,3,NA
2006,1,2/14/2006,G,B,24,MAPIP,2,0.25,3,1,NA
2006,1,2/14/2006,G,B,24,MAPIP,3,0.1,2,2,NA
2006,1,2/14/2006,G,B,24,NAHI,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,24,PLPA2,1,0.01,1,29,NA
2006,1,2/14/2006,G,B,24,PSTAT,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,24,SPCOC,1,1,4,1,NA
2006,1,2/14/2006,G,B,24,SPCOC,2,0.25,2,1,NA
2006,1,2/14/2006,G,B,24,SPFL2,1,9,1,1,NA
2006,1,2/14/2006,G,B,24,SPFL2,2,4,1,2,NA
2006,1,2/14/2006,G,B,24,SPFL2,3,3,1,1,NA
2006,1,2/14/2006,G,B,24,SPFL2,4,1.5,1,1,NA
2006,1,2/14/2006,G,B,24,TOAN,1,0.01,1,4,NA
2006,1,2/14/2006,G,B,25,BOER4,1,1.5,12,1,NA
2006,1,2/14/2006,G,B,25,BOER4,2,0.5,9,4,NA
2006,1,2/14/2006,G,B,25,BOER4,3,0.05,7,5,NA
2006,1,2/14/2006,G,B,25,BOER4,4,2,14,2,NA
2006,1,2/14/2006,G,B,25,BOER4,5,0.75,11,1,NA
2006,1,2/14/2006,G,B,25,BOER4,6,0.1,8,3,NA
2006,1,2/14/2006,G,B,25,BOER4,7,0.25,9,2,NA
2006,1,2/14/2006,G,B,25,BOER4,8,2.5,13,1,NA
2006,1,2/14/2006,G,B,25,CRCR3,1,0.01,1,21,NA
2006,1,2/14/2006,G,B,25,HYFIC,1,0.01,1,2,NA
2006,1,2/14/2006,G,B,25,MAPIP,1,0.25,2,3,NA
2006,1,2/14/2006,G,B,25,NAHI,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,25,PLPA2,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,25,SPFL2,1,4,1,1,NA
2006,1,2/14/2006,G,B,25,SPFL2,2,2,1,1,NA
2006,1,2/14/2006,G,B,26,CRCR3,1,0.01,1,110,NA
2006,1,2/14/2006,G,B,26,CRCR3,2,0.05,1,11,NA
2006,1,2/14/2006,G,B,26,GUSA2,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,26,MAPIP,1,0.05,1,2,NA
2006,1,2/14/2006,G,B,26,NAHI,1,0.01,1,2,NA
2006,1,2/14/2006,G,B,26,PHIN,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,26,PLPA2,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,26,SPCOC,1,1,5,2,NA
2006,1,2/14/2006,G,B,26,SPFL2,1,6,1,2,NA
2006,1,2/14/2006,G,B,26,SPFL2,2,2,1,1,NA
2006,1,2/14/2006,G,B,26,TOAN,1,0.01,1,3,NA
2006,1,2/14/2006,G,B,27,BOGR2,1,0.5,2,1,NA
2006,1,2/14/2006,G,B,27,BOGR2,2,1.5,3,1,NA
2006,1,2/14/2006,G,B,27,CRCR3,1,0.01,1,80,NA
2006,1,2/14/2006,G,B,27,GUSA2,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,27,PLPA2,1,0.01,1,9,NA
2006,1,2/14/2006,G,B,27,SPFL2,1,1.5,1,1,NA
2006,1,2/14/2006,G,B,27,SPPO6,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,27,SPPO6,2,0.05,2,1,NA
2006,1,2/14/2006,G,B,27,SPPO6,3,0.25,3,1,NA
2006,1,2/14/2006,G,B,28,ASNU4,1,0.05,1,2,NA
2006,1,2/14/2006,G,B,28,BOER4,1,1,7,1,NA
2006,1,2/14/2006,G,B,28,BOER4,2,0.05,3,1,NA
2006,1,2/14/2006,G,B,28,CRCR3,1,0.01,1,95,NA
2006,1,2/14/2006,G,B,28,GUSA2,1,0.25,6,1,NA
2006,1,2/14/2006,G,B,28,MAPIP,1,0.01,1,3,NA
2006,1,2/14/2006,G,B,28,NAHI,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,28,PHIN,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,28,PLPA2,1,0.01,1,24,NA
2006,1,2/14/2006,G,B,28,SPFL2,1,8,1,1,NA
2006,1,2/14/2006,G,B,28,SPFL2,2,1,1,1,NA
2006,1,2/14/2006,G,B,28,SPHA,1,0.05,2,1,NA
2006,1,2/14/2006,G,B,28,TOAN,1,0.01,1,2,NA
2006,1,2/14/2006,G,B,29,BOER4,1,0.5,6,7,NA
2006,1,2/14/2006,G,B,29,BOER4,2,0.25,4,3,NA
2006,1,2/14/2006,G,B,29,BOER4,3,0.05,3,3,NA
2006,1,2/14/2006,G,B,29,CRCR3,1,0.01,1,5,NA
2006,1,2/14/2006,G,B,29,GUSA2,1,3,23,1,NA
2006,1,2/14/2006,G,B,29,PLPA2,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,29,SPFL2,1,2,1,1,NA
2006,1,2/14/2006,G,B,29,SPPO6,1,0.25,2,1,NA
2006,1,2/14/2006,G,B,30,ASNU4,1,0.25,1,1,NA
2006,1,2/14/2006,G,B,30,BOER4,1,1,9,2,NA
2006,1,2/14/2006,G,B,30,BOER4,2,0.25,9,1,NA
2006,1,2/14/2006,G,B,30,BOER4,3,0.5,5,1,NA
2006,1,2/14/2006,G,B,30,BOER4,4,0.25,3,1,NA
2006,1,2/14/2006,G,B,30,CRCR3,1,0.01,1,35,NA
2006,1,2/14/2006,G,B,30,NAHI,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,30,PLPA2,1,0.01,1,45,NA
2006,1,2/14/2006,G,B,30,SPCOC,1,1,5,2,NA
2006,1,2/14/2006,G,B,30,SPCOC,2,0.1,2,4,NA
2006,1,2/14/2006,G,B,30,SPCR,1,0.5,1,2,NA
2006,1,2/14/2006,G,B,30,SPFL2,1,1,1,3,NA
2006,1,2/14/2006,G,B,30,SPFL2,2,2.5,1,1,NA
2006,1,2/14/2006,G,B,30,SPFL2,3,0.25,1,2,NA
2006,1,2/14/2006,G,B,30,SPFL2,4,5,1,1,NA
2006,1,2/14/2006,G,B,30,SPFL2,5,0.75,1,1,NA
2006,1,2/14/2006,G,B,30,TOAN,1,0.01,1,6,NA
2006,1,2/14/2006,G,B,31,BOER4,1,1,8,1,NA
2006,1,2/14/2006,G,B,31,BOER4,2,0.05,4,1,NA
2006,1,2/14/2006,G,B,31,BOER4,3,0.25,8,1,NA
2006,1,2/14/2006,G,B,31,CRCR3,1,0.01,1,120,NA
2006,1,2/14/2006,G,B,31,GUSA2,1,4.5,16,1,NA
2006,1,2/14/2006,G,B,31,MAPIP,1,0.01,1,3,NA
2006,1,2/14/2006,G,B,31,PLPA2,1,0.01,1,15,NA
2006,1,2/14/2006,G,B,31,SPFL2,1,4,1,2,NA
2006,1,2/14/2006,G,B,31,SPFL2,2,0.5,1,4,NA
2006,1,2/14/2006,G,B,31,SPFL2,3,0.1,1,1,NA
2006,1,2/14/2006,G,B,31,SPPO6,1,0.5,3,1,NA
2006,1,2/14/2006,G,B,31,TOAN,1,0.01,1,3,NA
2006,1,2/14/2006,G,B,32,ASNU4,1,0.25,1,1,NA
2006,1,2/14/2006,G,B,32,ASNU4,2,0.05,1,4,NA
2006,1,2/14/2006,G,B,32,ASNU4,3,0.1,1,2,NA
2006,1,2/14/2006,G,B,32,BOER4,1,0.05,1,4,NA
2006,1,2/14/2006,G,B,32,BOER4,2,0.25,6,1,NA
2006,1,2/14/2006,G,B,32,BOER4,3,0.5,6,2,NA
2006,1,2/14/2006,G,B,32,CRCR3,1,0.01,1,40,NA
2006,1,2/14/2006,G,B,32,PLPA2,1,0.01,1,13,NA
2006,1,2/14/2006,G,B,32,SPFL2,1,0.25,1,1,NA
2006,1,2/14/2006,G,B,32,SPFL2,2,0.75,1,2,NA
2006,1,2/14/2006,G,B,32,SPFL2,3,1.5,1,2,NA
2006,1,2/14/2006,G,B,32,SPFL2,4,5,1,1,NA
2006,1,2/14/2006,G,B,32,SPPO6,1,0.25,2,1,NA
2006,1,2/14/2006,G,B,32,SPPO6,2,0.01,1,1,NA
2006,1,2/14/2006,G,B,32,TOAN,1,0.01,1,9,NA
2006,1,2/14/2006,G,B,33,BOER4,1,1,8,2,NA
2006,1,2/14/2006,G,B,33,BOER4,2,0.1,5,1,NA
2006,1,2/14/2006,G,B,33,BOER4,3,2,13,1,NA
2006,1,2/14/2006,G,B,33,BOER4,4,0.5,7,1,NA
2006,1,2/14/2006,G,B,33,CRCR3,1,0.01,1,37,NA
2006,1,2/14/2006,G,B,33,NAHI,1,0.01,1,2,NA
2006,1,2/14/2006,G,B,33,PLPA2,1,0.01,1,9,NA
2006,1,2/14/2006,G,B,33,SPFL2,1,2,1,3,NA
2006,1,2/14/2006,G,B,33,SPFL2,2,0.5,1,2,NA
2006,1,2/14/2006,G,B,33,SPFL2,3,4,1,1,NA
2006,1,2/14/2006,G,B,33,SPFL2,4,2.5,1,1,NA
2006,1,2/14/2006,G,B,33,SPFL2,5,1,1,1,NA
2006,1,2/14/2006,G,B,33,SPPO6,1,1,3,1,NA
2006,1,2/14/2006,G,B,34,BOER4,1,2,10,4,NA
2006,1,2/14/2006,G,B,34,BOER4,2,1,9,9,NA
2006,1,2/14/2006,G,B,34,BOER4,3,0.75,8,1,NA
2006,1,2/14/2006,G,B,34,BOER4,4,0.5,7,1,NA
2006,1,2/14/2006,G,B,34,BOER4,5,0.05,4,3,NA
2006,1,2/14/2006,G,B,34,BOER4,6,0.01,2,1,NA
2006,1,2/14/2006,G,B,34,BOER4,7,0.1,4,4,NA
2006,1,2/14/2006,G,B,34,BOER4,8,0.25,4,1,NA
2006,1,2/14/2006,G,B,34,BOGR2,1,0.5,2,2,NA
2006,1,2/14/2006,G,B,34,BOGR2,2,0.1,2,6,NA
2006,1,2/14/2006,G,B,34,CRCR3,1,0.01,1,17,NA
2006,1,2/14/2006,G,B,34,HYFIC,1,0.05,1,8,NA
2006,1,2/14/2006,G,B,34,HYFIC,2,0.01,1,2,NA
2006,1,2/14/2006,G,B,34,MAPIP,1,0.25,2,2,NA
2006,1,2/14/2006,G,B,34,MAPIP,1,0.05,1,1,NA
2006,1,2/14/2006,G,B,34,PLPA2,1,0.01,1,19,NA
2006,1,2/14/2006,G,B,34,PSTAT,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,34,SPFL2,1,1,1,1,NA
2006,1,2/14/2006,G,B,34,SPFL2,2,0.05,1,5,NA
2006,1,2/14/2006,G,B,34,SPFL2,3,0.1,1,1,NA
2006,1,2/14/2006,G,B,34,SPFL2,4,0.25,1,1,NA
2006,1,2/14/2006,G,B,34,TOAN,1,0.01,1,2,NA
2006,1,2/14/2006,G,B,35,ASNU4,1,0.5,2,2,NA
2006,1,2/14/2006,G,B,35,ASNU4,2,0.1,2,2,NA
2006,1,2/14/2006,G,B,35,ASNU4,3,0.05,1,3,NA
2006,1,2/14/2006,G,B,35,BOER4,1,0.1,4,4,NA
2006,1,2/14/2006,G,B,35,BOER4,2,0.75,7,1,NA
2006,1,2/14/2006,G,B,35,BOER4,3,0.5,7,2,NA
2006,1,2/14/2006,G,B,35,CRCR3,1,0.01,1,80,NA
2006,1,2/14/2006,G,B,35,GUSA2,1,4,16,1,NA
2006,1,2/14/2006,G,B,35,HYFIC,1,0.01,1,2,NA
2006,1,2/14/2006,G,B,35,MUAR2,1,0.75,2,1,NA
2006,1,2/14/2006,G,B,35,MUAR2,2,0.05,2,3,NA
2006,1,2/14/2006,G,B,35,PHIN,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,35,PLPA2,1,0.01,1,4,NA
2006,1,2/14/2006,G,B,35,SPCR,1,0.1,1,1,NA
2006,1,2/14/2006,G,B,35,SPFL2,1,2.5,1,1,NA
2006,1,2/14/2006,G,B,35,SPPO6,1,0.1,3,1,NA
2006,1,2/14/2006,G,B,35,SPPO6,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,36,BOER4,1,0.25,6,2,NA
2006,1,2/14/2006,G,B,36,BOGR2,1,0.25,1,2,NA
2006,1,2/14/2006,G,B,36,BOGR2,2,0.1,1,1,NA
2006,1,2/14/2006,G,B,36,CRCR3,1,0.01,1,65,NA
2006,1,2/14/2006,G,B,36,MAPIP,1,0.25,4,1,NA
2006,1,2/14/2006,G,B,36,MAPIP,2,0.05,1,2,NA
2006,1,2/14/2006,G,B,36,MAPIP,3,0.01,1,3,NA
2006,1,2/14/2006,G,B,36,NAHI,1,0.01,1,7,NA
2006,1,2/14/2006,G,B,36,PHIN,1,0.01,1,2,NA
2006,1,2/14/2006,G,B,36,PSTAT,1,0.1,2,1,NA
2006,1,2/14/2006,G,B,36,PSTAT,2,0.01,1,5,NA
2006,1,2/14/2006,G,B,36,SPFL2,1,1.5,1,1,NA
2006,1,2/14/2006,G,B,36,TOAN,1,0.01,1,2,NA
2006,1,2/14/2006,G,B,37,BOER4,1,1.5,6,1,NA
2006,1,2/14/2006,G,B,37,BOER4,2,0.1,4,2,NA
2006,1,2/14/2006,G,B,37,BOER4,3,0.25,7,1,NA
2006,1,2/14/2006,G,B,37,BOGR2,1,0.5,2,1,NA
2006,1,2/14/2006,G,B,37,CRCR3,1,0.01,1,30,NA
2006,1,2/14/2006,G,B,37,HYFIC,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,37,LIPU4,1,0.01,2,1,NA
2006,1,2/14/2006,G,B,37,MAPIP,1,0.1,1,1,NA
2006,1,2/14/2006,G,B,37,NAHI,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,37,PLPA2,1,0.01,1,3,NA
2006,1,2/14/2006,G,B,37,SPFL2,1,3,1,1,NA
2006,1,2/14/2006,G,B,37,SPFL2,2,7,1,1,NA
2006,1,2/14/2006,G,B,38,ASNU4,1,0.1,2,5,NA
2006,1,2/14/2006,G,B,38,ASNU4,2,0.25,5,1,NA
2006,1,2/14/2006,G,B,38,ASNU4,3,0.5,1,1,NA
2006,1,2/14/2006,G,B,38,ASNU4,4,0.05,1,4,NA
2006,1,2/14/2006,G,B,38,ASNU4,5,0.75,1,1,NA
2006,1,2/14/2006,G,B,38,ASNU4,6,0.01,1,1,NA
2006,1,2/14/2006,G,B,38,BOER4,1,0.1,5,2,NA
2006,1,2/14/2006,G,B,38,CRCR3,1,0.05,1,11,NA
2006,1,2/14/2006,G,B,38,CRCR3,3,0.01,1,21,NA
2006,1,2/14/2006,G,B,38,HYFIC,1,0.05,1,1,NA
2006,1,2/14/2006,G,B,38,NAHI,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,38,PLPA2,1,0.01,1,5,NA
2006,1,2/14/2006,G,B,38,SPFL2,1,1,2,1,NA
2006,1,2/14/2006,G,B,38,SPFL2,2,2.5,2,2,NA
2006,1,2/14/2006,G,B,38,TOAN,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,39,BOER4,1,0.25,6,1,NA
2006,1,2/14/2006,G,B,39,BOER4,2,0.5,6,1,NA
2006,1,2/14/2006,G,B,39,CRCR3,1,0.01,1,40,NA
2006,1,2/14/2006,G,B,39,GUSA2,1,0.01,1,1,NA
2006,1,2/14/2006,G,B,39,HYFIC,1,0.25,2,3,NA
2006,1,2/14/2006,G,B,39,HYFIC,2,0.05,1,8,NA
2006,1,2/14/2006,G,B,39,HYFIC,3,0.01,1,12,NA
2006,1,2/14/2006,G,B,39,MAPIP,1,0.1,2,5,NA
2006,1,2/14/2006,G,B,39,MAPIP,2,0.05,1,5,NA
2006,1,2/14/2006,G,B,39,MAPIP,3,0.01,1,7,NA
2006,1,2/14/2006,G,B,39,NAHI,1,0.01,1,5,NA
2006,1,2/14/2006,G,B,39,OECA10,1,0.05,1,1,NA
2006,1,2/14/2006,G,B,39,PLPA2,1,0.01,1,15,NA
2006,1,2/14/2006,G,B,39,SPFL2,1,6,2,2,NA
2006,1,2/14/2006,G,B,39,SPFL2,2,0.25,1,1,NA
2006,1,2/14/2006,G,B,39,SPFL2,3,1.5,1,4,NA
2006,1,2/14/2006,G,B,39,SPFL2,4,1,1,3,NA
2006,1,2/14/2006,G,B,39,SPFL2,5,2.5,1,2,NA
2006,1,2/14/2006,G,B,39,SPFL2,6,0.1,1,2,NA
2006,1,2/14/2006,G,B,40,ASNU4,1,0.05,2,1,NA
2006,1,2/14/2006,G,B,40,BOER4,1,0.75,10,1,NA
2006,1,2/14/2006,G,B,40,BOER4,2,0.1,5,7,NA
2006,1,2/14/2006,G,B,40,BOER4,3,0.25,6,5,NA
2006,1,2/14/2006,G,B,40,BOER4,4,0.05,4,3,NA
2006,1,2/14/2006,G,B,40,CRCR3,1,0.01,1,3,NA
2006,1,2/14/2006,G,B,40,GUSA2,1,5,21,1,NA
2006,1,2/14/2006,G,B,40,GUSA2,2,10,24,1,NA
2006,1,2/14/2006,G,B,40,MAPIP,1,0.1,2,1,NA
2006,1,2/14/2006,G,B,40,PLPA2,1,0.01,1,25,NA
2006,1,2/14/2006,G,B,40,SPFL2,1,5,4,1,NA
2006,1,2/14/2006,G,B,40,SPFL2,2,1,2,1,NA
2006,1,2/14/2006,G,B,40,SPFL2,3,0.5,1,2,NA
2006,1,2/14/2006,G,B,40,SPFL2,4,0.75,1,3,NA
2006,1,2/14/2006,G,B,40,SPFL2,5,0.25,1,2,NA
2006,1,2/14/2006,G,B,40,SPFL2,6,4.5,4,1,NA
2006,1,2/14/2006,G,B,40,SPFL2,7,2,2,1,NA
2006,1,2/13/2006,MG,B,1,BOGR2,1,2,3,5,NA
2006,1,2/13/2006,MG,B,1,BOGR2,2,1.5,3,4,NA
2006,1,2/13/2006,MG,B,1,BOGR2,3,1,2,11,NA
2006,1,2/13/2006,MG,B,1,BOGR2,4,3,3,3,NA
2006,1,2/13/2006,MG,B,1,BOGR2,5,0.75,2,7,NA
2006,1,2/13/2006,MG,B,1,BOGR2,6,0.5,2,8,NA
2006,1,2/13/2006,MG,B,1,BOGR2,7,0.25,2,21,NA
2006,1,2/13/2006,MG,B,1,DANAN,1,0.05,2,3,NA
2006,1,2/13/2006,MG,B,2,BOGR2,1,1.5,3,8,NA
2006,1,2/13/2006,MG,B,2,BOGR2,2,2,3,2,NA
2006,1,2/13/2006,MG,B,2,BOGR2,3,1,3,7,NA
2006,1,2/13/2006,MG,B,2,BOGR2,4,0.75,2,4,NA
2006,1,2/13/2006,MG,B,2,BOGR2,5,0.25,2,14,NA
2006,1,2/13/2006,MG,B,2,BOGR2,6,0.1,2,5,NA
2006,1,2/13/2006,MG,B,2,BOGR2,7,0.5,3,4,NA
2006,1,2/13/2006,MG,B,2,DANAN,1,0.05,2,1,NA
2006,1,2/13/2006,MG,B,3,BOER4,1,0.25,4,9,NA
2006,1,2/13/2006,MG,B,3,BOER4,2,0.5,6,5,NA
2006,1,2/13/2006,MG,B,3,BOER4,3,0.1,2,3,NA
2006,1,2/13/2006,MG,B,3,BOGR2,1,0.5,2,6,NA
2006,1,2/13/2006,MG,B,3,BOGR2,2,1,2,2,NA
2006,1,2/13/2006,MG,B,3,BOGR2,3,0.75,2,1,NA
2006,1,2/13/2006,MG,B,3,BOGR2,4,0.25,2,17,NA
2006,1,2/13/2006,MG,B,3,BOGR2,5,0.1,2,23,NA
2006,1,2/13/2006,MG,B,3,BOGR2,6,3,2,1,NA
2006,1,2/13/2006,MG,B,3,GUSA2,1,2.5,13,1,NA
2006,1,2/13/2006,MG,B,3,PLJA,1,2,1,1,NA
2006,1,2/13/2006,MG,B,3,PLJA,2,0.5,1,1,NA
2006,1,2/13/2006,MG,B,3,PLJA,3,0.25,1,1,NA
2006,1,2/13/2006,MG,B,4,BOER4,1,3,15,1,NA
2006,1,2/13/2006,MG,B,4,BOER4,2,0.1,6,11,NA
2006,1,2/13/2006,MG,B,4,BOER4,3,0.5,12,1,NA
2006,1,2/13/2006,MG,B,4,BOER4,4,1,15,2,NA
2006,1,2/13/2006,MG,B,4,BOER4,5,0.25,8,4,NA
2006,1,2/13/2006,MG,B,4,BOER4,6,4,14,1,NA
2006,1,2/13/2006,MG,B,4,BOER4,7,5,15,1,NA
2006,1,2/13/2006,MG,B,4,BOER4,8,0.75,5,1,NA
2006,1,2/13/2006,MG,B,4,BOGR2,1,0.5,2,2,NA
2006,1,2/13/2006,MG,B,4,BOGR2,2,1,1,1,NA
2006,1,2/13/2006,MG,B,4,BOGR2,3,0.1,1,1,NA
2006,1,2/13/2006,MG,B,4,DANAN,1,0.1,1,10,NA
2006,1,2/13/2006,MG,B,4,DANAN,2,0.5,5,1,NA
2006,1,2/13/2006,MG,B,4,HYFIC,1,0.5,3,1,NA
2006,1,2/13/2006,MG,B,4,MAPIP,1,0.1,1,1,NA
2006,1,2/13/2006,MG,B,4,MAPIP,1,0.01,1,1,NA
2006,1,2/13/2006,MG,B,4,PLPA2,1,0.01,1,15,NA
2006,1,2/13/2006,MG,B,5,BOER4,1,0.75,4,1,NA
2006,1,2/13/2006,MG,B,5,BOER4,2,0.5,4,6,NA
2006,1,2/13/2006,MG,B,5,BOER4,3,0.25,3,2,NA
2006,1,2/13/2006,MG,B,5,BOGR2,1,3,4,1,NA
2006,1,2/13/2006,MG,B,5,BOGR2,2,2,3,1,NA
2006,1,2/13/2006,MG,B,5,BOGR2,3,0.5,3,2,NA
2006,1,2/13/2006,MG,B,5,DANAN,1,0.05,2,7,NA
2006,1,2/13/2006,MG,B,5,DANAN,2,0.01,1,3,NA
2006,1,2/13/2006,MG,B,5,SPCR,1,1,1,1,NA
2006,1,2/13/2006,MG,B,5,SPFL2,1,0.5,1,1,NA
2006,1,2/13/2006,MG,B,5,SPPO6,1,0.25,2,1,NA
2006,1,2/13/2006,MG,B,5,SPPO6,2,0.1,2,1,NA
2006,1,2/13/2006,MG,B,6,BOGR2,1,3,4,1,NA
2006,1,2/13/2006,MG,B,6,BOGR2,2,0.5,3,6,NA
2006,1,2/13/2006,MG,B,6,BOGR2,3,0.25,2,3,NA
2006,1,2/13/2006,MG,B,6,BOGR2,4,2.5,4,2,NA
2006,1,2/13/2006,MG,B,6,BOGR2,5,1,3,4,NA
2006,1,2/13/2006,MG,B,6,BOGR2,6,0.1,1,2,NA
2006,1,2/13/2006,MG,B,6,GUSA2,1,3.5,13,1,NA
2006,1,2/13/2006,MG,B,6,PLJA,1,0.25,1,2,NA
2006,1,2/13/2006,MG,B,6,SPPO6,1,0.1,2,1,NA
2006,1,2/14/2006,MG,B,7,BOER4,1,0.75,7,2,NA
2006,1,2/14/2006,MG,B,7,BOER4,2,0.25,6,1,NA
2006,1,2/14/2006,MG,B,7,BOER4,3,0.1,2,3,NA
2006,1,2/14/2006,MG,B,7,BOER4,4,0.5,5,2,NA
2006,1,2/14/2006,MG,B,7,BOGR2,1,0.25,1,20,NA
2006,1,2/14/2006,MG,B,7,BOGR2,2,0.5,2,8,NA
2006,1,2/14/2006,MG,B,7,BOGR2,3,1.5,3,5,NA
2006,1,2/14/2006,MG,B,7,BOGR2,4,1,2,4,NA
2006,1,2/14/2006,MG,B,7,BOGR2,5,0.1,1,5,NA
2006,1,2/14/2006,MG,B,7,BOGR2,6,0.75,2,5,NA
2006,1,2/14/2006,MG,B,7,CRCR3,1,0.01,1,1,NA
2006,1,2/14/2006,MG,B,7,DANAN,1,0.05,1,3,NA
2006,1,2/14/2006,MG,B,7,GUSA2,1,0.1,10,1,NA
2006,1,2/14/2006,MG,B,7,LIPU4,1,0.01,2,1,NA
2006,1,2/14/2006,MG,B,7,PLPA2,1,0.01,1,5,NA
2006,1,2/14/2006,MG,B,8,BOGR2,1,0.05,1,11,NA
2006,1,2/14/2006,MG,B,8,BOGR2,2,0.25,2,26,NA
2006,1,2/14/2006,MG,B,8,BOGR2,3,0.5,1,7,NA
2006,1,2/14/2006,MG,B,8,BOGR2,4,1,2,12,NA
2006,1,2/14/2006,MG,B,8,BOGR2,5,0.75,3,8,NA
2006,1,2/14/2006,MG,B,8,BOGR2,6,0.01,1,1,NA
2006,1,2/14/2006,MG,B,8,BOGR2,7,1.5,3,1,NA
2006,1,2/14/2006,MG,B,9,BOER4,1,2,9,1,NA
2006,1,2/14/2006,MG,B,9,BOER4,2,1,9,2,NA
2006,1,2/14/2006,MG,B,9,BOER4,3,0.1,2,2,NA
2006,1,2/14/2006,MG,B,9,BOER4,4,0.25,5,3,NA
2006,1,2/14/2006,MG,B,9,BOGR2,1,0.25,2,5,NA
2006,1,2/14/2006,MG,B,9,BOGR2,2,0.75,3,8,NA
2006,1,2/14/2006,MG,B,9,BOGR2,3,1.5,4,2,NA
2006,1,2/14/2006,MG,B,9,BOGR2,4,2,4,2,NA
2006,1,2/14/2006,MG,B,9,BOGR2,5,3,4,1,NA
2006,1,2/14/2006,MG,B,9,CRCR3,1,0.01,1,7,NA
2006,1,2/14/2006,MG,B,9,DANAN,1,0.25,3,1,NA
2006,1,2/14/2006,MG,B,9,DANAN,2,0.1,2,1,NA
2006,1,2/14/2006,MG,B,9,DANAN,3,0.05,1,2,NA
2006,1,2/14/2006,MG,B,9,DANAN,4,0.01,1,1,NA
2006,1,2/14/2006,MG,B,9,MAPIP,1,0.5,3,1,NA
2006,1,2/14/2006,MG,B,9,MAPIP,2,0.05,1,2,NA
2006,1,2/14/2006,MG,B,9,PLJA,1,0.25,2,2,NA
2006,1,2/14/2006,MG,B,9,PLJA,2,0.5,2,1,NA
2006,1,2/14/2006,MG,B,9,PLPA2,1,0.01,1,2,NA
2006,1,2/14/2006,MG,B,10,BOER4,1,1.5,7,2,NA
2006,1,2/14/2006,MG,B,10,BOER4,2,0.5,6,3,NA
2006,1,2/14/2006,MG,B,10,BOER4,3,1,8,3,NA
2006,1,2/14/2006,MG,B,10,BOER4,4,0.25,4,2,NA
2006,1,2/14/2006,MG,B,10,BOER4,5,0.75,6,2,NA
2006,1,2/14/2006,MG,B,10,BOER4,6,0.1,2,5,NA
2006,1,2/14/2006,MG,B,10,BOER4,7,2,10,1,NA
2006,1,2/14/2006,MG,B,10,BOGR2,1,1.5,4,1,NA
2006,1,2/14/2006,MG,B,10,BOGR2,2,0.25,3,3,NA
2006,1,2/14/2006,MG,B,10,BOGR2,3,0.75,3,1,NA
2006,1,2/14/2006,MG,B,10,CRCR3,1,0.01,1,4,NA
2006,1,2/14/2006,MG,B,10,DANAN,1,0.05,2,6,NA
2006,1,2/14/2006,MG,B,10,GUSA2,1,0.25,10,1,HO
2006,1,2/14/2006,MG,B,10,LIPU4,1,0.01,2,1,NA
2006,1,2/14/2006,MG,B,10,MAPIP,1,0.1,2,1,NA
2006,1,2/14/2006,MG,B,10,PLPA2,1,0.01,1,35,NA
2006,1,2/14/2006,MG,B,11,BOER4,1,1.5,7,1,NA
2006,1,2/14/2006,MG,B,11,BOER4,2,0.5,7,4,NA
