Year,Month,Day,Site,Line,Trap,Order,Family,Genus,Species,Count,Comments
1992,9,3,P,D,5,OR,TET,ERE,SCU,1,na
1992,9,3,P,D,6,AR,GNA,1,NYM,2,na
1992,9,3,P,D,6,AR,LYC,1,NYM,1,na
1992,9,3,P,D,6,AR,LYC,SCH,MCC,1,na
1992,9,3,P,D,6,CO,TEN,ARG,RUF,1,na
1992,9,3,P,D,6,CO,TEN,ELE,EXT,3,na
1992,9,3,P,D,6,CO,TEN,STE,SEV,2,na
1992,9,3,P,D,6,HE,LYG,PLI,1,1,na
1992,9,3,P,D,6,MI,MEI,MAC,AUR,2,na
1992,9,3,P,D,6,OR,ACR,COR,CRE,1,na
1992,9,3,P,D,6,OR,ACR,PSO,TEX,11,na
1992,9,3,P,D,6,OR,ACR,TRI,PAL,2,na
1992,9,3,P,D,6,OR,GRY,CYC,COM,1,na
1992,9,3,P,D,6,OR,GRY,GRY,PEN,8,na
1992,9,3,P,D,6,OR,RHA,1,NYM,2,na
1992,9,3,P,E,1,AR,GNA,CAL,CHI,1,na
1992,9,3,P,E,1,AR,LYC,1,NYM,1,na
1992,9,3,P,E,1,CO,TEN,ELE,EXT,4,na
1992,9,3,P,E,1,HE,CYD,1,NYM,2,na
1992,9,3,P,E,1,MI,MEI,MAC,AUR,2,na
1992,9,3,P,E,1,OR,ACR,1,NYM,2,na
1992,9,3,P,E,1,OR,GRY,CYC,COM,2,na
1992,9,3,P,E,1,SC,SCO,SCO,POL,1,na
1992,9,3,P,E,2,AR,AGE,1,NYM,1,na
1992,9,3,P,E,2,AR,GNA,1,NYM,1,na
1992,9,3,P,E,2,AR,LYC,1,NYM,2,na
1992,9,3,P,E,2,AR,LYC,SCH,MCC,1,na
1992,9,3,P,E,2,CO,TEN,ELE,LON,2,na
1992,9,3,P,E,2,HE,CYD,1,NYM,4,na
1992,9,3,P,E,2,HE,CYD,PAN,BIL,18,na
1992,9,3,P,E,2,MI,MEI,MAC,AUR,2,na
1992,9,3,P,E,2,OR,ACR,PSO,TEX,1,na
1992,9,3,P,E,2,OR,GRY,GRY,PEN,3,na
1992,9,3,P,E,2,OR,RHA,1,NYM,2,na
1992,9,3,P,E,3,AR,COR,CAS,OCC,1,na
1992,9,3,P,E,3,AR,GNA,HER,HES,1,na
1992,9,3,P,E,3,AR,PHI,APO,TEX,1,na
1992,9,3,P,E,3,CO,TEN,ARG,RUF,1,na
1992,9,3,P,E,3,CO,TEN,ELE,EXT,4,na
1992,9,3,P,E,3,HE,CYD,PAN,BIL,4,na
1992,9,3,P,E,3,MI,MEI,MAC,AUR,7,na
1992,9,3,P,E,3,OR,ACR,1,NYM,2,na
1992,9,3,P,E,3,OR,ACR,1,NYM,1,na
1992,9,3,P,E,3,OR,ACR,COR,CRE,2,na
1992,9,3,P,E,3,OR,ACR,HEL,RUF,1,na
1992,9,3,P,E,3,OR,ACR,LEP,WHE,1,na
1992,9,3,P,E,3,OR,ACR,MEL,LAK,2,na
1992,9,3,P,E,3,OR,ACR,PSO,TEX,6,na
1992,9,3,P,E,3,OR,GRY,CYC,COM,11,na
1992,9,3,P,E,3,OR,GRY,GRY,PEN,5,na
1992,9,3,P,E,3,OR,RHA,1,NYM,1,na
1992,9,3,P,E,3,SR,VAE,VAE,COA,1,na
1992,9,3,P,E,4,AR,LYC,1,NYM,1,na
1992,9,3,P,E,4,AR,LYC,PAR,4,2,na
1992,9,3,P,E,4,CO,SCA,DIP,SUB,1,na
1992,9,3,P,E,4,CO,TEN,ARG,RUF,1,na
1992,9,3,P,E,4,CO,TEN,ELE,EXT,7,na
1992,9,3,P,E,4,HE,CYD,1,NYM,2,na
1992,9,3,P,E,4,HE,CYD,PAN,BIL,9,na
1992,9,3,P,E,4,MI,MEI,MAC,AUR,1,na
1992,9,3,P,E,4,OR,ACR,PSO,TEX,10,na
1992,9,3,P,E,4,OR,ACR,TRI,PAL,1,na
1992,9,3,P,E,4,OR,GRY,CYC,COM,4,na
1992,9,3,P,E,4,OR,GRY,GRY,PEN,1,na
1992,9,3,P,E,4,OR,TET,ERE,SCU,3,na
1992,9,3,P,E,4,SR,VAE,VAE,COA,1,na
1992,9,3,P,E,5,AR,GNA,1,NYM,4,na
1992,9,3,P,E,5,AR,GNA,HAP,CHA,1,na
1992,9,3,P,E,5,AR,GNA,ZEL,TUO,1,na
1992,9,3,P,E,5,AR,LYC,SCH,MCC,4,na
1992,9,3,P,E,5,AR,SAL,1,NYM,1,na
1992,9,3,P,E,5,CO,TEN,ARG,RUF,2,na
1992,9,3,P,E,5,CO,TEN,ELE,EXT,3,na
1992,9,3,P,E,5,CO,TEN,MET,PRU,1,na
1992,9,3,P,E,5,HE,CYD,1,NYM,3,na
1992,9,3,P,E,5,HE,CYD,PAN,BIL,11,na
1992,9,3,P,E,5,MI,MEI,MAC,AUR,2,na
1992,9,3,P,E,5,OR,ACR,PSO,TEX,4,na
1992,9,3,P,E,5,OR,ACR,TRI,PAL,1,na
1992,9,3,P,E,5,OR,GRY,CYC,COM,2,na
1992,9,3,P,E,5,OR,GRY,HOP,BOR,2,na
1992,9,3,P,E,5,OR,TET,ERE,SCU,3,na
1992,9,3,P,E,6,CO,TEN,ELE,EXT,15,na
1992,9,3,P,E,6,HE,CYD,PAN,BIL,1,na
1992,9,3,P,E,6,MI,MEI,MAC,AUR,2,na
1992,9,3,P,E,6,OR,ACR,1,NYM,1,na
1992,9,3,P,E,6,OR,ACR,PSO,TEX,5,na
1992,9,3,P,E,6,OR,ACR,TRI,PAL,2,na
1992,9,3,P,E,6,OR,GRY,CYC,COM,3,na
1992,9,3,P,E,6,OR,GRY,GRY,PEN,2,na
1992,9,3,P,E,6,OR,GRY,HOP,BOR,3,na
1992,9,3,P,E,6,OR,RHA,1,NYM,1,na
1992,9,3,P,E,6,OR,TET,ERE,SCU,2,na
1992,10,26,C,A,1,AR,THO,1,NYM,1,na
1992,10,26,C,A,1,CO,CAR,CYM,PUN,1,na
1992,10,26,C,A,1,CO,TEN,ELE,GRA,4,na
1992,10,26,C,A,1,CO,TEN,ELE,LON,1,na
1992,10,26,C,A,1,MI,MEI,MAC,AUR,5,na
1992,10,26,C,A,1,OR,GRY,CYC,COM,4,na
1992,10,26,C,A,2,AR,GNA,1,NYM,1,na
1992,10,26,C,A,2,CO,TEN,ELE,GRA,1,na
1992,10,26,C,A,2,CO,TEN,ELE,LON,3,na
1992,10,26,C,A,2,CO,TEN,GLY,SOR,1,na
1992,10,26,C,A,2,SC,SCO,SCO,POL,1,na
1992,10,26,C,A,3,AR,GNA,1,NYM,1,na
1992,10,26,C,A,3,AR,GNA,DRD,SAC,1,na
1992,10,26,C,A,3,AR,LYC,1,NYM,1,na
1992,10,26,C,A,3,CO,TEN,ELE,GRA,1,na
1992,10,26,C,A,3,MI,MEI,MAC,AUR,2,na
1992,10,26,C,A,3,OR,ACR,SYR,MON,1,na
1992,10,26,C,A,3,OR,GRY,1,NYM,1,na
1992,10,26,C,A,3,OR,GRY,CYC,COM,3,na
1992,10,26,C,A,4,AR,LYC,1,NYM,1,na
1992,10,26,C,A,4,AR,THO,1,NYM,3,na
1992,10,26,C,A,4,CO,CAR,CYM,PUN,1,na
1992,10,26,C,A,4,CO,TEN,ELE,GRA,3,na
1992,10,26,C,A,4,HE,LYG,EMB,VIC,1,na
1992,10,26,C,A,4,MI,MEI,MAC,AUR,5,na
1992,10,26,C,A,4,OR,ACR,TRI,PAL,1,na
1992,10,26,C,A,4,OR,GRY,CYC,COM,3,na
1992,10,26,C,A,5,CO,CUR,GER,LEC,1,na
1992,10,26,C,A,5,CO,TEN,ELE,GRA,2,na
1992,10,26,C,A,5,CO,TEN,ELE,LON,2,na
1992,10,26,C,A,5,OR,ACR,BOO,ARG,1,na
1992,10,26,C,A,5,OR,GRY,CYC,COM,4,na
1992,10,26,C,A,6,AR,PHO,PSI,1,1,na
1992,10,26,C,A,6,CO,TEN,ELE,GRA,2,na
1992,10,26,C,A,6,CO,TEN,ELE,LON,2,na
1992,10,26,C,A,6,MI,MEI,MAC,AUR,7,na
1992,10,26,C,A,6,OR,GRY,CYC,COM,4,na
1992,10,26,C,A,6,OR,RHA,1,NYM,1,na
1992,10,26,C,A,6,SC,SCO,SCO,POL,1,na
1992,10,26,C,A,6,SR,VAE,VAE,COA,1,na
1992,10,26,C,B,1,AR,GNA,1,NYM,1,na
1992,10,26,C,B,1,AR,GNA,DRD,SAC,1,na
1992,10,26,C,B,1,AR,GNA,HER,HES,1,na
1992,10,26,C,B,1,CO,CAR,AMA,IDA,1,na
1992,10,26,C,B,1,CO,CAR,CYM,PUN,2,na
1992,10,26,C,B,1,CO,TEN,ELE,GRA,1,na
1992,10,26,C,B,1,MI,MEI,MAC,AUR,6,na
1992,10,26,C,B,1,OR,ACR,DAC,BIC,1,na
1992,10,26,C,B,1,OR,ACR,MEL,BOW,1,na
1992,10,26,C,B,1,OR,GRY,CYC,COM,2,na
1992,10,26,C,B,2,AR,GNA,1,NYM,2,na
1992,10,26,C,B,2,AR,LYC,1,NYM,1,na
1992,10,26,C,B,2,AR,PHO,PSI,1,1,na
1992,10,26,C,B,2,AR,THE,LAT,HES,1,na
1992,10,26,C,B,2,AR,THO,1,NYM,1,na
1992,10,26,C,B,2,CO,CAR,CYM,PUN,2,na
1992,10,26,C,B,2,CO,TEN,ELE,LON,1,na
1992,10,26,C,B,2,CO,TEN,GLY,SOR,1,na
1992,10,26,C,B,2,MI,MEI,MAC,AUR,6,na
1992,10,26,C,B,2,OR,GRY,CYC,COM,1,na
1992,10,26,C,B,3,AR,GNA,1,NYM,1,na
1992,10,26,C,B,3,AR,GNA,DRD,SAC,3,na
1992,10,26,C,B,3,CO,TEN,ELE,GRA,3,na
1992,10,26,C,B,3,CO,TEN,ELE,OBS,1,na
1992,10,26,C,B,3,HE,MIR,EUS,1,1,na
1992,10,26,C,B,3,MI,MEI,MAC,AUR,13,na
1992,10,26,C,B,3,OR,ACR,BOO,ARG,1,na
1992,10,26,C,B,3,OR,ACR,TRI,PAL,1,na
1992,10,26,C,B,3,OR,GRY,CYC,COM,3,na
1992,10,26,C,B,3,UR,THE,MAS,GIG,1,na
1992,10,26,C,B,4,CO,CAR,CYM,PUN,1,na
1992,10,26,C,B,4,CO,TEN,ELE,GRA,2,na
1992,10,26,C,B,4,CO,TEN,ELE,LON,1,na
1992,10,26,C,B,4,MI,MEI,MAC,AUR,4,na
1992,10,26,C,B,4,OR,GRY,CYC,COM,2,na
1992,10,26,C,B,5,AR,COR,CAS,OCC,1,na
1992,10,26,C,B,5,AR,GNA,1,NYM,1,na
1992,10,26,C,B,5,AR,LYC,HOG,1,1,na
1992,10,26,C,B,5,CO,CUR,SAP,LON,1,na
1992,10,26,C,B,5,CO,TEN,ELE,GRA,3,na
1992,10,26,C,B,5,MI,MEI,MAC,AUR,1,na
1992,10,26,C,B,5,OR,ACR,BOO,ARG,1,na
1992,10,26,C,B,6,AR,SAL,1,NYM,1,na
1992,10,26,C,B,6,AR,THE,LAT,HES,1,na
1992,10,26,C,B,6,CO,ELA,LAN,SCH,1,na
1992,10,26,C,B,6,CO,TEN,ELE,LON,1,na
1992,10,26,C,B,6,MI,MEI,MAC,AUR,1,na
1992,10,26,C,B,6,OR,GRY,CYC,COM,3,na
1992,10,26,C,C,1,CO,CAR,CYM,PUN,1,na
1992,10,26,C,C,1,CO,CRY,1,1,1,na
1992,10,26,C,C,1,CO,TEN,ELE,GRA,1,na
1992,10,26,C,C,1,CO,TEN,ELE,LON,1,na
1992,10,26,C,C,1,MI,MEI,MAC,AUR,1,na
1992,10,26,C,C,1,OR,ACR,ACA,PIP,1,na
1992,10,26,C,C,1,OR,ACR,BOO,ARG,2,na
1992,10,26,C,C,1,OR,GRY,CYC,COM,1,na
1992,10,26,C,C,1,SO,ERE,1,NYM,1,na
1992,10,26,C,C,2,AR,GNA,HER,HES,1,na
1992,10,26,C,C,2,AR,LYC,1,NYM,1,na
1992,10,26,C,C,2,CO,CAR,CYM,PUN,4,na
1992,10,26,C,C,2,CO,TEN,ARA,DEC,1,na
1992,10,26,C,C,2,CO,TEN,ELE,GRA,3,na
1992,10,26,C,C,2,CO,TEN,ELE,LON,1,na
1992,10,26,C,C,2,MI,MEI,MAC,AUR,4,na
1992,10,26,C,C,2,OR,ACR,BOO,ARG,1,na
1992,10,26,C,C,2,OR,GRY,CYC,COM,1,na
1992,10,26,C,C,2,OR,RHA,1,NYM,2,na
1992,10,26,C,C,3,AR,GNA,DRD,SAC,1,na
1992,10,26,C,C,3,AR,LYC,HOG,1,1,na
1992,10,26,C,C,3,BL,POL,ARE,ERR,1,na
1992,10,26,C,C,3,CO,TEN,ARA,DEC,1,na
1992,10,26,C,C,3,CO,TEN,ELE,GRA,2,na
1992,10,26,C,C,3,CO,TEN,ELE,LON,1,na
1992,10,26,C,C,3,MI,MEI,MAC,AUR,1,na
1992,10,26,C,C,3,OR,ACR,1,NYM,1,na
1992,10,26,C,C,3,OR,ACR,BOO,ARG,1,na
1992,10,26,C,C,3,OR,GRY,CYC,COM,2,na
1992,10,26,C,C,4,AR,GNA,DRD,SAC,1,na
1992,10,26,C,C,4,CO,CAR,CYM,PUN,5,na
1992,10,26,C,C,4,CO,CAR,PAS,OBS,1,na
1992,10,26,C,C,4,MI,MEI,MAC,AUR,6,na
1992,10,26,C,C,4,OR,ACR,BOO,ARG,2,na
1992,10,26,C,C,5,AR,GNA,DRD,SAC,1,na
1992,10,26,C,C,5,AR,THO,1,NYM,1,na
1992,10,26,C,C,5,CO,CAR,PAS,OBS,1,na
1992,10,26,C,C,5,CO,TEN,ARA,DEC,3,na
1992,10,26,C,C,5,CO,TEN,ELE,GRA,1,na
1992,10,26,C,C,5,CO,TEN,ELE,LON,1,na
1992,10,26,C,C,5,MI,MEI,MAC,AUR,10,na
1992,10,26,C,C,5,OR,ACR,BOO,ARG,1,na
1992,10,26,C,C,6,AR,GNA,1,NYM,1,na
1992,10,26,C,C,6,AR,LYC,1,NYM,1,na
1992,10,26,C,C,6,AR,THE,EUR,SCR,1,na
1992,10,26,C,C,6,CO,CAR,CYM,PUN,1,na
1992,10,26,C,C,6,CO,TEN,ARA,DEC,1,na
1992,10,26,C,C,6,CO,TEN,ELE,CAU,1,na
1992,10,26,C,C,6,CO,TEN,ELE,GRA,4,na
1992,10,26,C,C,6,CO,TEN,ELE,LON,2,na
1992,10,26,C,C,6,MI,MEI,MAC,AUR,14,na
1992,10,26,C,C,6,OR,ACR,SYR,MON,1,na
1992,10,26,C,C,6,OR,GRY,CYC,COM,5,na
1992,10,26,C,D,1,AR,GNA,1,NYM,1,na
1992,10,26,C,D,1,AR,LYC,HOG,1,1,na
1992,10,26,C,D,1,AR,SAL,PLA,ARI,1,na
1992,10,26,C,D,1,CO,TEN,ELE,GRA,3,na
1992,10,26,C,D,1,CO,TEN,ELE,LON,1,na
1992,10,26,C,D,1,CO,TEN,ELE,OBS,1,na
1992,10,26,C,D,1,OR,RHA,1,NYM,4,na
1992,10,26,C,D,2,AR,GNA,DRD,SAC,1,na
1992,10,26,C,D,2,AR,PHO,PSI,1,1,na
1992,10,26,C,D,2,CO,CAR,CYM,PUN,3,na
1992,10,26,C,D,2,CO,CUR,SAP,LON,1,na
1992,10,26,C,D,2,CO,TEN,ELE,GRA,1,na
1992,10,26,C,D,2,CO,TEN,ELE,LON,1,na
1992,10,26,C,D,2,HE,MIR,EUS,1,1,na
1992,10,26,C,D,2,OR,GRY,CYC,COM,1,na
1992,10,26,C,D,3,CO,CAR,CYM,PUN,3,na
1992,10,26,C,D,3,CO,CUR,GER,LEC,1,na
1992,10,26,C,D,3,CO,TEN,ELE,CAU,1,na
1992,10,26,C,D,3,CO,TEN,ELE,LON,2,na
1992,10,26,C,D,3,CO,TEN,ELE,OBS,1,na
1992,10,26,C,D,4,AR,GNA,DRA,2,1,na
1992,10,26,C,D,4,AR,GNA,DRD,SAC,1,na
1992,10,26,C,D,4,AR,PHO,PSI,1,1,na
1992,10,26,C,D,4,CO,CAR,CYM,PUN,1,na
1992,10,26,C,D,4,CO,TEN,ELE,GRA,2,na
1992,10,26,C,D,4,CO,TEN,ELE,LON,2,na
1992,10,26,C,D,4,CO,TEN,STR,COS,1,na
1992,10,26,C,D,4,MI,MEI,MAC,AUR,5,na
1992,10,26,C,D,4,OR,RHA,1,NYM,1,na
1992,10,26,C,D,4,SR,VAE,VAE,COA,1,na
1992,10,26,C,D,4,SO,ERE,1,NYM,1,na
1992,10,26,C,D,5,AR,GNA,1,NYM,1,na
1992,10,26,C,D,5,AR,GNA,HER,HES,1,na
1992,10,26,C,D,5,AR,LYC,1,NYM,1,na
1992,10,26,C,D,5,CO,CAR,CYM,PUN,2,na
1992,10,26,C,D,5,CO,TEN,ELE,LON,1,na
1992,10,26,C,D,5,MI,MEI,MAC,AUR,1,na
1992,10,26,C,D,5,OR,ACR,BOO,ARG,3,na
1992,10,26,C,D,5,OR,GRY,CYC,COM,1,na
1992,10,26,C,D,5,SR,VAE,VAE,COA,1,na
1992,10,26,C,D,6,AR,LYC,HOG,1,1,na
1992,10,26,C,D,6,AR,THO,1,NYM,1,na
1992,10,26,C,D,6,CO,TEN,ELE,LON,2,na
1992,10,26,C,D,6,CO,TEN,MEG,TEN,1,na
1992,10,26,C,D,6,OR,GRY,1,NYM,1,na
1992,10,26,C,D,6,SR,VAE,VAE,COA,1,na
1992,10,26,C,E,1,AR,COR,CAS,OCC,1,na
1992,10,26,C,E,1,AR,GNA,DRD,SAC,1,na
1992,10,26,C,E,1,CO,CAR,CYM,PUN,2,na
1992,10,26,C,E,1,CO,TEN,ARA,DEC,3,na
1992,10,26,C,E,1,CO,TEN,ELE,GRA,2,na
1992,10,26,C,E,1,MI,MEI,MAC,AUR,6,na
1992,10,26,C,E,1,OR,ACR,1,NYM,3,na
1992,10,26,C,E,1,OR,GRY,CYC,COM,2,na
1992,10,26,C,E,1,SC,SCO,SCO,POL,1,na
1992,10,26,C,E,1,SR,VAE,VAE,COA,1,na
1992,10,26,C,E,2,AR,COR,CAS,OCC,1,na
1992,10,26,C,E,2,AR,SAL,PLA,ARI,1,na
1992,10,26,C,E,2,AR,THO,1,NYM,2,na
1992,10,26,C,E,2,CO,CAR,CYM,PUN,8,na
1992,10,26,C,E,2,CO,TEN,ARA,DEC,1,na
1992,10,26,C,E,2,CO,TEN,ELE,CAU,1,na
1992,10,26,C,E,2,CO,TEN,ELE,GRA,1,na
1992,10,26,C,E,2,CO,TEN,ELE,LON,1,na
1992,10,26,C,E,2,MI,MEI,MAC,AUR,15,na
1992,10,26,C,E,2,OR,GRY,CYC,COM,4,na
1992,10,26,C,E,3,AR,THO,1,NYM,1,na
1992,10,26,C,E,3,CO,TEN,ARA,DEC,2,na
1992,10,26,C,E,3,CO,TEN,ELE,GRA,1,na
1992,10,26,C,E,3,CO,TEN,ELE,LON,5,na
1992,10,26,C,E,3,MI,MEI,MAC,AUR,10,na
1992,10,26,C,E,3,OR,RHA,1,NYM,1,na
1992,10,26,C,E,3,SR,VAE,VAE,COA,1,na
1992,10,26,C,E,4,CO,CAR,CYM,PUN,3,na
1992,10,26,C,E,4,CO,CUR,SAP,LON,1,na
1992,10,26,C,E,4,CO,TEN,ELE,LON,1,na
1992,10,26,C,E,4,MI,MEI,MAC,AUR,5,na
1992,10,26,C,E,4,OR,GRY,CYC,COM,1,na
1992,10,26,C,E,5,AR,GNA,1,NYM,2,na
1992,10,26,C,E,5,CO,CAR,CYM,PUN,3,na
1992,10,26,C,E,5,CO,TEN,ELE,GRA,1,na
1992,10,26,C,E,5,CO,TEN,ELE,LON,3,na
1992,10,26,C,E,5,OR,ACR,MEL,ARZ,1,na
1992,10,26,C,E,5,OR,ACR,MEL,BOW,1,na
1992,10,26,C,E,5,OR,GRY,CYC,COM,3,na
1992,10,26,C,E,5,SR,VAE,VAE,COA,4,na
1992,10,26,C,E,6,AR,GNA,1,NYM,1,na
1992,10,26,C,E,6,AR,GNA,DRD,SAC,1,na
1992,10,26,C,E,6,AR,PHO,PSI,1,1,na
1992,10,26,C,E,6,CO,TEN,ELE,GRA,4,na
1992,10,26,C,E,6,MI,MEI,MAC,AUR,13,na
1992,10,26,C,E,6,OR,ACR,BOO,ARG,2,na
1992,10,26,C,E,6,OR,GRY,CYC,COM,1,na
1992,10,26,C,E,6,OR,RHA,1,NYM,1,na
1992,10,3,G,D,4,CO,CUR,MIN,LAN,1,na
1992,10,26,G,A,1,AR,GNA,1,NYM,2,na
1992,10,26,G,A,1,AR,LYC,HOG,CAR,2,na
1992,10,26,G,A,1,AR,SAL,SAL,1,1,na
1992,10,26,G,A,1,CO,CAR,PAS,OBS,1,na
1992,10,26,G,A,1,CO,TEN,ELE,GRA,1,na
1992,10,26,G,A,1,CO,TEN,ELE,LON,1,na
1992,10,26,G,A,1,MI,MEI,MAC,AUR,7,na
1992,10,26,G,A,1,OR,ACR,1,NYM,1,na
1992,10,26,G,A,1,OR,ACR,MEL,BOW,1,na
1992,10,26,G,A,1,OR,ACR,MEL,GLA,4,na
1992,10,26,G,A,1,OR,GRY,CYC,COM,15,na
1992,10,26,G,A,2,AR,LYC,1,NYM,1,na
1992,10,26,G,A,2,CO,TEN,ARA,DEC,1,na
1992,10,26,G,A,2,CO,TEN,ELE,EXT,1,na
1992,10,26,G,A,2,CO,TEN,ELE,GRA,3,na
1992,10,26,G,A,2,CO,TEN,ELE,LON,2,na
1992,10,26,G,A,2,OR,ACR,HEL,RUF,1,na
1992,10,26,G,A,2,OR,ACR,MEL,GLA,4,na
1992,10,26,G,A,2,OR,ACR,PAR,PAL,1,na
1992,10,26,G,A,2,OR,GRY,CYC,COM,14,na
1992,10,26,G,A,3,AR,LYC,1,NYM,1,na
1992,10,26,G,A,3,AR,PHO,PSI,1,1,na
1992,10,26,G,A,3,AR,THE,LAT,HES,1,na
1992,10,26,G,A,3,CO,CRY,1,1,1,na
1992,10,26,G,A,3,CO,CUR,SIT,HIS,1,na
1992,10,26,G,A,3,CO,TEN,ARG,RUF,1,na
1992,10,26,G,A,3,CO,TEN,STR,COS,1,na
1992,10,26,G,A,3,MI,MEI,MAC,AUR,3,na
1992,10,26,G,A,3,OR,ACR,AUL,ELL,1,na
1992,10,26,G,A,3,OR,ACR,MEL,BOW,1,na
1992,10,26,G,A,3,OR,GRY,CYC,COM,7,na
1992,10,26,G,A,3,OR,RHA,1,NYM,1,na
1992,10,26,G,A,4,AR,GNA,1,NYM,1,na
1992,10,26,G,A,4,CO,CAR,PAS,OBS,1,na
1992,10,26,G,A,4,CO,TEN,ELE,GRA,1,na
1992,10,26,G,A,4,CO,TEN,ELE,LON,1,na
1992,10,26,G,A,4,CO,TEN,ELE,OBS,1,na
1992,10,26,G,A,4,MI,MEI,MAC,AUR,1,na
1992,10,26,G,A,4,OR,ACR,AUL,ELL,1,na
1992,10,26,G,A,4,OR,ACR,AUL,ELL,4,na
1992,10,26,G,A,4,OR,ACR,PSO,TEX,1,na
1992,10,26,G,A,4,OR,ACR,TRI,PAL,1,na
1992,10,26,G,A,4,OR,GRY,CYC,COM,5,na
1992,10,26,G,A,4,OR,TET,ERE,BIL,1,na
1992,10,26,G,A,5,AR,GNA,1,NYM,1,na
1992,10,26,G,A,5,AR,THE,LAT,HES,1,na
1992,10,26,G,A,5,CO,TEN,STR,COS,1,na
1992,10,26,G,A,5,OR,ACR,AUL,ELL,1,na
1992,10,26,G,A,5,OR,GRY,CYC,COM,1,na
1992,10,26,G,A,6,AR,GNA,1,NYM,1,na
1992,10,26,G,A,6,AR,LYC,1,NYM,2,na
1992,10,26,G,A,6,CO,CAR,PAS,OBS,1,na
1992,10,26,G,A,6,OR,ACR,AUL,ELL,5,na
1992,10,26,G,A,6,OR,GRY,CYC,COM,2,na
1992,10,26,G,B,1,AR,GNA,DRD,SAC,1,na
1992,10,26,G,B,1,AR,THE,LAT,HES,2,na
1992,10,26,G,B,1,CO,TEN,ELE,GRA,1,na
1992,10,26,G,B,1,OR,ACR,AUL,ELL,1,na
1992,10,26,G,B,1,OR,ACR,MEL,GLA,1,na
1992,10,26,G,B,1,OR,ACR,PSO,TEX,2,na
1992,10,26,G,B,1,OR,GRY,CYC,COM,12,na
1992,10,26,G,B,2,AR,GNA,1,NYM,2,na
1992,10,26,G,B,2,CO,TEN,ELE,LON,1,na
1992,10,26,G,B,2,MI,MEI,MAC,AUR,1,na
1992,10,26,G,B,2,OR,ACR,1,NYM,1,na
1992,10,26,G,B,2,OR,ACR,1,NYM,1,na
1992,10,26,G,B,2,OR,ACR,PSO,TEX,1,na
1992,10,26,G,B,2,OR,GRY,CYC,COM,17,na
1992,10,26,G,B,2,SO,ERE,1,NYM,1,na
1992,10,26,G,B,3,AR,LYC,1,NYM,3,na
1992,10,26,G,B,3,CO,TEN,ELE,EXT,1,na
1992,10,26,G,B,3,CO,TEN,ELE,LON,2,na
1992,10,26,G,B,3,MI,MEI,MAC,AUR,2,na
1992,10,26,G,B,3,OR,ACR,MEL,BOW,1,na
1992,10,26,G,B,3,OR,ACR,MEL,GLA,3,na
1992,10,26,G,B,3,OR,ACR,PSO,TEX,4,na
1992,10,26,G,B,3,OR,GRY,CYC,COM,13,na
1992,10,26,G,B,3,OR,RHA,1,NYM,2,na
1992,10,26,G,B,3,SO,ERE,1,NYM,1,na
1992,10,26,G,B,4,AR,GNA,1,NYM,1,na
1992,10,26,G,B,4,CO,CAR,PAS,OBS,1,na
1992,10,26,G,B,4,CO,TEN,ARA,DEC,2,na
1992,10,26,G,B,4,CO,TEN,ELE,GRA,2,na
1992,10,26,G,B,4,CO,TEN,ELE,LON,2,na
1992,10,26,G,B,4,MI,MEI,MAC,AUR,1,na
1992,10,26,G,B,4,OR,ACR,AUL,ELL,2,na
1992,10,26,G,B,4,OR,ACR,MEL,BOW,1,na
1992,10,26,G,B,4,OR,ACR,MEL,GLA,2,na
1992,10,26,G,B,4,OR,GRY,CYC,COM,24,na
1992,10,26,G,B,5,AR,GNA,1,NYM,4,na
1992,10,26,G,B,5,AR,LYC,HOG,CAR,1,na
1992,10,26,G,B,5,AR,THE,LAT,HES,1,na
1992,10,26,G,B,5,CO,CAR,PAS,OBS,1,na
1992,10,26,G,B,5,CO,TEN,ELE,EXT,1,na
1992,10,26,G,B,5,CO,TEN,ELE,GRA,2,na
1992,10,26,G,B,5,CO,TEN,STR,COS,3,na
1992,10,26,G,B,5,OR,ACR,AUL,ELL,2,na
1992,10,26,G,B,5,OR,ACR,MEL,BOW,1,na
1992,10,26,G,B,5,OR,ACR,PSO,TEX,1,na
1992,10,26,G,B,5,OR,GRY,CYC,COM,25,na
1992,10,26,G,B,5,OR,RHA,1,NYM,1,na
1992,10,26,G,B,6,NS,NS,NS,NS,-888,na
1992,10,26,G,C,1,AR,GNA,1,NYM,2,na
1992,10,26,G,C,1,CO,CAR,CYM,PUN,2,na
1992,10,26,G,C,1,CO,CAR,PAS,OBS,1,na
1992,10,26,G,C,1,CO,TEN,ELE,GRA,1,na
1992,10,26,G,C,1,MI,MEI,MAC,AUR,1,na
1992,10,26,G,C,1,OR,ACR,AUL,ELL,1,na
1992,10,26,G,C,1,OR,ACR,PSO,TEX,3,na
1992,10,26,G,C,1,OR,GRY,CYC,COM,13,na
1992,10,26,G,C,2,AR,LYC,HOG,CAR,1,na
1992,10,26,G,C,2,CO,CAR,AMA,DIS,1,na
1992,10,26,G,C,2,CO,CAR,PAS,OBS,1,na
1992,10,26,G,C,2,CO,ELA,LAN,SCH,1,na
1992,10,26,G,C,2,CO,TEN,ELE,GRA,1,na
1992,10,26,G,C,2,OR,ACR,MEL,BOW,1,na
1992,10,26,G,C,2,OR,ACR,PSO,TEX,3,na
