year,season,date,site,quad,treatment,species,obs,cover,height,count,comment
2009,2,5/1/2009,N,14,PK,BOER4,6,5,1,1,NA
2009,2,5/1/2009,N,14,PK,BOER4,7,0.1,1,3,NA
2009,2,5/1/2009,N,14,PK,GUSA2,1,3.5,19,1,NA
2009,2,5/1/2009,N,14,PK,GUSA2,2,2.5,15,2,NA
2009,2,5/1/2009,N,14,PK,GUSA2,3,0.25,5,2,NA
2009,2,5/1/2009,N,14,PK,GUSA2,4,0.1,3,1,NA
2009,2,5/1/2009,N,15,NPK,BOER4,1,1,1,1,NA
2009,2,5/1/2009,N,15,NPK,BOER4,2,0.75,1,4,NA
2009,2,5/1/2009,N,15,NPK,BOER4,3,0.5,1,3,NA
2009,2,5/1/2009,N,15,NPK,BOER4,4,0.25,1,3,NA
2009,2,5/1/2009,N,15,NPK,BOER4,5,0.1,1,6,NA
2009,2,5/1/2009,N,15,NPK,BOER4,6,6,1,1,NA
2009,2,5/1/2009,N,15,NPK,BOER4,7,2.5,1,1,NA
2009,2,5/1/2009,N,15,NPK,EPTO,1,0.25,3,1,NA
2009,2,5/1/2009,N,16,NP,BOER4,1,0.25,1,3,NA
2009,2,5/1/2009,N,16,NP,BOER4,2,0.5,2,2,NA
2009,2,5/1/2009,N,16,NP,BOER4,3,1.5,3,3,NA
2009,2,5/1/2009,N,16,NP,BOER4,4,2.5,1,1,NA
2009,2,5/1/2009,N,16,NP,BOER4,5,0.75,1,2,NA
2009,2,5/1/2009,N,16,NP,BOER4,6,2,2,2,NA
2009,2,5/1/2009,N,16,NP,BOER4,7,3.5,2,4,NA
2009,2,5/1/2009,N,16,NP,BOER4,8,1,2,3,NA
2009,2,5/1/2009,N,16,NP,BOER4,9,10,2,1,NA
2009,2,5/1/2009,N,16,NP,BOER4,10,6,2,1,NA
2009,2,5/1/2009,N,16,NP,CRCR3,1,0.05,2,6,NA
2009,2,5/1/2009,N,16,NP,CRCR3,2,0.1,6,1,NA
2009,2,5/1/2009,N,16,NP,DEPI,1,0.5,15,1,NA
2009,2,5/1/2009,N,16,NP,GACO5,1,0.05,7,2,NA
2009,2,5/1/2009,N,16,NP,GACO5,2,0.01,2,1,NA
2009,2,5/1/2009,N,16,NP,GUSA2,1,1,12,1,NA
2009,2,5/1/2009,N,16,NP,HODR,1,0.05,2,2,NA
2009,2,5/1/2009,N,16,NP,MAPIP,1,0.05,3,3,NA
2009,2,5/1/2009,N,16,NP,PLPA2,1,0.05,3,1,NA
2009,2,5/1/2009,N,16,NP,PLPA2,2,0.01,2,4,NA
2009,2,5/1/2009,N,16,NP,SPCR,1,0.1,4,1,NA
2009,2,5/1/2009,N,16,NP,SPPO6,1,0.25,5,1,NA
2009,2,5/1/2009,N,17,NPK,BOER4,1,0.25,1,6,NA
2009,2,5/1/2009,N,17,NPK,BOER4,2,0.1,1,5,NA
2009,2,5/1/2009,N,17,NPK,BOER4,3,1.5,2,4,NA
2009,2,5/1/2009,N,17,NPK,BOER4,4,4.5,1,1,NA
2009,2,5/1/2009,N,17,NPK,BOER4,5,1,2,3,NA
2009,2,5/1/2009,N,17,NPK,BOER4,6,0.75,1,1,NA
2009,2,5/1/2009,N,17,NPK,BOER4,7,2,1,1,NA
2009,2,5/1/2009,N,17,NPK,BOER4,8,3,1,1,NA
2009,2,5/1/2009,N,17,NPK,BOER4,9,7,8,1,NA
2009,2,5/1/2009,N,17,NPK,BOER4,10,9,3,1,NA
2009,2,5/1/2009,N,17,NPK,BOER4,11,0.5,1,1,NA
2009,2,5/1/2009,N,17,NPK,CRCR3,1,0.05,3,1,NA
2009,2,5/1/2009,N,17,NPK,GACO5,1,0.01,3,2,NA
2009,2,5/1/2009,N,17,NPK,GACO5,2,0.1,6,1,NA
2009,2,5/1/2009,N,17,NPK,GACO5,3,0.05,5,1,NA
2009,2,5/1/2009,N,17,NPK,SPFL2,1,1.5,6,1,NA
2009,2,5/1/2009,N,18,K,BOER4,1,0.1,1,13,NA
2009,2,5/1/2009,N,18,K,BOER4,2,2,2,5,NA
2009,2,5/1/2009,N,18,K,BOER4,3,0.75,1,3,NA
2009,2,5/1/2009,N,18,K,BOER4,4,1.5,2,3,NA
2009,2,5/1/2009,N,18,K,BOER4,5,0.5,3,6,NA
2009,2,5/1/2009,N,18,K,BOER4,6,0.25,1,15,NA
2009,2,5/1/2009,N,18,K,BOER4,7,1,3,4,NA
2009,2,5/1/2009,N,18,K,CRCR3,1,0.01,2,2,NA
2009,2,5/1/2009,N,18,K,GUSA2,1,4,23,1,NA
2009,2,5/1/2009,N,18,K,HYFIC,1,0.05,2,1,NA
2009,2,5/1/2009,N,18,K,MAPIP,1,0.01,2,3,NA
2009,2,5/1/2009,N,18,K,PLPA2,1,0.01,2,10,NA
2009,2,5/1/2009,N,18,K,PLPA2,2,0.05,3,5,NA
2009,2,5/1/2009,N,18,K,POJA5,1,0.75,11,1,NA
2009,2,5/1/2009,N,18,K,SPFL2,1,2,11,1,NA
2009,2,5/1/2009,N,18,K,SPFL2,2,0.75,8,1,NA
2009,2,5/1/2009,N,19,NP,BOER4,1,1,1,2,NA
2009,2,5/1/2009,N,19,NP,BOER4,2,0.75,1,2,NA
2009,2,5/1/2009,N,19,NP,BOER4,3,0.5,1,2,NA
2009,2,5/1/2009,N,19,NP,BOER4,4,0.1,1,4,NA
2009,2,5/1/2009,N,19,NP,BOER4,5,2,1,1,NA
2009,2,5/1/2009,N,19,NP,BOER4,6,8,1,2,NA
2009,2,5/1/2009,N,19,NP,BOER4,7,5,1,2,NA
2009,2,5/1/2009,N,19,NP,BOER4,8,0.25,1,2,NA
2009,2,5/1/2009,N,19,NP,BOER4,9,4,1,1,NA
2009,2,5/1/2009,N,19,NP,CRCR3,1,0.05,2,1,NA
2009,2,5/1/2009,N,19,NP,PLPA2,1,0.01,2,1,NA
2009,2,5/1/2009,N,19,NP,YUGL,1,1,23,1,NA
2009,2,5/1/2009,N,20,N,BOER4,1,1,1,3,NA
2009,2,5/1/2009,N,20,N,BOER4,2,0.1,1,5,NA
2009,2,5/1/2009,N,20,N,BOER4,3,10,1,2,NA
2009,2,5/1/2009,N,20,N,BOER4,4,8,1,1,NA
2009,2,5/1/2009,N,20,N,CRCR3,1,0.01,2,1,NA
2009,2,5/1/2009,N,20,N,GUSA2,1,0.5,16,1,NA
2009,2,5/1/2009,N,20,N,HODR,1,0.05,2,1,NA
2009,2,5/1/2009,N,20,N,PLPA2,1,0.01,2,9,NA
2009,2,5/1/2009,N,20,N,SPCR,1,0.25,11,1,NA
2009,2,5/1/2009,N,20,N,SPFL2,1,9,5,1,NA
2009,2,5/1/2009,N,21,NP,BOER4,1,1.5,1,5,NA
2009,2,5/1/2009,N,21,NP,BOER4,2,0.5,1,4,NA
2009,2,5/1/2009,N,21,NP,BOER4,3,2,1,1,NA
2009,2,5/1/2009,N,21,NP,BOER4,4,3,1,1,NA
2009,2,5/1/2009,N,21,NP,BOER4,5,1,1,4,NA
2009,2,5/1/2009,N,21,NP,BOER4,6,0.75,1,4,NA
2009,2,5/1/2009,N,21,NP,BOER4,7,4.5,1,1,NA
2009,2,5/1/2009,N,21,NP,BOER4,8,4,1,1,NA
2009,2,5/1/2009,N,21,NP,GACO5,1,0.1,4,2,NA
2009,2,5/1/2009,N,21,NP,GACO5,2,0.01,3,1,NA
2009,2,5/1/2009,N,21,NP,HYFIC,1,0.01,2,1,NA
2009,2,5/1/2009,N,21,NP,LAOCO,1,0.01,3,1,NA
2009,2,5/1/2009,N,21,NP,PLJA,1,0.25,5,1,NA
2009,2,5/1/2009,N,21,NP,PLPA2,1,0.05,5,1,NA
2009,2,5/1/2009,N,22,C,BOER4,1,7,1,1,NA
2009,2,5/1/2009,N,22,C,BOER4,2,0.5,4,1,NA
2009,2,5/1/2009,N,22,C,BOER4,3,0.25,3,2,NA
2009,2,5/1/2009,N,22,C,BOER4,4,3,2,3,NA
2009,2,5/1/2009,N,22,C,BOER4,5,1,2,6,NA
2009,2,5/1/2009,N,22,C,BOER4,6,4,4,1,NA
2009,2,5/1/2009,N,22,C,BOER4,7,0.75,4,3,NA
2009,2,5/1/2009,N,22,C,BOER4,8,2,5,1,NA
2009,2,5/1/2009,N,22,C,HODR,1,0.5,5,2,NA
2009,2,5/1/2009,N,22,C,HODR,2,0.25,6,1,NA
2009,2,5/1/2009,N,22,C,MAGR10,1,0.01,4,1,NA
2009,2,5/1/2009,N,23,N,BOER4,1,0.25,2,6,NA
2009,2,5/1/2009,N,23,N,BOER4,2,0.5,2,6,NA
2009,2,5/1/2009,N,23,N,BOER4,3,1.5,3,2,NA
2009,2,5/1/2009,N,23,N,BOER4,4,2,1,1,NA
2009,2,5/1/2009,N,23,N,BOER4,5,0.75,3,1,NA
2009,2,5/1/2009,N,23,N,BOER4,6,3,1,1,NA
2009,2,5/1/2009,N,23,N,HODR,1,0.25,2,1,NA
2009,2,5/1/2009,N,23,N,SPPO6,1,0.75,7,1,NA
2009,2,5/1/2009,N,23,N,SPPO6,2,0.25,4,1,NA
2009,2,5/1/2009,N,23,N,SPPO6,3,0.1,4,1,NA
2009,2,5/1/2009,N,24,NP,BOER4,1,11,1,2,NA
2009,2,5/1/2009,N,24,NP,BOER4,2,1,1,1,NA
2009,2,5/1/2009,N,24,NP,BOER4,3,0.5,1,6,NA
2009,2,5/1/2009,N,24,NP,BOER4,4,0.25,1,10,NA
2009,2,5/1/2009,N,24,NP,BOER4,5,0.05,1,1,NA
2009,2,5/1/2009,N,25,NPK,BOER4,1,12,3,3,NA
2009,2,5/1/2009,N,25,NPK,BOER4,2,2.5,1,1,NA
2009,2,5/1/2009,N,25,NPK,BOER4,3,2,1,1,NA
2009,2,5/1/2009,N,25,NPK,BOER4,4,1,1,1,NA
2009,2,5/1/2009,N,25,NPK,BOER4,5,0.25,2,2,NA
2009,2,5/1/2009,N,25,NPK,BOER4,6,0.75,2,1,NA
2009,2,5/1/2009,N,25,NPK,BOER4,7,0.5,3,2,NA
2009,2,5/1/2009,N,25,NPK,SPCR,1,1.5,1,1,NA
2009,2,5/1/2009,N,26,NK,BOER4,1,1.5,1,2,NA
2009,2,5/1/2009,N,26,NK,BOER4,2,2,1,1,NA
2009,2,5/1/2009,N,26,NK,BOER4,3,2.5,1,2,NA
2009,2,5/1/2009,N,26,NK,BOER4,4,4,1,1,NA
2009,2,5/1/2009,N,26,NK,BOER4,5,1,1,4,NA
2009,2,5/1/2009,N,26,NK,BOER4,6,0.5,1,2,NA
2009,2,5/1/2009,N,26,NK,BOER4,7,0.25,1,1,NA
2009,2,5/1/2009,N,26,NK,BOER4,8,0.1,1,3,NA
2009,2,5/1/2009,N,26,NK,PLPA2,1,0.01,1,3,NA
2009,2,5/1/2009,N,27,N,BOER4,1,0.5,1,1,NA
2009,2,5/1/2009,N,27,N,BOER4,2,0.1,1,4,NA
2009,2,5/1/2009,N,27,N,BOER4,3,2.5,1,2,NA
2009,2,5/1/2009,N,27,N,BOER4,4,1.5,1,3,NA
2009,2,5/1/2009,N,27,N,BOER4,5,0.25,1,2,NA
2009,2,5/1/2009,N,27,N,BOER4,6,0.1,1,4,NA
2009,2,5/1/2009,N,27,N,GUSA2,1,5,15,1,NA
2009,2,5/1/2009,N,27,N,GUSA2,2,1,10,1,NA
2009,2,5/1/2009,N,27,N,GUSA2,3,0.5,6,1,NA
2009,2,5/1/2009,N,27,N,GUSA2,4,5,20,1,NA
2009,2,5/1/2009,N,27,N,PLPA2,1,0.01,2,3,NA
2009,2,5/1/2009,N,28,NP,BOER4,1,0.25,1,1,NA
2009,2,5/1/2009,N,28,NP,BOER4,2,1.5,1,3,NA
2009,2,5/1/2009,N,28,NP,BOER4,3,3,1,1,NA
2009,2,5/1/2009,N,28,NP,BOER4,4,6,1,2,NA
2009,2,5/1/2009,N,28,NP,BOER4,5,8,1,1,NA
2009,2,5/1/2009,N,28,NP,BOER4,6,7,1,1,NA
2009,2,5/1/2009,N,28,NP,BOER4,7,0.1,1,3,NA
2009,2,5/1/2009,N,28,NP,PLPA2,1,0.01,2,4,NA
2009,2,5/1/2009,N,29,K,BOER4,1,4,3,1,NA
2009,2,5/1/2009,N,29,K,BOER4,2,6,3,1,NA
2009,2,5/1/2009,N,29,K,BOER4,3,8,2,1,NA
2009,2,5/1/2009,N,29,K,BOER4,4,2.5,2,2,NA
2009,2,5/1/2009,N,29,K,BOER4,6,1.5,1,2,NA
2009,2,5/1/2009,N,29,K,BOER4,7,0.25,1,5,NA
2009,2,5/1/2009,N,29,K,BOER4,8,0.5,1,2,NA
2009,2,5/1/2009,N,29,K,CHAL11,1,0.25,1,1,NA
2009,2,5/1/2009,N,29,K,CHER2,1,0.1,5,5,NA
2009,2,5/1/2009,N,29,K,CHER2,2,0.05,6,2,NA
2009,2,5/1/2009,N,29,K,CHER2,3,0.05,4,2,NA
2009,2,5/1/2009,N,29,K,CHER2,4,0.25,7,1,NA
2009,2,5/1/2009,N,29,K,POJA5,1,0.25,5,1,NA
2009,2,5/1/2009,N,29,K,POJA5,2,0.1,5,1,NA
2009,2,5/1/2009,N,30,NK,BOER4,1,0.25,1,7,NA
2009,2,5/1/2009,N,30,NK,BOER4,2,0.1,1,2,NA
2009,2,5/1/2009,N,30,NK,BOER4,3,2.5,2,1,NA
2009,2,5/1/2009,N,30,NK,BOER4,4,10,1,1,NA
2009,2,5/1/2009,N,30,NK,BOER4,5,3.5,1,2,NA
2009,2,5/1/2009,N,30,NK,BOER4,6,5,1,1,NA
2009,2,5/1/2009,N,30,NK,GUSA2,1,1,11,1,NA
2009,2,5/1/2009,N,30,NK,SPFL2,1,1.5,4,1,NA
2009,2,5/1/2009,N,31,NK,BOER4,1,0.05,2,3,NA
2009,2,5/1/2009,N,31,NK,BOER4,2,0.25,1,1,NA
2009,2,5/1/2009,N,31,NK,BOER4,3,0.25,1,4,NA
2009,2,5/1/2009,N,31,NK,BOER4,4,0.75,1,1,NA
2009,2,5/1/2009,N,31,NK,HYFIC,1,0.01,2,1,NA
2009,2,5/1/2009,N,31,NK,MAGR10,1,0.01,2,1,NA
2009,2,5/1/2009,N,31,NK,MAGR10,2,0.05,6,2,NA
2009,2,5/1/2009,N,31,NK,PLJA,1,0.5,6,5,NA
2009,2,5/1/2009,N,31,NK,PLJA,2,0.25,4,4,NA
2009,2,5/1/2009,N,31,NK,PLJA,3,0.75,11,1,NA
2009,2,5/1/2009,N,31,NK,PLJA,4,0.05,3,1,NA
2009,2,5/1/2009,N,31,NK,PLJA,5,0.1,14,1,NA
2009,2,5/1/2009,N,31,NK,PLJA,6,0.1,5,1,NA
2009,2,5/1/2009,N,31,NK,PLJA,7,0.01,2,2,NA
2009,2,5/1/2009,N,31,NK,PLPA2,1,0.05,4,2,NA
2009,2,5/1/2009,N,31,NK,PLPA2,2,0.01,2,1,NA
2009,2,5/1/2009,N,31,NK,SPCO4,1,1.5,7,2,NA
2009,2,5/1/2009,N,31,NK,SPFL2,1,0.75,2,1,NA
2009,2,5/1/2009,N,32,NK,BOER4,1,6,2,1,NA
2009,2,5/1/2009,N,32,NK,BOER4,2,1,2,2,NA
2009,2,5/1/2009,N,32,NK,BOER4,3,2.5,2,1,NA
2009,2,5/1/2009,N,32,NK,BOER4,4,0.25,2,6,NA
2009,2,5/1/2009,N,32,NK,BOER4,5,0.1,2,5,NA
2009,2,5/1/2009,N,32,NK,BOER4,6,0.05,1,3,NA
2009,2,5/1/2009,N,32,NK,GUSA2,1,0.25,12,1,NA
2009,2,5/1/2009,N,32,NK,HODR,1,0.05,3,1,NA
2009,2,5/1/2009,N,32,NK,PLJA,1,0.5,7,1,NA
2009,2,5/1/2009,N,32,NK,PLJA,2,0.75,7,2,NA
2009,2,5/1/2009,N,32,NK,PLJA,3,0.05,7,3,NA
2009,2,5/1/2009,N,32,NK,PLJA,4,0.25,1,1,NA
2009,2,5/1/2009,N,32,NK,PLJA,5,0.1,7,1,NA
2009,2,5/1/2009,N,32,NK,SPFL2,1,0.25,6,2,NA
2009,2,5/1/2009,N,32,NK,SPFL2,2,0.75,4,1,NA
2009,2,5/1/2009,N,33,P,BOER4,1,6,1,1,NA
2009,2,5/1/2009,N,33,P,BOER4,2,7,1,1,NA
2009,2,5/1/2009,N,33,P,BOER4,3,0.5,1,11,NA
2009,2,5/1/2009,N,33,P,BOER4,4,0.25,1,9,NA
2009,2,5/1/2009,N,33,P,BOER4,5,0.1,1,11,NA
2009,2,5/1/2009,N,33,P,BOER4,6,0.05,1,5,NA
2009,2,5/1/2009,N,33,P,GUSA2,1,0.25,7,1,NA
2009,2,5/1/2009,N,33,P,GUSA2,2,0.1,5,1,NA
2009,2,5/1/2009,N,33,P,GUSA2,3,0.1,13,2,NA
2009,2,5/1/2009,N,33,P,GUSA2,4,0.5,17,1,NA
2009,2,5/1/2009,N,33,P,PLJA,1,0.5,7,1,NA
2009,2,5/1/2009,N,33,P,PSTAT,1,0.1,3,1,NA
2009,2,5/1/2009,N,34,P,BOER4,1,6,1,1,NA
2009,2,5/1/2009,N,34,P,BOER4,2,1,2,1,NA
2009,2,5/1/2009,N,34,P,BOER4,3,0.75,1,3,NA
2009,2,5/1/2009,N,34,P,BOER4,4,0.5,2,6,NA
2009,2,5/1/2009,N,34,P,BOER4,5,0.25,1,7,NA
2009,2,5/1/2009,N,34,P,BOER4,6,0.1,1,12,NA
2009,2,5/1/2009,N,34,P,BOER4,7,0.5,1,3,NA
2009,2,5/1/2009,N,34,P,BOER4,8,2,3,1,NA
2009,2,5/1/2009,N,34,P,GUSA2,1,0.5,10,1,NA
2009,2,5/1/2009,N,34,P,GUSA2,2,5,26,1,NA
2009,2,5/1/2009,N,34,P,GUSA2,3,0.25,12,2,NA
2009,2,5/1/2009,N,34,P,MAGR10,1,0.05,4,1,NA
2009,2,5/1/2009,N,34,P,SPCO4,1,1,7,1,NA
2009,2,5/1/2009,N,34,P,YUGL,1,10,69,1,NA
2009,2,5/1/2009,N,35,C,BOER4,1,1.5,6,2,NA
2009,2,5/1/2009,N,35,C,BOER4,2,1,5,4,NA
2009,2,5/1/2009,N,35,C,BOER4,3,0.75,3,4,NA
2009,2,5/1/2009,N,35,C,BOER4,4,2.5,4,1,NA
2009,2,5/1/2009,N,35,C,BOER4,5,3,2,2,NA
2009,2,5/1/2009,N,35,C,BOER4,6,0.5,3,4,NA
2009,2,5/1/2009,N,35,C,BOER4,7,0.25,3,5,NA
2009,2,5/1/2009,N,35,C,BOER4,8,0.1,2,4,NA
2009,2,5/1/2009,N,35,C,BOER4,9,1,2,1,NA
2009,2,5/1/2009,N,35,C,BOGR2,1,0.25,3,1,NA
2009,2,5/1/2009,N,35,C,POJA5,1,0.1,4,1,NA
2009,2,5/1/2009,N,35,C,SPCR,1,0.5,6,3,NA
2009,2,5/1/2009,N,35,C,SPCR,2,1,6,1,NA
2009,2,5/1/2009,N,35,C,SPCR,3,0.1,5,1,NA
2009,2,5/1/2009,N,35,C,SPFL2,1,2.5,6,1,NA
2009,2,5/1/2009,N,36,NK,BOER4,1,0.75,2,5,NA
2009,2,5/1/2009,N,36,NK,BOER4,2,0.25,2,6,NA
2009,2,5/1/2009,N,36,NK,BOER4,3,1,3,2,NA
2009,2,5/1/2009,N,36,NK,BOER4,4,3,1,2,NA
2009,2,5/1/2009,N,36,NK,BOER4,5,3.5,1,1,NA
2009,2,5/1/2009,N,36,NK,BOER4,6,2,1,3,NA
2009,2,5/1/2009,N,36,NK,BOER4,7,0.5,1,4,NA
2009,2,5/1/2009,N,36,NK,BOER4,8,0.1,1,5,NA
2009,2,5/1/2009,N,36,NK,BOER4,9,1.5,2,1,NA
2009,2,5/1/2009,N,36,NK,CHER2,1,0.1,4,8,NA
2009,2,5/1/2009,N,36,NK,CHER2,2,0.05,3,24,NA
2009,2,5/1/2009,N,36,NK,PLJA,1,0.75,9,1,NA
2009,2,5/1/2009,N,36,NK,PLJA,2,0.5,8,3,NA
2009,2,5/1/2009,N,36,NK,PLJA,3,0.25,5,4,NA
2009,2,5/1/2009,N,36,NK,SPCO4,1,1,4,1,NA
2009,2,5/1/2009,N,36,NK,SPCO4,2,0.25,4,1,NA
2009,2,5/1/2009,N,36,NK,SPPO6,1,0.05,2,1,NA
2009,2,5/1/2009,N,37,PK,BOER4,1,1.5,1,1,NA
2009,2,5/1/2009,N,37,PK,BOER4,2,0.5,2,2,NA
2009,2,5/1/2009,N,37,PK,BOER4,3,0.25,3,5,NA
2009,2,5/1/2009,N,37,PK,BOER4,4,0.1,2,1,NA
2009,2,5/1/2009,N,37,PK,GUSA2,1,0.5,12,1,NA
2009,2,5/1/2009,N,37,PK,HODR,1,0.1,4,1,NA
2009,2,5/1/2009,N,37,PK,PLJA,1,1,13,2,NA
2009,2,5/1/2009,N,37,PK,PLJA,2,0.75,9,2,NA
2009,2,5/1/2009,N,37,PK,PLJA,3,0.5,9,5,NA
2009,2,5/1/2009,N,37,PK,PLJA,4,0.25,8,10,NA
2009,2,5/1/2009,N,37,PK,PLJA,5,0.1,10,9,NA
2009,2,5/1/2009,N,37,PK,SPCR,1,0.5,4,1,NA
2009,2,5/1/2009,N,38,N,BOER4,1,1.5,1,3,NA
2009,2,5/1/2009,N,38,N,BOER4,2,1,1,2,NA
2009,2,5/1/2009,N,38,N,BOER4,3,0.5,1,1,NA
2009,2,5/1/2009,N,38,N,BOER4,4,0.25,1,5,NA
2009,2,5/1/2009,N,38,N,BOER4,5,0.1,1,1,NA
2009,2,5/1/2009,N,38,N,BOER4,6,3,1,1,NA
2009,2,5/1/2009,N,38,N,BOER4,7,5,1,1,NA
2009,2,5/1/2009,N,38,N,BOER4,8,8,1,2,NA
2009,2,5/1/2009,N,38,N,BOGR2,1,1,6,1,NA
2009,2,5/1/2009,N,38,N,BOGR2,2,2,7,1,NA
2009,2,5/1/2009,N,38,N,BOGR2,3,0.5,5,3,NA
2009,2,5/1/2009,N,38,N,BOGR2,4,0.1,6,1,NA
2009,2,5/1/2009,N,39,NPK,BOER4,1,0.1,1,1,NA
2009,2,5/1/2009,N,39,NPK,BOER4,2,1.5,1,2,NA
2009,2,5/1/2009,N,39,NPK,BOER4,3,3,1,1,NA
2009,2,5/1/2009,N,39,NPK,BOER4,4,0.75,1,2,NA
2009,2,5/1/2009,N,39,NPK,BOER4,5,1,1,3,NA
2009,2,5/1/2009,N,39,NPK,BOER4,6,2,1,2,NA
2009,2,5/1/2009,N,39,NPK,BOER4,7,3.5,1,2,NA
2009,2,5/1/2009,N,39,NPK,BOER4,8,0.25,1,4,NA
2009,2,5/1/2009,N,39,NPK,BOER4,9,7,1,1,NA
2009,2,5/1/2009,N,39,NPK,BOER4,10,9,1,1,NA
2009,2,5/1/2009,N,39,NPK,BOER4,11,0.5,1,1,NA
2009,2,5/1/2009,N,39,NPK,MAPIP,1,0.1,2,1,NA
2009,2,5/1/2009,N,39,NPK,SPPO6,1,0.05,3,1,NA
2009,2,5/1/2009,N,40,C,BOER4,1,0.75,1,2,NA
2009,2,5/1/2009,N,40,C,BOER4,2,0.5,1,3,NA
2009,2,5/1/2009,N,40,C,BOER4,3,0.25,1,1,NA
2009,2,5/1/2009,N,40,C,BOER4,4,1.5,1,2,NA
2009,2,5/1/2009,N,40,C,BOER4,5,3.5,1,2,NA
2009,2,5/1/2009,N,40,C,BOER4,6,0.1,1,2,NA
2009,2,5/1/2009,N,40,C,GUSA2,1,4.5,19,1,NA
2009,2,5/1/2009,N,40,C,HODR,1,0.1,2,1,NA
2009,2,5/1/2009,N,40,C,SPCR,1,1.5,7,1,NA
2010,2,5/26/2010,N,1,K,BOER4,1,0.25,6,2,NA
2010,2,5/26/2010,N,1,K,BOER4,2,0.25,4,1,NA
2010,2,5/26/2010,N,1,K,BOER4,3,0.1,4,1,NA
2010,2,5/26/2010,N,1,K,CRCR3,1,0.5,10,1,NA
2010,2,5/26/2010,N,1,K,CRCR3,2,1.5,10,1,NA
2010,2,5/26/2010,N,1,K,CRCR3,3,1,10,1,NA
2010,2,5/26/2010,N,1,K,CRCR3,4,2.5,15,1,NA
2010,2,5/26/2010,N,1,K,CRCR3,5,0.75,10,1,NA
2010,2,5/26/2010,N,1,K,CRCR3,6,2,10,1,NA
2010,2,5/26/2010,N,1,K,CRCR3,7,1,12,1,NA
2010,2,5/26/2010,N,1,K,CRCR3,8,0.1,5,3,NA
2010,2,5/26/2010,N,1,K,CRCR3,9,0.5,13,1,NA
2010,2,5/26/2010,N,1,K,HODR,1,0.5,7,4,NA
2010,2,5/26/2010,N,1,K,HODR,2,0.5,4,1,NA
2010,2,5/26/2010,N,1,K,HODR,3,0.25,4,1,NA
2010,2,5/26/2010,N,1,K,HODR,4,0.75,5,1,NA
2010,2,5/26/2010,N,1,K,HODR,5,0.75,8,1,NA
2010,2,5/26/2010,N,1,K,HYFIC,1,0.25,36,1,NA
2010,2,5/26/2010,N,1,K,HYFIC,2,0.25,7,1,NA
2010,2,5/26/2010,N,1,K,HYFIC,3,1,44,1,NA
2010,2,5/26/2010,N,1,K,HYFIC,4,0.5,36,1,NA
2010,2,5/26/2010,N,1,K,MAPIP,1,0.1,17,1,NA
2010,2,5/26/2010,N,1,K,MAPIP,2,0.25,24,1,NA
2010,2,5/26/2010,N,1,K,MAPIP,3,0.05,11,1,NA
2010,2,5/26/2010,N,1,K,NAHI,1,0.75,7,1,NA
2010,2,5/26/2010,N,1,K,OECA10,1,3,12,1,NA
2010,2,5/26/2010,N,1,K,OECA10,2,2,6,1,NA
2010,2,5/26/2010,N,1,K,OECA10,3,1.5,10,1,NA
2010,2,5/26/2010,N,1,K,PLPA2,1,0.05,13,1,NA
2010,2,5/26/2010,N,1,K,PLPA2,2,0.1,9,2,NA
2010,2,5/26/2010,N,1,K,PSTAT,1,2,20,1,NA
2010,2,5/26/2010,N,1,K,PSTAT,2,0.5,13,1,HO
2010,2,5/26/2010,N,1,K,SPPO6,1,0.05,9,1,NA
2010,2,5/26/2010,N,2,K,BOER4,1,0.25,5,10,NA
2010,2,5/26/2010,N,2,K,BOER4,2,0.1,5,4,NA
2010,2,5/26/2010,N,2,K,BOER4,3,0.05,5,8,NA
2010,2,5/26/2010,N,2,K,BOER4,4,0.05,3,1,NA
2010,2,5/26/2010,N,2,K,BOER4,5,0.5,6,4,NA
2010,2,5/26/2010,N,2,K,HODR,1,1.5,5,3,NA
2010,2,5/26/2010,N,2,K,HODR,2,1,6,3,NA
2010,2,5/26/2010,N,2,K,HODR,3,0.25,5,3,NA
2010,2,5/26/2010,N,2,K,HODR,4,0.5,8,1,NA
2010,2,5/26/2010,N,2,K,HODR,5,0.75,4,1,NA
2010,2,5/26/2010,N,2,K,HODR,6,0.1,3,1,NA
2010,2,5/26/2010,N,2,K,HYFIC,1,1,42,1,NA
2010,2,5/26/2010,N,2,K,HYFIC,2,0.5,53,1,NA
2010,2,5/26/2010,N,2,K,HYFIC,3,0.75,43,1,NA
2010,2,5/26/2010,N,2,K,HYFIC,4,0.1,23,1,NA
2010,2,5/26/2010,N,2,K,MAPIP,1,0.05,5,1,NA
2010,2,5/26/2010,N,2,K,PLPA2,1,0.1,5,1,NA
2010,2,5/26/2010,N,2,K,SPPO6,1,0.1,4,1,NA
2010,2,5/26/2010,N,3,P,BOER4,1,1,7,1,NA
2010,2,5/26/2010,N,3,P,BOER4,2,0.5,6,4,NA
2010,2,5/26/2010,N,3,P,BOER4,3,0.25,5,12,NA
2010,2,5/26/2010,N,3,P,BOER4,4,0.75,6,2,NA
2010,2,5/26/2010,N,3,P,BOER4,5,0.05,5,13,NA
2010,2,5/26/2010,N,3,P,BOER4,6,0.1,6,10,NA
2010,2,5/26/2010,N,3,P,GACO5,1,0.75,14,1,NA
2010,2,5/26/2010,N,3,P,GACO5,2,0.5,12,1,NA
