PERIOD,DATE,PLOT,LN,QUAD,PSPP,PCOV,PHT,PF,KRF,RBF,SDUNK,SDP,SDKR,SDRD,SDAN,BY
F99,10/04/99,T,2,1,SPCR,15.0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,2,2,SPCR,1.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,2,3,SPCR,7.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,2,4,SPCR,5.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,2,5,SPCR,27.0,32,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,2,6,SPCR,32.0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,2,7,SPCR,9.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,2,2,SPHA,2.5,19,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,1,2,TILA2,4.5,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,1,4,TILA2,18.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,1,6,TILA2,3.5,10,3,0,9,0.0,0.0,11.0,0.0,0.0,NA
F99,10/04/99,T,2,1,TILA2,1.5,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,2,6,TILA2,2.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/04/99,T,2,7,TILA2,0.8,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,1,ARAD,0.5,12,0,0,8,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,2,ARAD,8.0,27,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,4,ARAD,3.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,3,ARAD,0.5,6,0,0,1,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,6,ARAD,0.3,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,2,ARAD,3.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,4,ARAD,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,1,ARAD,3.0,19,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,2,ARHA3,21.0,26,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,1,ARHA3,5.0,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,4,ARHA3,1.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,1,ARPU6,6.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,2,ARPU6,12.0,19,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,7,ARPU6,7.0,19,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,1,ARPU6,19.0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,4,ARPU6,0.5,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,4,BOBA2,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,1,BOBA2,0.5,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,4,BOBA2,1.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,4,BOBA2,1.5,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,1,BOBA2,1.5,7,0,0,9,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,5,BOER4,4.0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,5,BOER4,6.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,6,BOER4,3.0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,7,BOER4,26.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,6,BOER4,44.0,26,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,7,BOER4,15.0,25,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,2,BOER4,48.0,27,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,3,BOER4,9.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,4,BOER4,43.0,26,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,5,BOER4,36.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,6,BOER4,23.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,7,BOER4,22.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,2,BOGR2,3.0,14,0,0,14,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,4,BOGR2,2.5,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,5,BOGR2,8.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,1,BOGR2,9.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,2,BOGR2,14.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,5,BOGR2,37.0,26,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,1,BOGR2,15.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,2,BOGR2,29.0,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,7,BOGR2,17.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,1,BOGR2,4.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,5,BOGR2,6.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,7,BOGR2,13.0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,2,BREUC2,8.0,27,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,1,BREUC2,1.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,1,BREUC2,19.0,32,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,2,BUDA,3.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,2,CABA6,0.5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,2,CHAL11,1.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,2,CHER2,2.4,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,1,CHLA10,0.5,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,5,CHPA,0.8,14,0,0,0,0.0,0.0,0.0,0.0,0.0,CHPA
F99,10/16/99,K,4,6,CHPA,1.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,CHPA
F99,10/16/99,K,4,7,CHPA,1.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,CHPA
F99,10/16/99,K,5,5,CHPA,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,CHPA
F99,10/16/99,K,6,5,CHPA,0.2,11,0,0,0,0.0,0.0,0.0,0.0,0.0,CHPA
F99,10/16/99,K,6,7,CHPA,0.5,12,0,0,0,0.0,0.0,0.0,0.0,0.0,CHPA
F99,10/16/99,K,7,2,CHPA,0.3,14,0,0,0,0.0,0.0,0.0,0.0,0.0,CHPA
F99,10/16/99,K,4,6,CHSE7,0.4,8,0,0,3,0.0,0.0,0.0,0.0,1.5,NA
F99,10/16/99,K,4,7,CHSE7,0.5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,4,CHSE7,0.5,8,0,0,4,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,2,CHSE7,0.5,6,0,0,2,0.0,0.0,0.0,0.5,4.0,NA
F99,10/16/99,K,7,1,CHSES,1.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,2,CINE,1.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,1,DAPU7,5.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,2,DAPU7,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,3,DAPU7,1.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,1,DAPU7,0.5,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,2,DAPU7,3.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,2,DAPU7,0.5,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,3,EPTO,0.5,29,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,4,EVSP,2.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,2,GUSA2,5.0,19,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,4,GUSA2,5.0,31,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,5,GUSA2,1.5,18,0,0,6,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,1,GUSA2,2.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,2,HIJA,38.0,29,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,3,HIJA,13.0,17,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,3,HIJA,4.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,5,HIJA,2.0,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,6,HIJA,21.0,26,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,1,HOGL2,0.5,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,3,HOGL2,1.5,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,4,HOGL2,4.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,2,HOGL2,0.5,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,3,HOGL2,2.5,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,4,HOGL2,4.5,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,1,HOGL2,1.0,12,0,0,11,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,3,HOGL2,1.5,16,0,0,0,0.0,0.0,0.0,0.0,0.5,NA
F99,10/16/99,K,6,4,HOGL2,1.0,6,0,0,5,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,1,HOGL2,1.5,17,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,3,KAPA,1.0,14,0,0,13,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,5,KAPA,2.5,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,1,KAPA,1.0,14,0,0,2,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,6,KAPA,2.5,18,0,0,0,0.0,0.0,0.0,0.5,0.0,NA
F99,10/16/99,K,5,6,KAPA,0.5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,2,MAPIP,4.0,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,1,MAPIP,1.5,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,3,MUAR,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,4,MUAR,3.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,3,MUAR2,1.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,2,OPPHP,2.0,17,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,3,PAOB,2.0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,1,SAKA,0.5,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,1,SCBR2,1.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,4,SCBR2,8.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,5,SCBR2,10.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,6,SCBR2,3.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,7,SCBR2,6.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,3,SCBR2,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,4,SCBR2,19.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,6,SCBR2,25.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,7,SCBR2,8.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,2,SCBR2,2.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,3,SCBR2,16.0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,4,SCBR2,8.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,5,SCBR2,9.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,7,SCBR2,3.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,1,SCBR2,14.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,3,SCBR2,13.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,1,SEFLF,1.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,3,SOEL,5.5,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,1,SOEL,3.0,29,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,1,SPCR,1.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,3,SPCR,3.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,4,SPCR,5.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,5,SPCR,11.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,5,SPCR,4.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,6,SPCR,18.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,7,SPCR,2.0,15,0,0,3,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,1,SPCR,26.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,3,SPCR,3.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,4,SPCR,6.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,6,SPCR,23.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,7,SPCR,3.0,19,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,2,SPCR,2.5,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,3,SPCR,17.0,26,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,4,SPCR,3.0,29,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,4,SPCR,5.0,26,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,5,SPCR,26.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,6,SPCR,25.0,23,0,0,2,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,7,SPCR,3.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,1,SPCR,7.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,3,SPCR,5.0,27,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,7,SPCR,5.0,27,0,0,1,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,4,SPHA,0.8,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,7,SPHA,0.4,12,0,0,2,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,4,TILA2,2.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,5,TILA2,0.5,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,6,TILA2,1.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,4,7,TILA2,0.8,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,4,TILA2,1.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,6,5,TILA2,0.5,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,7,1,TILA2,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F99,10/16/99,K,5,5,ZIGR,4.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,3,4,CHIN2,0.1,2,0,0,8,0.0,0.0,0.0,1.8,0.0,NA
S00,04/28/00,K,3,4,CRCR3,0.1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,7,1,CRCR3,0.1,1,0,0,2,0.0,0.0,0.0,2.0,0.0,NA
S00,04/28/00,K,1,1,NONE,0.0,0,0,0,1,0.0,0.0,0.0,0.3,0.0,NA
S00,04/28/00,K,1,2,NONE,0.0,0,0,0,2,0.0,0.0,0.0,0.3,0.0,NA
S00,04/28/00,K,1,3,NONE,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,1,4,NONE,0.0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,1,5,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,NA
S00,04/28/00,K,1,6,NONE,0.0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,1,7,NONE,0.0,0,0,0,9,0.0,0.0,0.0,0.8,0.0,NA
S00,04/28/00,K,2,7,NONE,0.0,0,0,0,2,0.0,0.0,0.0,0.5,0.0,NA
S00,04/28/00,K,2,6,NONE,0.0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,2,5,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,2,4,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,NA
S00,04/28/00,K,2,3,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,2,2,NONE,0.0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,2,1,NONE,0.0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,3,1,NONE,0.0,0,0,0,5,0.0,0.0,0.0,0.0,1.5,NA
S00,04/28/00,K,3,2,NONE,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,3,5,NONE,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,3,6,NONE,0.0,0,0,0,4,0.0,0.0,0.0,0.3,0.0,NA
S00,04/28/00,K,3,7,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,4,7,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,NA
S00,04/28/00,K,4,6,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,4,5,NONE,0.0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,4,4,NONE,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,4,3,NONE,0.0,0,0,0,1,0.0,0.0,0.0,3.0,0.0,NA
S00,04/28/00,K,4,2,NONE,0.0,0,0,0,36,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,4,1,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,5,1,NONE,0.0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,5,2,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,5,3,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,NA
S00,04/28/00,K,5,4,NONE,0.0,0,0,0,3,0.0,0.0,0.0,0.1,0.0,NA
S00,04/28/00,K,5,5,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,5,6,NONE,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,5,7,NONE,0.0,0,0,0,1,0.0,0.0,0.0,0.5,0.0,NA
S00,04/28/00,K,6,7,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,6,6,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,NA
S00,04/28/00,K,6,5,NONE,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,6,4,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,6,3,NONE,0.0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,6,2,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,NA
S00,04/28/00,K,6,1,NONE,0.0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,7,2,NONE,0.0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,7,3,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.3,0.0,NA
S00,04/28/00,K,7,4,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,NA
S00,04/28/00,K,7,5,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,7,6,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,K,7,7,NONE,0.0,0,0,0,2,0.0,0.0,0.0,0.3,0.0,NA
S00,04/28/00,K,3,3,PSAC,0.3,5,0,0,0,0.0,0.0,0.0,1.5,0.0,NA
S00,04/28/00,K,3,4,SAKA,0.3,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,4,6,ASNU4,0.1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,3,6,CHIN2,0.3,2,8,0,0,0.0,1.5,0.0,0.0,0.0,NA
S00,04/28/00,PK,6,6,CHIN2,0.1,2,12,0,14,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,7,7,CHIN2,0.1,2,0,0,4,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,2,5,CRCR3,0.1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,2,4,CRCR3,0.1,1,9,0,2,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,3,4,CRCR3,0.3,2,26,0,4,0.0,2.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,6,6,CRCR3,0.3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,7,6,CRCR3,0.1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,7,7,CRCR3,0.1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,6,6,DEPI,0.1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,2,5,ERAB2,0.1,1,1,0,0,0.0,0.0,0.0,0.1,0.0,NA
S00,04/28/00,PK,6,6,MEMUM2,0.1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,1,1,NONE,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,1,2,NONE,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,1,3,NONE,0.0,0,2,0,10,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,1,4,NONE,0.0,0,2,0,6,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,1,5,NONE,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,1,6,NONE,0.0,0,4,0,0,0.1,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,1,7,NONE,0.0,0,1,0,5,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,2,7,NONE,0.0,0,2,0,4,0.0,0.0,0.0,0.3,0.8,NA
S00,04/28/00,PK,2,6,NONE,0.0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,2,3,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,2,2,NONE,0.0,0,2,0,8,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,2,1,NONE,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,3,1,NONE,0.0,0,1,0,1,0.0,0.0,0.0,0.3,0.0,NA
S00,04/28/00,PK,3,2,NONE,0.0,0,3,0,4,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,3,3,NONE,0.0,0,8,0,8,0.0,0.0,0.0,0.0,0.0,NA
S00,04/28/00,PK,3,5,NONE,0.0,0,23,0,3,0.0,0.0,0.0,0.0,0.0,NA
