year,season,date,site,plot,subplot,quad,treatment,species,obs,cover,height,count,comment
2007,3,9/24/2007,M,12,B,2,L,ASMIM,1,0.25,7,1,NA
2007,3,9/24/2007,M,12,B,2,L,ASMIM,2,0.05,5,1,NA
2007,3,9/24/2007,M,12,B,2,L,ASMIM,3,0.25,9,2,NA
2007,3,9/24/2007,M,12,B,2,L,ASMIM,4,0.1,3,1,NA
2007,3,9/24/2007,M,12,B,2,L,BOER4,1,0.75,12,2,NA
2007,3,9/24/2007,M,12,B,2,L,BOER4,2,5,14,1,NA
2007,3,9/24/2007,M,12,B,2,L,BOER4,3,1.5,18,3,NA
2007,3,9/24/2007,M,12,B,2,L,BOER4,4,0.25,11,1,NA
2007,3,9/24/2007,M,12,B,2,L,BOER4,5,0.5,11,1,NA
2007,3,9/24/2007,M,12,B,2,L,BOER4,6,0.25,7,1,NA
2007,3,9/24/2007,M,12,B,2,L,BOER4,7,5,13,1,NA
2007,3,9/24/2007,M,12,B,2,L,BOER4,8,2,15,1,NA
2007,3,9/24/2007,M,12,B,2,L,BOER4,9,0.1,9,2,NA
2007,3,9/24/2007,M,12,B,2,L,BOER4,10,0.1,6,2,NA
2007,3,9/24/2007,M,12,B,2,L,GUSA2,1,5,20,1,ho
2007,3,9/24/2007,M,12,B,2,L,GUSA2,2,0.25,12,1,NA
2007,3,9/24/2007,M,12,B,2,L,GUSA2,3,0.1,5,1,NA
2007,3,9/24/2007,M,12,B,2,L,GUSA2,4,0.1,13,1,NA
2007,3,9/24/2007,M,12,B,2,L,LIPU4,1,0.5,15,1,NA
2007,3,9/24/2007,M,12,B,2,L,LIPU4,2,0.1,10,1,NA
2007,3,9/24/2007,M,12,B,2,L,LIPU4,3,0.25,17,1,NA
2007,3,9/24/2007,M,12,B,2,L,SPCO4,1,0.1,3,1,ho
2007,3,9/24/2007,M,13,A,1,C,BOER4,1,12,17,2,NA
2007,3,9/24/2007,M,13,A,1,C,BOER4,2,0.75,10,2,NA
2007,3,9/24/2007,M,13,A,1,C,BOER4,3,0.5,3,1,NA
2007,3,9/24/2007,M,13,A,1,C,BOER4,4,0.5,6,1,ho
2007,3,9/24/2007,M,13,A,1,C,BOER4,5,0.5,14,1,NA
2007,3,9/24/2007,M,13,A,1,C,GUSA2,1,20,33,1,NA
2007,3,9/24/2007,M,13,A,2,C,BOER4,1,10,17,4,NA
2007,3,9/24/2007,M,13,A,2,C,BOER4,2,3.5,15,1,NA
2007,3,9/24/2007,M,13,A,2,C,BOER4,3,1.5,15,2,NA
2007,3,9/24/2007,M,13,A,2,C,BOER4,4,3,12,1,NA
2007,3,9/24/2007,M,13,A,2,C,BOER4,5,0.25,5,1,NA
2007,3,9/24/2007,M,13,A,2,C,BOER4,6,0.1,6,1,NA
2007,3,9/24/2007,M,13,A,2,C,EPTO,1,20,41,1,NA
2007,3,9/24/2007,M,13,A,2,C,GUSA2,1,1.5,26,1,NA
2007,3,9/24/2007,M,13,B,1,CF,BOER4,1,8,16,3,NA
2007,3,9/24/2007,M,13,B,1,CF,BOER4,2,7,25,1,NA
2007,3,9/24/2007,M,13,B,1,CF,BOER4,3,5,15,1,NA
2007,3,9/24/2007,M,13,B,1,CF,BOER4,4,6,17,2,NA
2007,3,9/24/2007,M,13,B,1,CF,BOER4,5,4,17,2,NA
2007,3,9/24/2007,M,13,B,1,CF,MAPIP,1,4,22,1,NA
2007,3,9/24/2007,M,13,B,2,CF,BOER4,1,12,20,2,NA
2007,3,9/24/2007,M,13,B,2,CF,BOER4,2,4.5,24,2,NA
2007,3,9/24/2007,M,13,B,2,CF,BOER4,3,4,16,2,NA
2007,3,9/24/2007,M,13,B,2,CF,BOER4,4,0.5,16,2,NA
2007,3,9/24/2007,M,13,B,2,CF,BOER4,5,1,15,1,NA
2007,3,9/24/2007,M,13,B,2,CF,BOER4,6,1.5,19,1,NA
2007,3,9/24/2007,M,13,B,2,CF,BOER4,7,0.75,9,1,NA
2007,3,9/24/2007,M,13,B,2,CF,BOER4,8,8,19,1,NA
2007,3,9/24/2007,M,13,B,2,CF,GUSA2,1,2.5,27,1,NA
2007,3,9/24/2007,M,13,B,2,CF,GUSA2,2,0.75,17,1,NA
2007,3,9/24/2007,M,13,B,2,CF,MUAR2,1,0.5,9,2,NA
2007,3,9/24/2007,M,13,B,2,CF,MUAR2,2,0.25,8,3,NA
2007,3,9/24/2007,M,13,B,2,CF,MUAR2,3,0.1,6,4,NA
2007,3,9/24/2007,M,13,B,2,CF,MUAR2,4,0.75,13,1,NA
2007,3,9/24/2007,M,13,B,2,CF,MUAR2,5,1,13,2,NA
2008,2,5/6/2008,M,1,A,1,SF,BOER4,1,10,0,6,W
2008,2,5/6/2008,M,1,A,1,SF,BOER4,2,5,0,1,W
2008,2,5/6/2008,M,1,A,1,SF,BOER4,3,4,0,1,W
2008,2,5/6/2008,M,1,A,1,SF,BOER4,4,0.25,0,5,W
2008,2,5/6/2008,M,1,A,2,SF,ARPU9,1,3,8,1,NA
2008,2,5/6/2008,M,1,A,2,SF,BOER4,1,6,0,1,W
2008,2,5/6/2008,M,1,A,2,SF,BOER4,2,5,0,1,W
2008,2,5/6/2008,M,1,A,2,SF,BOER4,3,2.5,0,1,W
2008,2,5/6/2008,M,1,A,2,SF,BOER4,4,1,0,2,W
2008,2,5/6/2008,M,1,A,2,SF,BOER4,5,0.5,0,1,W
2008,2,5/6/2008,M,1,A,2,SF,BOER4,6,3,0,1,W
2008,2,5/6/2008,M,1,A,2,SF,GUSA2,1,2.5,25,1,NA
2008,2,5/6/2008,M,1,A,2,SF,GUSA2,2,1,16,1,NA
2008,2,5/6/2008,M,1,A,2,SF,MUAR2,1,1,4,3,NA
2008,2,5/6/2008,M,1,A,2,SF,MUAR2,2,0.75,3,1,NA
2008,2,5/6/2008,M,1,A,2,SF,MUAR2,3,0.5,3,3,NA
2008,2,5/6/2008,M,1,A,2,SF,MUAR2,4,0.25,3,3,NA
2008,2,5/6/2008,M,1,A,2,SF,SPCO4,1,4,5,1,NA
2008,2,5/6/2008,M,1,B,1,S,BOER4,1,8,0,1,W
2008,2,5/6/2008,M,1,B,1,S,BOER4,2,0.75,0,3,W
2008,2,5/6/2008,M,1,B,1,S,BOER4,3,0.1,0,5,W
2008,2,5/6/2008,M,1,B,1,S,BOER4,4,0.25,0,5,W
2008,2,5/6/2008,M,1,B,1,S,BOER4,5,2.5,0,2,W
2008,2,5/6/2008,M,1,B,1,S,BOER4,6,4,0,1,W
2008,2,5/6/2008,M,1,B,1,S,BOER4,7,1.5,0,1,W
2008,2,5/6/2008,M,1,B,1,S,GUSA2,1,0.5,24,1,NA
2008,2,5/6/2008,M,1,B,1,S,GUSA2,2,1,31,1,NA
2008,2,5/6/2008,M,1,B,1,S,GUSA2,3,1.5,22,1,NA
2008,2,5/6/2008,M,1,B,1,S,MUAR2,1,0.1,1,1,NA
2008,2,5/6/2008,M,1,B,1,S,MUAR2,2,0.01,1,2,NA
2008,2,5/6/2008,M,1,B,1,S,SPCR,1,0.5,5,1,NA
2008,2,5/6/2008,M,1,B,1,S,SPCR,2,0.5,3,1,NA
2008,2,5/6/2008,M,1,B,1,S,SPCR,3,1,0,1,W
2008,2,5/6/2008,M,1,B,2,S,BOER4,1,5,0,2,W
2008,2,5/6/2008,M,1,B,2,S,BOER4,2,2,0,2,W
2008,2,5/6/2008,M,1,B,2,S,BOER4,3,0.5,0,3,W
2008,2,5/6/2008,M,1,B,2,S,BOER4,4,3,0,1,W
2008,2,5/6/2008,M,1,B,2,S,BOER4,5,0.25,0,4,W
2008,2,5/6/2008,M,1,B,2,S,BOER4,6,0.1,0,2,W
2008,2,5/6/2008,M,1,B,2,S,GUSA2,1,3,15,1,NA
2008,2,5/6/2008,M,1,B,2,S,GUSA2,2,0.75,11,1,NA
2008,2,5/6/2008,M,1,B,2,S,SPCR,1,0.5,0,1,W
2008,2,5/6/2008,M,2,A,1,LF,BOER4,1,10,0,2,W
2008,2,5/6/2008,M,2,A,1,LF,BOER4,2,1.5,0,2,W
2008,2,5/6/2008,M,2,A,1,LF,BOER4,3,8,0,1,W
2008,2,5/6/2008,M,2,A,1,LF,BOER4,4,3,1,1,NA
2008,2,5/6/2008,M,2,A,1,LF,BOER4,5,7,0,1,W
2008,2,5/6/2008,M,2,A,1,LF,BOER4,6,2.5,0,1,W
2008,2,5/6/2008,M,2,A,1,LF,SPCO4,1,3,4,1,NA
2008,2,5/6/2008,M,2,A,1,LF,SPCO4,2,1,4,1,NA
2008,2,5/6/2008,M,2,A,2,LF,BOER4,1,5,0,1,W
2008,2,5/6/2008,M,2,A,2,LF,BOER4,2,2.5,2,1,NA
2008,2,5/6/2008,M,2,A,2,LF,BOER4,3,1.5,2,1,NA
2008,2,5/6/2008,M,2,A,2,LF,BOER4,4,0.25,1,2,NA
2008,2,5/6/2008,M,2,A,2,LF,BOER4,5,6,2,1,NA
2008,2,5/6/2008,M,2,A,2,LF,BOER4,6,8,3,1,NA
2008,2,5/6/2008,M,2,A,2,LF,BOER4,7,1,2,2,NA
2008,2,5/6/2008,M,2,A,2,LF,BOER4,8,10,2,3,NA
2008,2,5/6/2008,M,2,B,1,L,BOER4,1,6,0,1,W
2008,2,5/6/2008,M,2,B,1,L,BOER4,2,1,3,4,NA
2008,2,5/6/2008,M,2,B,1,L,BOER4,3,3,3,1,NA
2008,2,5/6/2008,M,2,B,1,L,BOER4,4,0.25,2,3,NA
2008,2,5/6/2008,M,2,B,1,L,BOER4,5,8,2,3,NA
2008,2,5/6/2008,M,2,B,1,L,SPCO4,1,7,15,1,NA
2008,2,5/6/2008,M,2,B,1,L,SPFL2,1,3,5,1,NA
2008,2,5/6/2008,M,2,B,2,L,BOER4,1,1.5,6,1,NA
2008,2,5/6/2008,M,2,B,2,L,BOER4,2,1,4,4,NA
2008,2,5/6/2008,M,2,B,2,L,BOER4,3,4,3,2,NA
2008,2,5/6/2008,M,2,B,2,L,BOER4,4,10,2,2,NA
2008,2,5/6/2008,M,2,B,2,L,SPCO4,1,1.5,10,1,NA
2008,2,5/6/2008,M,3,A,1,S,BOER4,1,1.5,1,2,NA
2008,2,5/6/2008,M,3,A,1,S,BOER4,2,2,1,1,NA
2008,2,5/6/2008,M,3,A,1,S,BOER4,3,1,0,2,W
2008,2,5/6/2008,M,3,A,1,S,BOER4,4,5,1,1,NA
2008,2,5/6/2008,M,3,A,1,S,BOER4,5,3,1,1,NA
2008,2,5/6/2008,M,3,A,1,S,BOER4,6,0.1,0,3,W
2008,2,5/6/2008,M,3,A,1,S,BOER4,7,0.5,0,2,W
2008,2,5/6/2008,M,3,A,1,S,BOER4,8,0.25,0,3,W
2008,2,5/6/2008,M,3,A,1,S,GUSA2,1,0.25,7,2,NA
2008,2,5/6/2008,M,3,A,1,S,GUSA2,2,0.75,8,2,NA
2008,2,5/6/2008,M,3,A,1,S,GUSA2,3,1.5,11,1,NA
2008,2,5/6/2008,M,3,A,1,S,GUSA2,3,1,10,1,NA
2008,2,5/6/2008,M,3,A,1,S,HORU,1,0.1,1,1,NA
2008,2,5/6/2008,M,3,A,2,S,BOER4,1,9,0,1,W
2008,2,5/6/2008,M,3,A,2,S,BOER4,2,6,0,1,W
2008,2,5/6/2008,M,3,A,2,S,BOER4,3,1,0,1,W
2008,2,5/6/2008,M,3,A,2,S,BOER4,4,0.5,0,2,W
2008,2,5/6/2008,M,3,A,2,S,BOER4,5,0.1,0,5,W
2008,2,5/6/2008,M,3,A,2,S,GUSA2,1,2,17,1,NA
2008,2,5/6/2008,M,3,A,2,S,SPCO4,1,4.5,5,1,NA
2008,2,5/6/2008,M,3,B,1,SF,BOER4,1,1.5,0,3,W
2008,2,5/6/2008,M,3,B,1,SF,BOER4,2,0.5,0,1,W
2008,2,5/6/2008,M,3,B,1,SF,BOER4,3,9,0,1,W
2008,2,5/6/2008,M,3,B,1,SF,BOER4,4,6,0,1,W
2008,2,5/6/2008,M,3,B,1,SF,BOER4,5,0.5,0,2,W
2008,2,5/6/2008,M,3,B,1,SF,BOER4,6,0.1,0,4,W
2008,2,5/6/2008,M,3,B,1,SF,GUSA2,1,2,14,1,NA
2008,2,5/6/2008,M,3,B,1,SF,SPCO4,1,8,4,1,NA
2008,2,5/6/2008,M,3,B,2,SF,BOER4,1,3,0,1,W
2008,2,5/6/2008,M,3,B,2,SF,BOER4,2,1.5,0,1,W
2008,2,5/6/2008,M,3,B,2,SF,BOER4,3,0.25,0,1,W
2008,2,5/6/2008,M,3,B,2,SF,BOER4,4,9,0,1,W
2008,2,5/6/2008,M,3,B,2,SF,BOER4,5,3,0,1,W
2008,2,5/6/2008,M,3,B,2,SF,BOER4,6,4,0,1,W
2008,2,5/6/2008,M,3,B,2,SF,BOER4,7,0.25,0,2,W
2008,2,5/6/2008,M,3,B,2,SF,GUSA2,1,7,14,1,NA
2008,2,5/6/2008,M,3,B,2,SF,GUSA2,2,1,7,1,NA
2008,2,5/6/2008,M,3,B,2,SF,MUAR2,1,0.5,1,1,NA
2008,2,5/6/2008,M,4,A,1,LF,ARPU9,1,3,5,1,NA
2008,2,5/6/2008,M,4,A,1,LF,BOER4,1,2.5,0,1,W
2008,2,5/6/2008,M,4,A,1,LF,BOER4,2,0.5,0,1,W
2008,2,5/6/2008,M,4,A,1,LF,BOER4,3,0.25,0,2,W
2008,2,5/6/2008,M,4,A,1,LF,BOER4,4,0.1,0,4,W
2008,2,5/6/2008,M,4,A,1,LF,BOER4,5,1.5,0,1,W
2008,2,5/6/2008,M,4,A,1,LF,BOER4,6,9,0,1,W
2008,2,5/6/2008,M,4,A,1,LF,GUSA2,1,1.5,10,1,NA
2008,2,5/6/2008,M,4,A,1,LF,GUSA2,2,6,20,1,NA
2008,2,5/6/2008,M,4,A,1,LF,SPCO4,1,1,6,1,NA
2008,2,5/6/2008,M,4,A,1,LF,SPCO4,2,4,5,1,NA
2008,2,5/6/2008,M,4,A,2,LF,BOER4,1,5,0,1,W
2008,2,5/6/2008,M,4,A,2,LF,BOER4,2,8,0,1,W
2008,2,5/6/2008,M,4,A,2,LF,BOER4,3,9,0,1,W
2008,2,5/6/2008,M,4,A,2,LF,BOER4,4,6,0,1,W
2008,2,5/6/2008,M,4,A,2,LF,BOER4,5,1.5,0,2,W
2008,2,5/6/2008,M,4,A,2,LF,BOER4,6,3.5,0,1,W
2008,2,5/6/2008,M,4,A,2,LF,BOER4,7,0.25,0,2,W
2008,2,5/6/2008,M,4,A,2,LF,BOER4,8,0.1,0,1,W
2008,2,5/6/2008,M,4,A,2,LF,GUSA2,1,6,19,1,NA
2008,2,5/6/2008,M,4,A,2,LF,SPCO4,1,2.5,3,1,NA
2008,2,5/6/2008,M,4,A,2,LF,SPCO4,2,1.5,3,1,NA
2008,2,5/6/2008,M,4,B,1,L,BOER4,1,3.5,0,2,W
2008,2,5/6/2008,M,4,B,1,L,BOER4,2,2.5,0,2,W
2008,2,5/6/2008,M,4,B,1,L,BOER4,3,6,0,1,W
2008,2,5/6/2008,M,4,B,1,L,BOER4,4,7,0,1,W
2008,2,5/6/2008,M,4,B,1,L,BOER4,5,0.5,0,1,W
2008,2,5/6/2008,M,4,B,1,L,BOER4,6,0.25,0,2,W
2008,2,5/6/2008,M,4,B,1,L,MUAR2,1,0.5,2,1,NA
2008,2,5/6/2008,M,4,B,2,L,ARPU9,1,2,8,1,NA
2008,2,5/6/2008,M,4,B,2,L,BOER4,1,1,0,1,W
2008,2,5/6/2008,M,4,B,2,L,BOER4,2,2,0,2,W
2008,2,5/6/2008,M,4,B,2,L,BOER4,3,9,0,2,W
2008,2,5/6/2008,M,4,B,2,L,BOER4,4,10,0,1,W
2008,2,5/6/2008,M,4,B,2,L,BOER4,5,0.25,0,6,W
2008,2,5/6/2008,M,4,B,2,L,BOER4,6,1.5,0,1,W
2008,2,5/6/2008,M,4,B,2,L,GUSA2,1,0.75,8,1,NA
2008,2,5/6/2008,M,5,A,1,S,BOER4,1,5,2,3,NA
2008,2,5/6/2008,M,5,A,1,S,BOER4,2,8,0,2,W
2008,2,5/6/2008,M,5,A,1,S,BOER4,3,2,0,2,W
2008,2,5/6/2008,M,5,A,1,S,BOER4,4,3,3,1,NA
2008,2,5/6/2008,M,5,A,1,S,BOER4,5,2,1,1,NA
2008,2,5/6/2008,M,5,A,2,S,BOER4,1,2,0,1,W
2008,2,5/6/2008,M,5,A,2,S,BOER4,2,3,1,1,NA
2008,2,5/6/2008,M,5,A,2,S,BOER4,3,5,0,8,W
2008,2,5/6/2008,M,5,A,2,S,BOER4,4,0.25,0,1,W
2008,2,5/6/2008,M,5,A,2,S,BOER4,5,1,0,1,W
2008,2,5/6/2008,M,5,A,2,S,CHLA10,1,0.05,1,5,NA
2008,2,5/6/2008,M,5,A,2,S,CHLA10,2,0.01,1,1,NA
2008,2,5/6/2008,M,5,A,2,S,CHLA10,3,0.05,3,3,NA
2008,2,5/6/2008,M,5,B,1,SF,BOER4,1,5,0,1,W
2008,2,5/6/2008,M,5,B,1,SF,BOER4,2,7,0,1,W
2008,2,5/6/2008,M,5,B,1,SF,BOER4,3,2.5,0,4,W
2008,2,5/6/2008,M,5,B,1,SF,BOER4,4,0.75,0,3,W
2008,2,5/6/2008,M,5,B,1,SF,BOER4,5,0.25,0,1,W
2008,2,5/6/2008,M,5,B,1,SF,BOER4,6,3,0,1,W
2008,2,5/6/2008,M,5,B,1,SF,BOER4,7,1,0,4,W
2008,2,5/6/2008,M,5,B,1,SF,GUSA2,1,6,20,1,NA
2008,2,5/6/2008,M,5,B,1,SF,GUSA2,2,0.25,6,1,HO
2008,2,5/6/2008,M,5,B,1,SF,GUSA2,3,0.1,5,1,NA
2008,2,5/6/2008,M,5,B,1,SF,SPCO4,1,4,4,1,NA
2008,2,5/6/2008,M,5,B,2,SF,BOER4,1,10,0,1,W
2008,2,5/6/2008,M,5,B,2,SF,BOER4,2,12,0,1,W
2008,2,5/6/2008,M,5,B,2,SF,BOER4,3,1.5,0,1,W
2008,2,5/6/2008,M,5,B,2,SF,BOER4,4,0.25,0,3,W
2008,2,5/6/2008,M,5,B,2,SF,BOER4,5,1,0,1,W
2008,2,5/6/2008,M,5,B,2,SF,BOER4,6,0.1,0,1,W
2008,2,5/6/2008,M,5,B,2,SF,CHLA10,1,0.25,3,1,NA
2008,2,5/6/2008,M,5,B,2,SF,GUSA2,1,4,14,1,NA
2008,2,5/6/2008,M,5,B,2,SF,GUSA2,2,0.05,10,1,NA
2008,2,5/6/2008,M,5,B,2,SF,GUSA2,3,0.05,1,1,NA
2008,2,5/6/2008,M,6,A,1,S,BOER4,1,12,0,1,W
2008,2,5/6/2008,M,6,A,1,S,BOER4,2,4,0,1,W
2008,2,5/6/2008,M,6,A,1,S,BOER4,3,1.5,0,1,W
2008,2,5/6/2008,M,6,A,1,S,BOER4,4,0.5,0,2,W
2008,2,5/6/2008,M,6,A,1,S,BOER4,5,0.1,0,3,W
2008,2,5/6/2008,M,6,A,1,S,SPCO4,1,1.5,4,1,NA
2008,2,5/6/2008,M,6,A,2,S,BOER4,1,6,0,1,W
2008,2,5/6/2008,M,6,A,2,S,BOER4,2,1,0,2,W
2008,2,5/6/2008,M,6,A,2,S,BOER4,3,0.1,0,4,W
2008,2,5/6/2008,M,6,A,2,S,BOER4,4,0.25,0,4,W
2008,2,5/6/2008,M,6,A,2,S,BOER4,5,5,0,1,W
2008,2,5/6/2008,M,6,A,2,S,BOER4,6,3,0,1,W
2008,2,5/6/2008,M,6,A,2,S,BOER4,7,0.5,0,2,W
2008,2,5/6/2008,M,6,A,2,S,BOER4,8,0.75,0,1,W
2008,2,5/6/2008,M,6,A,2,S,GUSA2,1,0.5,15,1,NA
2008,2,5/6/2008,M,6,A,2,S,GUSA2,2,4,18,1,NA
2008,2,5/6/2008,M,6,B,1,SF,BOER4,1,2,0,1,W
2008,2,5/6/2008,M,6,B,1,SF,BOER4,2,6,0,1,W
2008,2,5/6/2008,M,6,B,1,SF,BOER4,3,1,0,2,W
2008,2,5/6/2008,M,6,B,1,SF,BOER4,4,1.5,0,1,W
2008,2,5/6/2008,M,6,B,1,SF,BOER4,5,12,0,1,W
2008,2,5/6/2008,M,6,B,1,SF,BOER4,6,0.25,0,4,W
2008,2,5/6/2008,M,6,B,1,SF,SPCO4,1,1.5,7,1,NA
2008,2,5/6/2008,M,6,B,1,SF,SPCR,1,1,2,1,NA
2008,2,5/6/2008,M,6,B,1,SF,SPCR,2,2.5,4,1,NA
2008,2,5/6/2008,M,6,B,1,SF,SPCR,3,0.5,0,2,W
2008,2,5/6/2008,M,6,B,2,SF,BOER4,1,13,0,2,W
2008,2,5/6/2008,M,6,B,2,SF,BOER4,2,1,0,1,W
2008,2,5/6/2008,M,6,B,2,SF,BOER4,3,2,0,1,W
2008,2,5/6/2008,M,6,B,2,SF,BOER4,4,0.5,0,3,W
2008,2,5/6/2008,M,6,B,2,SF,BOER4,5,0.25,0,3,W
2008,2,5/6/2008,M,6,B,2,SF,SPCO4,1,2.5,2,1,NA
2008,2,5/7/2008,M,7,A,1,LF,BOER4,1,10,0,2,W
2008,2,5/7/2008,M,7,A,1,LF,BOER4,2,0.1,0,3,W
2008,2,5/7/2008,M,7,A,1,LF,BOER4,3,0.5,0,1,W
2008,2,5/7/2008,M,7,A,1,LF,BOER4,4,0.25,0,2,W
2008,2,5/7/2008,M,7,A,1,LF,BOER4,5,1,0,4,W
2008,2,5/7/2008,M,7,A,1,LF,BOER4,6,0.75,0,1,W
2008,2,5/7/2008,M,7,A,1,LF,BOER4,7,2,0,1,W
2008,2,5/7/2008,M,7,A,1,LF,BOER4,8,3,0,1,W
2008,2,5/7/2008,M,7,A,1,LF,GUSA2,1,3,21,2,NA
2008,2,5/7/2008,M,7,A,2,LF,BOER4,1,6,0,1,W
2008,2,5/7/2008,M,7,A,2,LF,BOER4,2,1,0,2,W
2008,2,5/7/2008,M,7,A,2,LF,BOER4,3,0.25,0,4,W
2008,2,5/7/2008,M,7,A,2,LF,BOER4,4,3,0,2,W
2008,2,5/7/2008,M,7,A,2,LF,BOER4,5,2,0,2,W
2008,2,5/7/2008,M,7,A,2,LF,BOER4,6,4,0,1,W
2008,2,5/7/2008,M,7,A,2,LF,BOER4,7,0.75,0,1,W
2008,2,5/7/2008,M,7,A,2,LF,CHLA10,1,0.1,2,1,NA
2008,2,5/7/2008,M,7,A,2,LF,GUSA2,1,3,25,1,NA
2008,2,5/7/2008,M,7,A,2,LF,GUSA2,2,1,29,1,NA
2008,2,5/7/2008,M,7,A,2,LF,GUSA2,3,0.75,6,1,HO
2008,2,5/7/2008,M,7,B,1,L,BOER4,1,9,0,2,W
2008,2,5/7/2008,M,7,B,1,L,BOER4,2,0.75,0,1,W
2008,2,5/7/2008,M,7,B,1,L,BOER4,3,0.5,0,1,W
2008,2,5/7/2008,M,7,B,1,L,BOER4,4,7,0,5,W
2008,2,5/7/2008,M,7,B,1,L,BOER4,5,6,0,1,W
2008,2,5/7/2008,M,7,B,1,L,BOER4,6,2,0,1,W
2008,2,5/7/2008,M,7,B,1,L,CHLA10,1,0.1,2,1,NA
2008,2,5/7/2008,M,7,B,1,L,GUSA2,1,4.5,16,1,NA
2008,2,5/7/2008,M,7,B,1,L,MUAR2,1,0.75,3,2,NA
2008,2,5/7/2008,M,7,B,2,L,BOER4,1,2,0,3,W
2008,2,5/7/2008,M,7,B,2,L,BOER4,2,0.25,0,2,W
2008,2,5/7/2008,M,7,B,2,L,BOER4,3,0.1,0,3,W
2008,2,5/7/2008,M,7,B,2,L,BOER4,4,3,0,1,W
2008,2,5/7/2008,M,7,B,2,L,BOER4,5,1,0,1,W
2008,2,5/7/2008,M,7,B,2,L,BOER4,6,6,0,1,W
2008,2,5/7/2008,M,7,B,2,L,BOER4,7,4,0,1,W
2008,2,5/7/2008,M,7,B,2,L,BOER4,8,0.5,0,1,W
2008,2,5/7/2008,M,7,B,2,L,CHLA10,1,0.1,2,7,NA
2008,2,5/7/2008,M,7,B,2,L,CHLA10,2,0.05,1,3,NA
2008,2,5/7/2008,M,7,B,2,L,MUAR2,1,1,3,1,NA
2008,2,5/7/2008,M,7,B,2,L,MUAR2,2,4,3,1,NA
2008,2,5/7/2008,M,7,B,2,L,MUAR2,3,0.5,3,4,NA
2008,2,5/7/2008,M,7,B,2,L,MUAR2,4,0.25,3,2,NA
2008,2,5/7/2008,M,7,B,2,L,MUAR2,5,0.1,2,6,NA
2008,2,5/7/2008,M,7,B,2,L,MUAR2,6,2,3,4,NA
2008,2,5/7/2008,M,7,B,2,L,MUAR2,7,0.75,3,2,NA
2008,2,5/7/2008,M,7,B,2,L,MUAR2,8,1.5,3,1,NA
2008,2,5/7/2008,M,8,A,1,C,BOER4,1,0.75,0,2,W
2008,2,5/7/2008,M,8,A,1,C,BOER4,2,1,0,1,W
2008,2,5/7/2008,M,8,A,1,C,BOER4,3,3,0,1,W
2008,2,5/7/2008,M,8,A,1,C,BOER4,4,6.5,0,1,W
2008,2,5/7/2008,M,8,A,1,C,BOER4,5,0.25,0,2,W
2008,2,5/7/2008,M,8,A,1,C,GUSA2,1,3.5,20,1,NA
2008,2,5/7/2008,M,8,A,1,C,MUAR2,1,1.5,6,3,NA
2008,2,5/7/2008,M,8,A,1,C,MUAR2,2,0.5,4,2,NA
2008,2,5/7/2008,M,8,A,1,C,MUAR2,3,2,6,1,NA
2008,2,5/7/2008,M,8,A,1,C,MUAR2,4,0.25,3,2,NA
2008,2,5/7/2008,M,8,A,2,C,BOER4,1,4,0,1,W
2008,2,5/7/2008,M,8,A,2,C,BOER4,2,3.5,0,1,W
2008,2,5/7/2008,M,8,A,2,C,BOER4,3,0.25,0,3,W
2008,2,5/7/2008,M,8,A,2,C,BOER4,4,0.1,0,1,W
2008,2,5/7/2008,M,8,A,2,C,MUAR2,1,4,7,1,NA
2008,2,5/7/2008,M,8,A,2,C,MUAR2,2,1,6,2,NA
2008,2,5/7/2008,M,8,A,2,C,MUAR2,3,0.5,5,2,NA
2008,2,5/7/2008,M,8,A,2,C,MUAR2,4,3,7,1,NA
2008,2,5/7/2008,M,8,A,2,C,MUAR2,5,2,6,2,NA
2008,2,5/7/2008,M,8,A,2,C,MUAR2,6,0.25,2,3,NA
2008,2,5/7/2008,M,8,A,2,C,OPPH,1,12,10,1,NA
2008,2,5/7/2008,M,8,A,2,C,OPPH,2,5,4,1,NA
2008,2,5/7/2008,M,8,B,1,CF,BOER4,1,0.75,0,1,W
2008,2,5/7/2008,M,8,B,1,CF,MUAR2,1,2,5,1,NA
2008,2,5/7/2008,M,8,B,1,CF,MUAR2,2,1,4,1,NA
2008,2,5/7/2008,M,8,B,1,CF,MUAR2,3,1.5,5,1,NA
2008,2,5/7/2008,M,8,B,1,CF,MUAR2,4,0.25,4,4,NA
2008,2,5/7/2008,M,8,B,1,CF,MUAR2,5,0.5,4,2,NA
2008,2,5/7/2008,M,8,B,2,CF,BOER4,1,2,0,1,W
2008,2,5/7/2008,M,8,B,2,CF,BOER4,2,3.5,0,1,W
2008,2,5/7/2008,M,8,B,2,CF,BOER4,3,4.5,0,2,W
2008,2,5/7/2008,M,8,B,2,CF,BOER4,4,0.5,0,1,W
2008,2,5/7/2008,M,8,B,2,CF,BOER4,5,0.1,0,3,W
2008,2,5/7/2008,M,8,B,2,CF,GUSA2,1,1.5,15,1,HO
2008,2,5/7/2008,M,8,B,2,CF,MUAR2,1,1.5,4,1,NA
2008,2,5/7/2008,M,8,B,2,CF,MUAR2,2,0.25,2,5,NA
2008,2,5/7/2008,M,8,B,2,CF,MUAR2,3,0.5,2,1,NA
2008,2,5/7/2008,M,9,A,1,SF,BOER4,1,10,0,2,W
2008,2,5/7/2008,M,9,A,1,SF,BOER4,2,5,0,1,W
