YEAR,MONTH,DATE,SITE,TRANSECT,TREATMENT,QUAD,SIDE,FRONDS,AREA,OBS_CODE,NOTES
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,3,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,3,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,3,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,3,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,3,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,3,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,20,O,7,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,5,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,5,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,1,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,1,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,1,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,1,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,1,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,1,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,1,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,9,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,3,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,14,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,I,4,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,8,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,1,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,1,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,1,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,2,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,14,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,14,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,4,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,4,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,3,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,3,20,68,-99999
2009,7,2009-07-23,MOHK,3,ANNUAL REMOVAL,40,O,7,20,68,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,I,3,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,I,3,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,I,32,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,I,17,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,10,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,5,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,5,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,5,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,15,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,20,O,45,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,1,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,1,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,1,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,1,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,1,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,1,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,3,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,6,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,4,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,I,5,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,4,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,4,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,4,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,4,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,1,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,3,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,3,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,3,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,3,20,75,-99999
2009,7,2009-07-30,CARP,7,CONTROL,40,O,5,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,4,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,3,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,3,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,3,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,5,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,6,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,I,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,3,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,20,O,5,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,4,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,4,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,4,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,7,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,I,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,5,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,5,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,2,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,3,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,3,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,3,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,3,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,3,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,1,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,4,20,75,-99999
2009,7,2009-07-30,CARP,9,ANNUAL REMOVAL,40,O,4,20,75,-99999
2009,8,2009-08-27,NAPL,3,CONTROL,20,I,2,20,75,-99999
2009,8,2009-08-27,NAPL,3,CONTROL,20,O,0,20,75,NO KELP
2009,8,2009-08-27,NAPL,3,CONTROL,40,I,0,20,75,NO KELP
2009,8,2009-08-27,NAPL,3,CONTROL,40,O,0,20,75,NO KELP
2009,8,2009-08-27,NAPL,9,ANNUAL REMOVAL,20,I,0,20,75,NO KELP
2009,8,2009-08-27,NAPL,9,ANNUAL REMOVAL,20,O,0,20,75,NO KELP
2009,8,2009-08-27,NAPL,9,ANNUAL REMOVAL,40,I,0,20,75,NO KELP
2009,8,2009-08-27,NAPL,9,ANNUAL REMOVAL,40,O,0,20,75,NO KELP
2009,8,2009-08-31,AQUE,4,CONTROL,20,I,48,20,77,-99999
2009,8,2009-08-31,AQUE,4,CONTROL,20,I,2,20,77,-99999
2009,8,2009-08-31,AQUE,4,CONTROL,20,I,26,20,77,-99999
2009,8,2009-08-31,AQUE,4,CONTROL,20,I,33,20,77,-99999
2009,8,2009-08-31,AQUE,4,CONTROL,20,I,32,20,77,-99999
2009,8,2009-08-31,AQUE,4,CONTROL,20,O,67,20,77,-99999
2009,8,2009-08-31,AQUE,4,CONTROL,40,I,0,20,77,NO KELP
2009,8,2009-08-31,AQUE,4,CONTROL,40,O,18,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,I,6,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,I,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,I,4,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,I,5,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,I,8,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,I,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,I,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,I,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,O,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,O,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,O,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,O,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,O,5,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,O,4,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,20,O,4,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,1,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,15,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,3,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,5,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,12,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,7,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,8,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,6,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,3,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,I,1,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,6,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,6,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,1,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,10,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,5,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,4,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,2,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,1,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,6,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,1,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,17,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,1,20,77,-99999
2009,8,2009-08-31,AQUE,7,ANNUAL REMOVAL,40,O,1,20,77,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,33,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,26,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,3,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,5,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,27,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,18,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,22,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,31,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,35,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,5,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,13,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,15,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,5,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,61,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,20,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,29,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,9,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,I,16,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,O,6,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,O,13,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,O,20,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,O,52,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,O,30,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,O,16,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,20,O,49,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,I,12,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,I,37,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,I,4,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,I,34,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,I,32,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,I,4,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,I,6,20,68,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,O,22,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,O,67,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,O,31,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,O,26,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,O,5,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,O,29,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,O,17,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,O,26,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,O,12,20,36,-99999
2009,9,2009-09-01,MOHK,2,CONTROL,40,O,18,20,36,-99999
2009,9,2009-09-01,MOHK,3,ANNUAL REMOVAL,20,I,10,20,68,-99999
2009,9,2009-09-01,MOHK,3,ANNUAL REMOVAL,20,I,10,20,68,-99999
2009,9,2009-09-01,MOHK,3,ANNUAL REMOVAL,20,I,4,20,68,-99999
2009,9,2009-09-01,MOHK,3,ANNUAL REMOVAL,20,I,1,20,68,-99999
2009,9,2009-09-01,MOHK,3,ANNUAL REMOVAL,20,I,1,20,68,-99999
2009,9,2009-09-01,MOHK,3,ANNUAL REMOVAL,20,I,1,20,68,-99999
