Bee_Species,SiteRepSeason,bees
MEOSMLATF,C2SP08,0
MEOSMLIOF,C2SP08,1
MEOSMPRUF,C2SP08,2
MEOSMTITF,C2SP08,1
MEOSMWATF,C2SP08,1
ANANDCAPF,C2SP08,1
ANANDCREF,C2SP08,0
ANANDHELF,C2SP08,0
ANANDILLF,C2SP08,0
ANANDMON,C2SP08,0
ANANDPRFF,C2SP08,3
ANANDPRIF,C2SP08,0
ANHETPERF,C2SP08,0
ANHET002F,C2SP08,0
ANCAL001F,C2SP08,0
ANPER001F,C2SP08,0
ANPER002F,C2SP08,0
ANPER003F,C2SP08,0
ANPER005F,C2SP08,0
ANPER006F,C2SP08,0
ANPER009F,C2SP08,0
ANPER012F,C2SP08,0
ANPER014F,C2SP08,0
ANPER015F,C2SP08,0
ANPER016F,C2SP08,0
ANPER018F,C2SP08,0
ANPERALBF,C2SP08,0
ANPERAST,C2SP08,0
ANPERCALF,C2SP08,1
ANPERCORF,C2SP08,0
ANPERDOLF,C2SP08,0
ANPERFALF,C2SP08,0
ANPERIGNF,C2SP08,0
ANPERMENF,C2SP08,0
ANPERPULF,C2SP08,0
ANPERVERF,C2SP08,0
APANDCOMF,C2SP08,0
APANPCOMF,C2SP08,0
APANTAFFF,C2SP08,0
APANTCALF,C2SP08,0
APANTLESF,C2SP08,0
APANTMONF,C2SP08,0
APANTPHEF,C2SP08,0
APANTPORF,C2SP08,1
APAPIMELF,C2SP08,0
APBOMHUNF,C2SP08,0
APBOMPENF,C2SP08,0
APCERACAF,C2SP08,0
APCERNANF,C2SP08,0
APDIAAUSF,C2SP08,1
APDIADIMF,C2SP08,0
APDIAENAF,C2SP08,0
APDIAMEGF,C2SP08,0
APDIAOCHF,C2SP08,0
APDIARINF,C2SP08,13
APDIASPHF,C2SP08,0
APDIAVALF,C2SP08,0
APEUCLYCF,C2SP08,2
APEUCTERF,C2SP08,0
APEXOSOLF,C2SP08,0
APHABMORF,C2SP08,0
APHABNS1F,C2SP08,0
APHOLCALF,C2SP08,0
APMELBOHF,C2SP08,0
APMELPACF,C2SP08,1
APMESAGIF,C2SP08,0
APMESCOLF,C2SP08,0
APMESCOMF,C2SP08,1
APMESHUMF,C2SP08,0
APMESMENF,C2SP08,0
APMESPARF,C2SP08,0
APMESSUBF,C2SP08,0
APMESTHEF,C2SP08,0
APMESTRIF,C2SP08,18
APMESTRIM,C2SP08,0
APMESVERF,C2SP08,0
APNEOVIGF,C2SP08,0
APNOM001F,C2SP08,0
APPEPPRU,C2SP08,0
APSVAHELF,C2SP08,0
APSVAMACF,C2SP08,0
APSVAOBLF,C2SP08,0
APTETALBF,C2SP08,0
APTETSPIF,C2SP08,0
APXYLCALF,C2SP08,0
COHYLMESF,C2SP08,0
HAHALTRIF,C2FA08,102
HAAGAANGF,C2FA08,0
HAAGAFEMF,C2FA08,3
HAAGAMELF,C2FA08,0
HAAGASPLF,C2FA08,0
HAAUGAURF,C2FA08,1
HADUFMARF,C2FA08,0
HADUF001F,C2FA08,0
HAHALCONF,C2FA08,0
HAHALLIGF,C2FA08,3
HAHALPARF,C2FA08,3
HALASPRUF,C2FA08,0
HALASCOAF,C2FA08,0
HALASHUDF,C2FA08,1
HALASPARF,C2FA08,0
HALASPERF,C2FA08,0
HALASPOTF,C2FA08,0
HALASSISF,C2FA08,0
HALAS00CF,C2FA08,1
HALAS007F,C2FA08,0
HALAS012F,C2FA08,0
HALAS015F,C2FA08,0
HALAS017F,C2FA08,0
HALAS018F,C2FA08,0
HALAS019F,C2FA08,0
HALAS020F,C2FA08,0
HALAS021F,C2FA08,0
HALASODDF,C2FA08,0
HALASEV1F,C2FA08,0
HALASEV2F,C2FA08,0
HALASEV3F,C2FA08,0
HALASEV4F,C2FA08,0
HALASEV5F,C2FA08,3
HALASEV6F,C2FA08,0
HALASNOCF,C2FA08,0
HANOMTRIF,C2FA08,1
HASPH001F,C2FA08,0
HASPH002F,C2FA08,0
MEANTEMAF,C2FA08,0
MEANTPORF,C2FA08,1
MEASHBIGF,C2FA08,0
MEASHMELF,C2FA08,2
MEDIACURF,C2FA08,0
MEDIAIMPF,C2FA08,0
MEDIOPACF,C2FA08,0
MEDIOPOMF,C2FA08,0
MEHOP003F,C2FA08,0
MELITAPIF,C2FA08,0
MEMEGSIDF,C2FA08,0
MEMEGUMAF,C2FA08,0
MEOSMCERF,C2FA08,0
MEOSMLATF,C2FA08,0
MEOSMLIOF,C2FA08,0
MEOSMPRUF,C2FA08,0
MEOSMTITF,C2FA08,0
MEOSMWATF,C2FA08,0
ANANDCAPF,C2FA08,0
ANANDCREF,C2FA08,0
ANANDHELF,C2FA08,0
ANANDILLF,C2FA08,0
ANANDMON,C2FA08,0
ANANDPRFF,C2FA08,0
ANANDPRIF,C2FA08,0
ANHETPERF,C2FA08,0
ANHET002F,C2FA08,0
ANCAL001F,C2FA08,0
ANPER001F,C2FA08,0
ANPER002F,C2FA08,0
ANPER003F,C2FA08,0
ANPER005F,C2FA08,0
ANPER006F,C2FA08,0
ANPER009F,C2FA08,0
ANPER012F,C2FA08,0
ANPER014F,C2FA08,0
ANPER015F,C2FA08,0
ANPER016F,C2FA08,0
ANPER018F,C2FA08,0
ANPERALBF,C2FA08,0
ANPERAST,C2FA08,0
ANPERCALF,C2FA08,0
ANPERCORF,C2FA08,0
ANPERDOLF,C2FA08,0
ANPERFALF,C2FA08,0
ANPERIGNF,C2FA08,0
ANPERMENF,C2FA08,0
ANPERPULF,C2FA08,0
ANPERVERF,C2FA08,0
APANDCOMF,C2FA08,0
APANPCOMF,C2FA08,0
APANTAFFF,C2FA08,0
APANTCALF,C2FA08,0
APANTLESF,C2FA08,0
APANTMONF,C2FA08,0
APANTPHEF,C2FA08,0
APANTPORF,C2FA08,0
APAPIMELF,C2FA08,1
APBOMHUNF,C2FA08,0
APBOMPENF,C2FA08,0
APCERACAF,C2FA08,0
APCERNANF,C2FA08,0
APDIAAUSF,C2FA08,0
APDIADIMF,C2FA08,0
APDIAENAF,C2FA08,0
APDIAMEGF,C2FA08,0
APDIAOCHF,C2FA08,0
APDIARINF,C2FA08,27
APDIASPHF,C2FA08,0
APDIAVALF,C2FA08,0
APEUCLYCF,C2FA08,0
APEUCTERF,C2FA08,0
APEXOSOLF,C2FA08,1
APHABMORF,C2FA08,0
APHABNS1F,C2FA08,0
APHOLCALF,C2FA08,0
APMELBOHF,C2FA08,0
APMELPACF,C2FA08,0
APMESAGIF,C2FA08,2
APMESCOLF,C2FA08,0
APMESCOMF,C2FA08,3
APMESHUMF,C2FA08,0
APMESMENF,C2FA08,0
APMESPARF,C2FA08,0
APMESSUBF,C2FA08,0
APMESTHEF,C2FA08,0
APMESTRIF,C2FA08,7
APMESTRIM,C2FA08,0
APMESVERF,C2FA08,0
APNEOVIGF,C2FA08,0
APNOM001F,C2FA08,0
APPEPPRU,C2FA08,0
APSVAHELF,C2FA08,0
APSVAMACF,C2FA08,1
APSVAOBLF,C2FA08,0
APTETALBF,C2FA08,0
APTETSPIF,C2FA08,0
APXYLCALF,C2FA08,0
COHYLMESF,C2FA08,0
HAHALTRIF,C2SP09,524
HAAGAANGF,C2SP09,33
HAAGAFEMF,C2SP09,3
HAAGAMELF,C2SP09,2
HAAGASPLF,C2SP09,0
HAAUGAURF,C2SP09,0
HADUFMARF,C2SP09,0
HADUF001F,C2SP09,0
HAHALCONF,C2SP09,0
HAHALLIGF,C2SP09,18
HAHALPARF,C2SP09,2
HALASPRUF,C2SP09,13
HALASCOAF,C2SP09,1
HALASHUDF,C2SP09,0
HALASPARF,C2SP09,0
HALASPERF,C2SP09,4
HALASPOTF,C2SP09,0
HALASSISF,C2SP09,3
HALAS00CF,C2SP09,7
HALAS007F,C2SP09,0
HALAS012F,C2SP09,0
HALAS015F,C2SP09,0
HALAS017F,C2SP09,1
HALAS018F,C2SP09,0
HALAS019F,C2SP09,0
HALAS020F,C2SP09,0
HALAS021F,C2SP09,0
HALASODDF,C2SP09,0
HALASEV1F,C2SP09,0
HALASEV2F,C2SP09,0
HALASEV3F,C2SP09,0
HALASEV4F,C2SP09,0
HALASEV5F,C2SP09,8
HALASEV6F,C2SP09,0
HALASNOCF,C2SP09,0
HANOMTRIF,C2SP09,0
HASPH001F,C2SP09,0
HASPH002F,C2SP09,0
MEANTEMAF,C2SP09,0
MEANTPORF,C2SP09,0
MEASHBIGF,C2SP09,0
MEASHMELF,C2SP09,1
MEDIACURF,C2SP09,0
MEDIAIMPF,C2SP09,0
MEDIOPACF,C2SP09,0
MEDIOPOMF,C2SP09,0
MEHOP003F,C2SP09,0
MELITAPIF,C2SP09,0
MEMEGSIDF,C2SP09,0
MEMEGUMAF,C2SP09,0
MEOSMCERF,C2SP09,3
MEOSMLATF,C2SP09,1
MEOSMLIOF,C2SP09,0
MEOSMPRUF,C2SP09,0
MEOSMTITF,C2SP09,0
MEOSMWATF,C2SP09,0
ANANDCAPF,C2SP09,0
ANANDCREF,C2SP09,0
ANANDHELF,C2SP09,0
ANANDILLF,C2SP09,0
ANANDMON,C2SP09,0
ANANDPRFF,C2SP09,0
ANANDPRIF,C2SP09,0
ANHETPERF,C2SP09,0
ANHET002F,C2SP09,0
ANCAL001F,C2SP09,0
ANPER001F,C2SP09,0
ANPER002F,C2SP09,0
ANPER003F,C2SP09,0
ANPER005F,C2SP09,0
ANPER006F,C2SP09,0
ANPER009F,C2SP09,0
ANPER012F,C2SP09,0
ANPER014F,C2SP09,0
ANPER015F,C2SP09,0
ANPER016F,C2SP09,0
ANPER018F,C2SP09,0
ANPERALBF,C2SP09,0
ANPERAST,C2SP09,0
ANPERCALF,C2SP09,6
ANPERCORF,C2SP09,0
ANPERDOLF,C2SP09,0
ANPERFALF,C2SP09,0
ANPERIGNF,C2SP09,0
ANPERMENF,C2SP09,0
ANPERPULF,C2SP09,0
ANPERVERF,C2SP09,0
APANDCOMF,C2SP09,0
APANPCOMF,C2SP09,0
APANTAFFF,C2SP09,1
APANTCALF,C2SP09,0
APANTLESF,C2SP09,0
APANTMONF,C2SP09,0
APANTPHEF,C2SP09,0
APANTPORF,C2SP09,0
APAPIMELF,C2SP09,0
APBOMHUNF,C2SP09,0
APBOMPENF,C2SP09,0
APCERACAF,C2SP09,0
APCERNANF,C2SP09,0
APDIAAUSF,C2SP09,5
APDIADIMF,C2SP09,0
APDIAENAF,C2SP09,0
APDIAMEGF,C2SP09,0
APDIAOCHF,C2SP09,0
APDIARINF,C2SP09,5
APDIASPHF,C2SP09,0
APDIAVALF,C2SP09,0
APEUCLYCF,C2SP09,1
APEUCTERF,C2SP09,0
APEXOSOLF,C2SP09,0
APHABMORF,C2SP09,5
APHABNS1F,C2SP09,0
APHOLCALF,C2SP09,0
APMELBOHF,C2SP09,1
APMELPACF,C2SP09,0
APMESAGIF,C2SP09,0
APMESCOLF,C2SP09,0
APMESCOMF,C2SP09,0
APMESHUMF,C2SP09,0
APMESMENF,C2SP09,0
APMESPARF,C2SP09,0
APMESSUBF,C2SP09,0
APMESTHEF,C2SP09,0
APMESTRIF,C2SP09,22
APMESTRIM,C2SP09,0
APMESVERF,C2SP09,0
APNEOVIGF,C2SP09,0
APNOM001F,C2SP09,0
APPEPPRU,C2SP09,0
APSVAHELF,C2SP09,0
APSVAMACF,C2SP09,0
APSVAOBLF,C2SP09,0
APTETALBF,C2SP09,0
APTETSPIF,C2SP09,0
APXYLCALF,C2SP09,0
COHYLMESF,C2SP09,1
HAHALTRIF,C2FA09,284
HAAGAANGF,C2FA09,4
HAAGAFEMF,C2FA09,13
HAAGAMELF,C2FA09,1
HAAGASPLF,C2FA09,0
HAAUGAURF,C2FA09,1
HADUFMARF,C2FA09,0
HADUF001F,C2FA09,0
HAHALCONF,C2FA09,0
HAHALLIGF,C2FA09,26
HAHALPARF,C2FA09,19
HALASPRUF,C2FA09,0
HALASCOAF,C2FA09,0
HALASHUDF,C2FA09,1
HALASPARF,C2FA09,0
HALASPERF,C2FA09,0
HALASPOTF,C2FA09,0
HALASSISF,C2FA09,0
HALAS00CF,C2FA09,0
HALAS007F,C2FA09,1
HALAS012F,C2FA09,0
HALAS015F,C2FA09,0
HALAS017F,C2FA09,0
HALAS018F,C2FA09,0
HALAS019F,C2FA09,0
HALAS020F,C2FA09,0
HALAS021F,C2FA09,0
HALASODDF,C2FA09,0
HALASEV1F,C2FA09,0
HALASEV2F,C2FA09,0
HALASEV3F,C2FA09,0
HALASEV4F,C2FA09,0
HALASEV5F,C2FA09,9
HALASEV6F,C2FA09,0
HALASNOCF,C2FA09,1
HANOMTRIF,C2FA09,0
HASPH001F,C2FA09,0
HASPH002F,C2FA09,0
MEANTEMAF,C2FA09,0
MEANTPORF,C2FA09,0
MEASHBIGF,C2FA09,0
MEASHMELF,C2FA09,0
MEDIACURF,C2FA09,0
MEDIAIMPF,C2FA09,0
MEDIOPACF,C2FA09,0
MEDIOPOMF,C2FA09,0
MEHOP003F,C2FA09,0
MELITAPIF,C2FA09,0
MEMEGSIDF,C2FA09,0
MEMEGUMAF,C2FA09,2
MEOSMCERF,C2FA09,0
MEOSMLATF,C2FA09,0
MEOSMLIOF,C2FA09,0
MEOSMPRUF,C2FA09,0
MEOSMTITF,C2FA09,0
MEOSMWATF,C2FA09,0
ANANDCAPF,C2FA09,0
ANANDCREF,C2FA09,0
ANANDHELF,C2FA09,0
ANANDILLF,C2FA09,0
ANANDMON,C2FA09,0
ANANDPRFF,C2FA09,0
ANANDPRIF,C2FA09,0
ANHETPERF,C2FA09,0
ANHET002F,C2FA09,0
ANCAL001F,C2FA09,0
ANPER001F,C2FA09,0
ANPER002F,C2FA09,0
ANPER003F,C2FA09,0
ANPER005F,C2FA09,0
ANPER006F,C2FA09,0
ANPER009F,C2FA09,0
ANPER012F,C2FA09,0
ANPER014F,C2FA09,0
ANPER015F,C2FA09,0
ANPER016F,C2FA09,0
ANPER018F,C2FA09,0
ANPERALBF,C2FA09,0
ANPERAST,C2FA09,0
ANPERCALF,C2FA09,51
ANPERCORF,C2FA09,0
ANPERDOLF,C2FA09,0
ANPERFALF,C2FA09,0
ANPERIGNF,C2FA09,0
ANPERMENF,C2FA09,0
ANPERPULF,C2FA09,2
ANPERVERF,C2FA09,0
APANDCOMF,C2FA09,0
APANPCOMF,C2FA09,1
APANTAFFF,C2FA09,0
APANTCALF,C2FA09,0
APANTLESF,C2FA09,0
APANTMONF,C2FA09,1
APANTPHEF,C2FA09,0
APANTPORF,C2FA09,0
APAPIMELF,C2FA09,0
APBOMHUNF,C2FA09,0
APBOMPENF,C2FA09,0
APCERACAF,C2FA09,0
APCERNANF,C2FA09,0
APDIAAUSF,C2FA09,0
APDIADIMF,C2FA09,0
APDIAENAF,C2FA09,0
APDIAMEGF,C2FA09,0
APDIAOCHF,C2FA09,0
APDIARINF,C2FA09,6
APDIASPHF,C2FA09,0
APDIAVALF,C2FA09,0
APEUCLYCF,C2FA09,0
APEUCTERF,C2FA09,0
APEXOSOLF,C2FA09,1
APHABMORF,C2FA09,0
APHABNS1F,C2FA09,0
APHOLCALF,C2FA09,0
APMELBOHF,C2FA09,0
APMELPACF,C2FA09,0
APMESAGIF,C2FA09,6
APMESCOLF,C2FA09,1
APMESCOMF,C2FA09,1
APMESHUMF,C2FA09,1
APMESMENF,C2FA09,0
APMESPARF,C2FA09,0
APMESSUBF,C2FA09,0
APMESTHEF,C2FA09,0
APMESTRIF,C2FA09,1
APMESTRIM,C2FA09,0
APMESVERF,C2FA09,0
APNEOVIGF,C2FA09,0
APNOM001F,C2FA09,0
APPEPPRU,C2FA09,0
APSVAHELF,C2FA09,0
APSVAMACF,C2FA09,0
APSVAOBLF,C2FA09,0
APTETALBF,C2FA09,0
APTETSPIF,C2FA09,0
APXYLCALF,C2FA09,0
COHYLMESF,C2FA09,0
HAHALTRIF,C2SP10,106
HAAGAANGF,C2SP10,4
HAAGAFEMF,C2SP10,1
HAAGAMELF,C2SP10,0
HAAGASPLF,C2SP10,0
HAAUGAURF,C2SP10,0
HADUFMARF,C2SP10,0
HADUF001F,C2SP10,0
HAHALCONF,C2SP10,0
HAHALLIGF,C2SP10,1
HAHALPARF,C2SP10,0
HALASPRUF,C2SP10,2
HALASCOAF,C2SP10,0
HALASHUDF,C2SP10,0
HALASPARF,C2SP10,0
HALASPERF,C2SP10,1
HALASPOTF,C2SP10,0
HALASSISF,C2SP10,0
HALAS00CF,C2SP10,0
HALAS007F,C2SP10,0
HALAS012F,C2SP10,0
HALAS015F,C2SP10,0
HALAS017F,C2SP10,0
HALAS018F,C2SP10,0
HALAS019F,C2SP10,0
HALAS020F,C2SP10,0
HALAS021F,C2SP10,0
HALASODDF,C2SP10,0
HALASEV1F,C2SP10,0
HALASEV2F,C2SP10,0
HALASEV3F,C2SP10,0
HALASEV4F,C2SP10,0
HALASEV5F,C2SP10,13
HALASEV6F,C2SP10,0
HALASNOCF,C2SP10,0
HANOMTRIF,C2SP10,0
HASPH001F,C2SP10,0
HASPH002F,C2SP10,0
MEANTEMAF,C2SP10,0
MEANTPORF,C2SP10,0
MEASHBIGF,C2SP10,0
MEASHMELF,C2SP10,0
MEDIACURF,C2SP10,0
MEDIAIMPF,C2SP10,0
MEDIOPACF,C2SP10,0
MEDIOPOMF,C2SP10,0
MEHOP003F,C2SP10,0
MELITAPIF,C2SP10,0
MEMEGSIDF,C2SP10,0
MEMEGUMAF,C2SP10,0
MEOSMCERF,C2SP10,0
MEOSMLATF,C2SP10,0
MEOSMLIOF,C2SP10,0
MEOSMPRUF,C2SP10,0
MEOSMTITF,C2SP10,0
MEOSMWATF,C2SP10,0
ANANDCAPF,C2SP10,0
ANANDCREF,C2SP10,0
ANANDHELF,C2SP10,0
ANANDILLF,C2SP10,0
ANANDMON,C2SP10,0
ANANDPRFF,C2SP10,0
ANANDPRIF,C2SP10,0
ANHETPERF,C2SP10,0
ANHET002F,C2SP10,0
ANCAL001F,C2SP10,0
ANPER001F,C2SP10,0
ANPER002F,C2SP10,0
ANPER003F,C2SP10,0
ANPER005F,C2SP10,0
ANPER006F,C2SP10,0
ANPER009F,C2SP10,0
ANPER012F,C2SP10,0
ANPER014F,C2SP10,0
ANPER015F,C2SP10,0
ANPER016F,C2SP10,0
ANPER018F,C2SP10,0
ANPERALBF,C2SP10,0
ANPERAST,C2SP10,0
ANPERCALF,C2SP10,0
ANPERCORF,C2SP10,0
ANPERDOLF,C2SP10,0
ANPERFALF,C2SP10,0
ANPERIGNF,C2SP10,0
ANPERMENF,C2SP10,0
ANPERPULF,C2SP10,0
ANPERVERF,C2SP10,0
APANDCOMF,C2SP10,0
APANPCOMF,C2SP10,0
APANTAFFF,C2SP10,0
APANTCALF,C2SP10,0
APANTLESF,C2SP10,0
APANTMONF,C2SP10,0
APANTPHEF,C2SP10,0
APANTPORF,C2SP10,0
APAPIMELF,C2SP10,0
APBOMHUNF,C2SP10,0
APBOMPENF,C2SP10,0
APCERACAF,C2SP10,0
APCERNANF,C2SP10,0
APDIAAUSF,C2SP10,4
APDIADIMF,C2SP10,1
APDIAENAF,C2SP10,0
APDIAMEGF,C2SP10,0
APDIAOCHF,C2SP10,0
APDIARINF,C2SP10,8
APDIASPHF,C2SP10,0
APDIAVALF,C2SP10,1
APEUCLYCF,C2SP10,0
APEUCTERF,C2SP10,0
APEXOSOLF,C2SP10,0
APHABMORF,C2SP10,0
APHABNS1F,C2SP10,0
APHOLCALF,C2SP10,0
APMELBOHF,C2SP10,0
APMELPACF,C2SP10,0
APMESAGIF,C2SP10,0
APMESCOLF,C2SP10,0
APMESCOMF,C2SP10,1
APMESHUMF,C2SP10,0
APMESMENF,C2SP10,0
APMESPARF,C2SP10,0
APMESSUBF,C2SP10,0
APMESTHEF,C2SP10,0
APMESTRIF,C2SP10,19
APMESTRIM,C2SP10,0
APMESVERF,C2SP10,0
APNEOVIGF,C2SP10,0
APNOM001F,C2SP10,0
APPEPPRU,C2SP10,0
APSVAHELF,C2SP10,0
APSVAMACF,C2SP10,0
APSVAOBLF,C2SP10,0
APTETALBF,C2SP10,0
APTETSPIF,C2SP10,0
APXYLCALF,C2SP10,0
COHYLMESF,C2SP10,0
HAHALTRIF,C2FA10,12
HAAGAANGF,C2FA10,1
HAAGAFEMF,C2FA10,2
HAAGAMELF,C2FA10,0
HAAGASPLF,C2FA10,0
HAAUGAURF,C2FA10,0
HADUFMARF,C2FA10,0
HADUF001F,C2FA10,0
HAHALCONF,C2FA10,0
HAHALLIGF,C2FA10,1
HAHALPARF,C2FA10,0
HALASPRUF,C2FA10,0
HALASCOAF,C2FA10,0
HALASHUDF,C2FA10,0
HALASPARF,C2FA10,0
HALASPERF,C2FA10,0
HALASPOTF,C2FA10,0
HALASSISF,C2FA10,0
HALAS00CF,C2FA10,0
HALAS007F,C2FA10,0
HALAS012F,C2FA10,0
HALAS015F,C2FA10,0
HALAS017F,C2FA10,1
HALAS018F,C2FA10,1
HALAS019F,C2FA10,0
HALAS020F,C2FA10,0
HALAS021F,C2FA10,0
HALASODDF,C2FA10,0
HALASEV1F,C2FA10,0
HALASEV2F,C2FA10,0
HALASEV3F,C2FA10,0
HALASEV4F,C2FA10,0
HALASEV5F,C2FA10,0
HALASEV6F,C2FA10,0
HALASNOCF,C2FA10,0
HANOMTRIF,C2FA10,0
HASPH001F,C2FA10,0
HASPH002F,C2FA10,0
MEANTEMAF,C2FA10,0
MEANTPORF,C2FA10,0
MEASHBIGF,C2FA10,0
MEASHMELF,C2FA10,0
MEDIACURF,C2FA10,0
MEDIAIMPF,C2FA10,0
MEDIOPACF,C2FA10,0
MEDIOPOMF,C2FA10,0
MEHOP003F,C2FA10,0
MELITAPIF,C2FA10,0
MEMEGSIDF,C2FA10,0
MEMEGUMAF,C2FA10,0
MEOSMCERF,C2FA10,0
MEOSMLATF,C2FA10,0
MEOSMLIOF,C2FA10,0
MEOSMPRUF,C2FA10,0
MEOSMTITF,C2FA10,0
MEOSMWATF,C2FA10,0
ANANDCAPF,C2FA10,0
ANANDCREF,C2FA10,0
ANANDHELF,C2FA10,0
ANANDILLF,C2FA10,0
ANANDMON,C2FA10,0
ANANDPRFF,C2FA10,0
ANANDPRIF,C2FA10,0
ANHETPERF,C2FA10,0
ANHET002F,C2FA10,0
ANCAL001F,C2FA10,0
ANPER001F,C2FA10,0
ANPER002F,C2FA10,0
ANPER003F,C2FA10,0
ANPER005F,C2FA10,0
ANPER006F,C2FA10,0
ANPER009F,C2FA10,0
ANPER012F,C2FA10,0
ANPER014F,C2FA10,0
ANPER015F,C2FA10,1
ANPER016F,C2FA10,0
ANPER018F,C2FA10,0
ANPERALBF,C2FA10,0
ANPERAST,C2FA10,0
ANPERCALF,C2FA10,0
ANPERCORF,C2FA10,0
ANPERDOLF,C2FA10,0
ANPERFALF,C2FA10,0
ANPERIGNF,C2FA10,0
ANPERMENF,C2FA10,0
ANPERPULF,C2FA10,0
ANPERVERF,C2FA10,0
APANDCOMF,C2FA10,0
APANPCOMF,C2FA10,0
APANTAFFF,C2FA10,0
APANTCALF,C2FA10,0
APANTLESF,C2FA10,0
APANTMONF,C2FA10,0
APANTPHEF,C2FA10,0
APANTPORF,C2FA10,0
APAPIMELF,C2FA10,0
APBOMHUNF,C2FA10,0
APBOMPENF,C2FA10,0
APCERACAF,C2FA10,0
APCERNANF,C2FA10,1
APDIAAUSF,C2FA10,0
APDIADIMF,C2FA10,0
APDIAENAF,C2FA10,0
APDIAMEGF,C2FA10,0
APDIAOCHF,C2FA10,0
APDIARINF,C2FA10,3
APDIASPHF,C2FA10,0
APDIAVALF,C2FA10,0
APEUCLYCF,C2FA10,0
APEUCTERF,C2FA10,0
APEXOSOLF,C2FA10,1
APHABMORF,C2FA10,0
APHABNS1F,C2FA10,0
APHOLCALF,C2FA10,0
APMELBOHF,C2FA10,0
APMELPACF,C2FA10,0
APMESAGIF,C2FA10,1
APMESCOLF,C2FA10,0
APMESCOMF,C2FA10,0
APMESHUMF,C2FA10,0
APMESMENF,C2FA10,0
APMESPARF,C2FA10,0
APMESSUBF,C2FA10,0
APMESTHEF,C2FA10,0
APMESTRIF,C2FA10,6
APMESTRIM,C2FA10,0
APMESVERF,C2FA10,0
APNEOVIGF,C2FA10,0
APNOM001F,C2FA10,0
APPEPPRU,C2FA10,0
APSVAHELF,C2FA10,0
APSVAMACF,C2FA10,0
APSVAOBLF,C2FA10,0
APTETALBF,C2FA10,0
APTETSPIF,C2FA10,0
APXYLCALF,C2FA10,0
COHYLMESF,C2FA10,0
HAHALTRIF,C3SP08,306
HAAGAANGF,C3SP08,5
HAAGAFEMF,C3SP08,1
HAAGAMELF,C3SP08,1
HAAGASPLF,C3SP08,0
HAAUGAURF,C3SP08,0
HADUFMARF,C3SP08,0
HADUF001F,C3SP08,0
HAHALCONF,C3SP08,0
HAHALLIGF,C3SP08,2
HAHALPARF,C3SP08,0
HALASPRUF,C3SP08,2
HALASCOAF,C3SP08,1
HALASHUDF,C3SP08,0
HALASPARF,C3SP08,0
HALASPERF,C3SP08,3
HALASPOTF,C3SP08,0
HALASSISF,C3SP08,0
HALAS00CF,C3SP08,0
HALAS007F,C3SP08,0
HALAS012F,C3SP08,1
HALAS015F,C3SP08,13
HALAS017F,C3SP08,8
HALAS018F,C3SP08,0
HALAS019F,C3SP08,0
HALAS020F,C3SP08,1
HALAS021F,C3SP08,0
HALASODDF,C3SP08,0
HALASEV1F,C3SP08,0
HALASEV2F,C3SP08,0
HALASEV3F,C3SP08,0
HALASEV4F,C3SP08,0
HALASEV5F,C3SP08,1
HALASEV6F,C3SP08,0
HALASNOCF,C3SP08,0
HANOMTRIF,C3SP08,0
HASPH001F,C3SP08,0
HASPH002F,C3SP08,0
MEANTEMAF,C3SP08,0
MEANTPORF,C3SP08,0
MEASHBIGF,C3SP08,0
MEASHMELF,C3SP08,0
MEDIACURF,C3SP08,0
MEDIAIMPF,C3SP08,0
MEDIOPACF,C3SP08,0
MEDIOPOMF,C3SP08,0
MEHOP003F,C3SP08,0
MELITAPIF,C3SP08,0
MEMEGSIDF,C3SP08,0
MEMEGUMAF,C3SP08,0
MEOSMCERF,C3SP08,0
MEOSMLATF,C3SP08,0
MEOSMLIOF,C3SP08,0
MEOSMPRUF,C3SP08,3
MEOSMTITF,C3SP08,0
MEOSMWATF,C3SP08,0
ANANDCAPF,C3SP08,0
ANANDCREF,C3SP08,0
ANANDHELF,C3SP08,0
ANANDILLF,C3SP08,0
ANANDMON,C3SP08,0
ANANDPRFF,C3SP08,0
ANANDPRIF,C3SP08,1
ANHETPERF,C3SP08,0
ANHET002F,C3SP08,0
ANCAL001F,C3SP08,0
ANPER001F,C3SP08,0
ANPER002F,C3SP08,0
ANPER003F,C3SP08,0
ANPER005F,C3SP08,0
ANPER006F,C3SP08,0
ANPER009F,C3SP08,0
ANPER012F,C3SP08,0
ANPER014F,C3SP08,0
ANPER015F,C3SP08,0
ANPER016F,C3SP08,0
ANPER018F,C3SP08,0
ANPERALBF,C3SP08,1
ANPERAST,C3SP08,0
ANPERCALF,C3SP08,1
ANPERCORF,C3SP08,2
ANPERDOLF,C3SP08,0
ANPERFALF,C3SP08,0
ANPERIGNF,C3SP08,0
ANPERMENF,C3SP08,0
ANPERPULF,C3SP08,0
ANPERVERF,C3SP08,0
APANDCOMF,C3SP08,0
APANPCOMF,C3SP08,0
APANTAFFF,C3SP08,0
APANTCALF,C3SP08,0
APANTLESF,C3SP08,0
APANTMONF,C3SP08,1
APANTPHEF,C3SP08,0
APANTPORF,C3SP08,0
APAPIMELF,C3SP08,0
APBOMHUNF,C3SP08,0
APBOMPENF,C3SP08,0
APCERACAF,C3SP08,0
APCERNANF,C3SP08,0
APDIAAUSF,C3SP08,0
APDIADIMF,C3SP08,0
APDIAENAF,C3SP08,0
