global_id,portal_id,file_id,lter,title,alt_id,owner,metadata_date,year_only,no_temporal_info,start_date,end_date,duration,current,conv_access,pop_data,temp_int,quality,taxa,data_type,descriptor,study_type,num_spp,comm_data,multi_trophic,env_data_file,habitat_data_file,space_data_file,coor_sys,projection,lat,long,summarized,num_sites,num_treatment_levels,treatment_type,exp_maintainence,spatial_replication,num_levels_of_replication,rep_lev1,rep_lev2,rep_lev3,rep_lev4,site_metadata,notes,linked,data_obj_count,api_file
374,knb-lter-sev.173.87391  ,sev173_pdoglizardplot_01312006.txt,SEV," Pino Gate Prairie Dog Study at the Sevilleta National Wildlife Refuge, New Mexico: Landscape Plot Lizard Data (2001-2002) ",173," Davidson, AnaLightfoot, David ",0,0,0,6/2/2000,8/19/2002,,0,1,1,season:yr;irregular,low,herpetofauna,count,,obs,7,yes,no,,,,,,,,,-999,-999,see site_metadata,see site_metadata,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-173,see site metadata for description of study and levels of replication,193;194;195;196;197;198,1,
377,knb-lter-sev.176.233653,sev176_nppwarmquadrat_20141215.txt,SEV," Warming-El Nino-Nitrogen Deposition Experiment (WENNDEx): Net Primary Production Quadrat Data at the Sevilleta National Wildlife Refuge, New Mexico (2006 -present) ",176," Collins, ScottPockman, WilliamFargione, Joe ",0,0,0,2/2/2006,5/21/2015,,1,1,1,season:yr,low,plant,per_cover,,exp,85,yes,no,,,,,,,,,1,8,temp;precip;resource,maintained; maintained;maintained,yes,2,5,2,0,0,http://sev.lternet.edu/data/sev-176,"site (1), treatments (8 levels), plot (5 per treatment), quadrats (2 per plot)",181;205,1,
378,knb-lter-sev.177.102923,sev177_pdoglizardmound_01312006.txt,SEV," Pino Gate Prairie Dog Study at the Sevilleta National Wildlife Refuge, New Mexico: Mound-Scale Lizard Data (1998) ",177," Davidson, AnaLightfoot, David ",1,,,9/9/2000,5/8/2002,,,,1,,other,herpetofauna,count,,obs,,,,,,,,,,,,,,,,,,,,,,http://sev.lternet.edu/data/sev-177,temporal snapshot,,1,
379,knb-lter-sev.178.133945,sev178_grazingexclospp_04102009.txt,SEV," Livestock Exclosure Study: Plant Species Composition in a Chihuahuan Desert Grassland at the Sevilleta National Wildlife Refuge, New Mexico (2004-2007) ",178," Collins, ScottZeglin, Lydia ",0,0,0,5/1/2004,9/1/2007,,0,1,1,season:yr,low,plant,per_cover,,exp,4,yes,no,,,,,,,,,1,3,consumer,maintained,yes,2,3,48,0,0,http://sev.lternet.edu/data/sev-178,"site(see site metadata), treatment (3 levels), plot (up to 3 per treatment level), quadrat(up to 48 per plot",184,1,
387,knb-lter-sev.187.167478,sev187_pjnppquadrat_04122010.txt,SEV," Pinon Juniper Net Primary Production Quadrat Data from the Sevilleta National Wildlife Refuge, New Mexico: 1999-2001 ",187," Muldavin, Esteban ",0,0,0,2/1/1999,9/1/2001,,0,0,1,season:yr,low,plant,per_cover,,obs,118,yes,no,,,,,,,,,2,0,habitat,none,yes,3,5,4,4,0,http://sev.lternet.edu/data/sev-187,"can't read data in, error with txt file; site (2), web (5 per site), plot (4 per web), quadrat (4 per plot) ",,1,
388,knb-lter-sev.188.243666,sev188_nppmonsoonquadrat_20150819.txt,SEV," Monsoon Rainfall Manipulation Experiment (MRME): Net Primary Production Quadrat Data at the Sevilleta National Wildlife Refuge, New Mexico (2006-present) ",188," Collins, Scott ",0,0,0,9/27/2006,5/18/2015,,1,1,1,season:yr,low,plant,per_cover,,exp,78,yes,no,knb-lter-sev.191.121599,,,,,,,,1,6,precip;resource,maintained,yes,3,5,2,0,0,http://sev.lternet.edu/data/sev-188,"site (1), treatments (6 level), plot (up to 5 per treatment), subplot ( indicate area sampled, 1 per plot), quadrat (2 per plot); data for year 2000 is in there but I don't think it should be; not included in duration calculation",157;206;191,1,
393,knb-lter-sev.193.178639 ,sev193_pdogvegplot_01132009.txt,SEV," Pino Gate Prairie Dog Study: Landscape-scale Vegetation Plot Data from the Sevilleta National Wildlife Refuge, New Mexico (1999-2002) ",193," Davidson, AnaLightfoot, David ",0,0,0,9/26/1999,5/8/2002,,0,1,1,season:yr,low,plant,canopy_cover,,obs,94,yes ,yes,,,,,,,,,-999,-999,see site_metadata,see site_metadata,yes,2,7,7,0,0,http://sev.lternet.edu/data/sev-193,"plot(3, presence abscense of small mammals), line (7 per plot), quadrat (7 per line)",173;194;195;196;197;198,1,
394,knb-lter-sev.194.188141,sev194_pdogvegmound_01132009.txt,SEV," Pino Gate Prairie Dog Study: Mound-scale Vegetation Plot Data from the Sevilleta National Wildlife Refuge, New Mexico (2000-2002) ",194," Davidson, AnaLightfoot, David ",0,0,0,10/22/1999,5/11/2002,,0,1,1,season:yr,low,plant,per_cover,,obs,95,yes ,yes,,,,,,,,,-999,-999,see site_metadata,see site_metadata,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-194,see site metadata for description of study and levels of replication,173;193;195;196;197;198,1,
395,knb-lter-sev.195.87428,sev195_pdogarthroplot_01132009.txt,SEV," Pino Gate Prairie Dog Study: Landscape-scale Ground-Dwelling Arthropod Plot Data from the Sevilleta National Wildlife Refuge, New Mexico (2000-2001) ",195," Davidson, AnaLightfoot, David ",1,,,6/12/2000,10/5/2001,,,,1,,other,arthropod,count,,obs,,,,,,,,,,,,,,,,,,,,,,http://sev.lternet.edu/data/sev-195,temporal snapshot,173;193;194;196;197;198,1,
396,knb-lter-sev.196.89276 ,sev195_pdogarthroplot_01132009.txt,SEV," Pino Gate Prairie Dog Study: Mound-scale Ground-Dwelling Arthropod Plot Data from the Sevilleta National Wildlife Refuge, New Mexico (2000-2001) ",196," Davidson, AnaLightfoot, David ",1,,,6/12/2000,10/5/2001,,,,1,,other,arthropod,count,,obs,,,,,,,,,,,,,,,,,,,,,,http://sev.lternet.edu/data/sev-195/5043,temporal snapshot,173;193;194;195;197;198,1,
397,knb-lter-sev.197.122487 ,ev197_pdoghopperplot_01142009.txt,SEV," Pino Gate Prairie Dog Study: Landscape-scale Grasshopper Plot Data from the Sevilleta National Wildlife Refuge, New Mexico (2000-2002) ",197," Davidson, AnaLightfoot, David ",0,0,0,10/10/1999,5/24/2002,,0,1,1,season:yr,low,arthropod,count,,obs,34,yes,yes,,,,,,,,,-999,-999,see site_metadata,see site_metadata,yes,2,7,6,0,0,http://sev.lternet.edu/data/sev-197,"plot (3 types, presence or absence of small mammals), transects(7 per site type), section (6 sections per transect)",173;193;194;195;196;198,1,
398,knb-lter-sev.198.123629,sev198_pdoghoppermound_01142009.txt,SEV," Pino Gate Prairie Dog Study: Mound-scale Grasshopper Plot Data from the Sevilleta National Wildlife Refuge, New Mexico (2000-2001) ",198," Davidson, AnaLightfoot, David ",0,0,0,10/10/1999,5/24/2002,,0,1,1,season:yr,low,arthropod,count,,obs,35,yes ,no,,,,,,,,,-999,-999,see site_metadata,see site_metadata,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-198,see site metadata for description of study and levels of replication,173;193;194;195;196;197,1,
402,knb-lter-sev.201.267288 ,sev201_pointquarter_20150630.txt,SEV," Point-Quarter Distance and Dimension Measurements to Calculate Shrub Density and Estimate Shrub ANPP in a Chihuahuan Desert Creosote Shurbland at the Sevilleta National Wildlife Refuge, New Mexico (2007- ) ",201," Moore, Douglas I.Collins, Scott ",0,0,0,2/22/2007,6/1/2015,,1,1,1,season:yr,other,plant,demo,height;width,obs,1,no,no,,,,,,,,,3,2,habitat;fire,see site_metadata,yes,3,5,4,20,0,http://sev.lternet.edu/data/sev-201,"height, width i.e. volume; site (3 veg types), treatments (up to 2 levels per site), webs (up to 5 webs per site), quadrat (4 per web), indiv (up to 20 per quadrat); data does not contain information for full life cycle",202,1,
404,knb-lter-sev.203.111849,sev203_creosoteseed_07312012.txt,SEV," Larrea Seedling Monitoring Study at the Sevilleta National Wildlife Refuge, New Mexico (1999- ) ",203," Moore, Douglas I. ",0,0,0,11/11/1999,11/11/2011,,1,1,1,season:yr,other,plant,demo,height;width;germ,obs,1,no,no,,,,,,,,,1,0,none,none,no,0,0,0,0,0,http://sev.lternet.edu/data/sev-203,"site (1), individuals (up to 131 individuals ); data do not contain demographic information for the whole life cycle",,1,
405,knb-lter-sev.204.154830 ,sev204_mastproductionall_20150114.txt,SEV," Tree Mast Production in Pinyon-Juniper-Oak Forests at the Sevilleta National Wildlife Refuge, New Mexico (1997- ) ",204," Zlotin, Roman ",0,1,0,1/1/1997,1/1/2014,,1,0,1,yr,other,plant,demo,repro_cnt;see site_metadata,obs,3,no,no,,,,,,,,,5,0,habitat,none,yes,2,4,4,0,0,http://sev.lternet.edu/data/sev-204,"can't read data in correctly, as of now the information is mixed for part of the sheet; site (5), plot (up to 4 per site), subplot (up to 4 per plot)",,1,
408,knb-lter-sev.207.159121,sev207_pjbiomass_03032010.txt,SEV," Pinon-Juniper Overstory Density, Cover and Biomass Data from Cerro Montosa, Sevilleta National Wildlife Refuge, New Mexico (2006-2009) ",207," Muldavin, Esteban ",0,1,0,1/1/2006,1/1/2009,,0,0,1,yr,other,plant,demo,height;width;see site_metadata,obs,2,no,no,,,,,,,,,-999,-999,see site_metadata,see site_metadata,see site_metadata,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-207,"can't read data in, error with txt file; data do not contain demographic info for the whole life cycle",,1,
413,knb-lter-sev.212.1 ,sev212_pdogvegcover_20130509.txt,SEV," Gunnison's Prairie Dog Relocation Project: Vegetation Cover Data from the Sevilleta National Wildife Refuge, New Mexico (2005-2013 ) ",212," Davidson, AnaLightfoot, David ",0,0,0,4/24/2005,4/17/2013,,1,0,1,season:yr,low,plant,per_cover,,exp,143,yes,yes,,,,,,,,,-999,-999,consumer,maintained,see site_metadata,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-212,see site metadata for description of study and levels of replication,213,1,
416,knb-lter-sev.215.173899,sev215_bosquebees_20140128.txt,SEV," Effect of Habitat Restoration on Native Bee Communities at the Bosque del Apache National Wildlife Refuge, New Mexico (2008-2010) ",215," Wright, Karen ",0,0,0,3/1/2008,9/1/2010,,0,1,1,season:yr,low,arthropod,count,,exp,137,yes,no,,,,,,,,,3,0,habitat,none,yes,1,3,0,0,0,http://sev.lternet.edu/data/sev-215,"site (3, one is a removal), replicates (3 per site)",,1,
420,knb-lter-sev.220.365385,sev220_coyotescatsurvey_20150618.csv,SEV," Coyote Scat Surveys in Chihuahuan Desert Grassland and Shrubland Sites, Spring, Summer and Fall at the Sevilleta National Wildlife Refuge, New Mexico (2008-2009) ",220," Seamster, Virginia ",1,,,6/24/2008,11/6/2009,,,1,1,,other,mammal,count;mark-recapture,,obs,1,no,no,,,,,,,,,2,0,habitat,,yes,1,12,,,,http://sev.lternet.edu/data/sev-220,"sites (2), transects (up to 12); temporal snapshot",221,1,
427,knb-lter-sev.228.102077 ,sev228_dipodomys_07132009.txt,SEV," Population Ecology of Banner-Tailed Kangaroo Rats (Dipodomys spectabilis) in a Chihuahuan Desert Grassland at the Sevilleta National Wildlife Refuge, New Mexico (2005-2009) ",228," Edelman, Andrew ",0,0,0,2/19/2005,2/15/2009,,0,1,1,monthly,low,mammal,mark-recapture,,obs,1,no,no,,,,,,,,,1,0,see site_metadata,see site_metadata,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-228,see site metadata for description of study and levels of replication,,1,
429,knb-lter-sev.23.121704,sev023_rabbitpopns_20150310.txt,SEV," Rabbit Population Dynamics in Chihuahuan Desert Grasslands and Shrublands at the Sevilleta National Wildlife Refuge, New Mexico (1992- ) ",23," Parmenter, Robert ",0,0,0,1/20/1992,3/6/2015,,1,1,1,season:yr,low,mammal,count,,obs,3,yes,no,,,,,,,,,1,0,habitat,none,yes,1,4,0,0,0,http://sev.lternet.edu/data/sev-23,"distance sampling; can estimate density as number of rabbits per square kilometer; site (1 large area), section (4 sections of road for the site, 21.5 mile route)",,1,
431,knb-lter-sev.231.176381,sev231_nppnutnetquadrat_20150820.txt,SEV," Effects of Multiple Resource Additions on Community and Ecosystem Processes: NutNet NPP Quadrat Sampling at the Sevilleta National Wildlife Refuge, New Mexico (2007-present) ",231," Collins, Scott ",0,0,,5/13/2008,4/23/2015,,1,1,1,season:yr,low,plant,per_cover,,exp,68,yes,no,,,,,,,,,1,8,resource,maintained,yes,1,5,0,0,0,http://sev.lternet.edu/data/sev-231,"site (1), treatment( 8 treatment levels), replicates ( 5 per treatment)",,1,
432,knb-lter-sev.233.174889,sev233_snakeweedquad_01132010.txt,SEV," Snakeweed Patch Vegetation Quad Data at the Sevilleta National Wildlife Refuge, NM (1984, 1996) ",233," Moore, Douglas I.Grover, HerbGosz, James ",1,,,4/1/1984,6/1/1996,,,,1,,other,plant,per_cover,,obs,,,,,,,,,,,,,,,,,,,,,,http://sev.lternet.edu/data/sev-233/4930,"temporal snapshot (1984,1996)",,1,
435,knb-lter-sev.236.257686 ,sev236_pdog_captures_20150630.txt,SEV," Gunnison's Prairie Dog Restoration Experiment (GPDREx): Population Dynamics within Grasslands at the Sevilleta National Widlife Refuge, New Mexico ",236," Davidson, AnaBaker, Stephanie ",0,0,0,6/8/2010,6/5/2015,,1,0,1,season:yr,low,mammal,mark-recapture,,exp,1,no,no,,,,,,,,,-999,2,consumer,maintained,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-236,error in file; see site metadata for description of study ,238;239,1,
436,knb-lter-sev.238.226091,sev238_pdogvegcover_20150625.txt,SEV," Gunnison's Prairie Dog Restoration Experiment (GPDREx): Vegetation Cover Data from the Sevilleta National Wildlife Refuge, New Mexico ",238," Davidson, AnaBaker, Stephanie ",0,0,0,9/26/2011,4/16/2015,,1,1,1,season:yr,low,plant,per_cover,,exp,111,yes,yes,,,,,,,,,1,2,consumer,maintained,yes,2,2,40,0,0,http://sev.lternet.edu/data/sev-238,"site (1), paired-plot (2, small mammal reintroduction or control), quadrats (40 per plot)",236;239,1,
437,knb-lter-sev.239.210383,sev239_REUrodenttrapping_20150105.txt,SEV," Gunnison's Prairie Dog Restoration Experiment (GPDREx): Small Mammal Mark-Recapture Population Assessment within Grasslands at the Sevilleta National Widlife Refuge, New Mexico ",239," Baker, Stephanie ",1,,,6/4/2013,6/27/2014,,,,1,,other,mammal,mark-recapture,,exp,,,,,,,,,,,,,,,,,,,,,,http://sev.lternet.edu/data/sev-239,temporal snapshot,236;238,1,
438,knb-lter-sev.24.138321,sev024_creosotedimension_01112010.txt,SEV," Creosote Plant Dimension Study at the Sevilleta National Wildlife Refuge, New Mexico (1989-2008) ",24," Moore, Douglas I. ",0,1,0,1/1/1989,1/1/2008,,0,1,1,yr,other,plant,demo,height;crown,obs,1,no,no,,,,,,,,,2,0,habitat,none,yes,2,5,20,0,0,http://sev.lternet.edu/data/sev-24,"site (2), transect (5 per site) individuals (20 per transect); only creosote dimensions;transect attribute missing",006;025;026;027;028,1,
448,knb-lter-sev.25.272922,sev025_pinyonjuniperdimension_20130412.txt,SEV," Pinon-Juniper Plant Dimension Study at the Sevilleta National Wildlife Refuge, New Mexico: 1989-1999 ",25," Gosz, Jim ",0,1,0,1/1/1989,1/1/1999,,0,1,1,yr,other,plant,demo,height;width;circumference,obs,2,no,no,,,,,,,,,2,0,habitat,none,yes,1,70,0,0,0,http://sev.lternet.edu/data/sev-25,"site (2), individuals (up to 70 per site); only pinus edulis and juniperus monosperma in this dataset",006;024;026;027;028,1,
452,knb-lter-sev.253.219268 ,sev253_nppfluxquadrat_20150819.txt,SEV," Biome Transition Along Elevational Gradients in New Mexico (SEON) Study: Flux Tower Net Primary Productivity (NPP) Quadrat Study at the Sevilleta National Wildlife Refuge, New Mexico (2011- present) ",253," Litvak, Marcy ",0,0,0,5/4/2011,4/23/2015,,1,1,1,season:yr,low,plant,per_cover,,exp,60,yes,no,,,,,,,,,-999,2,fire,see site_metadata,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-253,,254,1,
455,knb-lter-sev.257.208279,sev257_pdog_trapping_20140701.txt,SEV," Gunnison's Prairie Dog Relocation Project: Population Dynamics within Grasslands at the Sevilleta National Widlife Refuge, New Mexico (2005-2014) ",257," Davidson, Ana ",0,0,0,6/23/2005,5/5/2014,,0,1,1,season:yr,low,mammal,mark-resight,,exp,1,no,no,,,,,,,,,-999,2,consumer,maintained,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/node/6426,see site metadata for description of study and levels of replication,,1,
457,knb-lter-sev.259.228391,sev259_megame_20150817.txt,SEV," Mega-Monsoon Experiment (MegaME) Vegetation Sampling Data from the Sevilleta National Wildlife Refuge, New Mexico (2014 - present) ",259," Collins, Scott ",1,,,5/29/2014,5/26/2015,,1,1,1,,other,plant,per_cover,,exp,,,,,,,,,,,,,,,,,,,,,,http://sev.lternet.edu/data/sev-259,temporal snapshot,,1,
458,knb-lter-sev.26.215295,sev026_creosotedemography_20130412.txt,SEV," Biannnual Creosote Branch Demography Study at the Sevilleta National Wildlife Refuge, New Mexico (1989-1993) ",26," Marshall, Diane ",0,0,0,6/1/1989,9/1/1999,,0,0,1,season:yr,other,plant,demo,see site_metadata,obs,1,no,no,,,,,,,,,2,0,habitat,none,yes,1,22,0,0,0,http://sev.lternet.edu/data/sev-26,"can't read data in, error with txt file; site (2), individual (up to 22 per site)",,1,
465,knb-lter-sev.266.180462 ,sev266_Konza-KrugersppcompKruger_03142012.txt,SEV, Kruger Species Composition: Konza-Kruger Fire-Grazing Project (2006-2010) ,266," Knapp, AlanSmith, MelindaBlair, JohnCollins, ScottBurkepile, DeronKirkman, Kevin ",0,1,0,1/1/2006,1/1/2010,,0,0,1,yr,low,plant,per_cover,,exp,108,yes,no,,,,,,,,,-999,see site_metadata,fire,see site_metadata,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-266,see site metadata for description of study and levels of replication,,1,
466,knb-lter-sev.267.196138,sev267_Konza-KrugersppcompKonza_03142012.txt,SEV, Konza Species Composition: Konza-Kruger Fire-Grazing Project (2006-2010) ,267," Knapp, AlanSmith, MelindaBlair, JohnCollins, ScottBurkepile, DeronKirkman, Kevin ",0,1,0,1/1/2006,1/1/2010,,0,1,1,yr,low,plant,per_cover,,exp,143,yes,no,,,,,,,,,-999,see site_metadata,fire,see site_metadata,yes,-999,-999,-999,-999,-999,http://sev.lternet.edu/data/sev-267,see site metadata for description of study and levels of replication,,1,
469, knb-lter-sev.27.152871 ,sev027_grassdemography_20130412.txt,SEV," Biannual Grass Demography Study at the Sevilleta National Wildlife Refuge, New Mexico: 1989-1993 ",27," Moore, Douglas I. ",0,0,0,6/1/1989,9/1/1999,,0,1,1,season:yr,other,plant,demo,cirumference; see site_metadata,obs,2,no,no,,,,,,,,,3,0,habitat,none,yes,2,3,100,0,0,http://sev.lternet.edu/data/sev-27,"site (3), plots (3 per site), individual (up to 110 per plot)",006;024;025;026;028,1,
499,knb-lter-sev.278.245672,sev278_npppinjquadrat_20150819.txt,SEV," Pinon-Juniper (Core Site) Quadrat Data for the Net Primary Production Study at the Sevilleta National Wildlife Refuge, New Mexico (2003-present ) ",278," Muldavin, Esteban ",0,0,0,3/11/2003,5/6/2015,,1,1,1,season:yr,low,plant,per_cover,,obs,169,yes,no,,,,,,,,,1,4,habitat,none,yes,1,10,0,0,0,http://sev.lternet.edu/node/6845,"site (1), treatment (4, different habitat types), quadrants (10 per treatment",157;206,1,
500,knb-lter-sev.28.180755 ,sev028_juniperdemography_02242011.txt,SEV," Biannual Juniper Branch Demography Study at the Sevilleta National Wildlife Refuge, New Mexico (1989-1993) ",28," Marshall, Diane ",0,0,0,6/1/1989,9/1/1993,,0,1,1,season:yr,other,plant,demo,see site_metadata,obs,1,no,no,,,,,,,,,2,0,habitat,none,yes,2,2,20,0,0,http://sev.lternet.edu/data/sev-28,"site (2), plot (up to 2 per site), individuals (up to 20 per plot)",,1,
513,knb-lter-sev.289.239260 ,sev289_nppgridquadrat_20141215.txt,SEV," Core Site Grid Quadrat Data for the Net Primary Production Study at the Sevilleta National Wildlife Refuge, New Mexico (2013- present) ",289," Muldavin, Esteban ",1,,,4/24/2013,9/25/2014,,,,1,,other,plant,per_cover,,obs,,,,,,,,,,,,,,,,,,,,,,http://sev.lternet.edu/node/7173/7176,temporal snapshot,,1,
514,knb-lter-sev.29.175390,sev029_arthropop_02162009.txt,SEV," Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) ",29," Lightfoot, David ",0,0,0,3/11/1992,12/15/2004,,0,0,1,bimonthly,high,arthropod,count,,obs,-999,yes,no,,,,,,,,,4,0,habitat,none,yes,2,5,6,0,0,http://sev.lternet.edu/data/sev-29,,,1,
523,knb-lter-sev.297.233742,sev297_edgequadrat_20150818.txt,SEV," Extreme Drought in Grassland Ecosystems (EDGE) Net Primary Production Quadrat Data at the Sevilleta National Wildlife Refuge, New Mexico (2012-present) ",297," Collins, Scott ",0,0,0,10/1/2012,10/31/2014,,1,1,1,season:yr,low,plant,per_cover,,exp,72,yes,no,,,,,,,,,2,3,habitat;precip,maintained,yes,2,10,4,0,0,http://sev.lternet.edu/data/sev-297,"sites (2), blocks (10 per site), treatments (3 levels per block), , quadrats (4 per treatment)",298,1,
545,knb-lter-sev.49.130517,sev049_coyotescat_01192006.txt,SEV," Coyote Scat Survey in the Chihuahuan Desert Grasslands and Creosote Shrublands at the Sevilleta National Wildlife Refuge, New Mexico (1992-2002) ",49," Parmenter, Robert ",0,0,0,1/24/1992,7/31/2002,,0,0,1,season:yr,low,mammal,count,,obs,1,no,no,,,,,,,,,1,0,habitat,none,yes,1,4,0,0,0,http://sev.lternet.edu/data/sev-49,"scat count; site (1), section(4 sections of road within the SEV surveyed)",,1,
550,knb-lter-sev.6.151652 ,sev006_pinyondemography_02152011.txt,SEV," Pinon Branch Demography Study at the Sevilleta National Wildlife Refuge, New Mexico: 1989-1993 ",6," Marshall, Diane ",0,0,0,6/1/1989,9/1/1993,,0,1,1,season:yr,other,plant,demo,see site_metadata,obs,1,no,no,,,,,,,,,1,0,none,none,yes,2,2,20,0,0,http://sev.lternet.edu/data/sev-6,"site (1), plot (up to 2 per site), individuals (up to 20 per plot)",,1,
556,knb-lter-sev.8.297289 ,sev008_rodentpopns_20150615.txt,SEV," Small Mammal Mark-Recapture Population Dynamics at Core Research Sites at the Sevilleta National Wildlife Refuge, New Mexico (1989- ) ",8," Newsome, Seth ",0,1,0,1/1/1989,1/1/2015,,1,0,1,season:yr,low,mammal,distance-sampling,,obs,-999,yes,no,,,,,,,,,6,0,habitat,none,yes,2,5,144,0,0,http://sev.lternet.edu/data/sev-8,"error reading file; site (6), webs (up to 5 per site), traps (144 per web)",,1,
557, knb-lter-sev.81.185474 ,sev081_waterbalance_03022011.txt,SEV," Water Balance Modeling Project at the Sevilleta National Wildlife Refuge, New Mexico: Vegetation Plot Data (1995-1998) ",81," Milne, BruceYang, Yuelong ",0,0,0,7/24/1995,8/17/1998,,0,1,1,month,low,plant,per_cover,,obs,181,yes,no,,,,,,,,,3,0,habitat,none,yes,2,121,0,0,0,http://sev.lternet.edu/data/sev-81,"site (3), quadrats (121 per site, 11 x 11 matrix of rows)",,1,
559,knb-lter-sev.88.122261,sev088_smesant_04102009.txt,SEV," Small Mammal Exclosure Study (SMES) Ant Data from Chihuahuan Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge, New Mexico (1995-2005) ",88," Lightfoot, David ",0,0,0,10/4/1995,9/24/2005,,0,1,1,yr,low,arthropod,count,,exp,9,yes,no,,,,,,,,,2,3,consumer,maintained,yes,1,4,0,0,0,http://sev.lternet.edu/data/sev-88,"site (2), blocks (4 per site), treatment (3 levels per block); ant mound counted within each treatment x block combo",,1,
560,knb-lter-sev.9.277527 ,sev009_reptilepopns_09072011.txt,SEV," Reptile Populations at the Sevilleta National Wildlife Refuge, New Mexico (1989-1990) ",9," Snell, Howard ",0,0,0,3/1/1989,9/1/1991,,0,1,1,season:yr,low,herpetofauna,mark-recapture,,obs,27,yes,no,,,,,,,,,12,0,habitat,none,yes,2,12,24,0,0,http://sev.lternet.edu/data/sev-9,"site (12), webs (12 per site), pitfall traps (24 per web); Not all specimens in mark recapture were released. Data quality may be very low.",,1,
561, knb-lter-sev.91.144606,sev091_smesrabbit_07062006.txt,SEV, Small Mammal Exclosure Study (SMES) Rabbit Feces Data from Chihuahuan Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge (1995-2005) ,91," Lightfoot, David ",0,0,0,5/2/1995,10/26/2005,,0,2,1,season:yr,other,mammal,count,,obs,-999,no,no,,,,,,,,,2,3,consumer,maintained,yes,2,4,36,0,0,http://sev.lternet.edu/data/sev-91,"site(2), blocks(4 per site), treatments (3 per block), quadrats (36 per block x treatment combo)",,1,
562,knb-lter-sev.92.167871,sev092_smestermite_03042011.txt,SEV," Small Mammal Exclosure Study (SMES) Termite Mud Casing Data from Chihuahaun Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge, New Mexico (1996-2005) ",92," Lightfoot, David ",1,,,4/16/1996,10/19/2005,,,,1,,other,arthropod,count,,exp,,,,,,,,,,,,,,,,,,,,,,http://sev.lternet.edu/data/sev-92,termite mound measurements,,1,
566,knb-lter-sev.88.122261,sev097_smesquad_09082011.txt,SEV," Small Mammal Exclosure Study (SMES) Vegetation Data from the Chihuahuan Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge, New Mexico (1995-2009) ",97," Lightfoot, David ",0,0,0,5/2/1995,4/14/2009,,0,0,1,season:yr,low,plant,per_cover,,exp,136,yes,no,,,,,,,,,2,3,consumer,maintained,yes,3,4,36,0,0,http://sev.lternet.edu/data/sev-97,"site(2), blocks(4 per site), treatments (3 per block), quadrats (36 per block x treatment combo)",,1,
572,knb-lter-sgs.141.17,SGS_LTER_LongTermWebVegetation_LTMntrVegWebsStrc.txt,SGS," SGS-LTER Long-Term Monitoring Project : Vegetation Cover and Structure on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1999 -2006, ARS Study Number 118",,,0,1,0,1/1/1999,1/1/2006,,0,1,1,yr,low,plant,density,,obs,1,yes,yes,,,,,,,,,2,0,habitat,none,yes,3,3,3,10,0,http://hdl.handle.net/10217/83458,"density could be estimated for 1 species from data; site(2 habitat types), webs (3 per site), transect (3 per web), point (10 per transect)",,1,
574,knb-lter-sgs.140.17,SGS_LTER_LongTermWebVegetation_LTMntrVegWebsCov.txt,SGS," SGS-LTER Long-Term Monitoring Project : Vegetation Cover and Structure on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1999 -2006, ARS Study Number 118",,,0,1,0,1/1/1999,1/1/2006,,0,1,1,yr,low,plant,per_cover,,obs,139,yes,no,,,,,,,,,2,0,habitat,none,yes,3,3,3,10,0,http://hdl.handle.net/10217/83458,"site(2 habitat types), webs (3 per site), transect (3 per web), point (10 per transect)",,1,
575,knb-lter-sgs.700.1,SGS_LTR_anpp.txt,SGS," SGS-LTER Standard Production Data : 1983-2008 Annual Aboveground Net Primary Production on the Central Plains Experimental Range, Nunn, Colorado, USA 1983-2008, ARS Study Number 6",,,0,0,0,8/15/1983,8/15/2008,,0,1,1,yr,low,plant,density,,exp,90,yes,yes,,,,,,,,,6,2,consumer,see site_metadata,yes,2,3,10,0,0,http://hdl.handle.net/10217/81141,"density= gram/quarter meter squared; site(6 sites, 2 ungrazed and 4 grazed), transect (3 plots per site),  point (10 per transect)",,1,
