"year","fire","ws","block","trt","plot","spnum","Taxa_genus","Taxa_species","cover","Taxa_kingdom","Taxa_family"
2007,4,"n4d","A",1,1,79,"euphorbia","spathulata",0.5,"Plantae",NA
2007,4,"n4d","A",1,1,90,"lespedeza","capitata",0.25,"Plantae",NA
2007,4,"n4d","A",1,1,92,"linum","sulcatum",1,"Plantae",NA
2007,4,"n4d","A",1,1,102,"oxalis","stricta",1.25,"Plantae",NA
2007,4,"n4d","A",1,1,103,"oxalis","violacea",1.25,"Plantae","Oxalidaceae"
2007,4,"n4d","A",1,1,109,"dalea","purpurea",2,"Plantae","Poaceae"
2007,4,"n4d","A",1,1,114,"plantago","rhodosperma",0.5,"Plantae",NA
2007,4,"n4d","A",1,1,120,"ruellia","humilis",6,"Plantae","Loasaceae"
2007,4,"n4d","A",1,1,125,"sisyrinchium","campestre",0.25,"Plantae",NA
2007,4,"n4d","A",1,1,132,"spermolepis","inermis",0.5,"Plantae",NA
2007,4,"n4d","A",1,1,137,"triodanis","perfoliata",0.25,"Plantae",NA
2007,4,"n4d","A",1,1,146,"juncus","interior",1,"Plantae",NA
2007,4,"n4d","A",1,1,150,"agrostis","hyemalis",0.75,"Plantae",NA
2007,4,"n4d","A",1,1,216,"euphorbia","serpens",0.75,"Plantae",NA
2007,4,"n4d","A",1,1,338,"plantago","patagonica",5.5,"Plantae","Plantaginaceae"
2007,4,"n4d","A",1,2,2,"andropogon","gerardii",80,"Plantae",NA
2007,4,"n4d","A",1,2,14,"dichanthelium","oligosanthes",6,"Plantae",NA
2007,4,"n4d","A",1,2,15,"panicum","virgatum",3.25,"Plantae",NA
2007,4,"n4d","A",1,2,17,"poa","pratensis",53.75,"Plantae",NA
2007,4,"n4d","A",1,2,18,"sorghastrum","nutans",48,"Plantae",NA
2007,4,"n4d","A",1,2,20,"sphenopholis","obtusata",0.25,"Plantae",NA
2007,4,"n4d","A",1,2,21,"sporobolus","asper",2.5,"Plantae","Lamiaceae"
2007,4,"n4d","A",1,2,31,"carex","brevior",4.25,"Plantae",NA
2007,4,"n4d","A",1,2,33,"carex","heliophila",0.25,"Plantae",NA
2007,4,"n4d","A",1,2,34,"carex","meadii",4.5,"Plantae",NA
2007,4,"n4d","A",1,2,36,"cyperus","lupulinus",1,"Plantae",NA
2007,4,"n4d","A",1,2,44,"achillea","millefolium",1.25,"Plantae",NA
2007,4,"n4d","A",1,2,46,"ambrosia","psilostachya",0.75,"Plantae",NA
2007,4,"n4d","A",1,2,50,"apocynum","cannabinum",0.25,"Plantae",NA
2007,4,"n4d","A",1,2,52,"artemisia","ludoviciana",2,"Plantae","Orobanchaceae"
2007,4,"n4d","A",1,2,55,"asclepias","verticillata",0.75,"Plantae","Apiaceae"
2007,4,"n4d","A",1,2,56,"asclepias","viridis",6.25,"Plantae","Poaceae"
2007,4,"n4d","A",1,2,58,"aster","ericoides",15.5,"Plantae","Asteraceae"
2007,4,"n4d","A",1,2,69,"callirhoe","involucrata",0.25,"Plantae",NA
2007,4,"n4d","A",1,2,77,"erigeron","strigosus",0.75,"Plantae",NA
2007,4,"n4d","A",1,2,86,"kuhnia","eupatorioides",0.5,"Plantae","Asteraceae"
2007,4,"n4d","A",1,2,90,"lespedeza","capitata",4.5,"Plantae",NA
2007,4,"n4d","A",1,2,99,"oenothera","speciosa",0.25,"Plantae","Asclepiadaceae"
2007,4,"n4d","A",1,2,102,"oxalis","stricta",0.25,"Plantae",NA
2007,4,"n4d","A",1,2,103,"oxalis","violacea",1,"Plantae","Oxalidaceae"
2007,4,"n4d","A",1,2,111,"physalis","pumila",0.75,"Plantae","Polemoniaceae"
2007,4,"n4d","A",1,2,120,"ruellia","humilis",0.75,"Plantae","Loasaceae"
2007,4,"n4d","A",1,2,127,"solidago","canadensis",37.5,"Plantae","Asteraceae"
2007,4,"n4d","A",1,2,130,"solidago","rigida",14.5,"Plantae",NA
2007,4,"n4d","A",1,2,139,"verbena","stricta",0.25,"Plantae",NA
2007,4,"n4d","A",1,2,150,"agrostis","hyemalis",0.5,"Plantae",NA
2007,4,"n4d","A",1,2,216,"euphorbia","serpens",0.5,"Plantae",NA
2007,4,"n4d","A",1,3,2,"andropogon","gerardii",85,"Plantae",NA
2007,4,"n4d","A",1,3,11,"eragrostis","spectabilis",6.5,"Plantae",NA
2007,4,"n4d","A",1,3,12,"koeleria","pyramidata",1.75,"Plantae",NA
2007,4,"n4d","A",1,3,14,"dichanthelium","oligosanthes",6.75,"Plantae",NA
2007,4,"n4d","A",1,3,17,"poa","pratensis",11.75,"Plantae",NA
2007,4,"n4d","A",1,3,18,"sorghastrum","nutans",18.5,"Plantae",NA
2007,4,"n4d","A",1,3,20,"sphenopholis","obtusata",0.5,"Plantae",NA
2007,4,"n4d","A",1,3,21,"sporobolus","asper",14,"Plantae","Lamiaceae"
2007,4,"n4d","A",1,3,25,"bromus","japonicus",26.5,"Plantae",NA
2007,4,"n4d","A",1,3,28,"hordeum","pusillum",1.5,"Plantae",NA
2007,4,"n4d","A",1,3,31,"carex","brevior",1.75,"Plantae",NA
2007,4,"n4d","A",1,3,33,"carex","heliophila",0.5,"Plantae",NA
2007,4,"n4d","A",1,3,34,"carex","meadii",1.75,"Plantae",NA
2007,4,"n4d","A",1,3,36,"cyperus","lupulinus",1.75,"Plantae",NA
2007,4,"n4d","A",1,3,42,"rosa","arkansana",1.5,"Plantae",NA
2007,4,"n4d","A",1,3,43,"symphoricarpos","orbiculatus",0.25,"Plantae",NA
2007,4,"n4d","A",1,3,44,"achillea","millefolium",5.25,"Plantae",NA
2007,4,"n4d","A",1,3,46,"ambrosia","psilostachya",1,"Plantae",NA
2007,4,"n4d","A",1,3,52,"artemisia","ludoviciana",0.5,"Plantae","Orobanchaceae"
2007,4,"n4d","A",1,3,55,"asclepias","verticillata",0.75,"Plantae","Apiaceae"
2007,4,"n4d","A",1,3,56,"asclepias","viridis",0.75,"Plantae","Poaceae"
2007,4,"n4d","A",1,3,58,"aster","ericoides",16.5,"Plantae","Asteraceae"
2007,4,"n4d","A",1,3,69,"callirhoe","involucrata",0.75,"Plantae",NA
2007,4,"n4d","A",1,3,77,"erigeron","strigosus",0.5,"Plantae",NA
2007,4,"n4d","A",1,3,82,"hedeoma","hispidum",0.5,"Plantae","Hydrophyllaceae"
2007,4,"n4d","A",1,3,90,"lespedeza","capitata",0.75,"Plantae",NA
2007,4,"n4d","A",1,3,102,"oxalis","stricta",0.75,"Plantae",NA
2007,4,"n4d","A",1,3,103,"oxalis","violacea",3,"Plantae","Oxalidaceae"
2007,4,"n4d","A",1,3,114,"plantago","rhodosperma",0.75,"Plantae",NA
2007,4,"n4d","A",1,3,118,"ratibida","columnifera",1,"Plantae","Asteraceae"
2007,4,"n4d","A",1,3,120,"ruellia","humilis",1,"Plantae","Loasaceae"
2007,4,"n4d","A",1,3,124,"silene","antirrhina",0.25,"Plantae","Caryophyllaceae"
2007,4,"n4d","A",1,3,127,"solidago","canadensis",0.75,"Plantae","Asteraceae"
2007,4,"n4d","A",1,3,132,"spermolepis","inermis",0.75,"Plantae",NA
2007,4,"n4d","A",1,3,140,"vernonia","baldwinii",1.25,"Plantae",NA
2007,4,"n4d","A",1,3,146,"juncus","interior",0.5,"Plantae",NA
2007,4,"n4d","A",1,3,338,"plantago","patagonica",1.25,"Plantae","Plantaginaceae"
2007,4,"n4d","A",1,3,551,"Heart-shaped mustard","",0.25,"Plantae",NA
2007,4,"n4d","A",1,4,2,"andropogon","gerardii",47.5,"Plantae",NA
2007,4,"n4d","A",1,4,3,"andropogon","scoparius",0.75,"Plantae","Fabaceae"
2007,4,"n4d","A",1,4,4,"bouteloua","curtipendula",50,"Plantae","Poaceae"
2007,4,"n4d","A",1,4,12,"koeleria","pyramidata",1.5,"Plantae",NA
2007,4,"n4d","A",1,4,14,"dichanthelium","oligosanthes",5.5,"Plantae",NA
2007,4,"n4d","A",1,4,17,"poa","pratensis",2.75,"Plantae",NA
2007,4,"n4d","A",1,4,18,"sorghastrum","nutans",11.75,"Plantae",NA
2007,4,"n4d","A",1,4,21,"sporobolus","asper",12.25,"Plantae","Lamiaceae"
2007,4,"n4d","A",1,4,28,"hordeum","pusillum",0.5,"Plantae",NA
2007,4,"n4d","A",1,4,31,"carex","brevior",0.75,"Plantae",NA
2007,4,"n4d","A",1,4,33,"carex","heliophila",1.75,"Plantae",NA
2007,4,"n4d","A",1,4,34,"carex","meadii",3.5,"Plantae",NA
2007,4,"n4d","A",1,4,36,"cyperus","lupulinus",1.5,"Plantae",NA
2007,4,"n4d","A",1,4,40,"amorpha","canescens",9.75,"Plantae","Chenopodiaceae"
2007,4,"n4d","A",1,4,44,"achillea","millefolium",0.5,"Plantae",NA
2007,4,"n4d","A",1,4,46,"ambrosia","psilostachya",0.5,"Plantae",NA
2007,4,"n4d","A",1,4,49,"antennaria","neglecta",5,"Plantae",NA
2007,4,"n4d","A",1,4,55,"asclepias","verticillata",0.75,"Plantae","Apiaceae"
2007,4,"n4d","A",1,4,58,"aster","ericoides",31.25,"Plantae","Asteraceae"
2007,4,"n4d","A",1,4,61,"astragalus","crassicarpus",0.5,"Plantae",NA
2007,4,"n4d","A",1,4,72,"croton","monanthogynus",0.25,"Plantae",NA
2007,4,"n4d","A",1,4,86,"kuhnia","eupatorioides",0.5,"Plantae","Asteraceae"
2007,4,"n4d","A",1,4,102,"oxalis","stricta",0.5,"Plantae",NA
2007,4,"n4d","A",1,4,103,"oxalis","violacea",0.5,"Plantae","Oxalidaceae"
2007,4,"n4d","A",1,4,118,"ratibida","columnifera",0.5,"Plantae","Asteraceae"
2007,4,"n4d","A",1,4,120,"ruellia","humilis",0.25,"Plantae","Loasaceae"
2007,4,"n4d","A",1,4,121,"salvia","azurea",0.25,"Plantae",NA
2007,4,"n4d","A",1,4,216,"euphorbia","serpens",0.75,"Plantae",NA
2007,4,"n4d","A",1,4,338,"plantago","patagonica",0.25,"Plantae","Plantaginaceae"
2007,4,"n4d","A",1,5,2,"andropogon","gerardii",93.75,"Plantae",NA
2007,4,"n4d","A",1,5,3,"andropogon","scoparius",2,"Plantae","Fabaceae"
2007,4,"n4d","A",1,5,4,"bouteloua","curtipendula",14.25,"Plantae","Poaceae"
2007,4,"n4d","A",1,5,14,"dichanthelium","oligosanthes",0.75,"Plantae",NA
2007,4,"n4d","A",1,5,15,"panicum","virgatum",4.5,"Plantae",NA
2007,4,"n4d","A",1,5,18,"sorghastrum","nutans",8.25,"Plantae",NA
2007,4,"n4d","A",1,5,20,"sphenopholis","obtusata",2.25,"Plantae",NA
2007,4,"n4d","A",1,5,33,"carex","heliophila",0.25,"Plantae",NA
2007,4,"n4d","A",1,5,34,"carex","meadii",1.75,"Plantae",NA
2007,4,"n4d","A",1,5,58,"aster","ericoides",31.75,"Plantae","Asteraceae"
2007,4,"n4d","A",1,5,61,"astragalus","crassicarpus",0.25,"Plantae",NA
2007,4,"n4d","A",1,5,72,"croton","monanthogynus",0.5,"Plantae",NA
2007,4,"n4d","A",1,5,77,"erigeron","strigosus",0.25,"Plantae",NA
2007,4,"n4d","A",1,5,86,"kuhnia","eupatorioides",0.75,"Plantae","Asteraceae"
2007,4,"n4d","A",1,5,93,"lithospermum","incisum",0.75,"Plantae","Boraginaceae"
2007,4,"n4d","A",1,5,111,"physalis","pumila",4.75,"Plantae","Polemoniaceae"
2007,4,"n4d","A",1,5,116,"psoralea","esculenta",1,"Plantae",NA
2007,4,"n4d","A",1,5,140,"vernonia","baldwinii",1.25,"Plantae",NA
2007,4,"n4d","A",1,5,223,"hedyotis","nigricans",2.5,"Plantae",NA
2007,4,"n4d","A",1,5,253,"mirabilis","linearis",0.25,"Plantae","Nyctaginaceae"
2007,4,"n4d","A",1,5,400,"aster","laevis",0.25,"Plantae",NA
2007,4,"n4d","A",1,6,2,"andropogon","gerardii",38.75,"Plantae",NA
2007,4,"n4d","A",1,6,3,"andropogon","scoparius",2,"Plantae","Fabaceae"
2007,4,"n4d","A",1,6,4,"bouteloua","curtipendula",71.25,"Plantae","Poaceae"
2007,4,"n4d","A",1,6,14,"dichanthelium","oligosanthes",4,"Plantae",NA
2007,4,"n4d","A",1,6,18,"sorghastrum","nutans",19.25,"Plantae",NA
2007,4,"n4d","A",1,6,21,"sporobolus","asper",2.25,"Plantae","Lamiaceae"
2007,4,"n4d","A",1,6,27,"festuca","octoflora",0.25,"Plantae","Poaceae"
2007,4,"n4d","A",1,6,31,"carex","brevior",2.5,"Plantae",NA
2007,4,"n4d","A",1,6,33,"carex","heliophila",3,"Plantae",NA
2007,4,"n4d","A",1,6,34,"carex","meadii",3.5,"Plantae",NA
2007,4,"n4d","A",1,6,36,"cyperus","lupulinus",0.75,"Plantae",NA
2007,4,"n4d","A",1,6,40,"amorpha","canescens",5,"Plantae","Chenopodiaceae"
2007,4,"n4d","A",1,6,44,"achillea","millefolium",0.75,"Plantae",NA
2007,4,"n4d","A",1,6,46,"ambrosia","psilostachya",0.5,"Plantae",NA
2007,4,"n4d","A",1,6,49,"antennaria","neglecta",0.25,"Plantae",NA
2007,4,"n4d","A",1,6,52,"artemisia","ludoviciana",0.5,"Plantae","Orobanchaceae"
2007,4,"n4d","A",1,6,58,"aster","ericoides",24.75,"Plantae","Asteraceae"
2007,4,"n4d","A",1,6,59,"aster","oblongifolius",1.25,"Plantae",NA
2007,4,"n4d","A",1,6,61,"astragalus","crassicarpus",1.5,"Plantae",NA
2007,4,"n4d","A",1,6,69,"callirhoe","involucrata",0.25,"Plantae",NA
2007,4,"n4d","A",1,6,77,"erigeron","strigosus",0.75,"Plantae",NA
2007,4,"n4d","A",1,6,89,"lepidium","densiflorum",0.25,"Plantae","Brassicaceae"
2007,4,"n4d","A",1,6,93,"lithospermum","incisum",0.25,"Plantae","Boraginaceae"
2007,4,"n4d","A",1,6,102,"oxalis","stricta",0.25,"Plantae",NA
2007,4,"n4d","A",1,6,103,"oxalis","violacea",16.25,"Plantae","Oxalidaceae"
2007,4,"n4d","A",1,6,111,"physalis","pumila",0.5,"Plantae","Polemoniaceae"
2007,4,"n4d","A",1,6,114,"plantago","rhodosperma",0.25,"Plantae",NA
2007,4,"n4d","A",1,6,118,"ratibida","columnifera",0.75,"Plantae","Asteraceae"
2007,4,"n4d","A",1,6,120,"ruellia","humilis",0.5,"Plantae","Loasaceae"
2007,4,"n4d","A",1,6,121,"salvia","azurea",0.25,"Plantae",NA
2007,4,"n4d","A",1,6,128,"solidago","missouriensis",12,"Plantae","Fabaceae"
2007,4,"n4d","A",1,6,130,"solidago","rigida",8.25,"Plantae",NA
2007,4,"n4d","A",1,6,140,"vernonia","baldwinii",1.25,"Plantae",NA
2007,4,"n4d","A",1,6,216,"euphorbia","serpens",0.5,"Plantae",NA
2007,4,"n4d","A",1,7,2,"andropogon","gerardii",27,"Plantae",NA
2007,4,"n4d","A",1,7,3,"andropogon","scoparius",8,"Plantae","Fabaceae"
2007,4,"n4d","A",1,7,4,"bouteloua","curtipendula",42.5,"Plantae","Poaceae"
2007,4,"n4d","A",1,7,14,"dichanthelium","oligosanthes",28,"Plantae",NA
2007,4,"n4d","A",1,7,15,"panicum","virgatum",2.75,"Plantae",NA
2007,4,"n4d","A",1,7,17,"poa","pratensis",5,"Plantae",NA
2007,4,"n4d","A",1,7,18,"sorghastrum","nutans",19.5,"Plantae",NA
2007,4,"n4d","A",1,7,21,"sporobolus","asper",0.25,"Plantae","Lamiaceae"
2007,4,"n4d","A",1,7,27,"festuca","octoflora",0.5,"Plantae","Poaceae"
2007,4,"n4d","A",1,7,28,"hordeum","pusillum",0.5,"Plantae",NA
2007,4,"n4d","A",1,7,31,"carex","brevior",0.5,"Plantae",NA
2007,4,"n4d","A",1,7,33,"carex","heliophila",1.75,"Plantae",NA
2007,4,"n4d","A",1,7,34,"carex","meadii",4.5,"Plantae",NA
2007,4,"n4d","A",1,7,36,"cyperus","lupulinus",2.25,"Plantae",NA
2007,4,"n4d","A",1,7,40,"amorpha","canescens",0.75,"Plantae","Chenopodiaceae"
2007,4,"n4d","A",1,7,44,"achillea","millefolium",0.75,"Plantae",NA
2007,4,"n4d","A",1,7,46,"ambrosia","psilostachya",1.75,"Plantae",NA
2007,4,"n4d","A",1,7,49,"antennaria","neglecta",0.5,"Plantae",NA
2007,4,"n4d","A",1,7,52,"artemisia","ludoviciana",1,"Plantae","Orobanchaceae"
2007,4,"n4d","A",1,7,58,"aster","ericoides",14.25,"Plantae","Asteraceae"
2007,4,"n4d","A",1,7,61,"astragalus","crassicarpus",0.25,"Plantae",NA
2007,4,"n4d","A",1,7,90,"lespedeza","capitata",0.75,"Plantae",NA
2007,4,"n4d","A",1,7,102,"oxalis","stricta",1.75,"Plantae",NA
2007,4,"n4d","A",1,7,107,"dalea","multiflora",2,"Plantae","Polemoniaceae"
2007,4,"n4d","A",1,7,109,"dalea","purpurea",0.5,"Plantae","Poaceae"
2007,4,"n4d","A",1,7,114,"plantago","rhodosperma",1,"Plantae",NA
2007,4,"n4d","A",1,7,118,"ratibida","columnifera",1,"Plantae","Asteraceae"
2007,4,"n4d","A",1,7,120,"ruellia","humilis",0.25,"Plantae","Loasaceae"
2007,4,"n4d","A",1,7,121,"salvia","azurea",2,"Plantae",NA
2007,4,"n4d","A",1,7,139,"verbena","stricta",1.5,"Plantae",NA
2007,4,"n4d","A",1,7,143,"lespedeza","violacea",72.5,"Plantae","Oxalidaceae"
2007,4,"n4d","A",1,7,152,"asclepias","viridiflora",0.25,"Plantae",NA
2007,4,"n4d","A",1,7,216,"euphorbia","serpens",1,"Plantae",NA
2007,4,"n4d","A",1,7,338,"plantago","patagonica",0.5,"Plantae","Plantaginaceae"
2007,4,"n4d","A",2,1,2,"andropogon","gerardii",3,"Plantae",NA
2007,4,"n4d","A",2,1,5,"bouteloua","gracilis",76.25,"Plantae","Poaceae"
2007,4,"n4d","A",2,1,9,"elymus","canadensis",0.5,"Plantae","Asteraceae"
2007,4,"n4d","A",2,1,12,"koeleria","pyramidata",4,"Plantae",NA
2007,4,"n4d","A",2,1,14,"dichanthelium","oligosanthes",8.25,"Plantae",NA
2007,4,"n4d","A",2,1,17,"poa","pratensis",18.75,"Plantae",NA
2007,4,"n4d","A",2,1,18,"sorghastrum","nutans",2.25,"Plantae",NA
2007,4,"n4d","A",2,1,20,"sphenopholis","obtusata",2.75,"Plantae",NA
2007,4,"n4d","A",2,1,21,"sporobolus","asper",2.75,"Plantae","Lamiaceae"
2007,4,"n4d","A",2,1,25,"bromus","japonicus",0.5,"Plantae",NA
2007,4,"n4d","A",2,1,27,"festuca","octoflora",0.75,"Plantae","Poaceae"
2007,4,"n4d","A",2,1,28,"hordeum","pusillum",1.5,"Plantae",NA
2007,4,"n4d","A",2,1,31,"carex","brevior",3.75,"Plantae",NA
2007,4,"n4d","A",2,1,33,"carex","heliophila",0.5,"Plantae",NA
2007,4,"n4d","A",2,1,34,"carex","meadii",1.75,"Plantae",NA
2007,4,"n4d","A",2,1,36,"cyperus","lupulinus",0.75,"Plantae",NA
2007,4,"n4d","A",2,1,44,"achillea","millefolium",3.5,"Plantae",NA
2007,4,"n4d","A",2,1,46,"ambrosia","psilostachya",12.25,"Plantae",NA
2007,4,"n4d","A",2,1,52,"artemisia","ludoviciana",1,"Plantae","Orobanchaceae"
2007,4,"n4d","A",2,1,56,"asclepias","viridis",1.5,"Plantae","Poaceae"
2007,4,"n4d","A",2,1,58,"aster","ericoides",3.75,"Plantae","Asteraceae"
2007,4,"n4d","A",2,1,71,"conyza","canadensis",0.25,"Plantae","Asteraceae"
2007,4,"n4d","A",2,1,77,"erigeron","strigosus",1.5,"Plantae",NA
2007,4,"n4d","A",2,1,79,"euphorbia","spathulata",1,"Plantae",NA
2007,4,"n4d","A",2,1,82,"hedeoma","hispidum",1,"Plantae","Hydrophyllaceae"
2007,4,"n4d","A",2,1,89,"lepidium","densiflorum",1,"Plantae","Brassicaceae"
2007,4,"n4d","A",2,1,92,"linum","sulcatum",0.75,"Plantae",NA
2007,4,"n4d","A",2,1,102,"oxalis","stricta",1,"Plantae",NA
2007,4,"n4d","A",2,1,103,"oxalis","violacea",0.75,"Plantae","Oxalidaceae"
2007,4,"n4d","A",2,1,114,"plantago","rhodosperma",0.75,"Plantae",NA
2007,4,"n4d","A",2,1,118,"ratibida","columnifera",0.25,"Plantae","Asteraceae"
2007,4,"n4d","A",2,1,120,"ruellia","humilis",1.5,"Plantae","Loasaceae"
2007,4,"n4d","A",2,1,124,"silene","antirrhina",0.5,"Plantae","Caryophyllaceae"
2007,4,"n4d","A",2,1,127,"solidago","canadensis",1.75,"Plantae","Asteraceae"
2007,4,"n4d","A",2,1,130,"solidago","rigida",1.75,"Plantae",NA
2007,4,"n4d","A",2,1,132,"spermolepis","inermis",1,"Plantae",NA
2007,4,"n4d","A",2,1,146,"juncus","interior",1,"Plantae",NA
2007,4,"n4d","A",2,1,150,"agrostis","hyemalis",5.5,"Plantae",NA
2007,4,"n4d","A",2,1,212,"amaranthus","rudis",0.25,"Plantae",NA
2007,4,"n4d","A",2,1,216,"euphorbia","serpens",0.75,"Plantae",NA
2007,4,"n4d","A",2,1,338,"plantago","patagonica",1.25,"Plantae","Plantaginaceae"
2007,4,"n4d","A",2,2,2,"andropogon","gerardii",24.25,"Plantae",NA
2007,4,"n4d","A",2,2,4,"bouteloua","curtipendula",0.75,"Plantae","Poaceae"
2007,4,"n4d","A",2,2,5,"bouteloua","gracilis",0.75,"Plantae","Poaceae"
2007,4,"n4d","A",2,2,11,"eragrostis","spectabilis",0.5,"Plantae",NA
2007,4,"n4d","A",2,2,12,"koeleria","pyramidata",0.5,"Plantae",NA
2007,4,"n4d","A",2,2,14,"dichanthelium","oligosanthes",2.25,"Plantae",NA
2007,4,"n4d","A",2,2,17,"poa","pratensis",66.5,"Plantae",NA
2007,4,"n4d","A",2,2,18,"sorghastrum","nutans",39.25,"Plantae",NA
2007,4,"n4d","A",2,2,20,"sphenopholis","obtusata",1.5,"Plantae",NA
2007,4,"n4d","A",2,2,21,"sporobolus","asper",6.5,"Plantae","Lamiaceae"
2007,4,"n4d","A",2,2,25,"bromus","japonicus",1,"Plantae",NA
2007,4,"n4d","A",2,2,30,"schedonnardus","paniculatus",1,"Plantae",NA
2007,4,"n4d","A",2,2,31,"carex","brevior",4.5,"Plantae",NA
2007,4,"n4d","A",2,2,33,"carex","heliophila",1.5,"Plantae",NA
2007,4,"n4d","A",2,2,34,"carex","meadii",2,"Plantae",NA
2007,4,"n4d","A",2,2,36,"cyperus","lupulinus",2,"Plantae",NA
2007,4,"n4d","A",2,2,43,"symphoricarpos","orbiculatus",0.25,"Plantae",NA
2007,4,"n4d","A",2,2,44,"achillea","millefolium",0.25,"Plantae",NA
2007,4,"n4d","A",2,2,46,"ambrosia","psilostachya",4,"Plantae",NA
2007,4,"n4d","A",2,2,52,"artemisia","ludoviciana",2.75,"Plantae","Orobanchaceae"
2007,4,"n4d","A",2,2,56,"asclepias","viridis",3,"Plantae","Poaceae"
2007,4,"n4d","A",2,2,58,"aster","ericoides",9.5,"Plantae","Asteraceae"
2007,4,"n4d","A",2,2,77,"erigeron","strigosus",1,"Plantae",NA
2007,4,"n4d","A",2,2,82,"hedeoma","hispidum",1.25,"Plantae","Hydrophyllaceae"
2007,4,"n4d","A",2,2,86,"kuhnia","eupatorioides",1.5,"Plantae","Asteraceae"
2007,4,"n4d","A",2,2,90,"lespedeza","capitata",0.25,"Plantae",NA
2007,4,"n4d","A",2,2,92,"linum","sulcatum",0.5,"Plantae",NA
2007,4,"n4d","A",2,2,99,"oenothera","speciosa",0.75,"Plantae","Asclepiadaceae"
2007,4,"n4d","A",2,2,102,"oxalis","stricta",1.25,"Plantae",NA
2007,4,"n4d","A",2,2,111,"physalis","pumila",0.75,"Plantae","Polemoniaceae"
2007,4,"n4d","A",2,2,114,"plantago","rhodosperma",1.25,"Plantae",NA
2007,4,"n4d","A",2,2,117,"psoralea","tenuiflora",0.25,"Plantae",NA
2007,4,"n4d","A",2,2,120,"ruellia","humilis",0.75,"Plantae","Loasaceae"
2007,4,"n4d","A",2,2,121,"salvia","azurea",3.25,"Plantae",NA
2007,4,"n4d","A",2,2,125,"sisyrinchium","campestre",1,"Plantae",NA
2007,4,"n4d","A",2,2,127,"solidago","canadensis",16,"Plantae","Asteraceae"
2007,4,"n4d","A",2,2,130,"solidago","rigida",3.25,"Plantae",NA
2007,4,"n4d","A",2,2,132,"spermolepis","inermis",0.25,"Plantae",NA
2007,4,"n4d","A",2,2,140,"vernonia","baldwinii",0.75,"Plantae",NA
2007,4,"n4d","A",2,2,150,"agrostis","hyemalis",4,"Plantae",NA
2007,4,"n4d","A",2,2,216,"euphorbia","serpens",1,"Plantae",NA
2007,4,"n4d","A",2,2,338,"plantago","patagonica",0.5,"Plantae","Plantaginaceae"
2007,4,"n4d","A",2,3,2,"andropogon","gerardii",24.25,"Plantae",NA
2007,4,"n4d","A",2,3,5,"bouteloua","gracilis",17.75,"Plantae","Poaceae"
2007,4,"n4d","A",2,3,11,"eragrostis","spectabilis",1,"Plantae",NA
2007,4,"n4d","A",2,3,12,"koeleria","pyramidata",0.5,"Plantae",NA
2007,4,"n4d","A",2,3,14,"dichanthelium","oligosanthes",6,"Plantae",NA
2007,4,"n4d","A",2,3,17,"poa","pratensis",40,"Plantae",NA
2007,4,"n4d","A",2,3,18,"sorghastrum","nutans",48.25,"Plantae",NA
2007,4,"n4d","A",2,3,20,"sphenopholis","obtusata",1,"Plantae",NA
2007,4,"n4d","A",2,3,21,"sporobolus","asper",5.25,"Plantae","Lamiaceae"
2007,4,"n4d","A",2,3,25,"bromus","japonicus",1.75,"Plantae",NA
2007,4,"n4d","A",2,3,27,"festuca","octoflora",1,"Plantae","Poaceae"
2007,4,"n4d","A",2,3,28,"hordeum","pusillum",1,"Plantae",NA
2007,4,"n4d","A",2,3,30,"schedonnardus","paniculatus",0.25,"Plantae",NA
2007,4,"n4d","A",2,3,31,"carex","brevior",4.25,"Plantae",NA
2007,4,"n4d","A",2,3,33,"carex","heliophila",2.25,"Plantae",NA
2007,4,"n4d","A",2,3,34,"carex","meadii",1.25,"Plantae",NA
2007,4,"n4d","A",2,3,36,"cyperus","lupulinus",1.25,"Plantae",NA
2007,4,"n4d","A",2,3,40,"amorpha","canescens",2,"Plantae","Chenopodiaceae"
2007,4,"n4d","A",2,3,42,"rosa","arkansana",1,"Plantae",NA
2007,4,"n4d","A",2,3,44,"achillea","millefolium",0.25,"Plantae",NA
2007,4,"n4d","A",2,3,46,"ambrosia","psilostachya",5.5,"Plantae",NA
2007,4,"n4d","A",2,3,52,"artemisia","ludoviciana",4,"Plantae","Orobanchaceae"
2007,4,"n4d","A",2,3,55,"asclepias","verticillata",0.5,"Plantae","Apiaceae"
2007,4,"n4d","A",2,3,56,"asclepias","viridis",1.75,"Plantae","Poaceae"
2007,4,"n4d","A",2,3,58,"aster","ericoides",3.75,"Plantae","Asteraceae"
2007,4,"n4d","A",2,3,69,"callirhoe","involucrata",1.25,"Plantae",NA
2007,4,"n4d","A",2,3,71,"conyza","canadensis",0.25,"Plantae","Asteraceae"
2007,4,"n4d","A",2,3,77,"erigeron","strigosus",2.75,"Plantae",NA
2007,4,"n4d","A",2,3,82,"hedeoma","hispidum",1.25,"Plantae","Hydrophyllaceae"
2007,4,"n4d","A",2,3,89,"lepidium","densiflorum",0.25,"Plantae","Brassicaceae"
2007,4,"n4d","A",2,3,90,"lespedeza","capitata",0.5,"Plantae",NA
2007,4,"n4d","A",2,3,92,"linum","sulcatum",0.5,"Plantae",NA
2007,4,"n4d","A",2,3,102,"oxalis","stricta",1,"Plantae",NA
2007,4,"n4d","A",2,3,103,"oxalis","violacea",0.25,"Plantae","Oxalidaceae"
