"DATE","YEAR","SEASON","PLOT","QUAD","SPECIES_CODE","COVER","HEIGHT","COMMENTS","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species","treatment","plot_name"
"5/27/2008",2008,"S","NT",31,"BOGR2","3",4,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","N"
"5/27/2008",2008,"S","NT",31,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",31,"DIST","3",-99999,NA,NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",32,"BOER4","10",8,NA,"Plantae","Poaceae","Bouteloua","eriopoda","T","N"
"5/27/2008",2008,"S","NT",32,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",32,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",33,"CHSP","0.1",1,"O. CH",NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",33,"OECAC2","0.1",2,"O. ONGR","Plantae","Onagraceae","Oenothera","caespitosa","T","N"
"5/27/2008",2008,"S","NT",33,"ARPUP6","10",20,NA,NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",33,"BOER4","5",9,NA,"Plantae","Poaceae","Bouteloua","eriopoda","T","N"
"5/27/2008",2008,"S","NT",33,"BOGR2","12",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","N"
"5/27/2008",2008,"S","NT",33,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",33,"DIST","1",-99999,NA,NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",34,"BOER4","25",12,NA,"Plantae","Poaceae","Bouteloua","eriopoda","T","N"
"5/27/2008",2008,"S","NT",34,"BOGR2","2",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","N"
"5/27/2008",2008,"S","NT",34,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",34,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",35,"CHMI7","1",1,"O. CHME7","Plantae","Euphorbiaceae","Chamaesyce","micromera","T","N"
"5/27/2008",2008,"S","NT",35,"BOGR2","15",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","N"
"5/27/2008",2008,"S","NT",35,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",35,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",36,"OECAC2","2",4,"O. ONGR","Plantae","Onagraceae","Oenothera","caespitosa","T","N"
"5/27/2008",2008,"S","NT",36,"BOER4","4",7,NA,"Plantae","Poaceae","Bouteloua","eriopoda","T","N"
"5/27/2008",2008,"S","NT",36,"BOGR2","12",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","N"
"5/27/2008",2008,"S","NT",36,"MUAR2","3",4,NA,"Plantae","Poaceae","Muhlenbergia","arenicola","T","N"
"5/27/2008",2008,"S","NT",36,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","NT",36,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","N"
"5/27/2008",2008,"S","SC",1,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",1,"BOER4","15",9,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",1,"BOGR2","10",10,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",1,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",2,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",2,"BOER4","13",9,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",2,"MUAR2","9",4,NA,"Plantae","Poaceae","Muhlenbergia","arenicola","C","S"
"5/27/2008",2008,"S","SC",2,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",3,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",3,"BOER4","20",7,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",3,"BOGR2","7",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",3,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",4,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",4,"BOER4","9",7,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",4,"BOGR2","7",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",4,"SCBR2","3",5,NA,"Plantae","Poaceae","Scleropogon","brevifolius","C","S"
"5/27/2008",2008,"S","SC",4,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",5,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",5,"BOER4","10",12,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",5,"BOGR2","20",10,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",5,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",6,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",6,"BOER4","12",11,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",6,"BOGR2","7",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",6,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",7,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",7,"BOER4","1",6,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",7,"MIAL4","2",14,NA,"Plantae","Nyctaginaceae","Mirabilis","albida","C","S"
"5/27/2008",2008,"S","SC",7,"SPCR","2",7,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"5/27/2008",2008,"S","SC",7,"SPHA","1",5,NA,"Plantae","Malvaceae","Sphaeralcea","hastulata","C","S"
"5/27/2008",2008,"S","SC",7,"DIST","5",-99999,"not pdog",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",8,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",8,"BOGR2","15",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",8,"SPCR","1",4,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"5/27/2008",2008,"S","SC",8,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",9,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",9,"ARPUP6","3",10,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",9,"BOGR2","10",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",9,"MIAL4","0.1",6,NA,"Plantae","Nyctaginaceae","Mirabilis","albida","C","S"
"5/27/2008",2008,"S","SC",9,"SPHA","1",6,NA,"Plantae","Malvaceae","Sphaeralcea","hastulata","C","S"
"5/27/2008",2008,"S","SC",9,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",10,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",10,"BOER4","1",8,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",10,"BOGR2","8",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",10,"SPCR","6",11,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"5/27/2008",2008,"S","SC",10,"DIST","3",-99999,"not pdog",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",11,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",11,"BOER4","3",7,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",11,"BOGR2","6",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",11,"PLJA","30",16,NA,"Plantae","Poaceae","Pleuraphis","jamesii","C","S"
"5/27/2008",2008,"S","SC",11,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",12,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",12,"ARDI5","4",NA,NA,"Plantae","Poaceae","Aristida","divaricata","C","S"
"5/27/2008",2008,"S","SC",12,"BOER4","15",7,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",12,"BOGR2","3",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",12,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",13,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",13,"ARDI5","7",8,NA,"Plantae","Poaceae","Aristida","divaricata","C","S"
"5/27/2008",2008,"S","SC",13,"BOER4","4",10,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",13,"BOGR2","10",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",13,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",14,"PDOG","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",14,"BOGR2","3",15,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",14,"MUAR2","15",11,NA,"Plantae","Poaceae","Muhlenbergia","arenicola","C","S"
"5/27/2008",2008,"S","SC",14,"SPCR","4",12,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"5/27/2008",2008,"S","SC",14,"DIST","0",-99999,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",15,"BOER4","4",9,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",15,"BOGR2","10",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",15,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",15,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",16,"BOER4","10",9,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",16,"BOGR2","7",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",16,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",16,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",17,"BOGR2","20",12,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",17,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",17,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",18,"YUGL","100",100,NA,"Plantae","Agavaceae","Yucca","glauca","C","S"
"5/27/2008",2008,"S","SC",18,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",18,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",19,"BOER4","70",12,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",19,"YUGL","12",40,NA,"Plantae","Agavaceae","Yucca","glauca","C","S"
"5/27/2008",2008,"S","SC",19,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",19,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",20,"BOER4","15",12,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",20,"BOGR2","9",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",20,"SPCR","3",7,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"5/27/2008",2008,"S","SC",20,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",20,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",21,"BOER4","12",11,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",21,"BOGR2","2",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",21,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",21,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",22,"BOGR2","15",10,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",22,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",22,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",23,"BOER4","30",15,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",23,"MUAR2","3",7,NA,"Plantae","Poaceae","Muhlenbergia","arenicola","C","S"
"5/27/2008",2008,"S","SC",23,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",23,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",24,"BOGR2","25",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",24,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",24,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",25,"BOER4","25",12,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",25,"BOGR2","10",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",25,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",25,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",26,"BOGR2","35",10,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",26,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",26,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",27,"BOGR2","35",10,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",27,"HYFIC","1",4,NA,"Plantae","Asteraceae","Hymenopappus","filifolius","C","S"
"5/27/2008",2008,"S","SC",27,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",27,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",28,"BOER4","15",11,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",28,"BOGR2","12",10,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",28,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",28,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",29,"BOER4","2",8,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",29,"BOGR2","12",9,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",29,"SPCR","1",4,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"5/27/2008",2008,"S","SC",29,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",29,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",30,"BOER4","20",11,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",30,"SPHA","2",4,NA,"Plantae","Malvaceae","Sphaeralcea","hastulata","C","S"
"5/27/2008",2008,"S","SC",30,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",30,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",31,"BOER4","4",10,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",31,"BOGR2","6",9,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",31,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",31,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",32,"ARPUP6","4",10,NA,NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",32,"BOGR2","9",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",32,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",32,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",33,"BOGR2","12",9,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",33,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",33,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",34,"BOGR2","20",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",34,"SPCR","2",6,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"5/27/2008",2008,"S","SC",34,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",34,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",35,"BOER4","6",10,NA,"Plantae","Poaceae","Bouteloua","eriopoda","C","S"
"5/27/2008",2008,"S","SC",35,"BOGR2","20",9,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",35,"SPCR","6",12,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"5/27/2008",2008,"S","SC",35,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",35,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",36,"BOGR2","2",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","C","S"
"5/27/2008",2008,"S","SC",36,"DAPU7","2",3,NA,"Plantae","Poaceae","Dasyochloa","pulchella","C","S"
"5/27/2008",2008,"S","SC",36,"SPCR","3",10,NA,"Plantae","Poaceae","Sporobolus","cryptandrus","C","S"
"5/27/2008",2008,"S","SC",36,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","SC",36,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"C","S"
"5/27/2008",2008,"S","ST",1,"PDOG","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",1,"BOGR2","20",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",1,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",2,"PDOG","5",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",2,"BOGR2","9",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",2,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",3,"PDOG","1",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",3,"NONE","0",0,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",3,"DIST","1",-99999,"old dig",NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",4,"PDOG","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",4,"BOGR2","12",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",4,"MUAR2","4",5,NA,"Plantae","Poaceae","Muhlenbergia","arenicola","T","S"
"5/27/2008",2008,"S","ST",4,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",5,"PDOG","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",5,"BOGR2","35",9,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",5,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",6,"PDOG","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",6,"BOGR2","40",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",6,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",7,"PDOG","1",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",7,"BOGR2","15",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",7,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",8,"PDOG","1",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",8,"BOGR2","25",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",8,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",9,"PDOG","1",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",9,"BOGR2","15",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",9,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",10,"PDOG","1",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",10,"BOGR2","3",4,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",10,"DIST","2",-99999,"old dig",NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",11,"PDOG","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",11,"BOGR2","35",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",11,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",12,"BOGR2","1",2,"2% DEAD BOGR2","Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",12,"PDOG","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",12,"DIST","100",-99999,"old burrow (pdog or badger?)",NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",13,"PDOG","1",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",13,"BOGR2","20",6,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",13,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",14,"PDOG","1",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",14,"BOGR2","8",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",14,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",15,"PDOG","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",15,"BOGR2","6",5,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",15,"PEFE","0.1",1,NA,"Plantae","Scrophulariaceae","Penstemon","fendleri","T","S"
"5/27/2008",2008,"S","ST",15,"DIST","0",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",16,"BOGR2","20",4,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",16,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",16,"DIST","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",17,"PDOG","2",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",17,"BOGR2","40",8,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",17,"DIST","4",-99999,NA,NA,NA,NA,NA,"T","S"
"5/27/2008",2008,"S","ST",18,"BOGR2","20",7,NA,"Plantae","Poaceae","Bouteloua","gracilis","T","S"
"5/27/2008",2008,"S","ST",18,"PDOG","-999",-99999,"not recorded_but probably 0",NA,NA,NA,NA,"T","S"
