"date","location","line","row","species_code","value","comments","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species","updated_cover","date_updated"
19950714,"fs",18,"27","ASNU4","+","na","Plantae","Fabaceae","Astragalus","nuttallianus",0.5,1995-07-14
19950714,"fs",18,"27","LITT","40","na",NA,NA,NA,NA,40,1995-07-14
19950714,"fs",21,"27","MAPIP","1","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",1,1995-07-14
19950714,"fs",21,"27","DIWI2","1","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",1,1995-07-14
19950714,"fs",21,"27","SPFL2","+","na","Plantae","Poaceae","Sporobolus","flexuosus",0.5,1995-07-14
19950714,"fs",21,"27","GAPU","+","na","Plantae","Asteraceae","Gaillardia","pulchella",0.5,1995-07-14
19950714,"fs",21,"27","PEAMA","2","na",NA,NA,NA,NA,2,1995-07-14
19950714,"fs",21,"27","LITT","30","na",NA,NA,NA,NA,30,1995-07-14
19950714,"fs",21,"27","CRCIJ","+","na","Plantae","Boraginaceae","Cryptantha","cinerea",0.5,1995-07-14
19950714,"fs",24,"27","DASC4","4","na","Plantae","Fabaceae","Dalea","scariosa",4,1995-07-14
19950714,"fs",24,"27","STPA4","1","na","Plantae","Asteraceae","Stephanomeria","pauciflora",1,1995-07-14
19950714,"fs",24,"27","CAJA6","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",24,"27","SPFL2","+","na","Plantae","Poaceae","Sporobolus","flexuosus",0.5,1995-07-14
19950714,"fs",24,"27","THME","1","na","Plantae","Asteraceae","Thelesperma","megapotamicum",1,1995-07-14
19950714,"fs",24,"27","DIWI2","+","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",0.5,1995-07-14
19950714,"fs",24,"27","LITT","10","na",NA,NA,NA,NA,10,1995-07-14
19950714,"fs",27,"27","DIWI2","1","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",1,1995-07-14
19950714,"fs",27,"27","PSSC6","15","na","Plantae","Fabaceae","Psorothamnus","scoparius",15,1995-07-14
19950714,"fs",27,"27","SPFL2","+","na","Plantae","Poaceae","Sporobolus","flexuosus",0.5,1995-07-14
19950714,"fs",27,"27","GAPI","+","na","Plantae","Asteraceae","Gaillardia","pinnatifida",0.5,1995-07-14
19950714,"fs",27,"27","LITT","15","na",NA,NA,NA,NA,15,1995-07-14
19950714,"fs",30,"27","MAPIP","+","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",0.5,1995-07-14
19950714,"fs",30,"27","DIWI2","+","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",0.5,1995-07-14
19950714,"fs",30,"27","LITT","3","na",NA,NA,NA,NA,3,1995-07-14
19950714,"fs",0,"24","MAPIP","2","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",2,1995-07-14
19950714,"fs",0,"24","ARLUL2","1","na","Plantae","Asteraceae","Artemisia","ludoviciana",1,1995-07-14
19950714,"fs",0,"24","BAMU","+","na","Plantae","Asteraceae","Baileya","multiradiata",0.5,1995-07-14
19950714,"fs",0,"24","HIJA","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",0,"24","STPA4","1","na","Plantae","Asteraceae","Stephanomeria","pauciflora",1,1995-07-14
19950714,"fs",0,"24","LITT","4","na",NA,NA,NA,NA,4,1995-07-14
19950714,"fs",3,"24","HIJA","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",3,"24","PEAMA","5","na",NA,NA,NA,NA,5,1995-07-14
19950714,"fs",3,"24","GACO5","+","na","Plantae","Onagraceae","Gaura","coccinea",0.5,1995-07-14
19950714,"fs",3,"24","DIWI2","+","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",0.5,1995-07-14
19950714,"fs",3,"24","LITT","6","na",NA,NA,NA,NA,6,1995-07-14
19950714,"fs",6,"24","STPA4","4","na","Plantae","Asteraceae","Stephanomeria","pauciflora",4,1995-07-14
19950714,"fs",6,"24","GACO5","+","na","Plantae","Onagraceae","Gaura","coccinea",0.5,1995-07-14
19950714,"fs",6,"24","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",6,"24","LITT","3","na",NA,NA,NA,NA,3,1995-07-14
19950714,"fs",9,"24","GUSA2","5","na","Plantae","Asteraceae","Gutierrezia","sarothrae",5,1995-07-14
19950714,"fs",9,"24","GAPU","+","na","Plantae","Asteraceae","Gaillardia","pulchella",0.5,1995-07-14
19950714,"fs",9,"24","CRCIJ","+","na","Plantae","Boraginaceae","Cryptantha","cinerea",0.5,1995-07-14
19950714,"fs",9,"24","LITT","6","na",NA,NA,NA,NA,6,1995-07-14
19950714,"fs",12,"24","GUSA2","3","na","Plantae","Asteraceae","Gutierrezia","sarothrae",3,1995-07-14
19950714,"fs",12,"24","ERPU8","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",12,"24","PSSC6","1","na","Plantae","Fabaceae","Psorothamnus","scoparius",1,1995-07-14
19950714,"fs",12,"24","BAMU","+","na","Plantae","Asteraceae","Baileya","multiradiata",0.5,1995-07-14
19950714,"fs",12,"24","LITT","5","na",NA,NA,NA,NA,5,1995-07-14
19950714,"fs",15,"24","MAPIP","+","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",0.5,1995-07-14
19950714,"fs",15,"24","EPTO","3","na","Plantae","Ephedraceae","Ephedra","torreyana",3,1995-07-14
19950714,"fs",15,"24","ORHY","2","na",NA,NA,NA,NA,2,1995-07-14
19950714,"fs",15,"24","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",15,"24","DIWI2","+","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",0.5,1995-07-14
19950714,"fs",15,"24","LITT","8","na",NA,NA,NA,NA,8,1995-07-14
19950714,"fs",18,"24","GUSA2","4","na","Plantae","Asteraceae","Gutierrezia","sarothrae",4,1995-07-14
19950714,"fs",18,"24","DIWI2","1","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",1,1995-07-14
19950714,"fs",18,"24","GAPU","+","na","Plantae","Asteraceae","Gaillardia","pulchella",0.5,1995-07-14
19950714,"fs",18,"24","CRCIJ","+","na","Plantae","Boraginaceae","Cryptantha","cinerea",0.5,1995-07-14
19950714,"fs",18,"24","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",18,"24","LITT","5","na",NA,NA,NA,NA,5,1995-07-14
19950714,"fs",21,"24","ORHY","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",21,"24","THME","1","na","Plantae","Asteraceae","Thelesperma","megapotamicum",1,1995-07-14
19950714,"fs",21,"24","DIWI2","+","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",0.5,1995-07-14
19950714,"fs",21,"24","LITT","5","na",NA,NA,NA,NA,5,1995-07-14
19950714,"fs",24,"24","CHNA2","7","na",NA,NA,NA,NA,7,1995-07-14
19950714,"fs",24,"24","DAFO","4","na","Plantae","Fabaceae","Dalea","formosa",4,1995-07-14
19950714,"fs",24,"24","SPFL2","2","na","Plantae","Poaceae","Sporobolus","flexuosus",2,1995-07-14
19950714,"fs",24,"24","STPA4","+","na","Plantae","Asteraceae","Stephanomeria","pauciflora",0.5,1995-07-14
19950714,"fs",24,"24","DIWI2","1","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",1,1995-07-14
19950714,"fs",24,"24","THME","+","na","Plantae","Asteraceae","Thelesperma","megapotamicum",0.5,1995-07-14
19950714,"fs",24,"24","LITT","50","na",NA,NA,NA,NA,50,1995-07-14
19950714,"fs",27,"24","SPFL2","1","na","Plantae","Poaceae","Sporobolus","flexuosus",1,1995-07-14
19950714,"fs",27,"24","OEPAR","+","na","Plantae","Onagraceae","Oenothera","pallida",0.5,1995-07-14
19950714,"fs",27,"24","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",27,"24","THME","+","na","Plantae","Asteraceae","Thelesperma","megapotamicum",0.5,1995-07-14
19950714,"fs",27,"24","ARPUP6","2","na",NA,NA,NA,NA,2,1995-07-14
19950714,"fs",27,"24","MAPIP","+","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",0.5,1995-07-14
19950714,"fs",27,"24","LITT","8","na",NA,NA,NA,NA,8,1995-07-14
19950714,"fs",30,"24","DASC4","25","na","Plantae","Fabaceae","Dalea","scariosa",25,1995-07-14
19950714,"fs",30,"24","DANAN","+","na","Plantae","Fabaceae","Dalea","nana",0.5,1995-07-14
19950714,"fs",30,"24","PEAMA","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",30,"24","DIWI2","1","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",1,1995-07-14
19950714,"fs",30,"24","ORHY","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",30,"24","LITT","8","na",NA,NA,NA,NA,8,1995-07-14
19950714,"fs",0,"15","ERPU8","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",0,"15","SPFL2","+","na","Plantae","Poaceae","Sporobolus","flexuosus",0.5,1995-07-14
19950714,"fs",0,"15","GUSA2","3","na","Plantae","Asteraceae","Gutierrezia","sarothrae",3,1995-07-14
19950714,"fs",0,"15","DANAN","+","na","Plantae","Fabaceae","Dalea","nana",0.5,1995-07-14
19950714,"fs",0,"15","CRCIJ","+","na","Plantae","Boraginaceae","Cryptantha","cinerea",0.5,1995-07-14
19950714,"fs",0,"15","LITT","7","na",NA,NA,NA,NA,7,1995-07-14
19950714,"fs",3,"15","HIJA","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",3,"15","CHNA2","2","na",NA,NA,NA,NA,2,1995-07-14
19950714,"fs",3,"15","STPA4","1","na","Plantae","Asteraceae","Stephanomeria","pauciflora",1,1995-07-14
19950714,"fs",3,"15","DAFO","1","na","Plantae","Fabaceae","Dalea","formosa",1,1995-07-14
19950714,"fs",3,"15","GUSA2","1","na","Plantae","Asteraceae","Gutierrezia","sarothrae",1,1995-07-14
19950714,"fs",3,"15","LITT","15","na",NA,NA,NA,NA,15,1995-07-14
19950714,"fs",6,"15","HIJA","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",6,"15","GUSA2","1","na","Plantae","Asteraceae","Gutierrezia","sarothrae",1,1995-07-14
19950714,"fs",6,"15","MAPIP","1","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",1,1995-07-14
19950714,"fs",6,"15","GACO5","+","na","Plantae","Onagraceae","Gaura","coccinea",0.5,1995-07-14
19950714,"fs",6,"15","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",6,"15","ARLUL2","+","na","Plantae","Asteraceae","Artemisia","ludoviciana",0.5,1995-07-14
19950714,"fs",6,"15","LITT","5","na",NA,NA,NA,NA,5,1995-07-14
19950714,"fs",9,"15","GUSA2","2","na","Plantae","Asteraceae","Gutierrezia","sarothrae",2,1995-07-14
19950714,"fs",9,"15","HIJA","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",9,"15","HYFIC","+","na","Plantae","Asteraceae","Hymenopappus","filifolius",0.5,1995-07-14
19950714,"fs",9,"15","PEAMA","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",9,"15","LITT","5","na",NA,NA,NA,NA,5,1995-07-14
19950714,"fs",12,"15","CHNA2","8","na",NA,NA,NA,NA,8,1995-07-14
19950714,"fs",12,"15","ORHY","2","na",NA,NA,NA,NA,2,1995-07-14
19950714,"fs",12,"15","HIJA","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",12,"15","HYFIC","2","na","Plantae","Asteraceae","Hymenopappus","filifolius",2,1995-07-14
19950714,"fs",12,"15","LITT","15","na",NA,NA,NA,NA,15,1995-07-14
19950714,"fs",15,"15","STPA4","1","na","Plantae","Asteraceae","Stephanomeria","pauciflora",1,1995-07-14
19950714,"fs",15,"15","DIWI2","1","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",1,1995-07-14
19950714,"fs",15,"15","GUSA2","1","na","Plantae","Asteraceae","Gutierrezia","sarothrae",1,1995-07-14
19950714,"fs",15,"15","HIJA","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",15,"15","ORHY","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",15,"15","GAPU","+","na","Plantae","Asteraceae","Gaillardia","pulchella",0.5,1995-07-14
19950714,"fs",15,"15","HYFIC","+","na","Plantae","Asteraceae","Hymenopappus","filifolius",0.5,1995-07-14
19950714,"fs",15,"15","SPFL2","1","na","Plantae","Poaceae","Sporobolus","flexuosus",1,1995-07-14
19950714,"fs",15,"15","DANAN","+","na","Plantae","Fabaceae","Dalea","nana",0.5,1995-07-14
19950714,"fs",15,"15","LITT","25","na",NA,NA,NA,NA,25,1995-07-14
19950714,"fs",15,"15","OEPAR","+","na","Plantae","Onagraceae","Oenothera","pallida",0.5,1995-07-14
19950714,"fs",18,"15","ATCA2","3","na","Plantae","Chenopodiaceae","Atriplex","canescens",3,1995-07-14
19950714,"fs",18,"15","MAPIP","4","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",4,1995-07-14
19950714,"fs",18,"15","GUSA2","1","na","Plantae","Asteraceae","Gutierrezia","sarothrae",1,1995-07-14
19950714,"fs",18,"15","HIJA","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",18,"15","HYFIC","+","na","Plantae","Asteraceae","Hymenopappus","filifolius",0.5,1995-07-14
19950714,"fs",18,"15","LITT","10","na",NA,NA,NA,NA,10,1995-07-14
19950714,"fs",18,"15","PEAMA","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",21,"15","ATCO","4","na","Plantae","Chenopodiaceae","Atriplex","confertifolia",4,1995-07-14
19950714,"fs",21,"15","ORHY","2","na",NA,NA,NA,NA,2,1995-07-14
19950714,"fs",21,"15","HIJA","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",21,"15","DANAN","+","na","Plantae","Fabaceae","Dalea","nana",0.5,1995-07-14
19950714,"fs",21,"15","THME","4","na","Plantae","Asteraceae","Thelesperma","megapotamicum",4,1995-07-14
19950714,"fs",21,"15","PRGLT","1","na","Plantae","Fabaceae","Prosopis","glandulosa",1,1995-07-14
19950714,"fs",21,"15","LITT","30","na",NA,NA,NA,NA,30,1995-07-14
19950714,"fs",24,"15","HIJA","3","na",NA,NA,NA,NA,3,1995-07-14
19950714,"fs",24,"15","GAPU","+","na","Plantae","Asteraceae","Gaillardia","pulchella",0.5,1995-07-14
19950714,"fs",24,"15","LITT","20","na",NA,NA,NA,NA,20,1995-07-14
19950714,"fs",27,"15","HIJA","2","na",NA,NA,NA,NA,2,1995-07-14
19950714,"fs",27,"15","ORHY","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",27,"15","LITT","15","na",NA,NA,NA,NA,15,1995-07-14
19950714,"fs",30,"15","GUSA2","8","na","Plantae","Asteraceae","Gutierrezia","sarothrae",8,1995-07-14
19950714,"fs",30,"15","MAPIP","2","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",2,1995-07-14
19950714,"fs",30,"15","ORHY","3","na",NA,NA,NA,NA,3,1995-07-14
19950714,"fs",30,"15","SPFL2","+","na","Plantae","Poaceae","Sporobolus","flexuosus",0.5,1995-07-14
19950714,"fs",30,"15","DIWI2","+","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",0.5,1995-07-14
19950714,"fs",30,"15","LITT","15","na",NA,NA,NA,NA,15,1995-07-14
19950714,"fs",30,"18","THME","2","na","Plantae","Asteraceae","Thelesperma","megapotamicum",2,1995-07-14
19950714,"fs",30,"18","MAPIP","2","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",2,1995-07-14
19950714,"fs",30,"18","GUSA2","2","na","Plantae","Asteraceae","Gutierrezia","sarothrae",2,1995-07-14
19950714,"fs",30,"18","SPFL2","+","na","Plantae","Poaceae","Sporobolus","flexuosus",0.5,1995-07-14
19950714,"fs",30,"18","ORHY","1","na",NA,NA,NA,NA,1,1995-07-14
19950714,"fs",30,"18","LITT","10","na",NA,NA,NA,NA,10,1995-07-14
19950714,"fs",27,"18","GAPU","1","na","Plantae","Asteraceae","Gaillardia","pulchella",1,1995-07-14
19950714,"fs",27,"18","THME","1","na","Plantae","Asteraceae","Thelesperma","megapotamicum",1,1995-07-14
19950714,"fs",27,"18","CRCIJ","1","na","Plantae","Boraginaceae","Cryptantha","cinerea",1,1995-07-14
19950714,"fs",27,"18","ORHY","2","na",NA,NA,NA,NA,2,1995-07-14
19950714,"fs",27,"18","HIJA","3","na",NA,NA,NA,NA,3,1995-07-14
19950714,"fs",27,"18","GACO5","+","na","Plantae","Onagraceae","Gaura","coccinea",0.5,1995-07-14
19950714,"fs",27,"18","MAPIP","+","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",0.5,1995-07-14
19950714,"fs",27,"18","LITT","7","na",NA,NA,NA,NA,7,1995-07-14
19950714,"fs",24,"18","CHNA2","2","na",NA,NA,NA,NA,2,1995-07-14
19950714,"fs",24,"18","GUSA2","4","na","Plantae","Asteraceae","Gutierrezia","sarothrae",4,1995-07-14
19950714,"fs",24,"18","GAPU","+","na","Plantae","Asteraceae","Gaillardia","pulchella",0.5,1995-07-14
19950714,"fs",24,"18","LITT","6","na",NA,NA,NA,NA,6,1995-07-14
19950714,"fs",21,"18","ATCO","2","na","Plantae","Chenopodiaceae","Atriplex","confertifolia",2,1995-07-14
19950714,"fs",21,"18","GUSA2","3","na","Plantae","Asteraceae","Gutierrezia","sarothrae",3,1995-07-14
19950714,"fs",21,"18","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",21,"18","HIJA","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",21,"18","THME","1","na","Plantae","Asteraceae","Thelesperma","megapotamicum",1,1995-07-14
19950714,"fs",21,"18","PSSC6","+","na","Plantae","Fabaceae","Psorothamnus","scoparius",0.5,1995-07-14
19950714,"fs",21,"18","LITT","10","na",NA,NA,NA,NA,10,1995-07-14
19950714,"fs",18,"18","SPFL2","+","na","Plantae","Poaceae","Sporobolus","flexuosus",0.5,1995-07-14
19950714,"fs",18,"18","HIJA","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",18,"18","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",18,"18","THME","1","na","Plantae","Asteraceae","Thelesperma","megapotamicum",1,1995-07-14
19950714,"fs",18,"18","MAPIP","1","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",1,1995-07-14
19950714,"fs",18,"18","GAPU","+","na","Plantae","Asteraceae","Gaillardia","pulchella",0.5,1995-07-14
19950714,"fs",18,"18","DIWI2","+","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",0.5,1995-07-14
19950714,"fs",18,"18","LITT","15","na",NA,NA,NA,NA,15,1995-07-14
19950714,"fs",15,"18","SPFL2","1","na","Plantae","Poaceae","Sporobolus","flexuosus",1,1995-07-14
19950714,"fs",15,"18","PEAMA","2","na",NA,NA,NA,NA,2,1995-07-14
19950714,"fs",15,"18","ATCO","5","na","Plantae","Chenopodiaceae","Atriplex","confertifolia",5,1995-07-14
19950714,"fs",15,"18","THME","+","na","Plantae","Asteraceae","Thelesperma","megapotamicum",0.5,1995-07-14
19950714,"fs",15,"18","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-07-14
19950714,"fs",15,"18","HYFIC","+","na","Plantae","Asteraceae","Hymenopappus","filifolius",0.5,1995-07-14
19950714,"fs",15,"18","PSSC6","1","na","Plantae","Fabaceae","Psorothamnus","scoparius",1,1995-07-14
19950714,"fs",15,"18","STPA4","1","na","Plantae","Asteraceae","Stephanomeria","pauciflora",1,1995-07-14
19950714,"fs",15,"18","LITT","10","na",NA,NA,NA,NA,10,1995-07-14
19950814,"fs",0,"0","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",0,"0","HIJA","3","na",NA,NA,NA,NA,3,1995-08-14
19950814,"fs",0,"0","LITT","6","na",NA,NA,NA,NA,6,1995-08-14
19950814,"fs",0,"3","HIJA","2","na",NA,NA,NA,NA,2,1995-08-14
19950814,"fs",0,"3","GUSA2","1","na","Plantae","Asteraceae","Gutierrezia","sarothrae",1,1995-08-14
19950814,"fs",0,"3","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",0,"3","THLO","1","na","Plantae","Asteraceae","Thelesperma","longipes",1,1995-08-14
19950814,"fs",0,"3","DIWI2","+","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",0.5,1995-08-14
19950814,"fs",0,"3","LITT","10","na",NA,NA,NA,NA,10,1995-08-14
19950814,"fs",0,"6","ATCO","2","na","Plantae","Chenopodiaceae","Atriplex","confertifolia",2,1995-08-14
19950814,"fs",0,"6","HIJA","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",0,"6","MAPIP","+","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",0.5,1995-08-14
19950814,"fs",0,"6","DIWI2","+","na","Plantae","Brassicaceae","Dimorphocarpa","wislizeni",0.5,1995-08-14
19950814,"fs",0,"6","ARPUP6","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",0,"6","PEAMA","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",0,"6","SPFL2","+","na","Plantae","Poaceae","Sporobolus","flexuosus",0.5,1995-08-14
19950814,"fs",0,"6","LITT","30","na",NA,NA,NA,NA,30,1995-08-14
19950814,"fs",0,"9","ERPU8","1","na",NA,NA,NA,NA,1,1995-08-14
19950814,"fs",0,"9","MAPIP","+","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",0.5,1995-08-14
19950814,"fs",0,"9","PEAMA","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",0,"9","LITT","5","na",NA,NA,NA,NA,5,1995-08-14
19950814,"fs",0,"9","ARPUP6","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",0,"9","YUGL","1","na","Plantae","Agavaceae","Yucca","glauca",1,1995-08-14
19950814,"fs",0,"12","ERPU8","1","na",NA,NA,NA,NA,1,1995-08-14
19950814,"fs",0,"12","GUSA2","1","na","Plantae","Asteraceae","Gutierrezia","sarothrae",1,1995-08-14
19950814,"fs",0,"12","SPCO4","+","na","Plantae","Poaceae","Sporobolus","contractus",0.5,1995-08-14
19950814,"fs",0,"12","LITT","4","na",NA,NA,NA,NA,4,1995-08-14
19950814,"fs",0,"15","ERPU8","1","na",NA,NA,NA,NA,1,1995-08-14
19950814,"fs",0,"15","GUSA2","1","na","Plantae","Asteraceae","Gutierrezia","sarothrae",1,1995-08-14
19950814,"fs",0,"15","DANAN","+","na","Plantae","Fabaceae","Dalea","nana",0.5,1995-08-14
19950814,"fs",0,"15","SPFL2","+","na","Plantae","Poaceae","Sporobolus","flexuosus",0.5,1995-08-14
19950814,"fs",0,"18","HIJA","1","na",NA,NA,NA,NA,1,1995-08-14
19950814,"fs",0,"18","ERPU8","1","na",NA,NA,NA,NA,1,1995-08-14
19950814,"fs",0,"18","GUSA2","1","na","Plantae","Asteraceae","Gutierrezia","sarothrae",1,1995-08-14
19950814,"fs",0,"18","EPTO","+","na","Plantae","Ephedraceae","Ephedra","torreyana",0.5,1995-08-14
19950814,"fs",0,"18","BAABA","+","na","Plantae","Asteraceae","Bahia","absinthifolia",0.5,1995-08-14
19950814,"fs",0,"18","LITT","10","na",NA,NA,NA,NA,10,1995-08-14
19950814,"fs",0,"21","GUSA2","1","na","Plantae","Asteraceae","Gutierrezia","sarothrae",1,1995-08-14
19950814,"fs",0,"21","BAABA","+","na","Plantae","Asteraceae","Bahia","absinthifolia",0.5,1995-08-14
19950814,"fs",0,"21","ARPUP6","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",0,"21","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",0,"21","LITT","2","na",NA,NA,NA,NA,2,1995-08-14
19950814,"fs",0,"24","HIJA","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",0,"24","MAPIP","1","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",1,1995-08-14
19950814,"fs",0,"24","BAMU","+","na","Plantae","Asteraceae","Baileya","multiradiata",0.5,1995-08-14
19950814,"fs",0,"24","BAABA","+","na","Plantae","Asteraceae","Bahia","absinthifolia",0.5,1995-08-14
19950814,"fs",0,"24","SPCO4","+","na","Plantae","Poaceae","Sporobolus","contractus",0.5,1995-08-14
19950814,"fs",0,"24","LITT","2","na",NA,NA,NA,NA,2,1995-08-14
19950814,"fs",0,"27","SPCO4","+","na","Plantae","Poaceae","Sporobolus","contractus",0.5,1995-08-14
19950814,"fs",0,"27","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",0,"27","LITT","1","na",NA,NA,NA,NA,1,1995-08-14
19950814,"fs",3,"0","ERPU8","1","na",NA,NA,NA,NA,1,1995-08-14
19950814,"fs",3,"0","THLO","+","na","Plantae","Asteraceae","Thelesperma","longipes",0.5,1995-08-14
19950814,"fs",3,"0","LITT","2","na",NA,NA,NA,NA,2,1995-08-14
19950814,"fs",3,"3","ERPU8","1","na",NA,NA,NA,NA,1,1995-08-14
19950814,"fs",3,"3","CHER2","+","na","Plantae","Asteraceae","Chaetopappa","ericoides",0.5,1995-08-14
19950814,"fs",3,"3","GUSA2","+","na","Plantae","Asteraceae","Gutierrezia","sarothrae",0.5,1995-08-14
19950814,"fs",3,"3","LITT","2","na",NA,NA,NA,NA,2,1995-08-14
19950814,"fs",3,"6","THLO","+","na","Plantae","Asteraceae","Thelesperma","longipes",0.5,1995-08-14
19950814,"fs",3,"6","MAPIP","+","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",0.5,1995-08-14
19950814,"fs",3,"6","SPFL2","+","na","Plantae","Poaceae","Sporobolus","flexuosus",0.5,1995-08-14
19950814,"fs",3,"6","HIJA","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",3,"6","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",3,"6","GUSA2","+","na","Plantae","Asteraceae","Gutierrezia","sarothrae",0.5,1995-08-14
19950814,"fs",3,"6","LITT","10","na",NA,NA,NA,NA,10,1995-08-14
19950814,"fs",3,"9","ERPU8","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",3,"9","MAPIP","+","na","Plantae","Asteraceae","Machaeranthera","pinnatifida",0.5,1995-08-14
19950814,"fs",3,"9","GUSA2","+","na","Plantae","Asteraceae","Gutierrezia","sarothrae",0.5,1995-08-14
19950814,"fs",3,"9","BAABA","+","na","Plantae","Asteraceae","Bahia","absinthifolia",0.5,1995-08-14
19950814,"fs",3,"9","LITT","2","na",NA,NA,NA,NA,2,1995-08-14
19950814,"fs",3,"12","GUSA2","2","na","Plantae","Asteraceae","Gutierrezia","sarothrae",2,1995-08-14
19950814,"fs",3,"12","ERPU8","1","na",NA,NA,NA,NA,1,1995-08-14
19950814,"fs",3,"12","ARPUP6","+","na",NA,NA,NA,NA,0.5,1995-08-14
19950814,"fs",3,"12","SPFL2","+","na","Plantae","Poaceae","Sporobolus","flexuosus",0.5,1995-08-14
19950814,"fs",3,"12","LITT","7","na",NA,NA,NA,NA,7,1995-08-14
19950814,"fs",3,"15","HIJA","1","na",NA,NA,NA,NA,1,1995-08-14
19950814,"fs",3,"15","GUSA2","1","na","Plantae","Asteraceae","Gutierrezia","sarothrae",1,1995-08-14
19950814,"fs",3,"15","DANAN","+","na","Plantae","Fabaceae","Dalea","nana",0.5,1995-08-14
