"year","date","site","plot","treatment","Species","cover","group","comments","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species"
1999,"8/28/1999",4,"5RC","R_LATR2","MUSQ3",0.1,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
1999,"8/28/1999",4,"5RC","R_LATR2","BOER4",12,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
1999,"8/28/1999",4,"5RC","R_LATR2","BOGR2",0.5,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
1999,"8/28/1999",4,"5RC","R_LATR2","OPPO",0.3,"CACTUS",NA,"Plantae","Cactaceae","Opuntia","polyacantha"
1999,"8/28/1999",4,"5RC","R_LATR2","SOIL",60,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",4,"5RC","R_LATR2","LITT",2,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",4,"5RC","R_LATR2","HODR",0.2,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
1999,"8/28/1999",4,"5RC","R_LATR2","MAPIP",0.1,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
1999,"8/28/1999",4,"5RC","R_LATR2","ARPU9",2,"PGRASS",NA,"Plantae","Poaceae","Aristida","purpurea"
1999,"8/28/1999",4,"5RC","R_LATR2","DAPU7",2,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1999,"8/28/1999",4,"5RC","R_LATR2","PLJA",2,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
1999,"8/28/1999",4,"5RC","R_LATR2","MUTO2",0.3,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","torreyi"
1999,"8/28/1999",4,"5RC","R_LATR2","SCBR2",2,"PGRASS",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
1999,"8/28/1999",4,"5RC","R_LATR2","SPCO4",2,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
1999,"8/28/1999",4,"5RC","R_LATR2","SPCR",3,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
1999,"8/28/1999",4,"5RC","R_LATR2","SPFL2",4,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1999,"8/28/1999",4,"5RC","R_LATR2","GUSA2",3,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",4,"5RC","R_LATR2","SPIN2",0.2,"SHRUB",NA,"Plantae","Malvaceae","Sphaeralcea","incana"
1999,"8/28/1999",5,"1C","control","CHSES",1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",5,"1C","control","LATR2",20,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1999,"8/28/1999",5,"1C","control","SOIL",70,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"1C","control","LITT",2,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"1C","control","HODR",0.1,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
1999,"8/28/1999",5,"1C","control","MAPIP",2,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
1999,"8/28/1999",5,"1C","control","DAPU7",4,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1999,"8/28/1999",5,"1C","control","MUPO2",0.1,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
1999,"8/28/1999",5,"1C","control","SPCO4",3,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
1999,"8/28/1999",5,"1C","control","THAC",0.1,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
1999,"8/28/1999",5,"1C","control","GUSA2",1,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",5,"1RC","R_LATR2","CHSES",4,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",5,"1RC","R_LATR2","BOBA2",0.1,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1999,"8/28/1999",5,"1RC","R_LATR2","SOIL",83,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"1RC","R_LATR2","LITT",1,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"1RC","R_LATR2","BAABA",0.1,"PFORB","BAHIA ABSYNTHIFOLIA","Plantae","Asteraceae","Bahia","absinthifolia"
1999,"8/28/1999",5,"1RC","R_LATR2","CHER2",3,"PFORB",NA,"Plantae","Asteraceae","Chaetopappa","ericoides"
1999,"8/28/1999",5,"1RC","R_LATR2","HODR",0.1,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
1999,"8/28/1999",5,"1RC","R_LATR2","MAPIP",0.5,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
1999,"8/28/1999",5,"1RC","R_LATR2","DAPU7",3,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1999,"8/28/1999",5,"1RC","R_LATR2","KRLA2",0.1,"SHRUB",NA,"Plantae","Chenopodiaceae","Krascheninnikovia","lanata"
1999,"8/28/1999",5,"1RC","R_LATR2","THAC",0.2,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
1999,"8/28/1999",5,"1RC","R_LATR2","GUSA2",1,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",5,"2C","control","CHSES",2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",5,"2C","control","CHSE7",0.5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1999,"8/28/1999",5,"2C","control","BOBA2",0.1,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1999,"8/28/1999",5,"2C","control","MUSQ3",0.1,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
1999,"8/28/1999",5,"2C","control","LATR2",12,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1999,"8/28/1999",5,"2C","control","SOIL",82,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"2C","control","LITT",2,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"2C","control","LEFE",0.1,"PFORB","LESQUERELLA FENDLERI","Plantae","Brassicaceae","Lesquerella","fendleri"
1999,"8/28/1999",5,"2C","control","MAPIP",1,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
1999,"8/28/1999",5,"2C","control","DAPU7",0.5,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1999,"8/28/1999",5,"2C","control","MUPO2",0.2,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
1999,"8/28/1999",5,"2C","control","SPCO4",0.5,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
1999,"8/28/1999",5,"2C","control","THAC",0.5,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
1999,"8/28/1999",5,"2C","control","GUSA2",1,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",5,"2RC","R_LATR2","CHSES",4,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",5,"2RC","R_LATR2","CHSE7",1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1999,"8/28/1999",5,"2RC","R_LATR2","BOBA2",1,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1999,"8/28/1999",5,"2RC","R_LATR2","SOIL",85,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"2RC","R_LATR2","EUPHO",0.5,NA,"Tall",NA,NA,NA,NA
1999,"8/28/1999",5,"2RC","R_LATR2","LITT",3,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"2RC","R_LATR2","HODR",0.1,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
1999,"8/28/1999",5,"2RC","R_LATR2","LEFE",0.2,"PFORB",NA,"Plantae","Brassicaceae","Lesquerella","fendleri"
1999,"8/28/1999",5,"2RC","R_LATR2","MAPIP",2,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
1999,"8/28/1999",5,"2RC","R_LATR2","DAPU7",3,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1999,"8/28/1999",5,"2RC","R_LATR2","SPCO4",0.3,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
1999,"8/28/1999",5,"2RC","R_LATR2","THAC",0.5,"SHRUB",NA,"Plantae","Asteraceae","Thymophylla","acerosa"
1999,"8/28/1999",5,"2RC","R_LATR2","EPTO",0.3,"SHRUB",NA,"Plantae","Ephedraceae","Ephedra","torreyana"
1999,"8/28/1999",5,"2RC","R_LATR2","GUSA2",1.5,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",5,"3C","control","CHSES",4,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",5,"3C","control","CHSE7",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1999,"8/28/1999",5,"3C","control","SATR12",0.1,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","tragus"
1999,"8/28/1999",5,"3C","control","BOBA2",0.2,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1999,"8/28/1999",5,"3C","control","LATR2",15,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1999,"8/28/1999",5,"3C","control","SOIL",80,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"3C","control","EUPHO",0.1,NA,"Tall",NA,NA,NA,NA
1999,"8/28/1999",5,"3C","control","LITT",5,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"3C","control","MAPIP",1,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
1999,"8/28/1999",5,"3C","control","MUPO2",0.2,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
1999,"8/28/1999",5,"3C","control","GUSA2",0.3,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",5,"3RC","R_LATR2","CHSES",6,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",5,"3RC","R_LATR2","BOBA2",2,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1999,"8/28/1999",5,"3RC","R_LATR2","MUSQ3",0.3,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
1999,"8/28/1999",5,"3RC","R_LATR2","SOIL",77,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"3RC","R_LATR2","EUPHO",0.5,NA,"Tall",NA,NA,NA,NA
1999,"8/28/1999",5,"3RC","R_LATR2","LITT",3,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"3RC","R_LATR2","CHER2",2,"PFORB",NA,"Plantae","Asteraceae","Chaetopappa","ericoides"
1999,"8/28/1999",5,"3RC","R_LATR2","HODR",0.1,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
1999,"8/28/1999",5,"3RC","R_LATR2","LEFE",0.5,"PFORB",NA,"Plantae","Brassicaceae","Lesquerella","fendleri"
1999,"8/28/1999",5,"3RC","R_LATR2","MAPIP",2,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
1999,"8/28/1999",5,"3RC","R_LATR2","DAPU7",4,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1999,"8/28/1999",5,"3RC","R_LATR2","MUPO2",0.1,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
1999,"8/28/1999",5,"3RC","R_LATR2","SPCO4",0.1,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
1999,"8/28/1999",5,"3RC","R_LATR2","GUSA2",3,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",5,"4C","control","CHSES",3,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",5,"4C","control","CHSE7",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1999,"8/28/1999",5,"4C","control","LATR2",20,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1999,"8/28/1999",5,"4C","control","SOIL",75,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"4C","control","EUPHO",0.1,NA,"Tall",NA,NA,NA,NA
1999,"8/28/1999",5,"4C","control","LITT",2,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"4C","control","LEFE",0.3,"PFORB",NA,"Plantae","Brassicaceae","Lesquerella","fendleri"
1999,"8/28/1999",5,"4C","control","MAPIP",2,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
1999,"8/28/1999",5,"4C","control","DAPU7",2,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1999,"8/28/1999",5,"4C","control","MUPO2",0.5,"PGRASS",NA,"Plantae","Poaceae","Muhlenbergia","porteri"
1999,"8/28/1999",5,"4C","control","SPCO4",1,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
1999,"8/28/1999",5,"4C","control","SPFL2",0.1,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1999,"8/28/1999",5,"4C","control","EPTO",0.2,"SHRUB",NA,"Plantae","Ephedraceae","Ephedra","torreyana"
1999,"8/28/1999",5,"4C","control","GUSA2",1.5,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",5,"4RC","R_LATR2","CHSES",3,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",5,"4RC","R_LATR2","CHSE7",0.2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1999,"8/28/1999",5,"4RC","R_LATR2","BOBA2",0.5,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1999,"8/28/1999",5,"4RC","R_LATR2","SOIL",92,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"4RC","R_LATR2","EUPHO",0.3,NA,"Tall",NA,NA,NA,NA
1999,"8/28/1999",5,"4RC","R_LATR2","LITT",2,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"4RC","R_LATR2","HODR",0.1,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
1999,"8/28/1999",5,"4RC","R_LATR2","LEFE",0.3,"PFORB",NA,"Plantae","Brassicaceae","Lesquerella","fendleri"
1999,"8/28/1999",5,"4RC","R_LATR2","MAPIP",1,"PFORB","MATA","Plantae","Asteraceae","Machaeranthera","pinnatifida"
1999,"8/28/1999",5,"4RC","R_LATR2","DAPU7",1.5,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1999,"8/28/1999",5,"4RC","R_LATR2","SCBR2",0.1,"PGRASS",NA,"Plantae","Poaceae","Scleropogon","brevifolius"
1999,"8/28/1999",5,"4RC","R_LATR2","GUSA2",1.5,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",5,"5C","control","CHSES",2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",5,"5C","control","CHSE7",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1999,"8/28/1999",5,"5C","control","BOBA2",0.1,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1999,"8/28/1999",5,"5C","control","BOER4",2,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
1999,"8/28/1999",5,"5C","control","LATR2",20,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1999,"8/28/1999",5,"5C","control","SOIL",60,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"5C","control","EUPHO",0.1,NA,"Tall",NA,NA,NA,NA
1999,"8/28/1999",5,"5C","control","LITT",15,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"5C","control","HODR",0.1,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
1999,"8/28/1999",5,"5C","control","LEFE",0.1,"PFORB",NA,"Plantae","Brassicaceae","Lesquerella","fendleri"
1999,"8/28/1999",5,"5C","control","MAPIP",3,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
1999,"8/28/1999",5,"5C","control","DAPU7",0.5,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1999,"8/28/1999",5,"5C","control","SPCO4",2,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
1999,"8/28/1999",5,"5C","control","GUSA2",3,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",5,"5RC","R_LATR2","CHSES",2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",5,"5RC","R_LATR2","CHSE7",0.2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1999,"8/28/1999",5,"5RC","R_LATR2","BOBA2",0.1,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1999,"8/28/1999",5,"5RC","R_LATR2","SOIL",68,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"5RC","R_LATR2","LITT",2,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",5,"5RC","R_LATR2","HODR",0.2,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
1999,"8/28/1999",5,"5RC","R_LATR2","LEFE",0.5,"PFORB",NA,"Plantae","Brassicaceae","Lesquerella","fendleri"
1999,"8/28/1999",5,"5RC","R_LATR2","MAPIP",3,"PFORB",NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
1999,"8/28/1999",5,"5RC","R_LATR2","DAPU7",3,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1999,"8/28/1999",5,"5RC","R_LATR2","SPCO4",18,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","contractus"
1999,"8/28/1999",5,"5RC","R_LATR2","SPCR",0.5,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
1999,"8/28/1999",5,"5RC","R_LATR2","SPFL2",0.2,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1999,"8/28/1999",5,"5RC","R_LATR2","GUSA2",5,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",6,"1C","control","BOER4",10,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
1999,"8/28/1999",6,"1C","control","BOGR2",25,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
1999,"8/28/1999",6,"1C","control","SOIL",65,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"1C","control","CIRSI",0.1,NA,"CIRSIUM SP.",NA,NA,NA,NA
1999,"8/28/1999",6,"1C","control","LITT",2,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"1C","control","SPHA",0.1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1999,"8/28/1999",6,"1C","control","SPCR",0.2,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
1999,"8/28/1999",6,"1RU","R_BOGR2","CHAMA8",0.1,"AFORB","CHAMAESARACHA SP",NA,NA,NA,NA
1999,"8/28/1999",6,"1RU","R_BOGR2","CHSES",0.3,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",6,"1RU","R_BOGR2","MAGR10",3,"AFORB","MACHAERANTHERA GRACILIS","Plantae","Asteraceae","Machaeranthera","gracilis"
1999,"8/28/1999",6,"1RU","R_BOGR2","MUSQ3",0.1,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
1999,"8/28/1999",6,"1RU","R_BOGR2","TRRA",0.2,"AGRASS","TRAGUS RACEMOSUS","Plantae","Poaceae","Tragus","racemosus"
1999,"8/28/1999",6,"1RU","R_BOGR2","BOER4",25,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
1999,"8/28/1999",6,"1RU","R_BOGR2","SOIL",70,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"1RU","R_BOGR2","LITT",1,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"1RU","R_BOGR2","CHAL11",0.3,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
1999,"8/28/1999",6,"1RU","R_BOGR2","ARPU9",0.3,"PGRASS",NA,"Plantae","Poaceae","Aristida","purpurea"
1999,"8/28/1999",6,"1RU","R_BOGR2","SPCR",1,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
1999,"8/28/1999",6,"1RU","R_BOGR2","GUSA2",0.1,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1999,"8/28/1999",6,"2C","control","URAR",0.1,"AFORB","BRACHIARIA ARIZONICA ANNUAL",NA,NA,NA,NA
1999,"8/28/1999",6,"2C","control","CHSES",0.5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",6,"2C","control","KAPA",0.1,"AFORB",NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
1999,"8/28/1999",6,"2C","control","BOER4",5,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
1999,"8/28/1999",6,"2C","control","BOGR2",25,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
1999,"8/28/1999",6,"2C","control","SOIL",70,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"2C","control","LITT",0.5,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"2C","control","CHAL11",1,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
1999,"8/28/1999",6,"2C","control","POOL",0.5,"PFORB","PORTULACA OLERACEA","Plantae","Portulacaceae","Portulaca","oleracea"
1999,"8/28/1999",6,"2C","control","SEBA3",0.1,"SHRUB","CASSIA BAUHINIOIDES","Plantae","Fabaceae","Senna","bauhinioides"
1999,"8/28/1999",6,"2RU","R_BOGR2","URAR",0.3,"AFORB",NA,NA,NA,NA,NA
1999,"8/28/1999",6,"2RU","R_BOGR2","CHSES",3,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",6,"2RU","R_BOGR2","MAGR10",0.2,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","gracilis"
1999,"8/28/1999",6,"2RU","R_BOGR2","ARAD",0.1,"AGRASS","ARISTIDA ADSCENSIONIS","Plantae","Poaceae","Aristida","adscensionis"
1999,"8/28/1999",6,"2RU","R_BOGR2","BOBA2",0.1,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1999,"8/28/1999",6,"2RU","R_BOGR2","TRRA",0.1,"AGRASS",NA,"Plantae","Poaceae","Tragus","racemosus"
1999,"8/28/1999",6,"2RU","R_BOGR2","BOER4",15,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
1999,"8/28/1999",6,"2RU","R_BOGR2","SOIL",75,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"2RU","R_BOGR2","LITT",0,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"2RU","R_BOGR2","CHAL11",1,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
1999,"8/28/1999",6,"2RU","R_BOGR2","POOL",1.5,"PFORB",NA,"Plantae","Portulacaceae","Portulaca","oleracea"
1999,"8/28/1999",6,"2RU","R_BOGR2","SPHA",0.1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1999,"8/28/1999",6,"2RU","R_BOGR2","ARPU9",1,"PGRASS",NA,"Plantae","Poaceae","Aristida","purpurea"
1999,"8/28/1999",6,"2RU","R_BOGR2","DICA8",0.3,"PGRASS","DIGITARIA CALIFORNICA",NA,NA,NA,NA
1999,"8/28/1999",6,"2RU","R_BOGR2","PAHA",2,"PGRASS","PANICUM HALLII","Plantae","Poaceae","Panicum","hallii"
1999,"8/28/1999",6,"3C","control","URAR",0.1,"AFORB",NA,NA,NA,NA,NA
1999,"8/28/1999",6,"3C","control","CHSES",1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",6,"3C","control","MAGR10",0.2,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","gracilis"
1999,"8/28/1999",6,"3C","control","BOER4",8,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
1999,"8/28/1999",6,"3C","control","BOGR2",20,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
1999,"8/28/1999",6,"3C","control","SOIL",67,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"3C","control","LITT",1,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"3C","control","ERRO2",0.5,"PFORB","ERIOGONUM ROTUNDIFOLIUM","Plantae","Polygonaceae","Eriogonum","rotundifolium"
1999,"8/28/1999",6,"3C","control","CHAL11",1,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
1999,"8/28/1999",6,"3C","control","POOL",0.1,"PFORB",NA,"Plantae","Portulacaceae","Portulaca","oleracea"
1999,"8/28/1999",6,"3C","control","SPHA",1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1999,"8/28/1999",6,"3C","control","PAOB",1,"PGRASS",NA,"Plantae","Poaceae","Panicum","obtusum"
1999,"8/28/1999",6,"3C","control","SPCR",0.5,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
1999,"8/28/1999",6,"3C","control","SEBA3",0.3,"SHRUB",NA,"Plantae","Fabaceae","Senna","bauhinioides"
1999,"8/28/1999",6,"3RU","R_BOGR2","CHAMA8",0.2,"AFORB",NA,NA,NA,NA,NA
1999,"8/28/1999",6,"3RU","R_BOGR2","CHSES",1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1999,"8/28/1999",6,"3RU","R_BOGR2","MAGR10",1,"AFORB",NA,"Plantae","Asteraceae","Machaeranthera","gracilis"
1999,"8/28/1999",6,"3RU","R_BOGR2","BOER4",3,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
1999,"8/28/1999",6,"3RU","R_BOGR2","SOIL",70,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"3RU","R_BOGR2","LITT",0.5,NA,NA,NA,NA,NA,NA
1999,"8/28/1999",6,"3RU","R_BOGR2","CHAL11",2,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
1999,"8/28/1999",6,"3RU","R_BOGR2","POOL",1.5,"PFORB",NA,"Plantae","Portulacaceae","Portulaca","oleracea"
1999,"8/28/1999",6,"3RU","R_BOGR2","ZIGR",0.2,"PFORB",NA,"Plantae","Asteraceae","Zinnia","grandiflora"
1999,"8/28/1999",6,"3RU","R_BOGR2","ARPU9",0.5,"PGRASS",NA,"Plantae","Poaceae","Aristida","purpurea"
1999,"8/28/1999",6,"3RU","R_BOGR2","PLJA",3,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
