"Date","Year","Seas","Line","Pre","Quad","Corner","Species","Count","Sta","Comment","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species"
"10/22/2003",2003,3,4,"B-O",3177,"A","Grass",1,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"B-O",3177,"B","Grass",1,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"B-O",3177,"C","Grass",2,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"B-O",3177,"D","Grass",2,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"B-O",3180,"A","Grass",5,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"B-O",3180,"B","Grass",7,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"B-O",3180,"C","Grass",4,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"B-O",3180,"D","Grass",1,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3181,"A","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3181,"B","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3181,"C","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3181,"D","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3182,"A","Grass",9,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3182,"B","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3182,"C","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3182,"D","Grass",1,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3184,"A","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3184,"B","Grass",2,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3184,"C","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3184,"D","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3187,"A","Grass",1,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3187,"B","Grass",2,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3187,"C","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3187,"D","Grass",1,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3188,"A","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3188,"B","Grass",5,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3188,"C","Grass",7,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3188,"D","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3191,"A","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3191,"B","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3191,"C","Grass",1,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-F",3191,"D","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3147,"A","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3147,"B","Grass",3,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3147,"C","Grass",2,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3147,"D","Grass",2,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3148,"A","Grass",4,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3148,"B","Grass",3,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3148,"C","Grass",1,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3148,"D","Grass",4,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3152,"A","Grass",1,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3152,"B","Grass",3,"U",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3152,"C","Grass",1,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3152,"D","Grass",3,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3153,"A","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3153,"B","Grass",3,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3153,"C","Grass",5,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3153,"D","Grass",6,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3155,"A","Grass",4,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3155,"B","Grass",1,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3155,"C","Grass",3,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3155,"D","Grass",7,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3156,"A","Grass",1,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3156,"B","Grass",0,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3156,"C","Grass",2,"B",NA,NA,NA,NA,NA
"10/22/2003",2003,3,4,"C-O",3156,"D","Grass",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3018,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3018,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3018,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3018,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3019,"A","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3019,"B","Forbs",1,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3019,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3019,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3020,"A","Forbs",0,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3020,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3020,"C","Forbs",0,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3020,"D","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3021,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3021,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3021,"C","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3021,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3022,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3022,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3022,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3022,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3024,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3024,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3024,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-F",3024,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3003,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3003,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3003,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3003,"D","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3006,"A","Forbs",0,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3006,"B","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3006,"C","Forbs",4,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3006,"D","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3007,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3007,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3007,"C","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3007,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3009,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3009,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3009,"C","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3009,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3011,"A","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3011,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3011,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3011,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3012,"A","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3012,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3012,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"B-O",3012,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3026,"A","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3026,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3026,"C","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3026,"D","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3028,"A","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3028,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3028,"C","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3028,"D","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3030,"A","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3030,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3030,"C","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3030,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3031,"A","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3031,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3031,"C","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3031,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3032,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3032,"B","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3032,"C","Forbs",5,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3032,"D","Forbs",1,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3034,"A","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3034,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3034,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-F",3034,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3038,"A","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3038,"B","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3038,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3038,"D","Forbs",0,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3040,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3040,"B","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3040,"C","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3040,"D","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3044,"A","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3044,"B","Forbs",5,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3044,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3044,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3045,"A","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3045,"B","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3045,"C","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3045,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3046,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3046,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3046,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3046,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3048,"A","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3048,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3048,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,1,"C-O",3048,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3061,"A","Forbs",2,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3061,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3061,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3061,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3062,"A","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3062,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3062,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3062,"D","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3063,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3063,"B","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3063,"C","Forbs",6,"U","EPTO",NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3063,"D","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3070,"A","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3070,"B","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3070,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3070,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3071,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3071,"B","Forbs",2,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3071,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3071,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3072,"A","Forbs",1,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3072,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3072,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-O",3072,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3050,"A","Forbs",5,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3050,"B","Forbs",6,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3050,"C","Forbs",7,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3050,"D","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3052,"A","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3052,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3052,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3052,"D","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3057,"A","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3057,"B","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3057,"C","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3057,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3058,"A","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3058,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3058,"C","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3058,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3059,"A","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3059,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3059,"C","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3059,"D","Forbs",0,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3060,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3060,"B","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3060,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-F",3060,"D","Forbs",4,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3073,"A","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3073,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3073,"C","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3073,"D","Forbs",5,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3076,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3076,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3076,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3076,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3080,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3080,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3080,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3080,"D","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3081,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3081,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3081,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3081,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3082,"A","Forbs",7,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3082,"B","Forbs",8,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3082,"C","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3082,"D","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3083,"A","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3083,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3083,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3083,"D","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3084,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3084,"B","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3084,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"C-O",3084,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3086,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3086,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3086,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3086,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3087,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3087,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3087,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3087,"D","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3092,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3092,"B","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3092,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3092,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3093,"A","Forbs",7,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3093,"B","Forbs",8,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3093,"C","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3093,"D","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3094,"A","Forbs",2,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3094,"B","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3094,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3094,"D","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3095,"A","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3095,"B","Forbs",3,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3095,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,2,"B-F",3095,"D","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3134,"A","Forbs",1,"B",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3134,"B","Forbs",0,"B",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3134,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3134,"D","Forbs",1,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3135,"A","Forbs",0,"B",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3135,"B","Forbs",3,"B",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3135,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3135,"D","Forbs",0,"B",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3137,"A","Forbs",0,"B",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3137,"B","Forbs",0,"B",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3137,"C","Forbs",0,"U",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3137,"D","Forbs",0,"U","OFFSET_1M",NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3138,"A","Forbs",3,"B",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3138,"B","Forbs",0,"B",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3138,"C","Forbs",0,"B",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3138,"D","Forbs",4,"B",NA,NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3140,"A","Forbs",-999,"na","Did_not_redo",NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3140,"B","Forbs",-999,"na","Did_not_redo",NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3140,"C","Forbs",-999,"na","Did_not_redo",NA,NA,NA,NA
"12/9/2003",2003,3,3,"B-F",3140,"D","Forbs",-999,"na","Did_not_redo",NA,NA,NA,NA
