"PERIOD","DATE","PLOT","LN","QUAD","PSPP","PCOV","PHT","PF","KRF","RBF","SDUNK","SDP","SDKR","SDRD","SDAN","BY","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species"
"F99","10/01/99","K",2,1,"DAPU7",0.5,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Dasyochloa","pulchella"
"F99","10/01/99","K",2,4,"DAPU7",1,"5",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Dasyochloa","pulchella"
"F99","10/01/99","K",3,2,"DAPU7",4.5,"9",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Dasyochloa","pulchella"
"F99","10/01/99","K",3,3,"DAPU7",0.1,"3",0,0,0,0,0,3,0,0,NA,"Plantae","Poaceae","Dasyochloa","pulchella"
"F99","10/01/99","K",3,7,"EPTO",1,"17",0,0,0,0,0,0,0,0,NA,"Plantae","Ephedraceae","Ephedra","torreyana"
"F99","10/01/99","K",1,5,"GUSA2",1,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
"F99","10/01/99","K",2,1,"GUSA2",9,"37",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
"F99","10/01/99","K",3,2,"GUSA2",15,"32",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
"F99","10/01/99","K",3,3,"GUSA2",4,"29",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
"F99","10/01/99","K",2,2,"HIJA",16,"27",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/01/99","K",2,4,"HIJA",39,"27",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/01/99","K",2,5,"HIJA",21,"29",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/01/99","K",1,3,"HOGL2",0.6,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",1,4,"HOGL2",0.7,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",1,6,"HOGL2",0.3,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",1,7,"HOGL2",1,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",2,2,"HOGL2",1,"15",0,0,2,0,0,0,0.5,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",2,5,"HOGL2",1,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",2,6,"HOGL2",1.5,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",3,1,"HOGL2",1.5,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",3,3,"HOGL2",0.5,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",3,4,"HOGL2",6,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",3,5,"HOGL2",2,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",3,6,"HOGL2",1.5,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/01/99","K",2,6,"KAPA",1,"15",0,0,16,0,0,0,0.3,0,NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
"F99","10/01/99","K",2,7,"KAPA",10,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
"F99","10/01/99","K",3,4,"KAPA",12,"17",0,0,0,0,0,0,0,0,NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
"F99","10/01/99","K",1,5,"MAPIP",2.5,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
"F99","10/01/99","K",1,6,"MAPIP",0.5,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
"F99","10/01/99","K",1,6,"MOSQ",0.7,"9",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/01/99","K",1,6,"MUAR",6.5,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Muhlenbergia","arenacea"
"F99","10/01/99","K",3,6,"MUAR",3,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Muhlenbergia","arenacea"
"F99","10/01/99","K",1,2,"MUAR2",1.5,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
"F99","10/01/99","K",3,1,"MUAR2",14,"18",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Muhlenbergia","arenicola"
"F99","10/01/99","K",1,3,"POOL",0.5,"2",0,0,0,0,0,0,0,0,NA,"Plantae","Portulacaceae","Portulaca","oleracea"
"F99","10/01/99","K",1,6,"POOL",1.5,"3",0,0,0,0,0,0,0,0,NA,"Plantae","Portulacaceae","Portulaca","oleracea"
"F99","10/01/99","K",1,7,"POOL",0.5,"3",0,0,0,0,0,0,0,0,NA,"Plantae","Portulacaceae","Portulaca","oleracea"
"F99","10/01/99","K",3,4,"POOL",2,"5",0,0,0,0,0,0,0,0,NA,"Plantae","Portulacaceae","Portulaca","oleracea"
"F99","10/01/99","K",1,6,"SAKA",0.8,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Chenopodiaceae","Salsola","kali"
"F99","10/01/99","K",2,7,"SAKA",1,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Chenopodiaceae","Salsola","kali"
"F99","10/01/99","K",3,4,"SAKA",1,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Chenopodiaceae","Salsola","kali"
"F99","10/01/99","K",1,1,"SCBR2",3,"10",0,0,1,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",1,2,"SCBR2",14,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",1,3,"SCBR2",13,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",1,4,"SCBR2",29,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",1,7,"SCBR2",7.5,"9",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",2,2,"SCBR2",3,"9",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",2,4,"SCBR2",7,"24",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",2,5,"SCBR2",4.5,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",2,6,"SCBR2",22,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",3,4,"SCBR2",5,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",3,5,"SCBR2",4,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",3,7,"SCBR2",13,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/01/99","K",1,5,"SOEL",0.8,"17",0,0,0,0,0,0,0,0,NA,"Plantae","Solanaceae","Solanum","elaeagnifolium"
"F99","10/01/99","K",1,1,"SPCR",2,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",1,2,"SPCR",21,"24",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",1,3,"SPCR",9,"17",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",1,4,"SPCR",3,"17",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",1,5,"SPCR",3,"21",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",1,5,"SPCR",2.5,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",1,6,"SPCR",2,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",1,7,"SPCR",6,"17",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",2,5,"SPCR",18,"26",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",2,6,"SPCR",26,"28",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",2,7,"SPCR",23,"28",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",3,2,"SPCR",8,"26",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",3,3,"SPCR",23,"32",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",3,4,"SPCR",22,"28",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",3,6,"SPCR",29,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",3,7,"SPCR",19,"26",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/01/99","K",2,5,"SPHA",1.5,"17",0,0,2,0,0,0,0,0,NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
"F99","10/01/99","K",3,3,"SPWR",2,"31",0,0,0,0,0,0,0,0,NA,"Plantae","Malvaceae","Sphaeralcea","wrightii"
"F99","10/01/99","K",1,3,"TILA2",0.3,"4",0,0,0,0,0,0,0,0,NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F99","10/01/99","K",1,6,"TILA2",0.4,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F99","10/01/99","K",1,7,"TILA2",0.5,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F99","10/01/99","K",3,4,"TILA2",11,"14",0,0,0,0,0,0,0,0,NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F99","10/01/99","K",3,7,"TILA2",0.5,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F99","10/04/99","T",1,1,"ARAD",0.5,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/04/99","T",1,2,"ARAD",12.5,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/04/99","T",1,3,"ARAD",2.5,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/04/99","T",1,4,"ARAD",0.5,"12",0,3,6,0,0,8,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/04/99","T",1,5,"ARAD",1.2,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/04/99","T",2,3,"ARAD",0.2,"5",0,0,3,0,0,0,0,2,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/04/99","T",2,7,"ARAD",0.2,"9",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/04/99","T",1,2,"ARHA3",1.5,"21",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","havardii"
"F99","10/04/99","T",1,2,"ARPU6",1,"14",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/04/99","T",1,5,"ARPU6",4.5,"21",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/04/99","T",2,2,"ARPU6",7,"22",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/04/99","T",2,4,"ARPU6",1.5,"12",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/04/99","T",1,1,"BOBA2",1,"8",0,0,2,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
"F99","10/04/99","T",1,2,"BOBA2",12,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
"F99","10/04/99","T",1,4,"BOBA2",3,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
"F99","10/04/99","T",1,6,"BOBA2",19,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
"F99","10/04/99","T",1,7,"BOBA2",14,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
"F99","10/04/99","T",2,4,"BOBA2",0.5,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
"F99","10/04/99","T",2,5,"BOBA2",8,"10",3,0,2,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
"F99","10/04/99","T",2,6,"BOBA2",18,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
"F99","10/04/99","T",2,7,"BOBA2",3,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
"F99","10/04/99","T",1,3,"BOER4",8,"25",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"F99","10/04/99","T",2,2,"BOER4",0.5,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"F99","10/04/99","T",2,3,"BOER4",34,"22",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"F99","10/04/99","T",2,4,"BOER4",13,"24",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","eriopoda"
"F99","10/04/99","T",1,2,"BOSP",3,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Nyctaginaceae","Boerhavia","spicata"
"F99","10/04/99","T",1,1,"CHPA",0.7,"14",0,0,0,0,0,0,0,0,"CHPA",NA,NA,NA,NA
"F99","10/04/99","T",1,3,"CHPA",0.6,"12",0,0,0,0,0,0,0,0,"CHPA",NA,NA,NA,NA
"F99","10/04/99","T",1,4,"CHPA",2.5,"18",0,0,0,0,0,0,0,0,"CHPA",NA,NA,NA,NA
"F99","10/04/99","T",1,5,"CHPA",0.8,"14",2,0,4,0,0,0,0,0,"CHPA",NA,NA,NA,NA
"F99","10/04/99","T",2,1,"CHPA",3,"16",0,0,0,0,0,0,0,0,"CHPA",NA,NA,NA,NA
"F99","10/04/99","T",2,3,"CHPA",0.4,"10",0,0,0,0,0,0,0,0,"CHPA",NA,NA,NA,NA
"F99","10/04/99","T",2,6,"CHPA",1.5,"16",0,0,0,0,0,0,0,0,"CHPA",NA,NA,NA,NA
"F99","10/04/99","T",1,1,"CHSE7",0.5,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
"F99","10/04/99","T",1,2,"CHSE7",2.5,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
"F99","10/04/99","T",1,3,"CHSE7",0.6,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
"F99","10/04/99","T",1,5,"CHSE7",0.6,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
"F99","10/04/99","T",1,7,"CHSE7",1.5,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
"F99","10/04/99","T",2,1,"CHSE7",0.4,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
"F99","10/04/99","T",2,4,"CHSE7",0.3,"5",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
"F99","10/04/99","T",2,6,"CHSE7",0.8,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
"F99","10/04/99","T",2,7,"CHSE7",0.3,"5",0,0,6,0,0,0,0.3,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
"F99","10/04/99","T",1,2,"CHSES",3,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
"F99","10/04/99","T",1,3,"CHSES",1.3,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
"F99","10/04/99","T",2,1,"CHSES",1.1,"10",0,0,3,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
"F99","10/04/99","T",2,2,"CHSES",1.5,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
"F99","10/04/99","T",2,3,"CHSES",0.3,"5",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
"F99","10/04/99","T",2,4,"CHSES",0.8,"7",0,0,0,0,0,0,0,0,NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
"F99","10/04/99","T",1,2,"DAPU7",6,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Dasyochloa","pulchella"
"F99","10/04/99","T",1,3,"DAPU7",0.5,"10",0,0,3,0,0,0,0,0,NA,"Plantae","Poaceae","Dasyochloa","pulchella"
"F99","10/04/99","T",2,2,"DAPU7",8,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Dasyochloa","pulchella"
"F99","10/04/99","T",2,6,"HOGL2",1,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Fabaceae","Hoffmannseggia","glauca"
"F99","10/04/99","T",1,4,"KAPA",12,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
"F99","10/04/99","T",2,4,"KAPA",1,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
"F99","10/04/99","T",2,7,"KAPA",1,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
"F99","10/04/99","T",2,2,"MAPIP",0.3,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Asteraceae","Machaeranthera","pinnatifida"
"F99","10/04/99","T",1,6,"MOSQ",2.5,"10",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/04/99","T",1,7,"MOSQ",2,"14",3,0,36,0,0,2,0,0,NA,NA,NA,NA,NA
"F99","10/04/99","T",1,6,"MUAR",7,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Muhlenbergia","arenacea"
"F99","10/04/99","T",1,6,"POOL",2,"6",0,0,0,0,0,0,0,0,NA,"Plantae","Portulacaceae","Portulaca","oleracea"
"F99","10/04/99","T",1,4,"SAKA",7,"22",0,0,0,0,0,0,0,0,NA,"Plantae","Chenopodiaceae","Salsola","kali"
"F99","10/04/99","T",1,5,"SAKA",0.8,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Chenopodiaceae","Salsola","kali"
"F99","10/04/99","T",1,6,"SAKA",3.5,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Chenopodiaceae","Salsola","kali"
"F99","10/04/99","T",1,7,"SAKA",2.5,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Chenopodiaceae","Salsola","kali"
"F99","10/04/99","T",1,1,"SCBR2",10,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/04/99","T",1,2,"SCBR2",1,"11",0,0,6,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/04/99","T",1,3,"SCBR2",7,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/04/99","T",1,7,"SCBR2",12,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/04/99","T",2,1,"SCBR2",6,"10",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/04/99","T",2,3,"SCBR2",1,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/04/99","T",2,4,"SCBR2",14,"11",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/04/99","T",2,6,"SCBR2",2.5,"10",0,0,4,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/04/99","T",2,7,"SCBR2",26,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Scleropogon","brevifolius"
"F99","10/04/99","T",1,1,"SPCR",17,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",1,2,"SPCR",5,"19",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",1,2,"SPCR",0.5,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",1,3,"SPCR",11,"19",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",1,4,"SPCR",8,"35",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",1,4,"SPCR",4,"20",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",1,5,"SPCR",11,"18",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",1,7,"SPCR",23,"28",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",2,1,"SPCR",15,"28",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",2,2,"SPCR",1,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",2,3,"SPCR",7,"18",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",2,4,"SPCR",5,"18",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",2,5,"SPCR",27,"32",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",2,6,"SPCR",32,"21",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",2,7,"SPCR",9,"22",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Sporobolus","cryptandrus"
"F99","10/04/99","T",2,2,"SPHA",2.5,"19",0,0,0,0,0,0,0,0,NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
"F99","10/04/99","T",1,2,"TILA2",4.5,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F99","10/04/99","T",1,4,"TILA2",18,"13",0,0,0,0,0,0,0,0,NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F99","10/04/99","T",1,6,"TILA2",3.5,"10",3,0,9,0,0,11,0,0,NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F99","10/04/99","T",2,1,"TILA2",1.5,"9",0,0,0,0,0,0,0,0,NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F99","10/04/99","T",2,6,"TILA2",2,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F99","10/04/99","T",2,7,"TILA2",0.8,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
"F99","10/16/99","K",4,1,"ARAD",0.5,"12",0,0,8,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/16/99","K",4,2,"ARAD",8,"27",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/16/99","K",4,4,"ARAD",3,"16",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/16/99","K",5,3,"ARAD",0.5,"6",0,0,1,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/16/99","K",5,6,"ARAD",0.3,"12",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/16/99","K",6,2,"ARAD",3,"15",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/16/99","K",6,4,"ARAD",2,"14",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/16/99","K",7,1,"ARAD",3,"19",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","adscensionis"
"F99","10/16/99","K",4,2,"ARHA3",21,"26",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","havardii"
"F99","10/16/99","K",6,1,"ARHA3",5,"23",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","havardii"
"F99","10/16/99","K",6,4,"ARHA3",1,"14",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Aristida","havardii"
"F99","10/16/99","K",4,1,"ARPU6",6,"22",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/16/99","K",4,2,"ARPU6",12,"19",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/16/99","K",4,7,"ARPU6",7,"19",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/16/99","K",6,1,"ARPU6",19,"20",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/16/99","K",7,4,"ARPU6",0.5,"11",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"F99","10/16/99","K",4,4,"BOBA2",2,"14",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
"F99","10/16/99","K",5,1,"BOBA2",0.5,"7",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
"F99","10/16/99","K",5,4,"BOBA2",1,"8",0,0,0,0,0,0,0,0,NA,"Plantae","Poaceae","Bouteloua","barbata"
