"DATE","PER","SITE","WEB","TRN","SPECIES","AGE","SEX","SUB","CNT","BURNED","COMMENTS","Taxa_genus","Taxa_species"
"6/22/1992","1992E","BOER",1,12,"ARCO","4","M","SOIL",1,".","","Arphia","conspersa"
"6/22/1992","1992E","BOER",1,12,"COCR","4","F","SOIL",1,".","","Cordillacris","crenulata"
"6/22/1992","1992E","BOER",1,12,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,12,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,12,"ERSI","4","F","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",1,12,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,12,"PSDE","4","M","BOGR2",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,12,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,12,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,12,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,12,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,12,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,12,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,12,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,12,"TRPA","4","M","SOIL",1,".","","Trimerotropis","pallidipennis"
"6/22/1992","1992E","BOER",1,12,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",1,12,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",1,36,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,36,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,36,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,36,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,36,"ERSI","4","M","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",1,36,"ERSI","4","M","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",1,36,"MEAR2","3","N","BOER4",1,".","",NA,NA
"6/22/1992","1992E","BOER",1,36,"PAPA","2","N","BOER4",1,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",1,36,"PAPA","3","N","BOER4",3,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",1,36,"PAPA","3","N","BOER4",2,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",1,36,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,36,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,36,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,36,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,36,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,36,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,36,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,36,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,36,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,36,"TRPA","4","M","SOIL",1,".","","Trimerotropis","pallidipennis"
"6/22/1992","1992E","BOER",1,36,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",1,60,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,60,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,60,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,60,"ERSI","4","M","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",1,60,"ERSI","4","M","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",1,60,"PAPA","2","N","BOER4",1,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",1,60,"PAPA","3","N","BOER4",3,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",1,60,"PAPA","3","N","BOER4",2,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",1,60,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,60,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,60,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,60,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,60,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,60,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,60,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",1,60,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",1,84,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,84,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,84,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,84,"ERSI","4","M","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",1,84,"PAPA","2","N","BOER4",1,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",1,84,"PAPA","3","N","BOER4",2,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",1,84,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,84,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,84,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,84,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,84,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,84,"TRPA","4","M","SOIL",1,".","","Trimerotropis","pallidipennis"
"6/22/1992","1992E","BOER",1,108,"AGDE","3","N","SOIL",2,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",1,108,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,108,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,108,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,108,"COOC","4","F","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,108,"COOC","4","M","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,108,"ERSI","4","F","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",1,108,"ERSI","4","M","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",1,108,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,108,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,108,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,108,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,108,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,108,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,108,"XACO","4","F","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",1,108,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",1,132,"AMCO","4","M","BOER4",1,".","",NA,NA
"6/22/1992","1992E","BOER",1,132,"ARCO","4","M","SCBR2",1,".","","Arphia","conspersa"
"6/22/1992","1992E","BOER",1,132,"COOC","4","M","SCBR2",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,132,"COOC","4","F","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,132,"COOC","4","M","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,132,"COOC","4","M","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",1,132,"ERSI","4","M","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",1,132,"ERSI","4","F","BOGR2",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",1,132,"PSDE","4","F","SCBR2",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,132,"PSDE","4","M","SCBR2",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,132,"PSDE","4","M","SCBR2",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,132,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,132,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,132,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,132,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,132,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",1,132,"XACO","4","F","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,12,"AGDE","3","N","BOER4",1,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",2,12,"AGDE","2","N","SOIL",1,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",2,12,"AGDE","3","N","SOIL",1,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",2,12,"ARCO","4","M","BOER4",1,".","","Arphia","conspersa"
"6/22/1992","1992E","BOER",2,12,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,12,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,12,"COOC","4","F","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,12,"ERSI","4","M","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",2,12,"PAPA","2","N","BOER4",1,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,12,"PAPA","3","N","BOER4",1,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,12,"PAPA","3","N","BOER4",1,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,12,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,12,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,12,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,12,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,12,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,12,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,12,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,12,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,12,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,36,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,36,"COOC","4","M","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,36,"COOC","4","M","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,36,"HEVI","3","N","GUSA2",1,".","","Hesperotettix","viridis"
"6/22/1992","1992E","BOER",2,36,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,36,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,36,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,36,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,36,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,36,"PSDE","4","F","SPCO4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,36,"PSDE","4","M","SPCO4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,36,"TRPA","4","F","SOIL",1,".","","Trimerotropis","pallidipennis"
"6/22/1992","1992E","BOER",2,36,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,60,"COOC","4","F","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,60,"ERSI","4","M","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",2,60,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,60,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,60,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,60,"PSDE","4","M","MUTO2",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,60,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,60,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,60,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,60,"XACO","4","F","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,60,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,84,"ARCO","4","F","SOIL",1,".","","Arphia","conspersa"
"6/22/1992","1992E","BOER",2,84,"COOC","3","N","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,84,"ERSI","4","F","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",2,84,"ERSI","4","F","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",2,84,"ERSI","4","M","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",2,84,"PAPA","2","N","BOER4",3,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,84,"PAPA","2","N","BOER4",1,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,84,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,84,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,84,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,84,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,84,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,84,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,84,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,84,"PSDE","4","F","SPCO4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,84,"XACO","4","F","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,108,"AGDE","3","N","SOIL",2,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",2,108,"ARCO","4","F","SOIL",1,".","","Arphia","conspersa"
"6/22/1992","1992E","BOER",2,108,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,108,"COOC","4","M","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,108,"COOC","4","M","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,108,"ERSI","4","F","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",2,108,"ERSI","4","F","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",2,108,"PAPA","2","N","BOER4",1,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,108,"PAPA","3","N","BOER4",2,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,108,"PAPA","3","N","BOER4",1,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,108,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,108,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,108,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,108,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,108,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,108,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,108,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,108,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,108,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,108,"XACO","4","F","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,108,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,132,"AGDE","2","N","BOER4",1,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",2,132,"AGDE","3","N","BOER4",1,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",2,132,"AGDE","4","N","SOIL",1,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",2,132,"AMCO","4","F","BOER4",1,".","",NA,NA
"6/22/1992","1992E","BOER",2,132,"AMCO","4","M","BOER4",1,".","",NA,NA
"6/22/1992","1992E","BOER",2,132,"COOC","4","F","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,132,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",2,132,"PAPA","2","N","BOER4",1,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,132,"PAPA","2","N","BOER4",3,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,132,"PAPA","3","N","BOER4",1,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,132,"PAPA","3","N","BOER4",4,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,132,"PAPA","3","N","BOER4",3,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,132,"PAPA","3","N","BOER4",2,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",2,132,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,132,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,132,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,132,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,132,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,132,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,132,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,132,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,132,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,132,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,132,"PSDE","4","F","SPCO4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",2,132,"XACO","4","F","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,132,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,132,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,132,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",2,132,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",3,12,"AGDE","3","N","BOER4",2,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",3,12,"ARCO","4","M","SOIL",1,".","","Arphia","conspersa"
"6/22/1992","1992E","BOER",3,12,"COOC","4","F","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",3,12,"COOC","4","M","SPCO4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",3,12,"ERSI","4","F","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",3,12,"PAPA","2","N","BOER4",3,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",3,12,"PAPA","2","N","BOER4",2,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",3,12,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,12,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,12,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,12,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,12,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,12,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,12,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,12,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,12,"PSDE","4","F","SPCO4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,12,"TRPA","4","F","SOIL",1,".","","Trimerotropis","pallidipennis"
"6/22/1992","1992E","BOER",3,12,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",3,36,"AGDE","4","F","BOER4",1,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",3,36,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",3,36,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",3,36,"COOC","4","F","MUAR2",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",3,36,"ERSI","4","F","BOER4",1,".","","Eritettix","simplex"
"6/22/1992","1992E","BOER",3,36,"PAPA","3","N","BOER4",2,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",3,36,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,36,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,36,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,36,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,36,"PSDE","4","F","MUAR2",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,36,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,36,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,36,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,36,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,36,"PSDE","4","F","SPCO4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,36,"XACO","4","F","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",3,36,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",3,36,"XACO","4","M","SOIL",1,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",3,60,"COOC","4","M","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",3,60,"COOC","3","N","BOER4",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",3,60,"COOC","4","F","SOIL",1,".","","Cordillacris","occipitalis"
"6/22/1992","1992E","BOER",3,60,"PAPA","2","N","BOER4",3,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",3,60,"PAPA","3","N","BOER4",2,".","","Paropomala","pallida"
"6/22/1992","1992E","BOER",3,60,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,60,"PSDE","4","F","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,60,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,60,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,60,"PSDE","4","M","BOER4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,60,"PSDE","4","M","MUAR2",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,60,"PSDE","4","F","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,60,"PSDE","4","M","SOIL",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,60,"PSDE","4","M","SPCO4",1,".","","Psoloessa","delicatula"
"6/22/1992","1992E","BOER",3,60,"TRPA","4","M","SOIL",1,".","","Trimerotropis","pallidipennis"
"6/22/1992","1992E","BOER",3,60,"XACO","4","M","SOIL",2,".","","Xanthippus","corallipes"
"6/22/1992","1992E","BOER",3,84,"AGDE","3","N","MUAR2",1,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",3,84,"AGDE","3","N","SOIL",2,".","","Ageneotettix","deorum"
"6/22/1992","1992E","BOER",3,84,"AGDE","3","N","SPFL2",1,".","","Ageneotettix","deorum"
