"PER","DATE","PLOT","TRAN","SEC","SPP","CNT","Taxa_kingdom","Taxa_phylum","Taxa_class","Taxa_order","Taxa_family","Taxa_genus","Taxa_species"
"S00","6/13/2000","T",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/13/2000","T",5,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/13/2000","T",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/13/2000","T",7,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/13/2000","T",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/13/2000","T",7,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/13/2000","T",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/13/2000","T",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/13/2000","T",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",1,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",1,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",1,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",1,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",1,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",3,3,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S00","6/23/2000","K",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",3,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",5,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",5,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",7,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",7,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","K",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",1,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",1,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",1,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",1,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",1,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",3,2,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S00","6/23/2000","PK",3,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",3,4,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S00","6/23/2000","PK",3,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",3,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",5,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",5,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",5,6,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S00","6/23/2000","PK",5,6,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S00","6/23/2000","PK",7,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",7,1,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S00","6/23/2000","PK",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",7,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","PK",7,5,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S00","6/23/2000","PK",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",1,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",1,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",1,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",1,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",1,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",1,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",1,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",3,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",3,6,"CNIN",2,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",5,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",5,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",5,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",7,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",7,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/23/2000","T",7,6,"CNSP",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," inornatus;neomexicanus"
"S00","6/29/2000","K",1,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",1,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",1,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",1,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",1,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",3,3,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S00","6/29/2000","K",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",3,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",5,4,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S00","6/29/2000","K",5,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",5,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",7,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",7,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","K",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",1,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",1,2,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S00","6/29/2000","PK",1,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",1,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",1,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",3,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",3,6,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S00","6/29/2000","PK",5,1,"CNIN",2,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",5,1,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S00","6/29/2000","PK",5,1,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S00","6/29/2000","PK",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",5,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",7,1,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S00","6/29/2000","PK",7,1,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S00","6/29/2000","PK",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",7,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","PK",7,5,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S00","6/29/2000","PK",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",1,1,"CNIN",2,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",1,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",1,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",1,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",1,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",3,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",3,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",3,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",5,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",5,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",5,5,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S00","6/29/2000","T",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",7,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",7,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",7,2,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S00","6/29/2000","T",7,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S00","6/29/2000","T",7,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",1,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",1,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",1,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",1,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",1,6,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","K",2,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",2,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",2,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",2,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",2,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",2,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",3,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",3,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",3,3,"CNSP",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," inornatus;neomexicanus"
"S01","5/23/2001","K",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",3,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",4,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",4,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",4,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",4,4,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","5/23/2001","K",4,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",4,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",5,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",5,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",5,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",5,5,"CNSP",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," inornatus;neomexicanus"
"S01","5/23/2001","K",5,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",6,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",6,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",6,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",6,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",6,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",6,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",7,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",7,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","K",7,6,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",1,1,"CNNE",2," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",1,2,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",1,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",1,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",1,4,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",1,5,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",1,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",2,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",2,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",2,2,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",2,3,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",2,3,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",2,3,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",2,3,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",2,4,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",2,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",2,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",3,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",3,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",3,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",3,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",3,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",3,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",4,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",4,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",4,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",4,4,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",4,4,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",4,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",4,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",5,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",5,2,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",5,3,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","5/23/2001","PK",5,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",5,5,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",5,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",6,1,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","5/23/2001","PK",6,2,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","PK",6,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",6,3,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","5/23/2001","PK",6,5,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",6,6,"CNSP",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," inornatus;neomexicanus"
"S01","5/23/2001","PK",7,1,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",7,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",7,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",7,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",7,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","PK",7,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",1,1,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
"S01","5/23/2001","T",1,2,"CNSP",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," inornatus;neomexicanus"
"S01","5/23/2001","T",1,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",1,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",1,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",1,6,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",2,1,"CNSP",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," inornatus;neomexicanus"
"S01","5/23/2001","T",2,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",2,3,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",2,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",2,4,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",2,4,"HOMA",1," Animalia"," Chordata"," Reptilia"," Squamata"," Phrynosomatidae"," Holbrookia"," maculata"
"S01","5/23/2001","T",2,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",2,6,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",3,1,"CNIN",1,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",3,2,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",3,3,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",3,4,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",3,5,"NONE",0,NA,NA,NA,NA,NA,NA,NA
"S01","5/23/2001","T",3,6,"CNNE",1," Animalia"," Chordata"," Reptilia"," Squamata"," Teiidae"," Cnemidophorus"," neomexicana"
