"","Cruise","date","Station","Depth.meters","TAXON_GENUS","count","TAXON_PHYLUM","TAXON_CLASS"
"863",90123,"23-Jan-2009",3,5,"Meuniera",0,"NA","Bacillariophyceae"
"864",90123,"23-Jan-2009",4,5,"Meuniera",0,"NA","Bacillariophyceae"
"865",90123,"23-Jan-2009",5,5,"Meuniera",0,"NA","Bacillariophyceae"
"866",90226,"26-Feb-2009",1,5,"Meuniera",360,"NA","Bacillariophyceae"
"867",90226,"26-Feb-2009",2,5,"Meuniera",3900,"NA","Bacillariophyceae"
"868",90226,"26-Feb-2009",3,5,"Meuniera",2960,"NA","Bacillariophyceae"
"869",90226,"26-Feb-2009",4,5,"Meuniera",5320,"NA","Bacillariophyceae"
"870",90226,"26-Feb-2009",5,5,"Meuniera",820,"NA","Bacillariophyceae"
"871",90330,"30-Mar-2009",1,5,"Meuniera",1400,"NA","Bacillariophyceae"
"872",90330,"30-Mar-2009",2,5,"Meuniera",0,"NA","Bacillariophyceae"
"873",90330,"30-Mar-2009",3,5,"Meuniera",0,"NA","Bacillariophyceae"
"874",90330,"30-Mar-2009",4,5,"Meuniera",480,"NA","Bacillariophyceae"
"875",90330,"30-Mar-2009",5,5,"Meuniera",3160,"NA","Bacillariophyceae"
"876",90420,"20-Apr-2009",1,5,"Meuniera",420,"NA","Bacillariophyceae"
"877",90420,"20-Apr-2009",2,5,"Meuniera",1500,"NA","Bacillariophyceae"
"878",90420,"20-Apr-2009",3,5,"Meuniera",1040,"NA","Bacillariophyceae"
"879",90420,"20-Apr-2009",4,5,"Meuniera",1600,"NA","Bacillariophyceae"
"880",90420,"20-Apr-2009",5,5,"Meuniera",6020,"NA","Bacillariophyceae"
"881",80116,"16-Jan-2008",1,5,"Thalassionema",220,"NA","Bacillariophyceae"
"882",80116,"16-Jan-2008",2,5,"Thalassionema",880,"NA","Bacillariophyceae"
"883",80116,"16-Jan-2008",3,5,"Thalassionema",440,"NA","Bacillariophyceae"
"884",80116,"16-Jan-2008",4,5,"Thalassionema",320,"NA","Bacillariophyceae"
"885",80116,"16-Jan-2008",5,5,"Thalassionema",380,"NA","Bacillariophyceae"
"886",80221,"21-Feb-2008",1,5,"Thalassionema",240,"NA","Bacillariophyceae"
"887",80221,"21-Feb-2008",2,5,"Thalassionema",420,"NA","Bacillariophyceae"
"888",80221,"21-Feb-2008",3,5,"Thalassionema",440,"NA","Bacillariophyceae"
"889",80221,"21-Feb-2008",4,5,"Thalassionema",240,"NA","Bacillariophyceae"
"890",80221,"21-Feb-2008",5,5,"Thalassionema",240,"NA","Bacillariophyceae"
"891",80325,"25-Mar-2008",1,5,"Thalassionema",380,"NA","Bacillariophyceae"
"892",80325,"25-Mar-2008",2,5,"Thalassionema",200,"NA","Bacillariophyceae"
"893",80325,"25-Mar-2008",3,5,"Thalassionema",1200,"NA","Bacillariophyceae"
"894",80325,"25-Mar-2008",4,5,"Thalassionema",3320,"NA","Bacillariophyceae"
"895",80325,"25-Mar-2008",5,5,"Thalassionema",3340,"NA","Bacillariophyceae"
"896",80430,"30-Apr-2008",1,5,"Thalassionema",0,"NA","Bacillariophyceae"
"897",80430,"30-Apr-2008",2,5,"Thalassionema",0,"NA","Bacillariophyceae"
"898",80430,"30-Apr-2008",3,5,"Thalassionema",0,"NA","Bacillariophyceae"
"899",80430,"30-Apr-2008",4,5,"Thalassionema",0,"NA","Bacillariophyceae"
"900",80430,"30-Apr-2008",5,5,"Thalassionema",0,"NA","Bacillariophyceae"
"901",80514,"14-May-2008",1,5,"Thalassionema",0,"NA","Bacillariophyceae"
"902",80514,"14-May-2008",2,5,"Thalassionema",0,"NA","Bacillariophyceae"
"903",80514,"14-May-2008",3,5,"Thalassionema",160,"NA","Bacillariophyceae"
"904",80514,"14-May-2008",4,5,"Thalassionema",0,"NA","Bacillariophyceae"
"905",80514,"14-May-2008",5,5,"Thalassionema",0,"NA","Bacillariophyceae"
"906",80625,"25-Jun-2008",1,5,"Thalassionema",0,"NA","Bacillariophyceae"
"907",80625,"25-Jun-2008",2,5,"Thalassionema",0,"NA","Bacillariophyceae"
"908",80625,"25-Jun-2008",3,5,"Thalassionema",100,"NA","Bacillariophyceae"
"909",80625,"25-Jun-2008",4,5,"Thalassionema",840,"NA","Bacillariophyceae"
"910",80625,"25-Jun-2008",5,5,"Thalassionema",1700,"NA","Bacillariophyceae"
"911",80716,"16-Jul-2008",1,5,"Thalassionema",160,"NA","Bacillariophyceae"
"912",80716,"16-Jul-2008",2,5,"Thalassionema",0,"NA","Bacillariophyceae"
"913",80716,"16-Jul-2008",3,5,"Thalassionema",0,"NA","Bacillariophyceae"
"914",80716,"16-Jul-2008",4,5,"Thalassionema",140,"NA","Bacillariophyceae"
"915",80716,"16-Jul-2008",5,5,"Thalassionema",200,"NA","Bacillariophyceae"
"916",80827,"27-Aug-2008",1,5,"Thalassionema",0,"NA","Bacillariophyceae"
"917",80827,"27-Aug-2008",2,5,"Thalassionema",0,"NA","Bacillariophyceae"
"918",80827,"27-Aug-2008",3,5,"Thalassionema",0,"NA","Bacillariophyceae"
"919",80827,"27-Aug-2008",4,5,"Thalassionema",0,"NA","Bacillariophyceae"
"920",80827,"27-Aug-2008",5,5,"Thalassionema",0,"NA","Bacillariophyceae"
"921",80924,"24-Sep-2008",1,5,"Thalassionema",0,"NA","Bacillariophyceae"
"922",80924,"24-Sep-2008",2,5,"Thalassionema",80,"NA","Bacillariophyceae"
"923",80924,"24-Sep-2008",3,5,"Thalassionema",0,"NA","Bacillariophyceae"
"924",80924,"24-Sep-2008",4,5,"Thalassionema",0,"NA","Bacillariophyceae"
"925",80924,"24-Sep-2008",5,5,"Thalassionema",580,"NA","Bacillariophyceae"
"926",81023,"23-Oct-2008",1,5,"Thalassionema",360,"NA","Bacillariophyceae"
"927",81023,"23-Oct-2008",2,5,"Thalassionema",5100,"NA","Bacillariophyceae"
"928",81023,"23-Oct-2008",3,5,"Thalassionema",9380,"NA","Bacillariophyceae"
"929",81023,"23-Oct-2008",4,5,"Thalassionema",4260,"NA","Bacillariophyceae"
"930",81023,"23-Oct-2008",5,5,"Thalassionema",2860,"NA","Bacillariophyceae"
"931",81119,"19-Nov-2008",1,5,"Thalassionema",0,"NA","Bacillariophyceae"
"932",81119,"19-Nov-2008",2,5,"Thalassionema",3200,"NA","Bacillariophyceae"
"933",81119,"19-Nov-2008",3,5,"Thalassionema",620,"NA","Bacillariophyceae"
"934",81119,"19-Nov-2008",4,5,"Thalassionema",0,"NA","Bacillariophyceae"
"935",81119,"19-Nov-2008",5,5,"Thalassionema",1060,"NA","Bacillariophyceae"
"936",81210,"10-Dec-2008",1,5,"Thalassionema",280,"NA","Bacillariophyceae"
"937",81210,"10-Dec-2008",2,5,"Thalassionema",320,"NA","Bacillariophyceae"
"938",81210,"10-Dec-2008",3,5,"Thalassionema",0,"NA","Bacillariophyceae"
"939",81210,"10-Dec-2008",4,5,"Thalassionema",320,"NA","Bacillariophyceae"
"940",81210,"10-Dec-2008",5,5,"Thalassionema",0,"NA","Bacillariophyceae"
"941",90123,"23-Jan-2009",1,5,"Thalassionema",120,"NA","Bacillariophyceae"
"942",90123,"23-Jan-2009",2,5,"Thalassionema",0,"NA","Bacillariophyceae"
"943",90123,"23-Jan-2009",3,5,"Thalassionema",160,"NA","Bacillariophyceae"
"944",90123,"23-Jan-2009",4,5,"Thalassionema",40,"NA","Bacillariophyceae"
"945",90123,"23-Jan-2009",5,5,"Thalassionema",240,"NA","Bacillariophyceae"
"946",90226,"26-Feb-2009",1,5,"Thalassionema",0,"NA","Bacillariophyceae"
"947",90226,"26-Feb-2009",2,5,"Thalassionema",0,"NA","Bacillariophyceae"
"948",90226,"26-Feb-2009",3,5,"Thalassionema",80,"NA","Bacillariophyceae"
"949",90226,"26-Feb-2009",4,5,"Thalassionema",620,"NA","Bacillariophyceae"
"950",90226,"26-Feb-2009",5,5,"Thalassionema",0,"NA","Bacillariophyceae"
"951",90330,"30-Mar-2009",1,5,"Thalassionema",0,"NA","Bacillariophyceae"
"952",90330,"30-Mar-2009",2,5,"Thalassionema",120,"NA","Bacillariophyceae"
"953",90330,"30-Mar-2009",3,5,"Thalassionema",0,"NA","Bacillariophyceae"
"954",90330,"30-Mar-2009",4,5,"Thalassionema",0,"NA","Bacillariophyceae"
"955",90330,"30-Mar-2009",5,5,"Thalassionema",0,"NA","Bacillariophyceae"
"956",90420,"20-Apr-2009",1,5,"Thalassionema",0,"NA","Bacillariophyceae"
"957",90420,"20-Apr-2009",2,5,"Thalassionema",0,"NA","Bacillariophyceae"
"958",90420,"20-Apr-2009",3,5,"Thalassionema",0,"NA","Bacillariophyceae"
"959",90420,"20-Apr-2009",4,5,"Thalassionema",0,"NA","Bacillariophyceae"
"960",90420,"20-Apr-2009",5,5,"Thalassionema",0,"NA","Bacillariophyceae"
"961",80116,"16-Jan-2008",1,5,"Guinardia",0,"NA","Bacillariophyceae"
"962",80116,"16-Jan-2008",2,5,"Guinardia",0,"NA","Bacillariophyceae"
"963",80116,"16-Jan-2008",3,5,"Guinardia",0,"NA","Bacillariophyceae"
"964",80116,"16-Jan-2008",4,5,"Guinardia",0,"NA","Bacillariophyceae"
"965",80116,"16-Jan-2008",5,5,"Guinardia",0,"NA","Bacillariophyceae"
"966",80221,"21-Feb-2008",1,5,"Guinardia",0,"NA","Bacillariophyceae"
"967",80221,"21-Feb-2008",2,5,"Guinardia",0,"NA","Bacillariophyceae"
"968",80221,"21-Feb-2008",3,5,"Guinardia",0,"NA","Bacillariophyceae"
"969",80221,"21-Feb-2008",4,5,"Guinardia",0,"NA","Bacillariophyceae"
"970",80221,"21-Feb-2008",5,5,"Guinardia",0,"NA","Bacillariophyceae"
"971",80325,"25-Mar-2008",1,5,"Guinardia",0,"NA","Bacillariophyceae"
"972",80325,"25-Mar-2008",2,5,"Guinardia",0,"NA","Bacillariophyceae"
"973",80325,"25-Mar-2008",3,5,"Guinardia",0,"NA","Bacillariophyceae"
"974",80325,"25-Mar-2008",4,5,"Guinardia",0,"NA","Bacillariophyceae"
"975",80325,"25-Mar-2008",5,5,"Guinardia",0,"NA","Bacillariophyceae"
"976",80430,"30-Apr-2008",1,5,"Guinardia",0,"NA","Bacillariophyceae"
"977",80430,"30-Apr-2008",2,5,"Guinardia",0,"NA","Bacillariophyceae"
"978",80430,"30-Apr-2008",3,5,"Guinardia",0,"NA","Bacillariophyceae"
"979",80430,"30-Apr-2008",4,5,"Guinardia",0,"NA","Bacillariophyceae"
"980",80430,"30-Apr-2008",5,5,"Guinardia",0,"NA","Bacillariophyceae"
"981",80514,"14-May-2008",1,5,"Guinardia",0,"NA","Bacillariophyceae"
"982",80514,"14-May-2008",2,5,"Guinardia",0,"NA","Bacillariophyceae"
"983",80514,"14-May-2008",3,5,"Guinardia",0,"NA","Bacillariophyceae"
"984",80514,"14-May-2008",4,5,"Guinardia",0,"NA","Bacillariophyceae"
"985",80514,"14-May-2008",5,5,"Guinardia",0,"NA","Bacillariophyceae"
"986",80625,"25-Jun-2008",1,5,"Guinardia",0,"NA","Bacillariophyceae"
"987",80625,"25-Jun-2008",2,5,"Guinardia",0,"NA","Bacillariophyceae"
"988",80625,"25-Jun-2008",3,5,"Guinardia",0,"NA","Bacillariophyceae"
"989",80625,"25-Jun-2008",4,5,"Guinardia",0,"NA","Bacillariophyceae"
"990",80625,"25-Jun-2008",5,5,"Guinardia",0,"NA","Bacillariophyceae"
"991",80716,"16-Jul-2008",1,5,"Guinardia",60,"NA","Bacillariophyceae"
"992",80716,"16-Jul-2008",2,5,"Guinardia",300,"NA","Bacillariophyceae"
"993",80716,"16-Jul-2008",3,5,"Guinardia",540,"NA","Bacillariophyceae"
"994",80716,"16-Jul-2008",4,5,"Guinardia",300,"NA","Bacillariophyceae"
"995",80716,"16-Jul-2008",5,5,"Guinardia",3820,"NA","Bacillariophyceae"
"996",80827,"27-Aug-2008",1,5,"Guinardia",80,"NA","Bacillariophyceae"
"997",80827,"27-Aug-2008",2,5,"Guinardia",0,"NA","Bacillariophyceae"
"998",80827,"27-Aug-2008",3,5,"Guinardia",0,"NA","Bacillariophyceae"
"999",80827,"27-Aug-2008",4,5,"Guinardia",80,"NA","Bacillariophyceae"
"1000",80827,"27-Aug-2008",5,5,"Guinardia",220,"NA","Bacillariophyceae"
"1001",80924,"24-Sep-2008",1,5,"Guinardia",0,"NA","Bacillariophyceae"
"1002",80924,"24-Sep-2008",2,5,"Guinardia",0,"NA","Bacillariophyceae"
"1003",80924,"24-Sep-2008",3,5,"Guinardia",0,"NA","Bacillariophyceae"
"1004",80924,"24-Sep-2008",4,5,"Guinardia",100,"NA","Bacillariophyceae"
"1005",80924,"24-Sep-2008",5,5,"Guinardia",0,"NA","Bacillariophyceae"
"1006",81023,"23-Oct-2008",1,5,"Guinardia",2760,"NA","Bacillariophyceae"
"1007",81023,"23-Oct-2008",2,5,"Guinardia",4220,"NA","Bacillariophyceae"
"1008",81023,"23-Oct-2008",3,5,"Guinardia",5980,"NA","Bacillariophyceae"
"1009",81023,"23-Oct-2008",4,5,"Guinardia",0,"NA","Bacillariophyceae"
"1010",81023,"23-Oct-2008",5,5,"Guinardia",3920,"NA","Bacillariophyceae"
"1011",81119,"19-Nov-2008",1,5,"Guinardia",0,"NA","Bacillariophyceae"
"1012",81119,"19-Nov-2008",2,5,"Guinardia",1000,"NA","Bacillariophyceae"
"1013",81119,"19-Nov-2008",3,5,"Guinardia",2400,"NA","Bacillariophyceae"
"1014",81119,"19-Nov-2008",4,5,"Guinardia",420,"NA","Bacillariophyceae"
"1015",81119,"19-Nov-2008",5,5,"Guinardia",420,"NA","Bacillariophyceae"
"1016",81210,"10-Dec-2008",1,5,"Guinardia",560,"NA","Bacillariophyceae"
"1017",81210,"10-Dec-2008",2,5,"Guinardia",700,"NA","Bacillariophyceae"
"1018",81210,"10-Dec-2008",3,5,"Guinardia",200,"NA","Bacillariophyceae"
"1019",81210,"10-Dec-2008",4,5,"Guinardia",300,"NA","Bacillariophyceae"
"1020",81210,"10-Dec-2008",5,5,"Guinardia",0,"NA","Bacillariophyceae"
"1021",90123,"23-Jan-2009",1,5,"Guinardia",260,"NA","Bacillariophyceae"
"1022",90123,"23-Jan-2009",2,5,"Guinardia",0,"NA","Bacillariophyceae"
"1023",90123,"23-Jan-2009",3,5,"Guinardia",0,"NA","Bacillariophyceae"
"1024",90123,"23-Jan-2009",4,5,"Guinardia",0,"NA","Bacillariophyceae"
"1025",90123,"23-Jan-2009",5,5,"Guinardia",0,"NA","Bacillariophyceae"
"1026",90226,"26-Feb-2009",1,5,"Guinardia",0,"NA","Bacillariophyceae"
"1027",90226,"26-Feb-2009",2,5,"Guinardia",1980,"NA","Bacillariophyceae"
"1028",90226,"26-Feb-2009",3,5,"Guinardia",1600,"NA","Bacillariophyceae"
"1029",90226,"26-Feb-2009",4,5,"Guinardia",3120,"NA","Bacillariophyceae"
"1030",90226,"26-Feb-2009",5,5,"Guinardia",340,"NA","Bacillariophyceae"
"1031",90330,"30-Mar-2009",1,5,"Guinardia",1180,"NA","Bacillariophyceae"
"1032",90330,"30-Mar-2009",2,5,"Guinardia",1180,"NA","Bacillariophyceae"
"1033",90330,"30-Mar-2009",3,5,"Guinardia",840,"NA","Bacillariophyceae"
"1034",90330,"30-Mar-2009",4,5,"Guinardia",1000,"NA","Bacillariophyceae"
"1035",90330,"30-Mar-2009",5,5,"Guinardia",540,"NA","Bacillariophyceae"
"1036",90420,"20-Apr-2009",1,5,"Guinardia",0,"NA","Bacillariophyceae"
"1037",90420,"20-Apr-2009",2,5,"Guinardia",0,"NA","Bacillariophyceae"
"1038",90420,"20-Apr-2009",3,5,"Guinardia",0,"NA","Bacillariophyceae"
"1039",90420,"20-Apr-2009",4,5,"Guinardia",0,"NA","Bacillariophyceae"
"1040",90420,"20-Apr-2009",5,5,"Guinardia",0,"NA","Bacillariophyceae"
"1041",80116,"16-Jan-2008",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1042",80116,"16-Jan-2008",2,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1043",80116,"16-Jan-2008",3,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1044",80116,"16-Jan-2008",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1045",80116,"16-Jan-2008",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1046",80221,"21-Feb-2008",1,5,"Hemiaulus",180,"NA","Bacillariophyceae"
"1047",80221,"21-Feb-2008",2,5,"Hemiaulus",340,"NA","Bacillariophyceae"
"1048",80221,"21-Feb-2008",3,5,"Hemiaulus",720,"NA","Bacillariophyceae"
"1049",80221,"21-Feb-2008",4,5,"Hemiaulus",1100,"NA","Bacillariophyceae"
"1050",80221,"21-Feb-2008",5,5,"Hemiaulus",1100,"NA","Bacillariophyceae"
"1051",80325,"25-Mar-2008",1,5,"Hemiaulus",140,"NA","Bacillariophyceae"
"1052",80325,"25-Mar-2008",2,5,"Hemiaulus",580,"NA","Bacillariophyceae"
"1053",80325,"25-Mar-2008",3,5,"Hemiaulus",220,"NA","Bacillariophyceae"
"1054",80325,"25-Mar-2008",4,5,"Hemiaulus",280,"NA","Bacillariophyceae"
"1055",80325,"25-Mar-2008",5,5,"Hemiaulus",1380,"NA","Bacillariophyceae"
"1056",80430,"30-Apr-2008",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1057",80430,"30-Apr-2008",2,5,"Hemiaulus",40,"NA","Bacillariophyceae"
"1058",80430,"30-Apr-2008",3,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1059",80430,"30-Apr-2008",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1060",80430,"30-Apr-2008",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1061",80514,"14-May-2008",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1062",80514,"14-May-2008",2,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1063",80514,"14-May-2008",3,5,"Hemiaulus",40,"NA","Bacillariophyceae"
"1064",80514,"14-May-2008",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1065",80514,"14-May-2008",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1066",80625,"25-Jun-2008",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1067",80625,"25-Jun-2008",2,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1068",80625,"25-Jun-2008",3,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1069",80625,"25-Jun-2008",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1070",80625,"25-Jun-2008",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1071",80716,"16-Jul-2008",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1072",80716,"16-Jul-2008",2,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1073",80716,"16-Jul-2008",3,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1074",80716,"16-Jul-2008",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1075",80716,"16-Jul-2008",5,5,"Hemiaulus",120,"NA","Bacillariophyceae"
"1076",80827,"27-Aug-2008",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1077",80827,"27-Aug-2008",2,5,"Hemiaulus",100,"NA","Bacillariophyceae"
"1078",80827,"27-Aug-2008",3,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1079",80827,"27-Aug-2008",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1080",80827,"27-Aug-2008",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1081",80924,"24-Sep-2008",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1082",80924,"24-Sep-2008",2,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1083",80924,"24-Sep-2008",3,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1084",80924,"24-Sep-2008",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1085",80924,"24-Sep-2008",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1086",81023,"23-Oct-2008",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1087",81023,"23-Oct-2008",2,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1088",81023,"23-Oct-2008",3,5,"Hemiaulus",80,"NA","Bacillariophyceae"
"1089",81023,"23-Oct-2008",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1090",81023,"23-Oct-2008",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1091",81119,"19-Nov-2008",1,5,"Hemiaulus",200,"NA","Bacillariophyceae"
"1092",81119,"19-Nov-2008",2,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1093",81119,"19-Nov-2008",3,5,"Hemiaulus",240,"NA","Bacillariophyceae"
"1094",81119,"19-Nov-2008",4,5,"Hemiaulus",120,"NA","Bacillariophyceae"
"1095",81119,"19-Nov-2008",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1096",81210,"10-Dec-2008",1,5,"Hemiaulus",100,"NA","Bacillariophyceae"
"1097",81210,"10-Dec-2008",2,5,"Hemiaulus",160,"NA","Bacillariophyceae"
"1098",81210,"10-Dec-2008",3,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1099",81210,"10-Dec-2008",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1100",81210,"10-Dec-2008",5,5,"Hemiaulus",160,"NA","Bacillariophyceae"
"1101",90123,"23-Jan-2009",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1102",90123,"23-Jan-2009",2,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1103",90123,"23-Jan-2009",3,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1104",90123,"23-Jan-2009",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1105",90123,"23-Jan-2009",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1106",90226,"26-Feb-2009",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1107",90226,"26-Feb-2009",2,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1108",90226,"26-Feb-2009",3,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1109",90226,"26-Feb-2009",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1110",90226,"26-Feb-2009",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1111",90330,"30-Mar-2009",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1112",90330,"30-Mar-2009",2,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1113",90330,"30-Mar-2009",3,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1114",90330,"30-Mar-2009",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1115",90330,"30-Mar-2009",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1116",90420,"20-Apr-2009",1,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1117",90420,"20-Apr-2009",2,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1118",90420,"20-Apr-2009",3,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1119",90420,"20-Apr-2009",4,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1120",90420,"20-Apr-2009",5,5,"Hemiaulus",0,"NA","Bacillariophyceae"
"1121",80116,"16-Jan-2008",1,5,"Ditylum",0,"NA","Bacillariophyceae"
"1122",80116,"16-Jan-2008",2,5,"Ditylum",0,"NA","Bacillariophyceae"
"1123",80116,"16-Jan-2008",3,5,"Ditylum",0,"NA","Bacillariophyceae"
"1124",80116,"16-Jan-2008",4,5,"Ditylum",0,"NA","Bacillariophyceae"
"1125",80116,"16-Jan-2008",5,5,"Ditylum",0,"NA","Bacillariophyceae"
"1126",80221,"21-Feb-2008",1,5,"Ditylum",80,"NA","Bacillariophyceae"
"1127",80221,"21-Feb-2008",2,5,"Ditylum",240,"NA","Bacillariophyceae"
"1128",80221,"21-Feb-2008",3,5,"Ditylum",320,"NA","Bacillariophyceae"
"1129",80221,"21-Feb-2008",4,5,"Ditylum",200,"NA","Bacillariophyceae"
"1130",80221,"21-Feb-2008",5,5,"Ditylum",60,"NA","Bacillariophyceae"
"1131",80325,"25-Mar-2008",1,5,"Ditylum",40,"NA","Bacillariophyceae"
"1132",80325,"25-Mar-2008",2,5,"Ditylum",580,"NA","Bacillariophyceae"
"1133",80325,"25-Mar-2008",3,5,"Ditylum",740,"NA","Bacillariophyceae"
"1134",80325,"25-Mar-2008",4,5,"Ditylum",380,"NA","Bacillariophyceae"
"1135",80325,"25-Mar-2008",5,5,"Ditylum",1160,"NA","Bacillariophyceae"
"1136",80430,"30-Apr-2008",1,5,"Ditylum",0,"NA","Bacillariophyceae"
"1137",80430,"30-Apr-2008",2,5,"Ditylum",0,"NA","Bacillariophyceae"
"1138",80430,"30-Apr-2008",3,5,"Ditylum",0,"NA","Bacillariophyceae"
"1139",80430,"30-Apr-2008",4,5,"Ditylum",0,"NA","Bacillariophyceae"
"1140",80430,"30-Apr-2008",5,5,"Ditylum",0,"NA","Bacillariophyceae"
"1141",80514,"14-May-2008",1,5,"Ditylum",0,"NA","Bacillariophyceae"
"1142",80514,"14-May-2008",2,5,"Ditylum",0,"NA","Bacillariophyceae"
"1143",80514,"14-May-2008",3,5,"Ditylum",0,"NA","Bacillariophyceae"
"1144",80514,"14-May-2008",4,5,"Ditylum",0,"NA","Bacillariophyceae"
"1145",80514,"14-May-2008",5,5,"Ditylum",0,"NA","Bacillariophyceae"
"1146",80625,"25-Jun-2008",1,5,"Ditylum",0,"NA","Bacillariophyceae"
"1147",80625,"25-Jun-2008",2,5,"Ditylum",0,"NA","Bacillariophyceae"
"1148",80625,"25-Jun-2008",3,5,"Ditylum",0,"NA","Bacillariophyceae"
"1149",80625,"25-Jun-2008",4,5,"Ditylum",0,"NA","Bacillariophyceae"
"1150",80625,"25-Jun-2008",5,5,"Ditylum",0,"NA","Bacillariophyceae"
"1151",80716,"16-Jul-2008",1,5,"Ditylum",0,"NA","Bacillariophyceae"
"1152",80716,"16-Jul-2008",2,5,"Ditylum",0,"NA","Bacillariophyceae"
"1153",80716,"16-Jul-2008",3,5,"Ditylum",0,"NA","Bacillariophyceae"
"1154",80716,"16-Jul-2008",4,5,"Ditylum",0,"NA","Bacillariophyceae"
"1155",80716,"16-Jul-2008",5,5,"Ditylum",0,"NA","Bacillariophyceae"
"1156",80827,"27-Aug-2008",1,5,"Ditylum",0,"NA","Bacillariophyceae"
"1157",80827,"27-Aug-2008",2,5,"Ditylum",0,"NA","Bacillariophyceae"
"1158",80827,"27-Aug-2008",3,5,"Ditylum",0,"NA","Bacillariophyceae"
"1159",80827,"27-Aug-2008",4,5,"Ditylum",0,"NA","Bacillariophyceae"
"1160",80827,"27-Aug-2008",5,5,"Ditylum",0,"NA","Bacillariophyceae"
"1161",80924,"24-Sep-2008",1,5,"Ditylum",0,"NA","Bacillariophyceae"
"1162",80924,"24-Sep-2008",2,5,"Ditylum",0,"NA","Bacillariophyceae"
"1163",80924,"24-Sep-2008",3,5,"Ditylum",0,"NA","Bacillariophyceae"
"1164",80924,"24-Sep-2008",4,5,"Ditylum",0,"NA","Bacillariophyceae"
"1165",80924,"24-Sep-2008",5,5,"Ditylum",0,"NA","Bacillariophyceae"
"1166",81023,"23-Oct-2008",1,5,"Ditylum",0,"NA","Bacillariophyceae"
"1167",81023,"23-Oct-2008",2,5,"Ditylum",0,"NA","Bacillariophyceae"
"1168",81023,"23-Oct-2008",3,5,"Ditylum",0,"NA","Bacillariophyceae"
"1169",81023,"23-Oct-2008",4,5,"Ditylum",0,"NA","Bacillariophyceae"
