"Year","Species","plot","cover","quadrats","plot_id","Taxa_kingdom","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","site"
1991,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1991,"Distichlis","PLOT1B",121,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1991,"Limonium","PLOT1B",24,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1991,"Salicornia","PLOT1B",53,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1991,"Distichlis/s.patens","PLOT1B",121,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1992,"Juncus","PLOT1B",106,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1992,"Bare","PLOT1B",2,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1992,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1992,"S.alter","PLOT1B",34,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1992,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1992,"Distichlis","PLOT1B",103,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1992,"Limonium","PLOT1B",4,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1992,"Salicornia","PLOT1B",46,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1992,"Distichlis/s.patens","PLOT1B",103,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1993,"Juncus","PLOT1B",109,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1993,"Bare","PLOT1B",18,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1993,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1993,"S.alter","PLOT1B",55,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1993,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1993,"Distichlis","PLOT1B",108,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1993,"Limonium","PLOT1B",0,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1993,"Salicornia","PLOT1B",55,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1993,"Distichlis/s.patens","PLOT1B",108,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1994,"Juncus","PLOT1B",78,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1994,"Bare","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1994,"Litt/wrack","PLOT1B",200,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1994,"S.alter","PLOT1B",7,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1994,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1994,"Distichlis","PLOT1B",107,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1994,"Limonium","PLOT1B",2,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1994,"Salicornia","PLOT1B",1,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1994,"Distichlis/s.patens","PLOT1B",107,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1995,"Juncus","PLOT1B",13,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1995,"Bare","PLOT1B",69,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1995,"Litt/wrack","PLOT1B",104,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1995,"S.alter","PLOT1B",6,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1995,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1995,"Distichlis","PLOT1B",110,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1995,"Limonium","PLOT1B",0,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1995,"Salicornia","PLOT1B",17,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1995,"Distichlis/s.patens","PLOT1B",110,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1996,"Juncus","PLOT1B",3,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1996,"Bare","PLOT1B",67,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1996,"Litt/wrack","PLOT1B",77,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1996,"S.alter","PLOT1B",61,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1996,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1996,"Distichlis","PLOT1B",134,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1996,"Limonium","PLOT1B",0,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1996,"Salicornia","PLOT1B",36,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1996,"Distichlis/s.patens","PLOT1B",134,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1997,"Juncus","PLOT1B",2,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1997,"Bare","PLOT1B",103,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1997,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1997,"S.alter","PLOT1B",107,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1997,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1997,"Distichlis","PLOT1B",148,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1997,"Limonium","PLOT1B",49,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1997,"Salicornia","PLOT1B",33,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1997,"Distichlis/s.patens","PLOT1B",148,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1998,"Juncus","PLOT1B",4,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1998,"Bare","PLOT1B",11,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1998,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1998,"S.alter","PLOT1B",122,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1998,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1998,"Distichlis","PLOT1B",183,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1998,"Limonium","PLOT1B",35,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1998,"Salicornia","PLOT1B",80,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1998,"Distichlis/s.patens","PLOT1B",183,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1999,"Juncus","PLOT1B",2,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1999,"Bare","PLOT1B",34,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1999,"Litt/wrack","PLOT1B",7,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
1999,"S.alter","PLOT1B",107,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1999,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1999,"Distichlis","PLOT1B",189,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1999,"Limonium","PLOT1B",26,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1999,"Salicornia","PLOT1B",91,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1999,"Distichlis/s.patens","PLOT1B",189,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2000,"Juncus","PLOT1B",4,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2000,"Bare","PLOT1B",61,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2000,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2000,"S.alter","PLOT1B",143,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2000,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2000,"Distichlis","PLOT1B",150,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2000,"Limonium","PLOT1B",32,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2000,"Salicornia","PLOT1B",103,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2000,"Distichlis/s.patens","PLOT1B",150,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2001,"Juncus","PLOT1B",15,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2001,"Bare","PLOT1B",17,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2001,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2001,"S.alter","PLOT1B",125,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2001,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2001,"Distichlis","PLOT1B",188,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2001,"Limonium","PLOT1B",14,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2001,"Salicornia","PLOT1B",124,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2001,"Distichlis/s.patens","PLOT1B",188,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2002,"Juncus","PLOT1B",7,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2002,"Bare","PLOT1B",9,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2002,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2002,"S.alter","PLOT1B",87,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2002,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2002,"Distichlis","PLOT1B",197,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2002,"Limonium","PLOT1B",15,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2002,"Salicornia","PLOT1B",139,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2002,"Distichlis/s.patens","PLOT1B",197,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2003,"Juncus","PLOT1B",12,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2003,"Bare","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2003,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2003,"S.alter","PLOT1B",103,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2003,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2003,"Distichlis","PLOT1B",194,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2003,"Limonium","PLOT1B",15,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2003,"Salicornia","PLOT1B",159,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2003,"Distichlis/s.patens","PLOT1B",194,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2004,"Juncus","PLOT1B",15,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2004,"Bare","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2004,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2004,"S.alter","PLOT1B",145,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2004,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2004,"Distichlis","PLOT1B",187,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2004,"Limonium","PLOT1B",20,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2004,"Salicornia","PLOT1B",127,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2004,"Distichlis/s.patens","PLOT1B",187,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2005,"Juncus","PLOT1B",27,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2005,"Bare","PLOT1B",3,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2005,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2005,"S.alter","PLOT1B",168,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2005,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2005,"Distichlis","PLOT1B",193,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2005,"Limonium","PLOT1B",13,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2005,"Salicornia","PLOT1B",48,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2005,"Distichlis/s.patens","PLOT1B",193,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2006,"Juncus","PLOT1B",40,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2006,"Bare","PLOT1B",28,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2006,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2006,"S.alter","PLOT1B",157,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2006,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2006,"Distichlis","PLOT1B",192,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2006,"Limonium","PLOT1B",20,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2006,"Salicornia","PLOT1B",40,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2006,"Distichlis/s.patens","PLOT1B",192,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2007,"Juncus","PLOT1B",47,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2007,"Bare","PLOT1B",39,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2007,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2007,"S.alter","PLOT1B",153,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2007,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2007,"Distichlis","PLOT1B",166,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2007,"Limonium","PLOT1B",42,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2007,"Salicornia","PLOT1B",57,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2007,"Distichlis/s.patens","PLOT1B",166,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2008,"Juncus","PLOT1B",40,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2008,"Bare","PLOT1B",26,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2008,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2008,"S.alter","PLOT1B",121,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2008,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2008,"Distichlis","PLOT1B",153,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2008,"Limonium","PLOT1B",68,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2008,"Salicornia","PLOT1B",91,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2008,"Distichlis/s.patens","PLOT1B",153,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2009,"Juncus","PLOT1B",34,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2009,"Bare","PLOT1B",81,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2009,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2009,"S.alter","PLOT1B",144,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2009,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2009,"Distichlis","PLOT1B",150,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2009,"Limonium","PLOT1B",70,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2009,"Salicornia","PLOT1B",90,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2009,"Distichlis/s.patens","PLOT1B",150,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2010,"Juncus","PLOT1B",35,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2010,"Bare","PLOT1B",8,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2010,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2010,"S.alter","PLOT1B",175,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2010,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2010,"Distichlis","PLOT1B",161,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2010,"Limonium","PLOT1B",55,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2010,"Salicornia","PLOT1B",62,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2010,"Distichlis/s.patens","PLOT1B",161,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2011,"Juncus","PLOT1B",33,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2011,"Bare","PLOT1B",32,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2011,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2011,"S.alter","PLOT1B",183,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2011,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2011,"Distichlis","PLOT1B",152,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2011,"Limonium","PLOT1B",49,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2011,"Salicornia","PLOT1B",78,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2011,"Distichlis/s.patens","PLOT1B",152,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2012,"Juncus","PLOT1B",28,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2012,"Bare","PLOT1B",81,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2012,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2012,"S.alter","PLOT1B",182,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2012,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2012,"Distichlis","PLOT1B",144,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2012,"Limonium","PLOT1B",30,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2012,"Salicornia","PLOT1B",58,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2012,"Distichlis/s.patens","PLOT1B",144,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2013,"Juncus","PLOT1B",28,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2013,"Bare","PLOT1B",41,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2013,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2013,"S.alter","PLOT1B",197,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2013,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2013,"Distichlis","PLOT1B",135,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2013,"Limonium","PLOT1B",42,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2013,"Salicornia","PLOT1B",94,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2013,"Distichlis/s.patens","PLOT1B",135,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
2014,"Juncus","PLOT1B",29,"B","PLOT1","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
2014,"Bare","PLOT1B",27,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2014,"Litt/wrack","PLOT1B",0,"B","PLOT1","NA","NA","NA","NA","NA","UPC"
2014,"S.alter","PLOT1B",200,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
2014,"S.patens","PLOT1B",0,"B","PLOT1","Plantae","Poales","Poaceae","Spartina","patens","UPC"
2014,"Distichlis","PLOT1B",139,"B","PLOT1","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
2014,"Limonium","PLOT1B",28,"B","PLOT1","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
2014,"Salicornia","PLOT1B",86,"B","PLOT1","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
2014,"Distichlis/s.patens","PLOT1B",139,"B","PLOT1","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1990,"Juncus","PLOT2A",103,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1990,"Bare","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1990,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1990,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1990,"S.patens","PLOT2A",119,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1990,"Distichlis","PLOT2A",195,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1990,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1990,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1990,"Distichlis/s.patens","PLOT2A",196,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1991,"Juncus","PLOT2A",110,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1991,"Bare","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1991,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1991,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1991,"S.patens","PLOT2A",130,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1991,"Distichlis","PLOT2A",199,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1991,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1991,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
1991,"Distichlis/s.patens","PLOT2A",200,"A","PLOT2","Plantae","Poales","Poaceae","Spartina; Distichlis","patens; spicata","UPC"
1992,"Juncus","PLOT2A",110,"A","PLOT2","Plantae","Poales","Juncaceae","Juncus","roemerianus","UPC"
1992,"Bare","PLOT2A",1,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1992,"Litt/wrack","PLOT2A",0,"A","PLOT2","NA","NA","NA","NA","NA","UPC"
1992,"S.alter","PLOT2A",0,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","alterniflora","UPC"
1992,"S.patens","PLOT2A",115,"A","PLOT2","Plantae","Poales","Poaceae","Spartina","patens","UPC"
1992,"Distichlis","PLOT2A",137,"A","PLOT2","Plantae","Poales","Poaceae","Distichlis","spicata","UPC"
1992,"Limonium","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Plumbaginaceae","Limonium","NA","UPC"
1992,"Salicornia","PLOT2A",0,"A","PLOT2","Plantae","Caryophyllales","Amarathaceae","Salicornioideae","NA","UPC"
