"PERIOD","DATE","PLOT","TRAN","SEC","SPP","AGE","SEX","SUB","CNT","Taxa_genus","Taxa_species"
"F01","9/17/2001","T",5,2,"PAPA","A","F","BOER","1"," Paropomala"," pallida"
"F01","9/17/2001","T",5,2,"PSSP","2","N","BOER","1",NA,NA
"F01","9/17/2001","T",5,2,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/17/2001","T",5,3,"AGDE","A","M","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",5,3,"ERSI","A","M","SCBR2","1"," Eritettix"," simplex"
"F01","9/17/2001","T",5,3,"PAPA","A","M","SPCR","1"," Paropomala"," pallida"
"F01","9/17/2001","T",5,3,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/17/2001","T",5,3,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/17/2001","T",5,3,"XACO","1","N","GRND","1"," Xanthippus"," corallipes"
"F01","9/17/2001","T",5,4,"AUFE","A","M","SCBR2","1"," Aulocara"," femoratum"
"F01","9/17/2001","T",5,4,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F01","9/17/2001","T",5,4,"PAPA","A","F","HIJA","1"," Paropomala"," pallida"
"F01","9/17/2001","T",5,4,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/17/2001","T",5,4,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/17/2001","T",5,4,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/17/2001","T",5,5,"AGDE","A","F","GRND","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",5,5,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",5,5,"ERSI","A","F","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",5,5,"MEAZ","A","M","SAKA","1"," Melanoplus"," arizonae"
"F01","9/17/2001","T",5,6,"AMCO","A","M","BOGR","1",NA,NA
"F01","9/17/2001","T",5,6,"ERSI","1","N","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",5,6,"PSSP","1","N","BOGR","1",NA,NA
"F01","9/17/2001","T",5,6,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/17/2001","T",5,6,"TRKI","A","M","GRND","1"," Trachyrhachis"," kiowa"
"F01","9/17/2001","T",5,6,"TRKI","A","F","GRND","1"," Trachyrhachis"," kiowa"
"F01","9/17/2001","T",6,1,"AGDE","A","F","BOGR","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",6,1,"AMCO","A","M","BOGR","1",NA,NA
"F01","9/17/2001","T",6,1,"COOC","A","M","BOGR","1"," Cordillacris"," occipitalis"
"F01","9/17/2001","T",6,1,"COOC","A","M","GRND","1"," Cordillacris"," occipitalis"
"F01","9/17/2001","T",6,1,"MEAZ","3","N","BOGR","1"," Melanoplus"," arizonae"
"F01","9/17/2001","T",6,1,"MEGL","A","M","BOGR","1"," Melanoplus"," gladstoni"
"F01","9/17/2001","T",6,1,"PSSP","1","N","SPCR","1",NA,NA
"F01","9/17/2001","T",6,1,"PSSP","1","N","GRND","1",NA,NA
"F01","9/17/2001","T",6,2,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",6,2,"AGDE","A","F","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",6,2,"ARPS","3","N","GRND","1"," Arphia"," pseudonietana"
"F01","9/17/2001","T",6,2,"MELA","A","F","SAKA","1"," Melanoplus"," lakinus"
"F01","9/17/2001","T",6,2,"PAPA","A","M","BOGR","1"," Paropomala"," pallida"
"F01","9/17/2001","T",6,2,"PSSP","2","N","SCBR2","1",NA,NA
"F01","9/17/2001","T",6,2,"PSSP","A","F","BOGR","1",NA,NA
"F01","9/17/2001","T",6,2,"PSSP","2","N","SCBR2","2",NA,NA
"F01","9/17/2001","T",6,2,"PSSP","1","N","GRND","1",NA,NA
"F01","9/17/2001","T",6,2,"PSSP","2","N","SCBR2","1",NA,NA
"F01","9/17/2001","T",6,3,"AGDE","A","M","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",6,3,"AGDE","A","M","MUAR","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",6,3,"ERSI","A","F","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,3,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,3,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,3,"ERSI","A","F","SCBR2","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,3,"ERSI","A","M","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,3,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/17/2001","T",6,3,"PSSP","1","N","GRND","1",NA,NA
"F01","9/17/2001","T",6,3,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/17/2001","T",6,4,"AMCO","A","F","BOGR","1",NA,NA
"F01","9/17/2001","T",6,4,"AUEL","A","M","SCBR2","1"," Aulocara"," elliotti"
"F01","9/17/2001","T",6,4,"ERSI","A","M","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,4,"ERSI","A","F","BOGR","2"," Eritettix"," simplex"
"F01","9/17/2001","T",6,4,"ERSI","A","M","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,4,"ERSI","1","N","SCBR2","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,4,"MEGL","A","F","BOGR","1"," Melanoplus"," gladstoni"
"F01","9/17/2001","T",6,4,"PAPA","A","F","BOGR","1"," Paropomala"," pallida"
"F01","9/17/2001","T",6,4,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/17/2001","T",6,5,"AGDE","A","F","GRND","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",6,5,"AGDE","A","M","BOGR","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",6,5,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",6,5,"AUEL","A","M","BOGR","1"," Aulocara"," elliotti"
"F01","9/17/2001","T",6,5,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,5,"PSSP","1","N","SCBR2","2",NA,NA
"F01","9/17/2001","T",6,5,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/17/2001","T",6,6,"AMCO","A","M","BOGR","1",NA,NA
"F01","9/17/2001","T",6,6,"ERSI","A","M","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,6,"ERSI","1","N","MUAR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,6,"ERSI","A","F","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",6,6,"MEAZ","A","M","APRA","1"," Melanoplus"," arizonae"
"F01","9/17/2001","T",6,6,"MEAZ","A","F","SAKA","1"," Melanoplus"," arizonae"
"F01","9/17/2001","T",6,6,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/17/2001","T",6,6,"TRFO","A","F","SPHA","1"," Tropidolophus"," formosus"
"F01","9/17/2001","T",6,6,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/17/2001","T",7,1,"AGDE","A","M","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",7,1,"AGDE","A","F","GRND","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",7,1,"AMCO","A","F","BOGR","1",NA,NA
"F01","9/17/2001","T",7,1,"AMCO","A","M","HIJA","1",NA,NA
"F01","9/17/2001","T",7,1,"ERSI","A","M","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,1,"ERSI","A","F","HIJA","2"," Eritettix"," simplex"
"F01","9/17/2001","T",7,1,"ERSI","2","N","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,1,"MEAZ","A","F","SPCR","1"," Melanoplus"," arizonae"
"F01","9/17/2001","T",7,1,"PAPA","A","M","HIJA","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,1,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,1,"PSSP","2","N","SCBR2","2",NA,NA
"F01","9/17/2001","T",7,1,"PSSP","2","N","BOGR","1",NA,NA
"F01","9/17/2001","T",7,1,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/17/2001","T",7,2,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",7,2,"COOC","A","M","GRND","1"," Cordillacris"," occipitalis"
"F01","9/17/2001","T",7,2,"ERSI","1","N","BOER","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,2,"ERSI","A","M","BOER","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,2,"ERSI","2","N","BOER","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,2,"MEFL","A","M","SPCR","1",NA,NA
"F01","9/17/2001","T",7,2,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,2,"PAPA","A","F","BOGR","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,2,"PAPA","A","F","BOER","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,2,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,2,"PSSP","2","N","BOGR","2",NA,NA
"F01","9/17/2001","T",7,2,"SYMO","A","F","BOGR","1"," Syrbula"," montezuma"
"F01","9/17/2001","T",7,3,"AGDE","A","M","BOGR","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",7,3,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",7,3,"ERSI","A","F","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,3,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,3,"MEGL","A","M","BOGR","1"," Melanoplus"," gladstoni"
"F01","9/17/2001","T",7,3,"PAPA","A","F","HIJA","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,3,"PSSP","2","N","BOGR","1",NA,NA
"F01","9/17/2001","T",7,3,"TRKI","A","M","GRND","2"," Trachyrhachis"," kiowa"
"F01","9/17/2001","T",7,4,"AUFE","A","F","BOGR","1"," Aulocara"," femoratum"
"F01","9/17/2001","T",7,4,"AUFE","A","M","GRND","1"," Aulocara"," femoratum"
"F01","9/17/2001","T",7,4,"ERSI","A","F","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,4,"ERSI","A","M","BOGR","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,4,"ERSI","1","N","BOGR","3"," Eritettix"," simplex"
"F01","9/17/2001","T",7,4,"MEAZ","A","M","SAKA","1"," Melanoplus"," arizonae"
"F01","9/17/2001","T",7,5,"AGDE","A","M","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",7,5,"AGDE","A","M","BOER","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",7,5,"AGDE","A","F","GRND","1"," Ageneotettix"," deorum"
"F01","9/17/2001","T",7,5,"AMCO","A","M","ARPU","1",NA,NA
"F01","9/17/2001","T",7,5,"ERSI","1","N","BOER","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,5,"MELA","A","F","SAKA","1"," Melanoplus"," lakinus"
"F01","9/17/2001","T",7,5,"PAPA","A","F","ARHA","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,5,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,5,"PSSP","1","N","GRND","1",NA,NA
"F01","9/17/2001","T",7,5,"PSSP","1","N","BOER","1",NA,NA
"F01","9/17/2001","T",7,5,"TRKI","A","F","GRND","1"," Trachyrhachis"," kiowa"
"F01","9/17/2001","T",7,5,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/17/2001","T",7,6,"AMCO","A","F","HIJA","1",NA,NA
"F01","9/17/2001","T",7,6,"ARPS","A","M","GRND","1"," Arphia"," pseudonietana"
"F01","9/17/2001","T",7,6,"AUEL","A","M","GRND","1"," Aulocara"," elliotti"
"F01","9/17/2001","T",7,6,"ERSI","A","M","BOER","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,6,"ERSI","A","F","BOER","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,6,"ERSI","2","N","BOER","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,6,"ERSI","A","M","BOER","1"," Eritettix"," simplex"
"F01","9/17/2001","T",7,6,"MEAZ","A","M","MASP","1"," Melanoplus"," arizonae"
"F01","9/17/2001","T",7,6,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,6,"PAPA","A","F","BOER","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,6,"PAPA","A","F","HIJA","1"," Paropomala"," pallida"
"F01","9/17/2001","T",7,6,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",1,1,"AGDE","A","F","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",1,1,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",1,1,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",1,1,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",1,1,"PAPA","A","F","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",1,2,"AGDE","A","F","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",1,2,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",1,2,"AGDE","A","F","BOGR","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",1,2,"PAPA","A","F","BOGR","1"," Paropomala"," pallida"
"F01","9/21/2001","K",1,2,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/21/2001","K",1,2,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/21/2001","K",1,2,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/21/2001","K",1,3,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",1,3,"AGDE","A","F","BOGR","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",1,3,"AUFE","A","F","SCBR2","1"," Aulocara"," femoratum"
"F01","9/21/2001","K",1,3,"ERSI","A","F","BOGR","1"," Eritettix"," simplex"
"F01","9/21/2001","K",1,4,"MEAZ","A","F","MASP","1"," Melanoplus"," arizonae"
"F01","9/21/2001","K",1,4,"PAPA","A","F","BOER","2"," Paropomala"," pallida"
"F01","9/21/2001","K",1,4,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",1,4,"XACO","A","F","GRND","1"," Xanthippus"," corallipes"
"F01","9/21/2001","K",1,5,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",1,5,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",1,5,"PAPA","A","F","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",1,5,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/21/2001","K",1,5,"PSSP","1","N","GRND","1",NA,NA
"F01","9/21/2001","K",1,6,"AUFE","A","M","SCBR2","1"," Aulocara"," femoratum"
"F01","9/21/2001","K",1,6,"ERSI","A","M","BOER","1"," Eritettix"," simplex"
"F01","9/21/2001","K",1,6,"MEAZ","A","F","BOGR","1"," Melanoplus"," arizonae"
"F01","9/21/2001","K",1,6,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",1,6,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",1,6,"PSSP","2","N","SCBR2","2",NA,NA
"F01","9/21/2001","K",2,1,"AUFE","A","M","BOGR","1"," Aulocara"," femoratum"
"F01","9/21/2001","K",2,1,"AUFE","A","M","GRND","1"," Aulocara"," femoratum"
"F01","9/21/2001","K",2,1,"DABI","A","M","BOGR","1"," Dactylotum"," bicolor"
"F01","9/21/2001","K",2,1,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",2,1,"PSSP","2","N","SCBR2","2",NA,NA
"F01","9/21/2001","K",2,2,"AGDE","A","M","BOGR","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",2,2,"ERSI","A","F","BOGR","1"," Eritettix"," simplex"
"F01","9/21/2001","K",2,2,"ERSI","A","F","BOGR","1"," Eritettix"," simplex"
"F01","9/21/2001","K",2,2,"ERSI","A","M","BOGR","1"," Eritettix"," simplex"
"F01","9/21/2001","K",2,2,"HATR","A","M","GRND","1"," Hadtrotettix"," trifasciatus"
"F01","9/21/2001","K",2,2,"PAPA","A","F","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",2,2,"PAPA","A","M","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",2,2,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/21/2001","K",2,3,"AGDE","A","F","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",2,3,"AGDE","A","M","MUAR","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",2,3,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",2,3,"PAPA","A","F","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",2,3,"PAPA","A","F","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",2,3,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",2,3,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/21/2001","K",2,4,"AUFE","A","M","BOGR","1"," Aulocara"," femoratum"
"F01","9/21/2001","K",2,4,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",2,4,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",2,4,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",2,4,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",2,4,"PAPA","A","M","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",2,5,"AGDE","A","M","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",2,5,"AGDE","A","F","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",2,5,"AUEL","A","M","SCBR2","1"," Aulocara"," elliotti"
"F01","9/21/2001","K",2,5,"PAPA","A","F","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",2,5,"PAPA","A","M","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",2,5,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/21/2001","K",2,6,"AGDE","A","F","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",2,6,"DABI","A","F","SCBR2","1"," Dactylotum"," bicolor"
"F01","9/21/2001","K",2,6,"ERSI","A","F","BOER","1"," Eritettix"," simplex"
"F01","9/21/2001","K",2,6,"LEWH","A","M","GRND","1"," Leprus"," wheeleri"
"F01","9/21/2001","K",2,6,"MEAZ","A","F","GUSA","1"," Melanoplus"," arizonae"
"F01","9/21/2001","K",2,6,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",3,1,"AGDE","A","M","BOGR","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",3,1,"AMCO","A","M","ARHA","1",NA,NA
"F01","9/21/2001","K",3,1,"ERSI","A","F","PAOB","1"," Eritettix"," simplex"
"F01","9/21/2001","K",3,1,"ERSI","A","M","BOGR","1"," Eritettix"," simplex"
"F01","9/21/2001","K",3,1,"OPOB","A","F","PAOB","1"," Opeia"," obscura"
"F01","9/21/2001","K",3,1,"OPOB","A","M","PAOB","1"," Opeia"," obscura"
"F01","9/21/2001","K",3,2,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",3,2,"AGDE","A","M","BOER","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",3,2,"AGDE","A","M","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",3,2,"AUFE","A","F","GRND","1"," Aulocara"," femoratum"
"F01","9/21/2001","K",3,2,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/21/2001","K",3,2,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/21/2001","K",3,3,"AGDE","A","M","BOER","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",3,3,"AGDE","A","M","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",3,3,"AMCO","A","M","BOGR","1",NA,NA
"F01","9/21/2001","K",3,3,"PAPA","A","F","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",3,3,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/21/2001","K",3,3,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/21/2001","K",3,3,"XACO","A","M","GRND","1"," Xanthippus"," corallipes"
"F01","9/21/2001","K",3,4,"AGDE","A","F","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",3,4,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",3,4,"AMCO","A","F","BOGR","1",NA,NA
"F01","9/21/2001","K",3,4,"ARPS","A","M","GRND","1"," Arphia"," pseudonietana"
"F01","9/21/2001","K",3,4,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",3,4,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",3,4,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",3,4,"PAPA","A","F","HIJA","-999"," Paropomala"," pallida"
"F01","9/21/2001","K",3,4,"PAPA","A","F","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",3,4,"PAPA","A","M","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",3,4,"PSSP","1","N","SCBR2","2",NA,NA
"F01","9/21/2001","K",3,5,"AGDE","A","F","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",3,5,"ARPS","A","F","GRND","1"," Arphia"," pseudonietana"
"F01","9/21/2001","K",3,5,"AUFE","A","F","BOGR","1"," Aulocara"," femoratum"
"F01","9/21/2001","K",3,5,"PAPA","A","M","BOER","2"," Paropomala"," pallida"
"F01","9/21/2001","K",3,6,"AGDE","A","M","MUAR","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",3,6,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",3,6,"AMCO","A","M","BOGR","1",NA,NA
"F01","9/21/2001","K",3,6,"AUFE","A","F","MUAR","1"," Aulocara"," femoratum"
"F01","9/21/2001","K",3,6,"ERSI","A","F","SPCR","1"," Eritettix"," simplex"
"F01","9/21/2001","K",3,6,"MEAZ","A","F","SAKA","1"," Melanoplus"," arizonae"
"F01","9/21/2001","K",3,6,"MELA","A","F","SAKA","1"," Melanoplus"," lakinus"
"F01","9/21/2001","K",4,1,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",4,1,"AGDE","A","F","MUAR2","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",4,1,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",4,1,"AUEL","A","F","MUAR2","1"," Aulocara"," elliotti"
"F01","9/21/2001","K",4,1,"HATR","A","F","GRND","1"," Hadtrotettix"," trifasciatus"
"F01","9/21/2001","K",4,1,"TRFO","A","M","SPWR","1"," Tropidolophus"," formosus"
"F01","9/21/2001","K",4,1,"TRFO","3","N","SPWR","1"," Tropidolophus"," formosus"
"F01","9/21/2001","K",4,1,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/21/2001","K",4,2,"AMCO","A","M","BOGR","1",NA,NA
"F01","9/21/2001","K",4,2,"AMCO","A","M","BOGR","1",NA,NA
"F01","9/21/2001","K",4,2,"ERSI","A","M","BOER","1"," Eritettix"," simplex"
"F01","9/21/2001","K",4,2,"ERSI","A","F","BOGR","1"," Eritettix"," simplex"
"F01","9/21/2001","K",4,2,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",4,2,"MEAZ","A","-999","SEFL","1"," Melanoplus"," arizonae"
"F01","9/21/2001","K",4,2,"PAPA","A","M","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",4,2,"PAPA","A","M","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",4,2,"PAPA","A","F","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",4,2,"PAPA","A","M","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",4,2,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/21/2001","K",4,2,"TRPA","A","M","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/21/2001","K",4,3,"AUEL","A","M","SCBR2","1"," Aulocara"," elliotti"
"F01","9/21/2001","K",4,3,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",4,3,"ERSI","A","M","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",4,3,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",4,3,"PAPA","A","M","GRND","1"," Paropomala"," pallida"
"F01","9/21/2001","K",4,3,"PAPA","A","F","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",4,3,"PSSP","2","N","SCBR2","1",NA,NA
"F01","9/21/2001","K",4,3,"TRPA","A","F","GRND","1"," Trimerotropis"," pallidipennis"
"F01","9/21/2001","K",4,4,"AGDE","A","M","BOGR","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",4,4,"AGDE","A","F","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",4,4,"AGDE","A","F","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",4,4,"AUFE","A","F","BOGR","1"," Aulocara"," femoratum"
"F01","9/21/2001","K",4,4,"ERSI","A","F","BOGR","1"," Eritettix"," simplex"
"F01","9/21/2001","K",4,4,"PAPA","A","F","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",4,4,"PSSP","1","N","SCBR2","1",NA,NA
"F01","9/21/2001","K",4,5,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",4,5,"ARPS","A","F","GRND","1"," Arphia"," pseudonietana"
"F01","9/21/2001","K",4,5,"ERSI","A","F","HIJA","1"," Eritettix"," simplex"
"F01","9/21/2001","K",4,5,"HATR","A","F","GRND","1"," Hadtrotettix"," trifasciatus"
"F01","9/21/2001","K",4,5,"MELA","A","M","MASP","1"," Melanoplus"," lakinus"
"F01","9/21/2001","K",4,5,"PAPA","A","F","BOER","1"," Paropomala"," pallida"
"F01","9/21/2001","K",4,5,"PAPA","A","F","HIJA","1"," Paropomala"," pallida"
"F01","9/21/2001","K",4,6,"AGDE","A","M","SCBR2","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",4,6,"AGDE","A","M","GRND","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",4,6,"AGDE","A","F","BOGR","1"," Ageneotettix"," deorum"
"F01","9/21/2001","K",4,6,"AUEL","A","F","SCBR2","1"," Aulocara"," elliotti"
"F01","9/21/2001","K",4,6,"ERSI","A","F","BOER","1"," Eritettix"," simplex"
"F01","9/21/2001","K",4,6,"MEAZ","A","M","GUWR","1"," Melanoplus"," arizonae"
