"year","day","habitat_type","stake_number","species_number","distance","direction","Taxa_kingdom","Taxa_phylum","Taxa_class","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","presence"
1992,163,"grass",140,"474",50,"90","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",140,"501",50,"315","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",140,"578",50,"315","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",141,"501",70,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",141,"578",70,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",141,"578",100,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",141,"474",50,"180","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",141,"578",100,"45","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",141,"501",100,"45","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",141,"474",50,"0","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",141,"474",50,"270","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",141,"474",50,"180","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",141,"474",50,"180","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",141,"578",100,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",141,"501",100,"0","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",142,"501",50,"90","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",142,"578",70,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",142,"474",70,"180","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",142,"578",100,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",142,"474",100,"0","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",142,"501",100,"0","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",142,"474",50,"315","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",142,"501",50,"315","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",142,"578",100,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",142,"501",100,"180","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",142,"474",50,"180","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",142,"501",100,"180","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",142,"501",100,"90","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",142,"474",100,"180","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",142,"578",100,"315","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",143,"474",50,"0","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",143,"474",100,"0","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",143,"578",100,"315","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",143,"578",100,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",143,"501",100,"0","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",143,"501",100,"0","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",143,"578",50,"315","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",143,"474",50,"90","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",143,"501",50,"180","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",143,"578",50,"225","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",143,"474",100,"270","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",143,"501",100,"180","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",143,"578",100,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",143,"474",100,"90","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",143,"293",100,"135","Animaila","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","squamata",1
1992,163,"grass",143,"578",50,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",143,"293",100,"90","Animaila","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","squamata",1
1992,163,"grass",144,"501",100,"0","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",144,"578",50,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",144,"501",50,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",144,"501",50,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",144,"501",50,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",144,"293",100,"270","Animaila","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","squamata",1
1992,163,"grass",144,"578",100,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",144,"474",50,"270","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",144,"474",100,"270","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",144,"501",100,"180","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",144,"501",100,"90","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",144,"578",100,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",144,"501",50,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",144,"501",50,"0","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",144,"474",50,"270","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",144,"578",50,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",144,"501",100,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",144,"501",100,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",144,"501",100,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",144,"474",50,"0","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",144,"474",50,"270","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",145,"578",150,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",145,"501",100,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",145,"501",100,"180","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",145,"578",100,"225","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,163,"grass",145,"501",100,"90","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",145,"501",100,"0","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",145,"501",100,"45","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,163,"grass",145,"474",50,"180","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",145,"474",50,"90","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,163,"grass",145,"474",50,"135","Animaila","Chordata","Aves","Passeriformes","Alaudidae","Eremophila","alpestris",1
1992,164,"creosote",130,"316",100,"0","Animaila","Chordata","Aves","Columbiformes","columbidae","Zenaida","macroura",1
1992,164,"creosote",130,"420",100,"270","Animaila","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Chordeiles","minor",1
1992,164,"creosote",130,"573",100,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",130,"573",100,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",130,"293",100,"180","Animaila","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","squamata",1
1992,164,"creosote",130,"573",100,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",131,"578",100,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,164,"creosote",131,"573",50,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",131,"293",100,"45","Animaila","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","squamata",1
1992,164,"creosote",131,"316",100,"0","Animaila","Chordata","Aves","Columbiformes","columbidae","Zenaida","macroura",1
1992,164,"creosote",131,"486",150,"270","Animaila","Chordata","Aves","Passeriformes","Corvidae","Corvus","corax",1
1992,164,"creosote",131,"486",150,"270","Animaila","Chordata","Aves","Passeriformes","Corvidae","Corvus","corax",1
1992,164,"creosote",131,"501",150,"180","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,164,"creosote",131,"573",50,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",131,"573",50,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",131,"573",100,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",131,"573",100,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",131,"454",100,"270","Animaila","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens",1
1992,164,"creosote",132,"578",50,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,164,"creosote",132,"573",100,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",132,"573",100,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",132,"420",100,"90","Animaila","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Chordeiles","minor",1
1992,164,"creosote",132,"578",100,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,164,"creosote",133,"573",100,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",133,"573",100,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",133,"501",150,"0","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,164,"creosote",133,"573",100,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",133,"573",70,"315","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",133,"495",100,"0","Animaila","Chordata","Aves","Passeriformes","Icteridae","Molothrus","ater",1
1992,164,"creosote",133,"573",30,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",134,"573",20,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",134,"578",70,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,164,"creosote",134,"573",100,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",134,"501",100,"90","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,164,"creosote",134,"293",150,"225","Animaila","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","squamata",1
1992,164,"creosote",134,"573",70,"45","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",134,"573",20,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",134,"454",50,"90","Animaila","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens",1
1992,164,"creosote",134,"573",50,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",134,"316",100,"180","Animaila","Chordata","Aves","Columbiformes","columbidae","Zenaida","macroura",1
1992,164,"creosote",135,"454",50,"270","Animaila","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens",1
1992,164,"creosote",135,"573",50,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",135,"501",100,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,164,"creosote",135,"454",10,"90","Animaila","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens",1
1992,164,"creosote",135,"573",70,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",135,"454",50,"180","Animaila","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens",1
1992,164,"creosote",136,"573",100,"45","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",136,"501",50,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,164,"creosote",136,"501",50,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,164,"creosote",136,"454",50,"270","Animaila","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens",1
1992,164,"creosote",136,"293",70,"225","Animaila","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","squamata",1
1992,164,"creosote",136,"573",30,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",136,"578",100,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,164,"creosote",137,"573",50,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","bilineata",1
1992,164,"creosote",137,"578",100,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,164,"creosote",137,"501",100,"45","Animaila","Chordata","Aves","Passeriformes","Icteridae","Sturnella","magna",1
1992,164,"creosote",137,"703",100,"180","Animaila","Chordata","Aves","Passeriformes","Mimidae","Mimus","polyglottos",1
1992,164,"creosote",137,"578",100,"45","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Peucaea","cassinii",1
1992,165,"pinyon",121,"703",50,"0","Animaila","Chordata","Aves","Passeriformes","Mimidae","Mimus","polyglottos",1
1992,165,"pinyon",121,"587",10,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",121,"703",100,"90","Animaila","Chordata","Aves","Passeriformes","Mimidae","Mimus","polyglottos",1
1992,165,"pinyon",121,"719",100,"180","Animaila","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii",1
1992,165,"pinyon",121,"420",50,"0","Animaila","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Chordeiles","minor",1
1992,165,"pinyon",121,"519",50,"270","Animaila","Chordata","Aves","Passeriformes","Icteridae","Haemorhous","mexicanus",1
1992,165,"pinyon",121,"587",10,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",121,"552",10,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Chondestes","grammacus",1
1992,165,"pinyon",123,"703",50,"0","Animaila","Chordata","Aves","Passeriformes","Mimidae","Mimus","polyglottos",1
1992,165,"pinyon",123,"703",150,"90","Animaila","Chordata","Aves","Passeriformes","Mimidae","Mimus","polyglottos",1
1992,165,"pinyon",123,"316",100,"180","Animaila","Chordata","Aves","Columbiformes","columbidae","Zenaida","macroura",1
1992,165,"pinyon",123,"295",200,"270","Animaila","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","gambelii",1
1992,165,"pinyon",123,"295",200,"270","Animaila","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","gambelii",1
1992,165,"pinyon",123,"587",100,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",123,"295",100,"0","Animaila","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","gambelii",1
1992,165,"pinyon",123,"519",100,"90","Animaila","Chordata","Aves","Passeriformes","Icteridae","Haemorhous","mexicanus",1
1992,165,"pinyon",123,"519",50,"180","Animaila","Chordata","Aves","Passeriformes","Icteridae","Haemorhous","mexicanus",1
1992,165,"pinyon",123,"751",30,"0","Animaila","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","caerulea",1
1992,165,"pinyon",123,"751",20,"0","Animaila","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","caerulea",1
1992,165,"pinyon",123,"591",30,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Melozone",NA,1
1992,165,"pinyon",123,"448",50,"90","Animaila","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","vociferans",1
1992,165,"pinyon",123,"448",50,"90","Animaila","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","vociferans",1
1992,165,"pinyon",124,"587",100,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",124,"703",100,"270","Animaila","Chordata","Aves","Passeriformes","Mimidae","Mimus","polyglottos",1
1992,165,"pinyon",124,"703",70,"90","Animaila","Chordata","Aves","Passeriformes","Mimidae","Mimus","polyglottos",1
1992,165,"pinyon",124,"492",70,"90","Animaila","Chordata","Aves","Passeriformes","Corvidae","Gymnorhinus","cyanocephalus",1
1992,165,"pinyon",124,"587",100,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",124,"316",150,"0","Animaila","Chordata","Aves","Columbiformes","columbidae","Zenaida","macroura",1
1992,165,"pinyon",124,"492",150,"90","Animaila","Chordata","Aves","Passeriformes","Corvidae","Gymnorhinus","cyanocephalus",1
1992,165,"pinyon",124,"492",150,"90","Animaila","Chordata","Aves","Passeriformes","Corvidae","Gymnorhinus","cyanocephalus",1
1992,165,"pinyon",124,"733",10,"0","Animaila","Chordata","Aves","Passeriformes","Paridae","Baeolophus","inornatus",1
1992,165,"pinyon",124,"719",100,"270","Animaila","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii",1
1992,165,"pinyon",125,"703",100,"180","Animaila","Chordata","Aves","Passeriformes","Mimidae","Mimus","polyglottos",1
1992,165,"pinyon",125,"719",150,"270","Animaila","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii",1
1992,165,"pinyon",125,"596",150,"90","Animaila","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","melanocephalus",1
1992,165,"pinyon",125,"703",100,"0","Animaila","Chordata","Aves","Passeriformes","Mimidae","Mimus","polyglottos",1
1992,165,"pinyon",125,"719",70,"180","Animaila","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii",1
1992,165,"pinyon",125,"481",100,"90","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,165,"pinyon",125,"316",100,"90","Animaila","Chordata","Aves","Columbiformes","columbidae","Zenaida","macroura",1
1992,165,"pinyon",125,"733",50,"270","Animaila","Chordata","Aves","Passeriformes","Paridae","Baeolophus","inornatus",1
1992,165,"pinyon",125,"481",150,"270","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,165,"pinyon",126,"587",30,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",126,"396",70,"90","Animaila","Chordata","Aves","Piciformes","Picidae","Dryobates","scalaris",1
1992,165,"pinyon",126,"316",100,"180","Animaila","Chordata","Aves","Columbiformes","columbidae","Zenaida","macroura",1
1992,165,"pinyon",126,"596",100,"90","Animaila","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","melanocephalus",1
1992,165,"pinyon",126,"587",70,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",126,"587",100,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",126,"454",150,"270","Animaila","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens",1
1992,165,"pinyon",126,"454",150,"270","Animaila","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens",1
1992,165,"pinyon",127,"587",100,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",127,"587",70,"90","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",127,"454",70,"180","Animaila","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens",1
1992,165,"pinyon",127,"495",100,"90","Animaila","Chordata","Aves","Passeriformes","Icteridae","Molothrus","ater",1
1992,165,"pinyon",127,"587",100,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",127,"587",100,"315","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",127,"596",100,"0","Animaila","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","melanocephalus",1
1992,165,"pinyon",127,"719",70,"90","Animaila","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii",1
1992,165,"pinyon",127,"719",100,"135","Animaila","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii",1
1992,165,"pinyon",127,"587",150,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",127,"481",150,"270","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,165,"pinyon",128,"587",50,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",128,"719",50,"90","Animaila","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii",1
1992,165,"pinyon",128,"481",10,"90","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,165,"pinyon",128,"587",100,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",128,"719",100,"0","Animaila","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii",1
1992,165,"pinyon",128,"719",100,"180","Animaila","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii",1
1992,165,"pinyon",128,"587",50,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",128,"481",50,"270","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,165,"pinyon",129,"560",10,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Spizella","passerina",1
1992,165,"pinyon",129,"481",100,"0","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,165,"pinyon",129,"719",100,"90","Animaila","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii",1
1992,165,"pinyon",129,"560",30,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Spizella","passerina",1
1992,165,"pinyon",129,"587",150,"0","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,165,"pinyon",129,"560",20,"270","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Spizella","passerina",1
1992,165,"pinyon",129,"703",150,"270","Animaila","Chordata","Aves","Passeriformes","Mimidae","Mimus","polyglottos",1
1992,165,"pinyon",129,"719",150,"270","Animaila","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","bewickii",1
1992,165,"pinyon",129,"587",50,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,239,"pinyon",121,"481",100,"90","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,239,"pinyon",121,"481",100,"90","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,239,"pinyon",121,"486",100,"90","Animaila","Chordata","Aves","Passeriformes","Corvidae","Corvus","corax",1
1992,239,"pinyon",121,"481",100,"270","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,239,"pinyon",121,"360",100,"0","Animaila","Chordata","Aves","Falconiformes","Falconidae","Falco","sparverius",1
1992,239,"pinyon",121,"486",150,"0","Animaila","Chordata","Aves","Passeriformes","Corvidae","Corvus","corax",1
1992,239,"pinyon",121,"486",150,"0","Animaila","Chordata","Aves","Passeriformes","Corvidae","Corvus","corax",1
1992,239,"pinyon",121,"486",150,"0","Animaila","Chordata","Aves","Passeriformes","Corvidae","Corvus","corax",1
1992,239,"pinyon",121,"481",150,"0","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,239,"pinyon",121,"587",100,"180","Animaila","Chordata","Aves","Passeriformes","Emberizidae","Pipilo","erythrophthalmus",1
1992,239,"pinyon",121,"481",100,"180","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,239,"pinyon",121,"481",100,"180","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,239,"pinyon",121,"481",100,"270","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,239,"pinyon",121,"481",100,"270","Animaila","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",NA,1
1992,239,"pinyon",121,"295",100,"90","Animaila","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","gambelii",1
