"YEAR","WEB","KIND","DATE","RECORDER","TRANS","PT","SPECIES","PCT.COVER","Comments","Taxa_kingdom","Taxa_order","Taxa_family","Taxa_genus","Taxa_species"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,6,"STCO",5,"","Plantae","Poales","Poaceae","Stipa","comata"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,6,"THTR",5,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,6,"BOGR",45,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,6,"BARE",20,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,6,"LITT",20,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,7,"SPCR",10,"","Plantae","Poales","Poaceae","Sporobolus","cryptandrus"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,7,"THTR",5,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,7,"ARFR",10,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,7,"OPPO",5,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,7,"ARLO",10,"","Plantae","Poales","Poaceae","Aristida","longiseta"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,7,"BOGR",20,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,7,"SPCO",1,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,7,"BARE",20,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,7,"LITT",30,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,8,"ARFR",5,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,8,"LEDE",1,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,8,"SPCO",5,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,8,"THTR",5,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,8,"ARLO",5,"","Plantae","Poales","Poaceae","Aristida","longiseta"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,8,"PLPA",1,"","Plantae","Lamiales","Plantaginaceae","Plantago","patagonica"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,8,"BOGR",35,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,8,"BARE",20,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,8,"LITT",25,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,9,"GUSA",35,"","Plantae","Asterales","Asteraceae","Gutierrezia","sarothrae"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,9,"ARLO",15,"","Plantae","Poales","Poaceae","Aristida","longiseta"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,9,"LEDE",1,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,9,"BOGR",15,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,9,"SPCO",1,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,9,"BARE",25,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,9,"LITT",15,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,10,"GUSA",20,"","Plantae","Asterales","Asteraceae","Gutierrezia","sarothrae"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,10,"ARFR",5,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,10,"THTR",10,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,10,"ARLO",15,"","Plantae","Poales","Poaceae","Aristida","longiseta"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,10,"SPCR",5,"","Plantae","Poales","Poaceae","Sporobolus","cryptandrus"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,10,"SIHY",10,"","Plantae","Poales","Poaceae","Sitanion","hystrix"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,10,"BOGR",10,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,10,"BARE",15,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",2,10,"LITT",15,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,1,"ARLO",30,"","Plantae","Poales","Poaceae","Aristida","longiseta"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,1,"BOGR",20,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,1,"SPCR",1,"","Plantae","Poales","Poaceae","Sporobolus","cryptandrus"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,1,"THTR",1,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,1,"CAHE",1,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,1,"BARE",10,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,1,"LITT",40,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,1,"STCO",1,"","Plantae","Poales","Poaceae","Stipa","comata"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,1,"COCA",1,"",NA,NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,2,"OPPO",5,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,2,"LEDE",1,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,2,"CAHE",5,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,2,"BOGR",30,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,2,"BARE",35,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,2,"LITT",25,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,2,"THTR",1,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,3,"BARE",60,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,3,"ARFR",5,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,3,"CAHE",1,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,3,"BOGR",20,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,3,"ARLO",10,"","Plantae","Poales","Poaceae","Aristida","longiseta"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,3,"LITT",15,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,4,"CAHE",5,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,4,"THTR",5,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,4,"BOGR",45,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,4,"BARE",5,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,4,"LITT",40,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,5,"SPCO",5,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,5,"OPPO",5,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,5,"C.VILLOSA",1,"",NA,NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,5,"CAHE",5,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,5,"BOGR",10,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,5,"BARE",40,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,5,"LITT",30,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,5,"ARLO",5,"","Plantae","Poales","Poaceae","Aristida","longiseta"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,6,"OPPO",5,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,6,"THTR",1,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,6,"LEDE",1,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,6,"ARFR",1,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,6,"BOGR",35,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,6,"CAHE",1,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,6,"BARE",20,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","N.KAPLAN,D.WELCH,N.CRALL,D.CANTER",3,6,"LITT",40,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,7,"OPPO",15,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,7,"PSTE",10,"","Plantae","Fabales","Fabaceae","Psoralea","tenuiflora"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,7,"BOGR",5,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,7,"EREF",20,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,7,"THTR",5,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,7,"SPCO",5,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,7,"BARE",15,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,7,"LITT",25,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,8,"OECO",5,"","Plantae","Myrtales","Onagraceae","Oenothera","coronopifolia"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,8,"ARFR",30,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,8,"BOGR",10,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,8,"OPPO",5,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,8,"STCO",5,"","Plantae","Poales","Poaceae","Stipa","comata"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,8,"SPCR",1,"","Plantae","Poales","Poaceae","Sporobolus","cryptandrus"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,8,"ARLO",10,"","Plantae","Poales","Poaceae","Aristida","longiseta"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,8,"BARE",20,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,8,"LITT",15,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,9,"ARLO",10,"","Plantae","Poales","Poaceae","Aristida","longiseta"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,9,"STCO",15,"","Plantae","Poales","Poaceae","Stipa","comata"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,9,"LEDE",1,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,9,"ARFR",5,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,9,"BOGR",15,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,9,"BARE",40,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,9,"LITT",15,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,10,"ARLO",10,"","Plantae","Poales","Poaceae","Aristida","longiseta"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,10,"BOGR",25,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,10,"CAHE",5,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,10,"LEDE",1,"","Plantae","Brassicales","Brassicaceae","Lepidium","densiflorum"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,10,"OPPO",5,"","Plantae","Caryophyllales","Cactaceae","Opuntia","polyacantha"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,10,"THTR",1,"","Plantae","Asterales","Asteraceae","Thelesperma","filifolium"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,10,"ARFR",1,"","Plantae","Asterales","Asteraceae","Artemisia","frigida"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,10,"SIHY",5,"","Plantae","Poales","Poaceae","Sitanion","hystrix"
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,10,"BARE",25,"","Plantae",NA,NA,NA,NA
2001,"27NE","grass","37092","P.VERMUELEN,J.BECKSTED,L.HARTLEY,J.ZIMMERMANN",3,10,"LITT",15,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","B. Grady, N. Kaplan, J. Dyson, M. Anderson, J. Isaacs, C Meglasson",1,1,"EREF",30,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
2002,"13NW","shrub","37456","B. Grady, N. Kaplan, J. Dyson, M. Anderson, J. Isaacs, C Meglasson",1,1,"BOGR",10,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2002,"13NW","shrub","37456","B. Grady, N. Kaplan, J. Dyson, M. Anderson, J. Isaacs, C Meglasson",1,1,"CAHE",5,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2002,"13NW","shrub","37456","B. Grady, N. Kaplan, J. Dyson, M. Anderson, J. Isaacs, C Meglasson",1,1,"BARE",5,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","B. Grady, N. Kaplan, J. Dyson, M. Anderson, J. Isaacs, C Meglasson",1,1,"LITT",50,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,2,"EREF",5,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,2,"AGSM",5,"","Plantae","Poales","Poaceae","Agropyron","smithii"
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,2,"BOGR",20,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,2,"CAHE",5,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,2,"BARE",5,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,2,"LITT",60,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,3,"BOGR",10,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,3,"BARE",70,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,3,"LITT",20,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,4,"EREF",40,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,4,"BOGR",10,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,4,"BARE",5,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,4,"LITT",45,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,5,"SPCO",5,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,5,"BOGR",15,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,5,"CAHE",5,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,5,"BARE",5,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","B. Grady, M. Anderson, J. Isaacs",1,5,"LITT",70,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,6,"CAHE",5,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,6,"AGSM",3,"","Plantae","Poales","Poaceae","Agropyron","smithii"
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,6,"BOGR",15,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,6,"BARE",35,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,6,"LITT",50,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,6,"POOL",0,"",NA,NA,NA,NA,NA
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,6,"EREF",0,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,7,"SPCO",5,"","Plantae","Malvales","Malvaceae","Sphaeralcea","coccinea"
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,7,"BOGR",15,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,7,"BARE",25,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,7,"LITT",55,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,8,"BOGR",20,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,8,"BARE",15,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,8,"LITT",65,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,9,"ARDR",10,"","Plantae","Asterales","Asteraceae","Artemisia","dracunculus"
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,9,"EREF",5,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,9,"BOGR",10,"","Plantae","Poales","Poaceae","Bouteloua","gracilis"
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,9,"BARE",30,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","N. Kaplan, M. Anderson, J. Dyson",1,9,"LITT",45,"","Plantae",NA,NA,NA,NA
2002,"13NW","shrub","37456","B. Grady, N. Kaplan, J. Dyson, M. Anderson, J. Isaacs, C Meglasson",1,10,"CAHE",5,"","Plantae","Poales"," Cyperaceae","Carex","eleocharis"
2002,"13NW","shrub","37456","B. Grady, N. Kaplan, J. Dyson, M. Anderson, J. Isaacs, C Meglasson",1,10,"EREF",15,"","Plantae","Caryophyllales","Polygonaceae","Eriogonum","effusum"
